index,t,days,siteID,lpC,sdlpC,MLD,dMLD,N0,light,rPC,sdrPC,zeu,sdzeu,lpC_median,latitude,lpC_lb68,lpC_ub68,lpC_lb95,lpC_ub95
49,381,16,1,2.07705189797145,0.747616709178949,153.328404699631,-0.1583167472675,15.5072484375,34.1702767519309,-0.00423624450738847,0.112564910109486,58.3475199135152,5.57637887367219,2.07705189797145,42.5,1.3294351887925,2.8246686071504,0.581818479613552,3.57228531632935
50,389,24,1,2.04316194191234,0.805672895754658,143.057165263229,-1.28390491157496,15.5072484375,52.9822741690737,0.0163005656343478,0.148081582237742,59.5053647956591,5.77391697321758,2.04316194191234,42.5,1.23748904615768,2.848834837667,0.431816150403024,3.65450773342166
51,397,32,1,2.17356646698712,0.978829554778287,132.78592609995,-1.23615814482171,15.5072484375,56.9892428177303,-0.0962836567454663,0.154371438136249,58.7934309620666,5.20445663897511,2.17356646698712,42.5,1.19473691220883,3.15239602176541,0.215907357430546,4.13122557654369
52,405,40,1,1.4032972130234,0.962531538032507,122.514686821832,-1.04517110656258,15.5072484375,47.5058973910272,0.0934135715559938,0.142639808737312,62.193227421046,5.5545093474242,1.4032972130234,42.5,0.440765674990893,2.36582875105591,-0.521765863041614,3.32836028908841
53,413,48,1,2.15060578547134,0.716912386309351,113.389369787508,-0.854184069161625,15.5072484375,52.6338310959319,-0.000459727600977711,0.126276394558937,56.810460816192,5.70350590849008,2.15060578547134,42.5,1.43369339916199,2.86751817178069,0.716781012852638,3.58443055809004
54,421,56,1,2.14692796466353,0.815387047139337,107.701819542448,-0.71094378818655,15.5072484375,74.5601088946222,-0.0508208260493564,0.153258464364973,51.6087415824008,5.33553277969622,2.14692796466353,42.5,1.33154091752419,2.96231501180287,0.516153870384856,3.7777020589422
55,429,64,1,1.74036135626867,1.05093603156241,102.014269161953,-0.398533370398271,15.5072484375,57.2654093859662,0.0641520962745056,0.137446637025765,55.4838158717427,6.14873407897449,1.74036135626867,42.5,0.68942532470626,2.79129738783108,-0.36151070685615,3.84223341939349
56,437,72,1,2.25357812646472,0.747464373760381,96.3267188710308,0.0180138552782084,15.5072484375,69.4756174890431,-0.011896980355101,0.139200908567275,55.349589746529,6.03259032487517,2.25357812646472,42.5,1.50611375270434,3.0010425002251,0.758649378943958,3.74850687398548
57,445,80,1,2.15840228362391,0.826793174583789,98.1370186528895,0.434561071867758,15.5072484375,80.5717720437362,0.059359138353061,0.1106061796347,48.2700766340566,8.29059643584372,2.15840228362391,42.5,1.33160910904012,2.9851954582077,0.504815934456332,3.81198863279149
58,453,88,1,2.63327539044839,0.69127395574991,102.44660168863,0.538697874722687,15.5072484375,78.1692215201026,-0.0291583259574992,0.100429001947114,46.9333452951417,8.51452372649104,2.63327539044839,42.5,1.94200143469848,3.3245493461983,1.25072747894857,4.01582330194821
59,461,96,1,2.4000087827884,0.658314819550573,106.756184595857,0.0679103106260837,15.5072484375,95.13845515051,0.0865587887562742,0.115304538765646,52.756270408896,6.81177200260448,2.4000087827884,42.5,1.74169396323783,3.05832360233897,1.08337914368725,3.71663842188955
60,469,104,1,3.09247909283859,0.735312155043919,111.065767646234,-0.4701325940534,15.5072484375,104.748904823739,-0.0126666605032112,0.103226850707783,40.8105277181339,8.42038135975241,3.09247909283859,42.5,2.35716693779467,3.82779124788251,1.62185478275075,4.56310340292643
61,477,112,1,2.9911458088129,0.593557554129245,104.076449143656,-1.00817553870658,15.5072484375,94.4951964396446,-0.0453495529690307,0.112479721028887,47.8655727947424,8.69484728534777,2.9911458088129,42.5,2.39758825468366,3.58470336294215,1.80403070055441,4.17826091707139
62,485,120,1,2.62834938506065,0.734243654674747,95.4730023385754,-1.09660486688015,15.5072484375,98.2826966550267,0.0606950563962779,0.0882263184072779,48.6763120992653,8.63551855736268,2.62834938506065,42.5,1.8941057303859,3.3625930397354,1.15986207571116,4.09683669441014
63,493,128,1,3.11390983623088,0.484187706667605,86.869554717276,-1.2659966212394,15.5072484375,121.678490115317,0.00726371428511772,0.0720585140662966,50.3839789844558,7.13986398631231,3.11390983623088,42.5,2.62972212956327,3.59809754289849,2.14553442289567,4.08228524956609
64,501,136,1,3.17201955051182,0.496053523426408,77.7579323385325,-1.43538834117147,15.5072484375,111.383716556655,-0.00125212384957108,0.0649354143106406,48.7035091913746,7.62076325154156,3.17201955051182,42.5,2.67596602708541,3.66807307393823,2.179912503659,4.16412659736464
65,509,144,1,3.16200255971524,0.410696321393846,65.0890834288299,-1.58360611183293,15.5072484375,134.361567166927,-0.0238596446266249,0.0581720776983758,48.1965519636544,7.09428216530669,3.16200255971524,42.5,2.75130623832139,3.57269888110909,2.34060991692755,3.98339520250293
66,517,152,1,2.97112540270224,0.373399505660045,52.4202345291608,-1.48251167781513,15.5072484375,99.5898858550914,-0.0262395491350453,0.0578779945836015,57.223189622032,7.98436243777723,2.97112540270224,42.5,2.59772589704219,3.34452490836228,2.22432639138215,3.71792441402233
67,525,160,1,2.76120900962189,0.349337935216386,39.7513856545422,-1.07813394503255,15.5072484375,160.967731038315,-0.0233005277298212,0.0622832390996791,61.2594144902966,6.95746822742386,2.76120900962189,42.5,2.4118710744055,3.11054694483828,2.06253313918912,3.45988488005466
68,533,168,1,2.57480478778332,0.420982475885913,29.5088031612667,-0.67375621582485,15.5072484375,138.273764299055,-0.0107391805786485,0.0669650350439584,62.63820121242,7.22300480428971,2.57480478778332,42.5,2.15382231189741,2.99578726366923,1.73283983601149,3.41676973955515
69,541,176,1,2.48889134315413,0.395616304718143,26.5450198483797,-0.370472917903071,15.5072484375,128.180807331861,-0.0348260910322137,0.0795419307658334,67.5753457735651,7.68359356383165,2.48889134315413,42.5,2.09327503843599,2.88450764787227,1.69765873371784,3.28012395259042
70,549,184,1,2.21028261489643,0.530562297519762,23.5812364747458,-0.319566830610504,15.5072484375,117.889073247744,0.0183476013644494,0.075663380381244,67.1024436068874,6.30171070945203,2.21028261489643,42.5,1.67972031737667,2.74084491241619,1.14915801985691,3.27140720993595
71,557,192,1,2.35706342581202,0.293733056762934,20.617453131593,-0.217754651940667,15.5072484375,116.231174107812,0.0241542138479768,0.0466699636324254,68.5739008753176,6.37843907215454,2.35706342581202,42.5,2.06333036904909,2.65079648257495,1.76959731228615,2.94452953933789
72,565,200,1,2.55029713659583,0.282694625707936,18.8754159137276,-0.115942474969283,15.5072484375,145.517515694506,0.00670919667878921,0.0569746270044367,71.37627261195,6.45236058543003,2.55029713659583,42.5,2.26760251088789,2.83299176230377,1.98490788517996,3.1156863880117
73,573,208,1,2.60397071002614,0.404732368733134,18.3551248281698,-0.0650363865615458,15.5072484375,133.496493020043,0.00433227575555574,0.0607252156282823,70.7990417161923,6.67929104670631,2.60397071002614,42.5,2.19923834129301,3.00870307875927,1.79450597255987,3.41343544749241
74,581,216,1,2.63862891607059,0.352567923473108,17.8348337323302,0.0430502225741458,15.5072484375,136.229915592292,-0.0291375730279681,0.059612235199632,70.6800673239769,6.58107659403447,2.63862891607059,42.5,2.28606099259748,2.9911968395437,1.93349306912437,3.34376476301681
75,589,224,1,2.40552833184685,0.352589437574237,17.3145426362505,0.215988796122921,15.5072484375,106.404481874126,0.00267176582307065,0.0555757478396533,75.169979145296,7.04025376062185,2.40552833184685,42.5,2.05293889427261,2.75811776942109,1.70034945669838,3.11070720699532
76,597,232,1,2.42690245843142,0.350377121497266,19.3883301699493,0.388927368918708,15.5072484375,119.618447138852,-0.0106289849972285,0.0652297827883747,77.7507890338378,7.40865580952541,2.42690245843142,42.5,2.07652533693415,2.77727957992869,1.72614821543689,3.12765670142595
77,605,240,1,2.34187057845359,0.453930914808719,23.0185648392803,0.453779333093788,15.5072484375,99.2897603424622,-0.0142205551344888,0.0746159404760553,79.8960014898917,7.88624836232141,2.34187057845359,42.5,1.88793966364487,2.79580149326231,1.43400874883615,3.24973240807103
78,613,248,1,2.22810613737768,0.456019762270582,26.6487994902995,0.440696520305204,15.5072484375,102.621087257324,-0.00455937487786531,0.0708666478059778,79.0562793637324,8.22224261114637,2.22810613737768,42.5,1.7720863751071,2.68412589964826,1.31606661283652,3.14014566191884
79,621,256,1,2.19163113835476,0.384214754186887,30.2790341642002,0.423252772204579,15.5072484375,91.6881401435717,0.00916097207931257,0.0881835357756275,80.2507535766901,7.61882460571215,2.19163113835476,42.5,1.80741638416787,2.57584589254165,1.42320162998099,2.96006064672853
80,629,264,1,2.26491891498926,0.625419121348665,33.5952813266052,0.405809022365487,15.5072484375,108.917784144162,-0.0210551113770891,0.0873426284761809,78.8951724044495,9.06070673472116,2.26491891498926,42.5,1.6394997936406,2.89033803633793,1.01408067229193,3.51575715768659
81,637,272,1,2.09647802397255,0.390781231954729,36.8068660232094,0.401448084569921,15.5072484375,98.7414983895295,-0.00515976129873869,0.070327878963965,78.1134981854105,7.71798297812411,2.09647802397255,42.5,1.70569679201782,2.48725925592728,1.31491556006309,2.87804048788201
82,645,280,1,2.05519993358264,0.47278506028613,40.0184507009719,0.543473942815154,15.5072484375,61.5180512428707,0.0427506265231461,0.092213282030582,77.6531064211006,7.42773266467008,2.05519993358264,42.5,1.58241487329651,2.52798499386877,1.10962981301038,3.0007700541549
83,653,288,1,2.3972049457678,0.589301249917759,43.2300353562833,0.685499797063292,15.5072484375,67.2979103263137,0.0267095734196652,0.104002150654367,71.6998630876021,7.77694818258321,2.3972049457678,42.5,1.80790369585004,2.98650619568556,1.21860244593228,3.57580744560332
84,661,296,1,2.61088153312511,0.669979621214503,49.8502406507731,0.827525656743462,15.5072484375,63.856318664317,-0.0704475165824042,0.118937063083057,64.5560114366486,6.78124416976499,2.61088153312511,42.5,1.94090191191061,3.28086115433961,1.2709222906961,3.95084077555412
85,669,304,1,2.04730140046589,0.740797516810467,56.4704458304909,0.804811176460383,15.5072484375,46.5349493522065,-0.0673672683872541,0.137399917282245,63.0273490702783,6.59644511503604,2.04730140046589,42.5,1.30650388365542,2.78809891727636,0.565706366844956,3.52889643408682
86,677,312,1,1.50836325336787,0.85586090997934,63.0906511181264,0.623095335233275,15.5072484375,33.5031177427678,0.0433948616771988,0.139201990769668,61.6756490159373,5.6654293113727,1.50836325336787,42.5,0.65250234338853,2.36422416334721,-0.20335856659081,3.22008507332655
87,685,320,1,1.85552214678546,0.759477079275673,69.1657088858223,0.441379488783854,15.5072484375,56.0404501239823,0.010063779968933,0.125363290947373,59.3231476826476,5.9539276599169,1.85552214678546,42.5,1.09604506750979,2.61499922606113,0.336567988234114,3.37447630533681
88,693,328,1,1.93603238653692,0.801503945018055,71.4247338760895,0.282378120442375,15.5072484375,41.6414079570738,-0.00888234209668557,0.121098357888706,60.1793479533004,5.44760727768608,1.93603238653692,42.5,1.13452844151887,2.73753633155498,0.33302449650081,3.53904027657303
89,701,336,1,1.86497364976343,0.697550802868631,73.6837588489389,0.558603575449029,15.5072484375,34.5325032883585,-0.017517919998642,0.125912664491262,60.7566295477425,5.07053728338936,1.86497364976343,42.5,1.1674228468948,2.56252445263206,0.469872044026168,3.26007525550069
90,709,344,1,1.72483028977429,0.843600889529712,75.9427837764393,1.29520479837917,15.5072484375,37.0873392079845,-0.0691283971421918,0.174115867545141,59.877038116224,5.32640838230954,1.72483028977429,42.5,0.881229400244578,2.568431179304,0.0376285107148659,3.41203206883371
91,717,352,1,1.17180311263677,1.25683591160949,84.8312196868662,1.15416696622446,15.5072484375,34.1140578929493,0.0489675515982199,0.164061752205783,60.988572701084,5.04888995071892,1.17180311263677,42.5,-0.08503279897272,2.42863902424626,-1.34186871058221,3.68547493585575
92,725,360,1,1.56354352542253,0.94248229478506,104.768674010039,0.783815469956676,15.5072484375,24.5371959020193,0.00198626880954876,0.129419885455843,61.8614454662807,4.86142450764032,1.56354352542253,42.5,0.62106123063747,2.50602582020759,-0.32142106414759,3.44850811499265
93,732,1,1,2.08625457031345,0.837423858878136,103.783526346353,-0.130171327189857,15.5072484375,24.620194286621,-0.0495730678026515,0.136800453341185,60.2928391295348,5.08272451264132,2.08625457031345,42.5,1.24883071143531,2.92367842919159,0.411406852557178,3.76110228806972
94,739,8,1,2.08625457031345,0.837423858878136,103.783526346353,0.485246519541542,15.5072484375,42.8293973038628,-0.0495730678026515,0.136800453341185,60.2928391295348,5.08272451264132,2.08625457031345,42.5,1.24883071143531,2.92367842919159,0.411406852557178,3.76110228806972
95,747,16,1,1.68967002789225,0.814371663416379,101.785297538009,1.05375256882913,15.5072484375,54.0396984175575,-0.0374277425250558,0.150806440677982,59.3121749258049,4.71381562385887,1.68967002789225,42.5,0.875298364475871,2.50404169130863,0.0609267010594921,3.31841335472501
96,755,24,1,1.39024808769181,1.0292961655444,115.42944281535,1.7055181499005,15.5072484375,38.2845942680779,0.0410741325336312,0.178898548166381,58.397989309762,4.69383986913276,1.39024808769181,42.5,0.36095192214741,2.41954425323621,-0.66834424339699,3.44884041878061
97,763,32,1,1.71884114796085,1.10660937408813,129.073587998252,1.71339313062946,15.5072484375,53.2106679992959,0.0780269674567786,0.149859827915032,60.682169310948,5.27363261000611,1.71884114796085,42.5,0.61223177387272,2.82545052204898,-0.49437760021541,3.93205989613711
98,771,40,1,2.34305688761507,0.857471923405654,142.717733135621,1.74489301117617,15.5072484375,51.7126523974007,-0.037159740781775,0.121725897595381,58.0853321150614,5.02487543712222,2.34305688761507,42.5,1.48558496420942,3.20052881102072,0.628113040803762,4.05800073442638
99,779,48,1,2.04577896136088,0.75559335542816,156.550877950457,1.77639292022838,15.5072484375,66.8570724505174,0.0486103764270049,0.123007507900308,58.1247564031026,4.86208430555396,2.04577896136088,42.5,1.29018560593272,2.80137231678904,0.53459225050456,3.5569656722172
100,787,56,1,2.43466197277691,0.693170771201779,170.95102026648,1.80001782186329,15.5072484375,70.2229495312977,-0.0626706041049109,0.122191602429592,57.6908127553934,5.23138965361879,2.43466197277691,42.5,1.74149120157513,3.12783274397869,1.04832043037335,3.82100351518047
101,795,64,1,1.93329713993763,0.766937784719289,185.351163221102,1.10968710851479,15.5072484375,70.4108062786033,0.0621422151550533,0.111830745003677,55.0061995584111,6.50067566906502,1.93329713993763,42.5,1.16635935521834,2.70023492465692,0.399421570499052,3.46717270937621
102,803,72,1,2.43043486117805,0.621097652531651,199.751305675176,0.189246112910499,15.5072484375,66.4915644359173,0.00315516315968767,0.105657186476953,53.8749849973127,7.22708782478933,2.43043486117805,42.5,1.8093372086464,3.0515325137097,1.18823955611475,3.67263016624135
103,811,80,1,2.45567616645555,0.732817720352186,197.583510870835,-0.731194842814418,15.5072484375,96.9080322446189,0.0345042025718308,0.103163578942221,53.3394614283913,9.06746927132978,2.45567616645555,42.5,1.72285844610336,3.18849388680774,0.990040725751178,3.92131160715992
104,819,88,1,2.73170978703019,0.621832030475575,189.893069930954,-0.961305084066416,15.5072484375,114.455357708345,-0.0602040408695642,0.11127189837169,51.1748555735752,9.40915826629152,2.73170978703019,42.5,2.10987775655462,3.35354181750576,1.48804572607904,3.97537384798134
