index,t,days,years,latmin,lonmin,latmax,lonmax,siteID,lpC,sdlpC,MLD,N0
96,755,24,2000,45,-35,50,-25,5,1.86813803876001,0.860912546534384,155.072541563313,16.5627625
97,763,32,2000,45,-35,50,-25,5,1.45687279400725,1.11940716893984,149.80085003535,16.5627625
98,771,40,2000,45,-35,50,-25,5,2.21459546503275,0.894597791991256,144.529158243207,16.5627625
99,779,48,2000,45,-35,50,-25,5,2.5162296665836,0.608755143901932,134.373014294572,16.5627625
100,787,56,2000,45,-35,50,-25,5,2.29509726281983,0.6801544729195,109.563512933851,16.5627625
101,795,64,2000,45,-35,50,-25,5,2.41774329153955,0.759157055036793,84.7540115364396,16.5627625
102,803,72,2000,45,-35,50,-25,5,2.5081994175535,0.67421368566373,59.9445099743872,16.5627625
103,811,80,2000,45,-35,50,-25,5,2.89608548367673,0.596493012612383,69.4161599112553,16.5627625
104,819,88,2000,45,-35,50,-25,5,2.94203599296707,0.575867875476163,90.3148603208201,16.5627625
105,827,96,2000,45,-35,50,-25,5,3.14951534330343,0.585271988041893,111.213560781314,16.5627625
106,835,104,2000,45,-35,50,-25,5,2.96291554877694,0.647902623760695,132.112261090014,16.5627625
107,843,112,2000,45,-35,50,-25,5,3.01867841305,0.454396266140678,122.928113321629,16.5627625
108,851,120,2000,45,-35,50,-25,5,2.50964372085218,0.825209858461609,109.446415738729,16.5627625
109,859,128,2000,45,-35,50,-25,5,3.10463189539016,0.471491488456502,95.9647182240423,16.5627625
110,867,136,2000,45,-35,50,-25,5,3.58230638768288,0.406801885537043,82.8167866306011,16.5627625
111,875,144,2000,45,-35,50,-25,5,3.39455285348705,0.5307458425716,72.0052159192168,16.5627625
112,883,152,2000,45,-35,50,-25,5,3.49270136608533,0.461586563077863,61.1936454436019,16.5627625
113,891,160,2000,45,-35,50,-25,5,3.17327884113337,0.412968872951961,50.382074788842,16.5627625
114,899,168,2000,45,-35,50,-25,5,3.30200196064638,0.402354105462825,40.3535926706096,16.5627625
115,907,176,2000,45,-35,50,-25,5,3.36008791950956,0.354326976882731,32.674376332346,16.5627625
116,915,184,2000,45,-35,50,-25,5,3.45267764645025,0.382979143756997,24.995159881976,16.5627625
117,923,192,2000,45,-35,50,-25,5,3.22726859573683,0.363790108548413,17.3159435329504,16.5627625
118,931,200,2000,45,-35,50,-25,5,3.14663629750044,0.335062077841497,14.4440164679124,16.5627625
119,939,208,2000,45,-35,50,-25,5,3.03078130169516,0.353099412475307,16.379378734885,16.5627625
120,947,216,2000,45,-35,50,-25,5,2.87100711043089,0.359178345649242,18.3147409913193,16.5627625
121,955,224,2000,45,-35,50,-25,5,2.7506766458677,0.369933574415167,20.2501032336222,16.5627625
122,963,232,2000,45,-35,50,-25,5,2.72519192886095,0.375913107803233,24.9287151037488,16.5627625
123,971,240,2000,45,-35,50,-25,5,2.46155678865081,0.417757677602915,31.2532767464387,16.5627625
124,979,248,2000,45,-35,50,-25,5,2.32118834555486,0.420519982207671,37.5778384208515,16.5627625
125,987,256,2000,45,-35,50,-25,5,2.18915430405386,0.463432417875274,43.9024000442857,16.5627625
126,995,264,2000,45,-35,50,-25,5,2.24727416342694,0.58336740990921,52.1672602169715,16.5627625
127,1003,272,2000,45,-35,50,-25,5,2.5763408967968,0.534636376399727,61.0788865377342,16.5627625
128,1011,280,2000,45,-35,50,-25,5,2.35370116461009,0.569587639957702,69.9905128794084,16.5627625
129,1019,288,2000,45,-35,50,-25,5,2.58967132686593,0.479569878726472,78.9021392713985,16.5627625
130,1027,296,2000,45,-35,50,-25,5,2.75768222188526,0.582567003730589,89.4276505088478,16.5627625
131,1035,304,2000,45,-35,50,-25,5,2.64499330313453,0.671306006894176,99.9531617409987,16.5627625
132,1043,312,2000,45,-35,50,-25,5,2.29366257303495,0.81078418762578,110.478673030735,16.5627625
133,1051,320,2000,45,-35,50,-25,5,2.12107109925853,0.900056455742345,121.976486608684,16.5627625
134,1059,328,2000,45,-35,50,-25,5,2.23620177405043,0.950152947389932,140.280416767333,16.5627625
135,1067,336,2000,45,-35,50,-25,5,2.38355200856842,0.940111252156647,158.58434713463,16.5627625
136,1075,344,2000,45,-35,50,-25,5,1.92723197114198,1.11584049316836,176.888277639218,16.5627625
137,1083,352,2000,45,-35,50,-25,5,1.82188822247973,1.19560871309951,185.683875177437,16.5627625
138,1091,360,2000,45,-35,50,-25,5,1.06424148452564,1.3856537843086,178.632252277931,16.5627625
139,1097,1,2001,45,-35,50,-25,5,2.0777721288104,0.893861175867286,223.359163489409,16.5627625
140,1104,8,2001,45,-35,50,-25,5,2.0777721288104,0.893861175867286,223.359163489409,16.5627625
141,1112,16,2001,45,-35,50,-25,5,2.20126090258849,0.816193521125722,255.799406182767,16.5627625
142,1120,24,2001,45,-35,50,-25,5,2.39833721906028,0.964713100686124,259.269250858824,16.5627625
143,1128,32,2001,45,-35,50,-25,5,2.1344793174806,1.04614178441549,262.739095518657,16.5627625
144,1136,40,2001,45,-35,50,-25,5,1.89586091500395,1.09813623679192,266.20894051691,16.5627625
145,1144,48,2001,45,-35,50,-25,5,1.71179487135282,1.03730992735454,265.490918017032,16.5627625
146,1152,56,2001,45,-35,50,-25,5,2.11222811552795,0.73553185379806,252.209295443894,16.5627625
147,1160,64,2001,45,-35,50,-25,5,2.24047167545923,0.729414255856175,238.927672683399,16.5627625
148,1168,72,2001,45,-35,50,-25,5,2.38744500379644,0.630731835197511,225.646049803364,16.5627625
149,1176,80,2001,45,-35,50,-25,5,2.10172410730638,0.714685517682662,196.206686121888,16.5627625
150,1184,88,2001,45,-35,50,-25,5,2.25180402119895,0.76852471514874,161.38140831497,16.5627625
151,1192,96,2001,45,-35,50,-25,5,2.30821086862901,0.692116817568121,126.556130791108,16.5627625
152,1200,104,2001,45,-35,50,-25,5,1.9222137544635,0.840767432729684,91.7308530945583,16.5627625
153,1208,112,2001,45,-35,50,-25,5,3.42417056530954,0.559653470692937,75.656570726666,16.5627625
154,1216,120,2001,45,-35,50,-25,5,2.90422240971538,0.616306074736828,62.2610022590559,16.5627625
155,1224,128,2001,45,-35,50,-25,5,3.2234167826978,0.61687598546447,48.8654334974621,16.5627625
156,1232,136,2001,45,-35,50,-25,5,3.43587509919863,0.460462022102513,36.7004864167009,16.5627625
157,1240,144,2001,45,-35,50,-25,5,3.64314737623889,0.424945213280731,33.149890278462,16.5627625
158,1248,152,2001,45,-35,50,-25,5,3.87735697953412,0.403260563470788,29.599294111646,16.5627625
159,1256,160,2001,45,-35,50,-25,5,3.74489171417078,0.46570692985294,26.0486980222828,16.5627625
160,1264,168,2001,45,-35,50,-25,5,3.38837965918044,0.379600484829312,23.0278138404175,16.5627625
161,1272,176,2001,45,-35,50,-25,5,3.4372806211628,0.35594696818797,21.5960655967726,16.5627625
162,1280,184,2001,45,-35,50,-25,5,3.42524366706849,0.341359472069802,20.1643174048845,16.5627625
163,1288,192,2001,45,-35,50,-25,5,3.28201731238662,0.446535090572253,18.7325691610907,16.5627625
164,1296,200,2001,45,-35,50,-25,5,3.15661442913648,0.377110602727924,18.127420745103,16.5627625
165,1304,208,2001,45,-35,50,-25,5,2.88837427084266,0.463577018509346,18.3488721155624,16.5627625
166,1312,216,2001,45,-35,50,-25,5,2.83547367873008,0.393943368839865,18.5703234960057,16.5627625
167,1320,224,2001,45,-35,50,-25,5,2.82071379157206,0.457217493656408,18.7917748890073,16.5627625
168,1328,232,2001,45,-35,50,-25,5,2.77733100626099,0.448400446297946,19.6895113364276,16.5627625
169,1336,240,2001,45,-35,50,-25,5,2.49287102548524,0.513947833205012,20.993018878806,16.5627625
170,1344,248,2001,45,-35,50,-25,5,2.36381253955164,0.405575778641549,22.2965264085101,16.5627625
171,1352,256,2001,45,-35,50,-25,5,2.36814261669774,0.403561382083874,23.6000339494812,16.5627625
172,1360,264,2001,45,-35,50,-25,5,2.38415220891082,0.46752481826951,31.909439904309,16.5627625
173,1368,272,2001,45,-35,50,-25,5,2.76037991649374,0.554778862087799,42.5541453002394,16.5627625
174,1376,280,2001,45,-35,50,-25,5,2.87247782213391,0.43466062033232,53.1988507796659,16.5627625
175,1384,288,2001,45,-35,50,-25,5,2.65314837240685,0.480447734388116,63.8435561401978,16.5627625
176,1392,296,2001,45,-35,50,-25,5,2.55575727868952,0.724388057517162,69.2285921614039,16.5627625
177,1400,304,2001,45,-35,50,-25,5,2.24618194094851,0.743126347181103,74.613628172378,16.5627625
178,1408,312,2001,45,-35,50,-25,5,2.09432309440772,0.568976076081027,79.9986642939849,16.5627625
179,1416,320,2001,45,-35,50,-25,5,2.33121372134551,0.625750398744361,85.8267153871063,16.5627625
180,1424,328,2001,45,-35,50,-25,5,2.11687545249865,0.88252352349184,94.7558724212649,16.5627625
181,1432,336,2001,45,-35,50,-25,5,2.32509671164076,0.766201964711156,103.685029346016,16.5627625
182,1440,344,2001,45,-35,50,-25,5,1.62038373708334,1.08258316168473,112.614186316,16.5627625
183,1448,352,2001,45,-35,50,-25,5,1.07516124051727,1.42713573348962,131.469499462512,16.5627625
184,1456,360,2001,45,-35,50,-25,5,2.58039544746951,0.731540617550453,166.868406875266,16.5627625
185,1462,1,2002,45,-35,50,-25,5,1.36458704594014,1.12311885312885,171.791709722413,16.5627625
186,1469,8,2002,45,-35,50,-25,5,1.36458704594014,1.12311885312885,171.791709722413,16.5627625
187,1477,16,2002,45,-35,50,-25,5,2.0923292966881,0.928318902623957,171.062574514747,16.5627625
188,1485,24,2002,45,-35,50,-25,5,2.22964911162783,1.21028745605924,204.749007319544,16.5627625
189,1493,32,2002,45,-35,50,-25,5,2.37122330364653,0.827978157395146,238.435439709425,16.5627625
190,1501,40,2002,45,-35,50,-25,5,2.33386931597268,0.955138753880065,272.121872665685,16.5627625
191,1509,48,2002,45,-35,50,-25,5,1.50454189288824,1.10316165692707,301.872852766979,16.5627625
192,1517,56,2002,45,-35,50,-25,5,1.61523834195833,1.02922591599409,319.817473744288,16.5627625
193,1525,64,2002,45,-35,50,-25,5,1.80526291882603,1.21298567526147,337.762095652688,16.5627625
194,1533,72,2002,45,-35,50,-25,5,2.29732218717185,0.870407095396302,355.706716585691,16.5627625
195,1541,80,2002,45,-35,50,-25,5,2.39784499355438,0.679219924239702,328.552608078323,16.5627625
196,1549,88,2002,45,-35,50,-25,5,2.05350315315166,0.734633729856121,286.36558984995,16.5627625
197,1557,96,2002,45,-35,50,-25,5,2.60837023132256,0.681049864533306,244.178571681248,16.5627625
198,1565,104,2002,45,-35,50,-25,5,1.83332611109958,0.930131456763094,201.991553653876,16.5627625
199,1573,112,2002,45,-35,50,-25,5,2.53647062597443,0.637339302590801,164.404024667277,16.5627625
200,1581,120,2002,45,-35,50,-25,5,2.59604322266159,0.828689492634041,127.473565392329,16.5627625
201,1589,128,2002,45,-35,50,-25,5,3.17789514367171,0.592649997021158,90.5431062477167,16.5627625
202,1597,136,2002,45,-35,50,-25,5,3.08632932867061,0.624989149373335,57.1084367448093,16.5627625
203,1605,144,2002,45,-35,50,-25,5,3.02110332112292,0.343082103297837,48.1442946722773,16.5627625
204,1613,152,2002,45,-35,50,-25,5,2.67843785754749,0.532702484049109,39.1801524888973,16.5627625
205,1621,160,2002,45,-35,50,-25,5,2.98652587915562,0.446117463583298,30.2160103414953,16.5627625
206,1629,168,2002,45,-35,50,-25,5,3.03517279932321,0.427991214902837,22.912970212102,16.5627625
207,1637,176,2002,45,-35,50,-25,5,3.12603747136656,0.439877547660989,20.5932361451206,16.5627625
208,1645,184,2002,45,-35,50,-25,5,3.34433221012776,0.473566799163824,18.2735020490736,16.5627625
209,1653,192,2002,45,-35,50,-25,5,3.34665293446891,0.419285979840322,15.9537679900974,16.5627625
210,1661,200,2002,45,-35,50,-25,5,3.19434983110093,0.429536167688018,14.758026863974,16.5627625
211,1669,208,2002,45,-35,50,-25,5,3.20730553162523,0.383442064647722,14.686278678245,16.5627625
212,1677,216,2002,45,-35,50,-25,5,3.05842544459686,0.487237435487688,14.6145304801564,16.5627625
213,1685,224,2002,45,-35,50,-25,5,2.91175686377377,0.483838803186594,14.5427822963066,16.5627625
214,1693,232,2002,45,-35,50,-25,5,2.84920154363469,0.650725956198758,16.1231227970372,16.5627625
215,1701,240,2002,45,-35,50,-25,5,2.66116630638926,0.567079401755939,18.6947165365766,16.5627625
216,1709,248,2002,45,-35,50,-25,5,2.52319862601753,0.484252007934378,21.2663103102396,16.5627625
217,1717,256,2002,45,-35,50,-25,5,2.67273945518954,0.49534313923453,23.8379040376843,16.5627625
218,1725,264,2002,45,-35,50,-25,5,2.55911111196784,0.560328239393875,28.4673892066877,16.5627625
219,1733,272,2002,45,-35,50,-25,5,2.67241093605124,0.503993237785003,33.7828381880787,16.5627625
220,1741,280,2002,45,-35,50,-25,5,2.73178302430634,0.498434464588663,39.0982871013882,16.5627625
221,1749,288,2002,45,-35,50,-25,5,2.36822842532861,0.762600597757229,44.4137361282112,16.5627625
222,1757,296,2002,45,-35,50,-25,5,2.17873459713111,0.676344617007132,59.0329766621856,16.5627625
223,1765,304,2002,45,-35,50,-25,5,2.3653565600087,0.722460289075726,73.6522172518244,16.5627625
224,1773,312,2002,45,-35,50,-25,5,2.41679417924807,0.943884371369827,88.2714577454992,16.5627625
225,1781,320,2002,45,-35,50,-25,5,2.71039871067408,0.541034357434346,103.961948104435,16.5627625
226,1789,328,2002,45,-35,50,-25,5,2.53797105309272,0.7952725767183,127.151187038422,16.5627625
227,1797,336,2002,45,-35,50,-25,5,2.02455209368174,1.12097777618267,150.34042588638,16.5627625
228,1805,344,2002,45,-35,50,-25,5,1.42286133885274,1.34658801449533,173.52966492898,16.5627625
229,1813,352,2002,45,-35,50,-25,5,2.07920867605078,0.868117617096933,185.974116258291,16.5627625
230,1821,360,2002,45,-35,50,-25,5,1.4706844409827,1.26543976492999,180.510588995086,16.5627625
1,1,1,1998,50,-35,55,-25,6,NaN,1.37453824459077,147.298867712882,18.1777503125
2,8,8,1998,50,-35,55,-25,6,NaN,1.37453824459077,147.298867712882,18.1777503125
3,16,16,1998,50,-35,55,-25,6,NaN,1.42133198827985,169.269995971389,18.1777503125
4,24,24,1998,50,-35,55,-25,6,0.571356357452439,1.54553260737451,173.147299171024,18.1777503125
5,32,32,1998,50,-35,55,-25,6,0.410462600346594,1.61567836671412,177.024602095154,18.1777503125
6,40,40,1998,50,-35,55,-25,6,1.80055074132579,1.37641527434435,180.901905070544,18.1777503125
7,48,48,1998,50,-35,55,-25,6,0.584028401705058,1.45577920611438,183.83526458131,18.1777503125
8,56,56,1998,50,-35,55,-25,6,1.89920621561918,1.03978823811865,183.936793453296,18.1777503125
9,64,64,1998,50,-35,55,-25,6,1.97061898539389,1.14063623046723,184.038322076467,18.1777503125
10,72,72,1998,50,-35,55,-25,6,2.2622573128235,1.045533444834,184.139850717783,18.1777503125
11,80,80,1998,50,-35,55,-25,6,2.00535448134082,0.988377313829195,166.812567403582,18.1777503125
12,88,88,1998,50,-35,55,-25,6,1.92957796040575,0.770264952850234,143.675679954953,18.1777503125
13,96,96,1998,50,-35,55,-25,6,2.00629133803601,0.845707674288987,120.538792318901,18.1777503125
14,104,104,1998,50,-35,55,-25,6,2.58522468420568,0.929383861848935,97.401904922989,18.1777503125
15,112,112,1998,50,-35,55,-25,6,2.97026514099069,0.55241556278439,79.1094321161511,18.1777503125
16,120,120,1998,50,-35,55,-25,6,2.75825460051134,0.688080200295258,61.5090185142228,18.1777503125
17,128,128,1998,50,-35,55,-25,6,3.44038241185327,0.637713702324963,43.9086050541203,18.1777503125
18,136,136,1998,50,-35,55,-25,6,3.2497317084273,0.611237491766187,28.1314191407297,18.1777503125
19,144,144,1998,50,-35,55,-25,6,3.55148269528238,0.472946380223738,25.1168270519377,18.1777503125
20,152,152,1998,50,-35,55,-25,6,3.75177518234092,0.469077245547086,22.102234966904,18.1777503125
21,160,160,1998,50,-35,55,-25,6,4.04002302814376,0.449435645933368,19.0876428337396,18.1777503125
22,168,168,1998,50,-35,55,-25,6,3.92428515716249,0.477818628908183,16.5977996496443,18.1777503125
23,176,176,1998,50,-35,55,-25,6,3.79556847938029,0.557665398952368,15.6822031684882,18.1777503125
24,184,184,1998,50,-35,55,-25,6,3.74017914261284,0.433727114715488,14.7666066893605,18.1777503125
25,192,192,1998,50,-35,55,-25,6,3.80150061256899,0.334425625976344,13.851010256807,18.1777503125
26,200,200,1998,50,-35,55,-25,6,3.65983991226872,0.410530720234566,13.532117268319,18.1777503125
27,208,208,1998,50,-35,55,-25,6,3.48567403549852,0.397116239210268,13.8099277503044,18.1777503125
28,216,216,1998,50,-35,55,-25,6,3.22775329044854,0.389875926151451,14.08773822522,18.1777503125
29,224,224,1998,50,-35,55,-25,6,3.24801180178727,0.349682451917613,14.36554873868,18.1777503125
30,232,232,1998,50,-35,55,-25,6,3.40852424513209,0.437669863641595,15.543325188458,18.1777503125
31,240,240,1998,50,-35,55,-25,6,3.22153862282116,0.425769541248242,17.2610812234631,18.1777503125
32,248,248,1998,50,-35,55,-25,6,3.04960098910825,0.416648077369811,18.9788373050343,18.1777503125
33,256,256,1998,50,-35,55,-25,6,3.06478845463511,0.443153987137336,20.6965933289462,18.1777503125
34,264,264,1998,50,-35,55,-25,6,2.77741006256612,0.369409037750868,25.4516334715818,18.1777503125
35,272,272,1998,50,-35,55,-25,6,2.9316716884531,0.41023198263503,31.2191016318733,18.1777503125
36,280,280,1998,50,-35,55,-25,6,2.70642127527876,0.463473610506524,36.9865697999796,18.1777503125
37,288,288,1998,50,-35,55,-25,6,2.95161255249382,0.449268835047341,42.7540379410653,18.1777503125
38,296,296,1998,50,-35,55,-25,6,2.31580635298011,0.760500332549643,48.4577610062893,18.1777503125
39,304,304,1998,50,-35,55,-25,6,2.61776070313929,0.622852800089095,54.161484017604,18.1777503125
40,312,312,1998,50,-35,55,-25,6,2.04780383435153,0.857836410917847,59.8652071216703,18.1777503125
41,320,320,1998,50,-35,55,-25,6,2.26370787071369,0.683372943854249,65.2507819175722,18.1777503125
42,328,328,1998,50,-35,55,-25,6,NaN,0.891790980087962,68.4093195176127,18.1777503125
43,336,336,1998,50,-35,55,-25,6,NaN,0.82340826108836,71.5678571823571,18.1777503125
44,344,344,1998,50,-35,55,-25,6,NaN,1.01126136018202,74.7263947686886,18.1777503125
45,352,352,1998,50,-35,55,-25,6,NaN,0.935909970264878,85.6119180668064,18.1777503125
46,360,360,1998,50,-35,55,-25,6,NaN,0.975479767246653,109.375751015677,18.1777503125
47,366,1,1999,50,-35,55,-25,6,NaN,1.05971508442667,147.702660364575,18.1777503125
48,373,8,1999,50,-35,55,-25,6,NaN,1.05971508442667,147.702660364575,18.1777503125
49,381,16,1999,50,-35,55,-25,6,NaN,1.17543780102599,144.865374962621,18.1777503125
50,389,24,1999,50,-35,55,-25,6,1.8927419503935,0.911305385955266,151.013900474575,18.1777503125
51,397,32,1999,50,-35,55,-25,6,1.90199287493144,0.860211408321289,157.162426296738,18.1777503125
52,405,40,1999,50,-35,55,-25,6,1.91182892111885,0.879601364433063,163.31095189598,18.1777503125
53,413,48,1999,50,-35,55,-25,6,2.04764853714778,0.77263925351115,167.601713133124,18.1777503125
54,421,56,1999,50,-35,55,-25,6,2.63693503688135,0.71152518649745,166.319180667997,18.1777503125
55,429,64,1999,50,-35,55,-25,6,2.42704183708351,0.732727941805444,165.036648237573,18.1777503125
56,437,72,1999,50,-35,55,-25,6,2.045757933255,0.814143667119824,163.754115676649,18.1777503125
57,445,80,1999,50,-35,55,-25,6,2.52558447875914,0.701005731663794,152.759304830267,18.1777503125
58,453,88,1999,50,-35,55,-25,6,2.70297731946653,0.645819170777125,138.52706781639,18.1777503125
59,461,96,1999,50,-35,55,-25,6,2.23286835771018,0.768789818715328,124.294830759598,18.1777503125
60,469,104,1999,50,-35,55,-25,6,2.6235014892847,0.663788656296817,110.062593810691,18.1777503125
61,477,112,1999,50,-35,55,-25,6,2.95722187850122,0.579073222707559,90.9771614588301,18.1777503125
62,485,120,1999,50,-35,55,-25,6,3.24413056664863,0.512337907500596,71.1984153881008,18.1777503125
63,493,128,1999,50,-35,55,-25,6,3.22636058217771,0.400397494074359,51.4196694330046,18.1777503125
64,501,136,1999,50,-35,55,-25,6,3.19904117643363,0.378670069743538,34.0287915083602,18.1777503125
65,509,144,1999,50,-35,55,-25,6,3.47133862341949,0.425934512721458,33.3529902278549,18.1777503125
66,517,152,1999,50,-35,55,-25,6,3.40820363152597,0.54007279249731,32.6771888698804,18.1777503125
67,525,160,1999,50,-35,55,-25,6,3.63058897318714,0.508239572250285,32.0013876167769,18.1777503125
68,533,168,1999,50,-35,55,-25,6,3.78037902407716,0.501191017959886,31.3762429857421,18.1777503125
69,541,176,1999,50,-35,55,-25,6,3.72278351367088,0.538073800290509,30.9030685941048,18.1777503125
70,549,184,1999,50,-35,55,-25,6,3.54781607823127,0.484123799906404,30.4298941559096,18.1777503125
71,557,192,1999,50,-35,55,-25,6,3.27344744389112,0.437839699092459,29.9567197475666,18.1777503125
72,565,200,1999,50,-35,55,-25,6,3.33372486896383,0.397247814793847,28.5280223379285,18.1777503125
73,573,208,1999,50,-35,55,-25,6,3.21017744877702,0.377745439509517,26.143802016063,18.1777503125
74,581,216,1999,50,-35,55,-25,6,3.190316966261,0.435853917104086,23.7595816472091,18.1777503125
75,589,224,1999,50,-35,55,-25,6,3.35635996561255,0.56993711833414,21.3753613017335,18.1777503125
76,597,232,1999,50,-35,55,-25,6,3.21857393284003,0.611565899863193,22.7171259565983,18.1777503125
77,605,240,1999,50,-35,55,-25,6,3.3233964893501,0.643980717109052,26.2944816574289,18.1777503125
78,613,248,1999,50,-35,55,-25,6,3.06538692554414,0.434981522643349,29.8718373545425,18.1777503125
79,621,256,1999,50,-35,55,-25,6,3.17152937736021,0.387365777912028,33.4491930283856,18.1777503125
80,629,264,1999,50,-35,55,-25,6,3.09343848281378,0.400058806681536,36.7585224670835,18.1777503125
81,637,272,1999,50,-35,55,-25,6,2.77113372766653,0.443362183298277,39.9785097929671,18.1777503125
82,645,280,1999,50,-35,55,-25,6,2.66638033420418,0.42242381120735,43.1984970763493,18.1777503125
83,653,288,1999,50,-35,55,-25,6,2.79173398086383,0.543633760375816,46.4184844053787,18.1777503125
84,661,296,1999,50,-35,55,-25,6,2.33923753194382,0.696331469292278,54.5324454159208,18.1777503125
85,669,304,1999,50,-35,55,-25,6,2.2727264072717,0.945027776423439,62.6464064518281,18.1777503125
86,677,312,1999,50,-35,55,-25,6,2.22986904661405,0.920180266289179,70.7603675057161,18.1777503125
87,685,320,1999,50,-35,55,-25,6,1.75432448244615,1.17368064372234,80.5830959187282,18.1777503125
88,693,328,1999,50,-35,55,-25,6,1.9009081734043,0.564660262072692,102.3671957443,18.1777503125
89,701,336,1999,50,-35,55,-25,6,NaN,1.04054313362078,124.151295230124,18.1777503125
90,709,344,1999,50,-35,55,-25,6,NaN,1.0193758498151,145.935394938092,18.1777503125
91,717,352,1999,50,-35,55,-25,6,NaN,1.14624748184323,158.054942834775,18.1777503125
92,725,360,1999,50,-35,55,-25,6,NaN,1.00189642618829,154.06690483484,18.1777503125
93,732,1,2000,50,-35,55,-25,6,NaN,0.976071127423487,225.934787273607,18.1777503125
94,739,8,2000,50,-35,55,-25,6,NaN,0.976071127423487,225.934787273607,18.1777503125
95,747,16,2000,50,-35,55,-25,6,NaN,0.889079673168847,237.252810640468,18.1777503125
96,755,24,2000,50,-35,55,-25,6,0.966599925739415,1.1775595855651,262.631541532081,18.1777503125
97,763,32,2000,50,-35,55,-25,6,1.4485767134938,1.17547176258297,288.010272249515,18.1777503125
98,771,40,2000,50,-35,55,-25,6,2.02682132201425,0.999175743466652,313.389002850984,18.1777503125
99,779,48,2000,50,-35,55,-25,6,2.64473918454784,0.74271476194653,316.50462262114,18.1777503125
100,787,56,2000,50,-35,55,-25,6,2.57096594881978,0.816075715162359,252.830908595126,18.1777503125
101,795,64,2000,50,-35,55,-25,6,2.02302402817275,1.04339239910468,189.157194718652,18.1777503125
102,803,72,2000,50,-35,55,-25,6,1.73175225342826,1.11417452964419,125.483480566277,18.1777503125
103,811,80,2000,50,-35,55,-25,6,2.35600276310044,0.888803398721724,132.515827281508,18.1777503125
104,819,88,2000,50,-35,55,-25,6,2.76746864499432,0.584515688245333,163.116861020393,18.1777503125
105,827,96,2000,50,-35,55,-25,6,2.66454004343831,0.700652472484962,193.717894747622,18.1777503125
106,835,104,2000,50,-35,55,-25,6,3.37553131541629,0.662791653908806,224.318928910627,18.1777503125
107,843,112,2000,50,-35,55,-25,6,3.46512065883991,0.480421819315718,198.506669930585,18.1777503125
108,851,120,2000,50,-35,55,-25,6,3.21956514652233,0.495105631174674,164.635369333161,18.1777503125
109,859,128,2000,50,-35,55,-25,6,3.25796023473327,0.409838125072969,130.764068616927,18.1777503125
110,867,136,2000,50,-35,55,-25,6,3.37479312722978,0.325241786535097,99.4944921082757,18.1777503125
111,875,144,2000,50,-35,55,-25,6,3.43984237271005,0.380120291883039,86.4369842996863,18.1777503125
112,883,152,2000,50,-35,55,-25,6,3.24925654283434,0.363558387563687,73.3794765255023,18.1777503125
113,891,160,2000,50,-35,55,-25,6,3.26246827952924,0.379944460862819,60.3219688121149,18.1777503125
114,899,168,2000,50,-35,55,-25,6,3.20399362958445,0.399394671006592,48.4634625333385,18.1777503125
115,907,176,2000,50,-35,55,-25,6,3.14474568225573,0.369883504501646,40.2019608696965,18.1777503125
116,915,184,2000,50,-35,55,-25,6,3.28822351823014,0.431666477381111,31.9404592392678,18.1777503125
117,923,192,2000,50,-35,55,-25,6,3.47223871033482,0.430276176976728,23.6789575473965,18.1777503125
118,931,200,2000,50,-35,55,-25,6,3.42302629850595,0.335098900385944,20.4514640615882,18.1777503125
119,939,208,2000,50,-35,55,-25,6,3.43616551639536,0.369040244472205,22.2579787201187,18.1777503125
120,947,216,2000,50,-35,55,-25,6,3.39836009683138,0.310739878056109,24.0644934013984,18.1777503125
121,955,224,2000,50,-35,55,-25,6,3.43933657540407,0.365116171555019,25.8710080289511,18.1777503125
122,963,232,2000,50,-35,55,-25,6,3.33563796175202,0.345646417126132,28.7993802047108,18.1777503125
123,971,240,2000,50,-35,55,-25,6,3.16597869026604,0.317588795430828,32.4008668810627,18.1777503125
124,979,248,2000,50,-35,55,-25,6,3.12747026554741,0.355089324567816,36.0023535193338,18.1777503125
125,987,256,2000,50,-35,55,-25,6,2.87989101075627,0.32789299027107,39.6038402114809,18.1777503125
126,995,264,2000,50,-35,55,-25,6,3.10967583367741,0.379600065810671,50.4637289761008,18.1777503125
127,1003,272,2000,50,-35,55,-25,6,2.82383925346073,0.402513735717525,63.7430851871772,18.1777503125
128,1011,280,2000,50,-35,55,-25,6,2.63855551807382,0.470988361146365,77.0224412710469,18.1777503125
129,1019,288,2000,50,-35,55,-25,6,3.06398319024628,0.428057330710356,90.3017974557151,18.1777503125
130,1027,296,2000,50,-35,55,-25,6,2.86999789163697,0.596767923856866,98.6911173231405,18.1777503125
131,1035,304,2000,50,-35,55,-25,6,2.81999464975893,0.456313720331634,107.08043729206,18.1777503125
132,1043,312,2000,50,-35,55,-25,6,2.31726220179234,0.618973700640095,115.469757139948,18.1777503125
133,1051,320,2000,50,-35,55,-25,6,2.21081553225365,0.645396551369866,125.355745155745,18.1777503125
134,1059,328,2000,50,-35,55,-25,6,1.94515159375215,0.985672792881141,145.718410360284,18.1777503125
135,1067,336,2000,50,-35,55,-25,6,NaN,0.955359847949904,166.081074893475,18.1777503125
136,1075,344,2000,50,-35,55,-25,6,NaN,1.16523849044121,186.443739967082,18.1777503125
137,1083,352,2000,50,-35,55,-25,6,NaN,1.27031719274435,202.548798872631,18.1777503125
138,1091,360,2000,50,-35,55,-25,6,NaN,1.46674557808674,211.557847241429,18.1777503125
