index,t,days,years,latmin,lonmin,latmax,lonmax,siteID,lpC,sdlpC,MLD,N0
55,429,64,1999,50,-45,55,-35,3,2.08058236450997,0.780311684475224,157.904106384317,17.727151875
56,437,72,1999,50,-45,55,-35,3,2.28298211135535,0.693507119153541,144.169849246608,17.727151875
57,445,80,1999,50,-45,55,-35,3,2.48615134016805,0.712033328861927,129.008809021712,17.727151875
58,453,88,1999,50,-45,55,-35,3,2.5062873823395,0.596667879012305,113.372174907526,17.727151875
59,461,96,1999,50,-45,55,-35,3,2.66299449102548,0.577678591859137,97.7355406476066,17.727151875
60,469,104,1999,50,-45,55,-35,3,2.95048190163879,0.592968005839477,82.0989065859386,17.727151875
61,477,112,1999,50,-45,55,-35,3,3.13826467335511,0.469939416290238,72.8394403900374,17.727151875
62,485,120,1999,50,-45,55,-35,3,2.93447723568745,0.429588228902515,64.4909983688264,17.727151875
63,493,128,1999,50,-45,55,-35,3,2.9424113323164,0.454654667112825,56.1425560541949,17.727151875
64,501,136,1999,50,-45,55,-35,3,3.03136735327039,0.415014092462305,48.2240037386617,17.727151875
65,509,144,1999,50,-45,55,-35,3,3.58219712575145,0.469221446456151,43.3146797366275,17.727151875
66,517,152,1999,50,-45,55,-35,3,3.70161453223675,0.45074626918619,38.4053556255169,17.727151875
67,525,160,1999,50,-45,55,-35,3,3.79925067960216,0.400263655402796,33.4960315641926,17.727151875
68,533,168,1999,50,-45,55,-35,3,3.7232499050806,0.41962646148574,29.1000850314232,17.727151875
69,541,176,1999,50,-45,55,-35,3,3.67954898367295,0.407321391433381,26.2442709119949,17.727151875
70,549,184,1999,50,-45,55,-35,3,3.36349985213561,0.48764352098422,23.3884568399522,17.727151875
71,557,192,1999,50,-45,55,-35,3,3.27545907215662,0.411964233763225,20.5326427515017,17.727151875
72,565,200,1999,50,-45,55,-35,3,3.1887541217031,0.402037157894464,18.6039183720864,17.727151875
73,573,208,1999,50,-45,55,-35,3,3.09608981062942,0.391768176841003,17.6022837095874,17.727151875
74,581,216,1999,50,-45,55,-35,3,3.12626588559452,0.431709192597832,16.6006490399026,17.727151875
75,589,224,1999,50,-45,55,-35,3,3.12691249110405,0.492162502331756,15.5990143665589,17.727151875
76,597,232,1999,50,-45,55,-35,3,3.12677390581019,0.586208147544735,16.9452670530561,17.727151875
77,605,240,1999,50,-45,55,-35,3,3.10155782815348,0.529436175318058,19.700252100279,17.727151875
78,613,248,1999,50,-45,55,-35,3,3.00195249751914,0.497546665911741,22.4552371785459,17.727151875
79,621,256,1999,50,-45,55,-35,3,3.14124224222992,0.409764512347462,25.2102222712338,17.727151875
80,629,264,1999,50,-45,55,-35,3,2.92485464922648,0.354040822438929,28.7349129440718,17.727151875
81,637,272,1999,50,-45,55,-35,3,3.02780243311586,0.390863160086411,32.516172222164,17.727151875
82,645,280,1999,50,-45,55,-35,3,2.83926383224152,0.388079577237597,36.2974313861132,17.727151875
83,653,288,1999,50,-45,55,-35,3,2.90779705374765,0.496130908460715,40.0786906806959,17.727151875
84,661,296,1999,50,-45,55,-35,3,2.75377136566588,0.685007986455992,54.974870920645,17.727151875
85,669,304,1999,50,-45,55,-35,3,2.3914377585225,0.895834965816538,69.87105108079,17.727151875
86,677,312,1999,50,-45,55,-35,3,2.36049073776076,0.805747027187882,84.7672313717672,17.727151875
87,685,320,1999,50,-45,55,-35,3,1.74214495434701,1.13138449742445,101.36460842871,17.727151875
88,693,328,1999,50,-45,55,-35,3,2.22168092470719,0.547148584800103,129.870363658419,17.727151875
89,701,336,1999,50,-45,55,-35,3,NaN,0.944218022888379,158.376118725572,17.727151875
90,709,344,1999,50,-45,55,-35,3,NaN,0.901786387709673,186.881873852412,17.727151875
91,717,352,1999,50,-45,55,-35,3,NaN,1.00096049655228,203.227607590225,17.727151875
92,725,360,1999,50,-45,55,-35,3,NaN,0.971344434599403,199.306639215914,17.727151875
93,732,1,2000,50,-45,55,-35,3,NaN,0.686799025398476,214.165060022739,17.727151875
94,739,8,2000,50,-45,55,-35,3,NaN,0.686799025398476,214.165060022739,17.727151875
95,747,16,2000,50,-45,55,-35,3,NaN,1.04740148250984,238.390757726928,17.727151875
96,755,24,2000,50,-45,55,-35,3,1.67391148810936,0.668517419278281,237.769799721439,17.727151875
97,763,32,2000,50,-45,55,-35,3,2.01434677621598,1.03496561585818,237.148842050995,17.727151875
98,771,40,2000,50,-45,55,-35,3,2.16877899105321,0.939611274563137,236.527884201904,17.727151875
99,779,48,2000,50,-45,55,-35,3,2.12587290559465,1.00039811646925,229.169999238816,17.727151875
100,787,56,2000,50,-45,55,-35,3,2.27770581467461,0.93759390923646,201.601334929102,17.727151875
101,795,64,2000,50,-45,55,-35,3,2.61167627126664,0.761775115222358,174.032671069536,17.727151875
102,803,72,2000,50,-45,55,-35,3,2.21673606677672,0.940266420057482,146.464006733034,17.727151875
103,811,80,2000,50,-45,55,-35,3,2.7200612798471,0.619390838949976,132.896883091546,17.727151875
104,819,88,2000,50,-45,55,-35,3,2.87024182668416,0.488337800140555,123.996939825962,17.727151875
105,827,96,2000,50,-45,55,-35,3,2.92168161631904,0.538828893475762,115.096996184058,17.727151875
106,835,104,2000,50,-45,55,-35,3,3.10779652231716,0.487541835657141,106.19705266931,17.727151875
107,843,112,2000,50,-45,55,-35,3,3.43011602962144,0.431013218376693,95.5295770462023,17.727151875
108,851,120,2000,50,-45,55,-35,3,3.38726272330665,0.464175303354914,84.6095966310635,17.727151875
109,859,128,2000,50,-45,55,-35,3,3.31471988525687,0.495369894861725,73.6896165414322,17.727151875
110,867,136,2000,50,-45,55,-35,3,3.28499734114355,0.466706476465497,63.3320122095779,17.727151875
111,875,144,2000,50,-45,55,-35,3,3.65640521650846,0.413786835555033,56.911039789965,17.727151875
112,883,152,2000,50,-45,55,-35,3,3.70223140229131,0.493477730911081,50.4900672835609,17.727151875
113,891,160,2000,50,-45,55,-35,3,3.54921234733399,0.422214706624343,44.0690948453381,17.727151875
114,899,168,2000,50,-45,55,-35,3,3.5482168389878,0.481302427477413,37.5358708131645,17.727151875
115,907,176,2000,50,-45,55,-35,3,3.5192039811102,0.504025167427908,30.6658922453722,17.727151875
116,915,184,2000,50,-45,55,-35,3,3.67169368187693,0.527549606958153,23.7959135105213,17.727151875
117,923,192,2000,50,-45,55,-35,3,3.68931534746214,0.524601139188478,16.9259348433879,17.727151875
118,931,200,2000,50,-45,55,-35,3,3.46742807242735,0.49040499749072,13.5290156657084,17.727151875
119,939,208,2000,50,-45,55,-35,3,3.55842143287465,0.424750688924569,13.6051560191148,17.727151875
120,947,216,2000,50,-45,55,-35,3,3.43694107755822,0.428072823176529,13.6812963450866,17.727151875
121,955,224,2000,50,-45,55,-35,3,3.45521934858948,0.395760199999105,13.7574366778881,17.727151875
122,963,232,2000,50,-45,55,-35,3,3.28153531254964,0.350859770275599,14.4603844405959,17.727151875
123,971,240,2000,50,-45,55,-35,3,3.38210239919441,0.378915819375087,15.5394166645408,17.727151875
124,979,248,2000,50,-45,55,-35,3,3.38352535646422,0.365212109336259,16.6184488938501,17.727151875
125,987,256,2000,50,-45,55,-35,3,3.26657756395536,0.329497905227745,17.6974810994334,17.727151875
126,995,264,2000,50,-45,55,-35,3,3.14442009281404,0.40192620087182,21.2705552630458,17.727151875
127,1003,272,2000,50,-45,55,-35,3,3.01578356880156,0.389921342571178,25.6749767383769,17.727151875
128,1011,280,2000,50,-45,55,-35,3,3.10975753683644,0.40339396558028,30.0793981845842,17.727151875
129,1019,288,2000,50,-45,55,-35,3,3.12918717857112,0.416997062409735,34.483819665495,17.727151875
130,1027,296,2000,50,-45,55,-35,3,2.8845484696049,0.552135709328356,42.081797617972,17.727151875
131,1035,304,2000,50,-45,55,-35,3,2.82417766864215,0.617848777899348,49.6797755230468,17.727151875
132,1043,312,2000,50,-45,55,-35,3,2.55539886000496,0.677934569953748,57.2777534618975,17.727151875
133,1051,320,2000,50,-45,55,-35,3,2.29134298711643,0.636904373665626,66.2721613698372,17.727151875
134,1059,328,2000,50,-45,55,-35,3,2.246220020208,0.599108289752715,85.0415799546411,17.727151875
135,1067,336,2000,50,-45,55,-35,3,NaN,0.666904873381052,103.810998467969,17.727151875
136,1075,344,2000,50,-45,55,-35,3,NaN,1.31465408368011,122.580417026116,17.727151875
137,1083,352,2000,50,-45,55,-35,3,NaN,1.577773251325,144.39102035145,17.727151875
138,1091,360,2000,50,-45,55,-35,3,NaN,1.32135604792077,171.270265159343,17.727151875
139,1097,1,2001,50,-45,55,-35,3,NaN,0.699044020411244,142.45495473716,17.727151875
140,1104,8,2001,50,-45,55,-35,3,NaN,0.699044020411244,142.45495473716,17.727151875
141,1112,16,2001,50,-45,55,-35,3,NaN,0.620009196535687,157.814441110227,17.727151875
142,1120,24,2001,50,-45,55,-35,3,1.95043161657773,1.17124350360441,161.229021000068,17.727151875
143,1128,32,2001,50,-45,55,-35,3,1.84938555423071,1.42791078662462,164.643601037099,17.727151875
144,1136,40,2001,50,-45,55,-35,3,0.828788489876546,1.54915152543509,168.058181109495,17.727151875
145,1144,48,2001,50,-45,55,-35,3,2.02755946915897,1.11701741094806,170.216775928769,17.727151875
146,1152,56,2001,50,-45,55,-35,3,1.86665347595932,0.811190281745154,168.607414731185,17.727151875
147,1160,64,2001,50,-45,55,-35,3,2.22793714124063,0.647178046393634,166.998053467307,17.727151875
148,1168,72,2001,50,-45,55,-35,3,2.63615798813335,0.61465361694795,165.388692138129,17.727151875
149,1176,80,2001,50,-45,55,-35,3,2.46329698168277,0.526464332958786,164.689448303183,17.727151875
150,1184,88,2001,50,-45,55,-35,3,2.65765821284982,0.553692938729681,164.293577061495,17.727151875
151,1192,96,2001,50,-45,55,-35,3,2.61640924698678,0.578259595902302,163.89770578305,17.727151875
152,1200,104,2001,50,-45,55,-35,3,2.647535004499,0.498418805012705,163.501834702856,17.727151875
153,1208,112,2001,50,-45,55,-35,3,2.66101930019483,0.429681202797405,143.05684635222,17.727151875
154,1216,120,2001,50,-45,55,-35,3,2.93166671193498,0.38457411878061,119.747699140906,17.727151875
155,1224,128,2001,50,-45,55,-35,3,2.86904523142739,0.558613903646084,96.4385513212783,17.727151875
156,1232,136,2001,50,-45,55,-35,3,3.00517927301817,0.468491307646197,74.2912001060776,17.727151875
157,1240,144,2001,50,-45,55,-35,3,3.44348041852565,0.462749894223759,60.276424621261,17.727151875
158,1248,152,2001,50,-45,55,-35,3,4.08057917173141,0.512893186158765,46.2616490629316,17.727151875
159,1256,160,2001,50,-45,55,-35,3,4.04199308261791,0.444462744124894,32.2468736094484,17.727151875
160,1264,168,2001,50,-45,55,-35,3,3.88776944241882,0.386225846537825,21.657507244332,17.727151875
161,1272,176,2001,50,-45,55,-35,3,3.70567111751616,0.318451859684163,21.3443682562808,17.727151875
162,1280,184,2001,50,-45,55,-35,3,3.40631272517696,0.390831741882925,21.0312292120855,17.727151875
163,1288,192,2001,50,-45,55,-35,3,3.44097762706721,0.408061771065559,20.7180902114842,17.727151875
164,1296,200,2001,50,-45,55,-35,3,3.27482866797004,0.394691712518029,20.913142907098,17.727151875
165,1304,208,2001,50,-45,55,-35,3,3.23268876089902,0.403982008907411,21.6163872824278,17.727151875
166,1312,216,2001,50,-45,55,-35,3,3.29349910523897,0.388030270142056,22.3196316352156,17.727151875
167,1320,224,2001,50,-45,55,-35,3,3.27928677833034,0.52538697883299,23.0228759771172,17.727151875
168,1328,232,2001,50,-45,55,-35,3,3.46027741506934,0.333981926780274,24.1449146675237,17.727151875
169,1336,240,2001,50,-45,55,-35,3,3.45114822268768,0.363891084658482,25.5182299270068,17.727151875
170,1344,248,2001,50,-45,55,-35,3,3.31088358021295,0.322907431865884,26.8915451576314,17.727151875
171,1352,256,2001,50,-45,55,-35,3,3.41537817741534,0.393988449267665,28.264860384812,17.727151875
172,1360,264,2001,50,-45,55,-35,3,3.099513729339,0.379503925188124,33.2167742649549,17.727151875
173,1368,272,2001,50,-45,55,-35,3,3.10054488647225,0.568823847622765,39.3615543296272,17.727151875
174,1376,280,2001,50,-45,55,-35,3,2.88188915252749,0.365322050538666,45.5063343663681,17.727151875
175,1384,288,2001,50,-45,55,-35,3,2.92391553876343,0.486043205988672,51.65111439993,17.727151875
176,1392,296,2001,50,-45,55,-35,3,2.60399275983151,0.706116394641053,55.3932071318563,17.727151875
177,1400,304,2001,50,-45,55,-35,3,2.41915002492315,0.689693095652212,59.1352997774549,17.727151875
178,1408,312,2001,50,-45,55,-35,3,2.54310654296041,0.650089395359638,62.877392503222,17.727151875
179,1416,320,2001,50,-45,55,-35,3,2.47037076188577,0.550746977823233,67.0596823394632,17.727151875
180,1424,328,2001,50,-45,55,-35,3,2.6037276034468,0.430947888604706,74.3233529298175,17.727151875
181,1432,336,2001,50,-45,55,-35,3,NaN,0.872567227928167,81.5870234907007,17.727151875
182,1440,344,2001,50,-45,55,-35,3,NaN,1.22964351751702,88.850694011715,17.727151875
183,1448,352,2001,50,-45,55,-35,3,NaN,1.31145684780513,99.583758771221,17.727151875
184,1456,360,2001,50,-45,55,-35,3,NaN,1.17593218504683,116.099147257441,17.727151875
185,1462,1,2002,50,-45,55,-35,3,NaN,1.37579189803728,151.048001486262,17.727151875
186,1469,8,2002,50,-45,55,-35,3,NaN,1.37579189803728,151.048001486262,17.727151875
187,1477,16,2002,50,-45,55,-35,3,NaN,0.871844485935012,163.812314568228,17.727151875
188,1485,24,2002,50,-45,55,-35,3,2.14907435096495,1.4973549853278,178.901054201921,17.727151875
189,1493,32,2002,50,-45,55,-35,3,2.28013619386283,1.11361620252696,193.989793727928,17.727151875
190,1501,40,2002,50,-45,55,-35,3,2.157863357223,1.16738205397735,209.078533442087,17.727151875
191,1509,48,2002,50,-45,55,-35,3,2.29905402037155,1.02146495490994,221.249764600198,17.727151875
192,1517,56,2002,50,-45,55,-35,3,2.56073858283348,0.96136184809827,224.668470112615,17.727151875
193,1525,64,2002,50,-45,55,-35,3,2.73906325103663,0.820521878352848,228.087175193363,17.727151875
194,1533,72,2002,50,-45,55,-35,3,2.36274083277074,1.1076214942402,231.505880876383,17.727151875
195,1541,80,2002,50,-45,55,-35,3,1.90341184437139,0.948172027327931,219.16807895475,17.727151875
196,1549,88,2002,50,-45,55,-35,3,2.6541626248075,0.646752084720941,201.578108464811,17.727151875
197,1557,96,2002,50,-45,55,-35,3,2.54532092158759,0.648193656108311,183.988137685194,17.727151875
198,1565,104,2002,50,-45,55,-35,3,2.5136954906714,0.597003027662428,166.398167335457,17.727151875
199,1573,112,2002,50,-45,55,-35,3,2.22044702228071,0.862122623551145,136.29466591494,17.727151875
200,1581,120,2002,50,-45,55,-35,3,2.54567884436643,0.566484993490604,104.403517504004,17.727151875
201,1589,128,2002,50,-45,55,-35,3,2.56104344794572,0.590641258919689,72.5123691453868,17.727151875
202,1597,136,2002,50,-45,55,-35,3,2.85286069022663,0.509197751294518,44.0729709296758,17.727151875
203,1605,144,2002,50,-45,55,-35,3,3.45875876012485,0.413732904718581,39.7958235291145,17.727151875
204,1613,152,2002,50,-45,55,-35,3,3.15145890750136,0.499628183211159,35.5186760984858,17.727151875
205,1621,160,2002,50,-45,55,-35,3,3.27414913492368,0.390862133328382,31.2415286796292,17.727151875
206,1629,168,2002,50,-45,55,-35,3,2.98214127904993,0.415214683674356,27.281261404256,17.727151875
207,1637,176,2002,50,-45,55,-35,3,3.20280488659673,0.521635521690941,24.2716345198121,17.727151875
208,1645,184,2002,50,-45,55,-35,3,3.21909519492131,0.532555068096159,21.2620076090594,17.727151875
209,1653,192,2002,50,-45,55,-35,3,3.34554634159972,0.469382781340006,18.2523806487438,17.727151875
210,1661,200,2002,50,-45,55,-35,3,3.38396454024541,0.488988830933727,16.4830766430994,17.727151875
211,1669,208,2002,50,-45,55,-35,3,3.2199874227848,0.445666322309087,15.9540955665128,17.727151875
212,1677,216,2002,50,-45,55,-35,3,3.19630107914064,0.432232499359733,15.42511449967,17.727151875
213,1685,224,2002,50,-45,55,-35,3,2.93663755286873,0.511146020265927,14.8961334077269,17.727151875
214,1693,232,2002,50,-45,55,-35,3,2.94904177403025,0.545638076195019,16.2685290695065,17.727151875
215,1701,240,2002,50,-45,55,-35,3,2.76403433270896,0.49404230345963,18.7817507789947,17.727151875
216,1709,248,2002,50,-45,55,-35,3,2.92438606612891,0.372926564460601,21.294972500826,17.727151875
217,1717,256,2002,50,-45,55,-35,3,2.76394384535404,0.57146561412822,23.8081941905039,17.727151875
218,1725,264,2002,50,-45,55,-35,3,2.69619209037716,0.375581495810562,29.5978519508243,17.727151875
219,1733,272,2002,50,-45,55,-35,3,2.56343387718696,0.38347853748745,36.4796549895571,17.727151875
220,1741,280,2002,50,-45,55,-35,3,2.77468318112095,0.439326465844186,43.3614581257437,17.727151875
221,1749,288,2002,50,-45,55,-35,3,2.43800447494908,0.583478314456981,50.2432612157862,17.727151875
222,1757,296,2002,50,-45,55,-35,3,2.2274402173844,0.661255851365586,55.2030027119984,17.727151875
223,1765,304,2002,50,-45,55,-35,3,2.07926328324149,0.928985177507722,60.1627440775768,17.727151875
224,1773,312,2002,50,-45,55,-35,3,2.15361459558796,0.915557205048018,65.1224855800471,17.727151875
225,1781,320,2002,50,-45,55,-35,3,2.35389049038578,0.837958762891321,70.9903598610066,17.727151875
226,1789,328,2002,50,-45,55,-35,3,2.89558808530986,0.370597346497618,83.2151644777592,17.727151875
227,1797,336,2002,50,-45,55,-35,3,NaN,0.784584404551593,95.4399689637954,17.727151875
228,1805,344,2002,50,-45,55,-35,3,NaN,0.891473984198799,107.664773471687,17.727151875
229,1813,352,2002,50,-45,55,-35,3,NaN,1.23703086909021,119.816980937985,17.727151875
230,1821,360,2002,50,-45,55,-35,3,NaN,1.34935762813052,131.848192582462,17.727151875
1,1,1,1998,40,-35,45,-25,4,2.31734788116097,0.968622212724704,183.544360946417,14.059486875
2,8,8,1998,40,-35,45,-25,4,2.31734788116097,0.968622212724704,183.544360946417,14.059486875
3,16,16,1998,40,-35,45,-25,4,1.60103286314986,1.01625075183185,212.583504170644,14.059486875
4,24,24,1998,40,-35,45,-25,4,1.52504242363924,1.00625398692128,201.428328003552,14.059486875
5,32,32,1998,40,-35,45,-25,4,2.11013378901611,0.887600030534701,190.273152360254,14.059486875
6,40,40,1998,40,-35,45,-25,4,1.5843643255104,1.22307085996537,179.117976215813,14.059486875
7,48,48,1998,40,-35,45,-25,4,2.1465724384195,0.723932256350598,166.877473015521,14.059486875
8,56,56,1998,40,-35,45,-25,4,2.3005896711579,0.710306705707797,151.380988320444,14.059486875
9,64,64,1998,40,-35,45,-25,4,2.00652566665419,1.09368840820575,135.884504004187,14.059486875
10,72,72,1998,40,-35,45,-25,4,2.24137607097754,0.754981603500121,120.388019273381,14.059486875
11,80,80,1998,40,-35,45,-25,4,2.4690135993814,0.627282882401423,104.671035614411,14.059486875
12,88,88,1998,40,-35,45,-25,4,2.31977358456968,0.819976500748918,88.880552226239,14.059486875
13,96,96,1998,40,-35,45,-25,4,2.58924894428928,0.785484304431365,73.0900686506101,14.059486875
14,104,104,1998,40,-35,45,-25,4,2.62520576154483,0.700299489506482,57.2995851573348,14.059486875
15,112,112,1998,40,-35,45,-25,4,3.23709373670113,0.625124249880534,48.9220929603445,14.059486875
16,120,120,1998,40,-35,45,-25,4,3.09990490239331,0.566361433208389,41.6035996481777,14.059486875
17,128,128,1998,40,-35,45,-25,4,2.99824557994878,0.667973044823535,34.2851062131425,14.059486875
18,136,136,1998,40,-35,45,-25,4,2.87269089918442,0.575490375820686,27.5544285289943,14.059486875
19,144,144,1998,40,-35,45,-25,4,3.08359202937373,0.543298039020507,24.9384608706005,14.059486875
20,152,152,1998,40,-35,45,-25,4,3.21077746438043,0.524300607560876,22.3224932483833,14.059486875
21,160,160,1998,40,-35,45,-25,4,3.0233813520945,0.501012578941449,19.7065255918603,14.059486875
22,168,168,1998,40,-35,45,-25,4,2.81124079729259,0.444265073513971,17.3982139318851,14.059486875
23,176,176,1998,40,-35,45,-25,4,2.58147205500669,0.481957976876626,16.0128702025282,14.059486875
24,184,184,1998,40,-35,45,-25,4,2.374197940392,0.411713823726264,14.6275264985943,14.059486875
25,192,192,1998,40,-35,45,-25,4,2.42076244114224,0.35607378118872,13.2421827813983,14.059486875
26,200,200,1998,40,-35,45,-25,4,2.42998297270784,0.367906711665204,12.5981418452909,14.059486875
27,208,208,1998,40,-35,45,-25,4,2.70446098593693,0.303452872196141,12.6954037048006,14.059486875
28,216,216,1998,40,-35,45,-25,4,2.4651063694834,0.310498667792521,12.7926655461556,14.059486875
29,224,224,1998,40,-35,45,-25,4,2.60011404414482,0.27651125298049,12.8899273909049,14.059486875
30,232,232,1998,40,-35,45,-25,4,2.40106750932067,0.260764201277788,14.3983721745263,14.059486875
31,240,240,1998,40,-35,45,-25,4,2.38386871139581,0.33670828879246,16.7535267074075,14.059486875
32,248,248,1998,40,-35,45,-25,4,2.3493316079169,0.531721291342558,19.1086812237899,14.059486875
33,256,256,1998,40,-35,45,-25,4,2.36150452748154,0.325018125497356,21.4638357844949,14.059486875
34,264,264,1998,40,-35,45,-25,4,2.15676814982291,0.498153373062889,24.342798108144,14.059486875
35,272,272,1998,40,-35,45,-25,4,2.19370883175458,0.476933793588793,27.3963630579578,14.059486875
36,280,280,1998,40,-35,45,-25,4,2.20325679669881,0.541574266560524,30.4499280323586,14.059486875
37,288,288,1998,40,-35,45,-25,4,2.17948469942744,0.366868695466265,33.5034929835797,14.059486875
38,296,296,1998,40,-35,45,-25,4,2.60218137207881,0.486504613699253,38.036503673378,14.059486875
39,304,304,1998,40,-35,45,-25,4,2.11565939450005,0.784147576550863,42.5695144634778,14.059486875
40,312,312,1998,40,-35,45,-25,4,2.21956582094395,0.660943747970887,47.1025251398485,14.059486875
41,320,320,1998,40,-35,45,-25,4,1.67755313562065,0.918055723123972,52.1515606625213,14.059486875
42,328,328,1998,40,-35,45,-25,4,1.91436073491191,0.81306616097031,60.812769573662,14.059486875
43,336,336,1998,40,-35,45,-25,4,2.06766953656439,0.801567663200513,69.4739784792399,14.059486875
44,344,344,1998,40,-35,45,-25,4,1.88084645934274,1.05759979195083,78.1351874379649,14.059486875
45,352,352,1998,40,-35,45,-25,4,1.76498472824635,1.0742767390021,96.1706484888663,14.059486875
46,360,360,1998,40,-35,45,-25,4,2.5794846046244,0.689601530157901,129.829863524901,14.059486875
47,366,1,1999,40,-35,45,-25,4,2.39144196204014,0.932999780817536,121.156973163419,14.059486875
48,373,8,1999,40,-35,45,-25,4,2.39144196204014,0.932999780817536,121.156973163419,14.059486875
49,381,16,1999,40,-35,45,-25,4,2.51920044448093,0.699929982663046,124.451948008074,14.059486875
50,389,24,1999,40,-35,45,-25,4,2.52629147860917,0.650813897294954,118.761844649116,14.059486875
51,397,32,1999,40,-35,45,-25,4,2.10394065628705,0.705593449112384,113.071741433641,14.059486875
52,405,40,1999,40,-35,45,-25,4,2.21306818698609,0.756795273123137,107.381637949778,14.059486875
53,413,48,1999,40,-35,45,-25,4,2.1779716709506,0.821021754611174,99.4574670125714,14.059486875
54,421,56,1999,40,-35,45,-25,4,2.44379822559486,0.687792525810461,84.831093788048,14.059486875
55,429,64,1999,40,-35,45,-25,4,2.30669795704608,0.966257827650214,70.2047206352488,14.059486875
56,437,72,1999,40,-35,45,-25,4,2.69092109846723,0.626838852461163,55.5783473637039,14.059486875
57,445,80,1999,40,-35,45,-25,4,2.68438253469972,0.535963637266601,47.8664181017877,14.059486875
58,453,88,1999,40,-35,45,-25,4,3.02368910098023,0.515931371800294,42.4593034612801,14.059486875
59,461,96,1999,40,-35,45,-25,4,2.38118962725122,0.595901765561128,37.0521888343162,14.059486875
60,469,104,1999,40,-35,45,-25,4,2.73388262730464,0.75752154038577,31.6450741935108,14.059486875
61,477,112,1999,40,-35,45,-25,4,2.71743949513179,0.722851929212262,30.483553096917,14.059486875
62,485,120,1999,40,-35,45,-25,4,2.73217876200106,0.606757463218013,29.9285455041794,14.059486875
63,493,128,1999,40,-35,45,-25,4,3.12782908074226,0.473751132255845,29.3735376195444,14.059486875
64,501,136,1999,40,-35,45,-25,4,3.22447639002498,0.535245839751091,28.5561938467788,14.059486875
65,509,144,1999,40,-35,45,-25,4,3.1856250411519,0.425753003599055,25.9024977686505,14.059486875
66,517,152,1999,40,-35,45,-25,4,2.92260786694231,0.421671737773094,23.2488016385834,14.059486875
67,525,160,1999,40,-35,45,-25,4,3.01408856876139,0.345174112926556,20.5951055587498,14.059486875
68,533,168,1999,40,-35,45,-25,4,2.71292024085983,0.389342613759458,18.4047978589767,14.059486875
69,541,176,1999,40,-35,45,-25,4,2.54032970595438,0.417257063288529,17.604655327946,14.059486875
70,549,184,1999,40,-35,45,-25,4,2.68941852763688,0.384569615000686,16.8045128668349,14.059486875
71,557,192,1999,40,-35,45,-25,4,2.43715456008131,0.26483126439558,16.0043703172771,14.059486875
72,565,200,1999,40,-35,45,-25,4,2.62946893083546,0.249932227304812,15.5323790015529,14.059486875
73,573,208,1999,40,-35,45,-25,4,2.68687052951705,0.329927271860353,15.3885388813995,14.059486875
74,581,216,1999,40,-35,45,-25,4,2.7661053270219,0.337648794881064,15.2446987741193,14.059486875
75,589,224,1999,40,-35,45,-25,4,2.72912150013486,0.362684909372615,15.1008586627825,14.059486875
76,597,232,1999,40,-35,45,-25,4,2.57115479069649,0.318764214764534,16.2321427983377,14.059486875
77,605,240,1999,40,-35,45,-25,4,2.54102710266975,0.361796139783039,18.1285014823908,14.059486875
78,613,248,1999,40,-35,45,-25,4,2.22371166356891,0.314271540950761,20.0248601766427,14.059486875
79,621,256,1999,40,-35,45,-25,4,2.35992202085211,0.435132388150989,21.9212188458278,14.059486875
80,629,264,1999,40,-35,45,-25,4,2.46490405478297,0.530344120783881,26.5904920570884,14.059486875
81,637,272,1999,40,-35,45,-25,4,2.31001732028168,0.377617208716182,32.1840701301066,14.059486875
82,645,280,1999,40,-35,45,-25,4,2.11934518419449,0.540013665619052,37.7776481948297,14.059486875
83,653,288,1999,40,-35,45,-25,4,2.27462411468633,0.447167572457787,43.371226276325,14.059486875
84,661,296,1999,40,-35,45,-25,4,2.52770804016396,0.69502360323842,48.2968250476983,14.059486875
85,669,304,1999,40,-35,45,-25,4,2.39640683699635,0.764283987379337,53.222423698538,14.059486875
86,677,312,1999,40,-35,45,-25,4,1.95837298265786,0.804830602752521,58.1480224367646,14.059486875
87,685,320,1999,40,-35,45,-25,4,1.94436751319496,0.687773016591543,63.9757779526048,14.059486875
88,693,328,1999,40,-35,45,-25,4,1.79835730307225,0.79808046945185,76.1186310982705,14.059486875
89,701,336,1999,40,-35,45,-25,4,2.08953991548201,0.847479180695498,88.2614843397673,14.059486875
90,709,344,1999,40,-35,45,-25,4,1.79302669287625,0.778283912752467,100.40433748742,14.059486875
91,717,352,1999,40,-35,45,-25,4,1.75517515139622,1.06725678371552,109.655193959872,14.059486875
92,725,360,1999,40,-35,45,-25,4,1.96324004782039,0.956418196454531,114.086055926416,14.059486875
93,732,1,2000,40,-35,45,-25,4,2.19144119864979,0.959455345777709,154.713476128049,14.059486875
94,739,8,2000,40,-35,45,-25,4,2.19144119864979,0.959455345777709,154.713476128049,14.059486875
95,747,16,2000,40,-35,45,-25,4,2.3118634057212,0.781726839357111,165.70932716979,14.059486875
96,755,24,2000,40,-35,45,-25,4,2.11678685278631,0.686448531514438,160.596124406126,14.059486875
97,763,32,2000,40,-35,45,-25,4,2.14618842673699,0.809573415573011,155.482922043139,14.059486875
98,771,40,2000,40,-35,45,-25,4,1.89534897386471,0.883261591555052,150.369719490608,14.059486875
99,779,48,2000,40,-35,45,-25,4,2.03741767034795,0.775432155129049,146.671390516957,14.059486875
