tavg,P,P025,P05,P1,P2,P4
1,-0.00632885822518777,-0.00825901319190906,-0.00724754615728326,-0.00641595306502976,-0.00623012352800894,-0.00620399005947192
2,-0.00760286366186874,-0.00851163614029259,-0.00807050065886274,-0.0076649399343331,-0.00756876001394948,-0.00755473228647784
3,-0.00453258405216103,-0.00552503200252913,-0.00507390121163711,-0.00464971617371261,-0.00455229171095524,-0.00453880850101846
4,-0.00588186533574672,-0.00704639921218511,-0.00651804007982497,-0.00603287827489805,-0.00592530609927648,-0.00591096221271059
5,-0.00200862177690067,-0.00276103395209217,-0.00244422088292738,-0.00214470840633376,-0.00207722693258309,-0.00206816052484789
6,-0.0046180628945762,-0.00515485111194932,-0.004929530054235,-0.00471715317910791,-0.00466942711914327,-0.00466301808378995
7,-0.00746045204676403,-0.00859051660657849,-0.00809484160918987,-0.00765521800313888,-0.00756123154160203,-0.00754910478072544
8,-0.00372367647229634,-0.00504594689656707,-0.00445745144631469,-0.00393740774210738,-0.00382686053248731,-0.00381271308267246
9,-0.00576184141654429,-0.00680925871179998,-0.00634474967377364,-0.005930043612651,-0.00584143267795948,-0.00583009734638409
10,-0.00320852186887752,-0.00411823178281316,-0.00372177846258624,-0.00336563709489875,-0.00328925131941243,-0.00327948624496283
11,-0.00682176467799234,-0.0122265820742044,-0.0081408495182098,-0.00699310096681573,-0.00674400377517068,-0.00671229487911424
12,-0.00915008537324505,-0.0115948822897225,-0.010436507448463,-0.00947437014051733,-0.00926797774795998,-0.00924178918793409
13,-0.00986758832110904,-0.0122629782104613,-0.0111756398424261,-0.010162375060171,-0.00994259255397927,-0.00991466101803948
14,0.00557969601583199,0.00232609016496173,0.00391282504096345,0.00530169466321752,0.00559092176892959,0.00562737437293581
15,-0.00290969145931602,-0.00645969142001844,-0.00482359151062893,-0.00329369657143952,-0.0029587833152286,-0.00291611628714741
16,0.00763625135399609,0.00222093310214303,0.00483284689281799,0.00727446109860457,0.00780801157279823,0.00787591539162934
17,0.00427941561348472,-0.00109278766804554,0.00145399125034405,0.00383563122175435,0.00435710045664275,0.00442350144000539
18,0.0154386547984449,0.00693479240063346,0.0111378940430424,0.014954045503516,0.0159115978348553,0.0160182171727829
19,0.00472182765447632,-0.00151336363010103,0.00150405781772336,0.00422706551839484,0.00481882821936972,0.00489318465760112
20,0.00644018463151823,-0.00196815713023383,0.00193553849997845,0.00586710480779222,0.00676731403646066,0.00688465951533312
21,0.00967457190233733,0.00210457998212129,0.00446232542706238,0.00914986166638173,0.010215969261024,0.0103550512872954
22,0.00707729550287145,0.00143132505767791,0.0033905837507132,0.00645358368957011,0.00764794220043668,0.00780307227912198
23,0.00166285080595138,-0.0100842457910672,-0.00681268666490605,0.000600694640845609,0.00239095227179647,0.00262440809970245
24,-0.00116539623340014,-0.0064067657604047,-0.00662970293180588,-0.00247192267003051,-0.000768361684134589,-0.000544853899282356
25,0.00234383658492428,-0.0118241830671636,-0.00741215268533277,0.000948759247398797,0.00319860291252302,0.00349183982571663
26,0.00653859281573993,-0.00991224815207232,-0.00401790272683261,0.0049062899925071,0.0074662520052536,0.00779944323679407
27,0.000343634914254726,-0.0176675848498595,-0.0113218208766243,-0.00142469089609928,0.00131053733001849,0.0016642425216791
28,0.0074181115633569,-0.0135015041693943,-0.0076641370669602,0.00539477474254883,0.00854945423490696,0.00895550391787684
29,0.00883860053853026,-0.0146002097012617,-0.00634259746714958,0.00669465669098352,0.0100462806266033,0.0104724264181237
30,0.00430230922646928,-0.0191076854423059,-0.0123684765280093,0.00215672189343784,0.00543938765096827,0.00585044322734942
31,0.0205422304755929,-0.0107848870564696,0.00195904434720726,0.0186000654702851,0.0219086992040031,0.02230687172246
32,0.0311361390831478,0.00194562790995896,0.0164277670625601,0.0302093083855717,0.0320940708496463,0.0322845827131576
33,0.0739047188313754,0.059134225643824,0.0710074565986474,0.0743240168162951,0.0733410058591208,0.0731563788572838
34,0.0471270143910213,0.0521651739685031,0.0540555722723287,0.0467788471731832,0.0426716318565889,0.0420836061916619
35,0.0261057099634399,0.032721350216281,0.0327640352123915,0.0265969401287777,0.025977623294102,0.0258251700481861
36,0.0168737339875796,0.0169528636447681,0.0161234062239666,0.0200882974952001,0.0158902868847794,0.0151641048200783
37,0.00700503162232426,0.0140859620320796,0.0227095120924353,0.0127986899872097,0.00458250293165736,0.003414861857163
38,0.00886297018741965,0.0416890729757458,0.0467953958752859,0.0169052926053557,0.00444014065545705,0.00278496270069521
39,-0.000728173078977526,0.058368455571326,0.0504822268728653,0.00342666129293314,4.99789336691703E-05,-0.000374997527454998
40,0.0206064024256932,0.108195557093488,0.0703824852490416,0.0295042010584236,0.0186185765932283,0.0171738517941228
41,0.0645515563405957,0.211020508071835,0.176578964830053,0.0162527259167071,0.062251486880989,0.0509645245632788
42,-0.0309742930752823,0.0252965934064253,-0.0276649261701919,-0.0357409011169085,-0.0278965242116671,-0.0271728244693837
43,0.0112465405096582,-0.0798544909687429,-0.0400591052432524,0.0267737469833644,0.0100775210893399,0.0101864958367433
44,-0.01095926216941,-0.0297409431375574,-0.0171222253629372,-0.0111830948555715,-0.0102577388542519,-0.0101360985525196
45,-0.00827860214115399,0.00326111811758791,-0.00524823210449046,-0.0087127808359899,-0.00842558127591295,-0.00838090729653522
46,-0.011140701300874,-0.0156488338366521,-0.0130974372299387,-0.0112787615515484,-0.0109006125885107,-0.0108486518499084
