tc,days,years,latmin,lonmin,latmax,lonmax,stDevPC
195,81,2002,45,-35,50,-25,6.42439097468805
196,89,2002,45,-35,50,-25,7.34207950558265
197,97,2002,45,-35,50,-25,7.15406144891962
198,105,2002,45,-35,50,-25,7.24039304070854
199,113,2002,45,-35,50,-25,8.7968419295641
200,121,2002,45,-35,50,-25,14.1284537871365
201,129,2002,45,-35,50,-25,16.662243593154
202,137,2002,45,-35,50,-25,9.68722404314792
203,145,2002,45,-35,50,-25,10.1850184858689
204,153,2002,45,-35,50,-25,10.0388680743899
205,161,2002,45,-35,50,-25,8.77780677215009
206,169,2002,45,-35,50,-25,10.1518851583007
207,177,2002,45,-35,50,-25,13.91498809931
208,185,2002,45,-35,50,-25,12.3921285925361
209,193,2002,45,-35,50,-25,11.5685575570816
210,201,2002,45,-35,50,-25,9.56026075923984
211,209,2002,45,-35,50,-25,11.118669081086
212,217,2002,45,-35,50,-25,12.3034771855166
213,225,2002,45,-35,50,-25,14.3895856665084
214,233,2002,45,-35,50,-25,10.8557843805873
215,241,2002,45,-35,50,-25,6.68765564060296
216,249,2002,45,-35,50,-25,6.5102977572551
217,257,2002,45,-35,50,-25,6.14343248309058
218,265,2002,45,-35,50,-25,7.72059507368594
219,273,2002,45,-35,50,-25,7.8901898603044
220,281,2002,45,-35,50,-25,7.46125430536273
221,289,2002,45,-35,50,-25,11.4675711241484
222,297,2002,45,-35,50,-25,19.4726594635136
223,305,2002,45,-35,50,-25,6.94800085042125
224,313,2002,45,-35,50,-25,13.264190143027
225,321,2002,45,-35,50,-25,14.1026838419087
226,329,2002,45,-35,50,-25,7.04201340053134
227,337,2002,45,-35,50,-25,5.49823633521347
228,345,2002,45,-35,50,-25,6.44915239715479
229,353,2002,45,-35,50,-25,5.61560031850318
230,361,2002,45,-35,50,-25,5.91438475561468
1,1,1998,50,-35,55,-25,5.27709429054509
2,9,1998,50,-35,55,-25,7.39184826834281
3,17,1998,50,-35,55,-25,5.81515839849153
4,25,1998,50,-35,55,-25,5.82697647579834
5,33,1998,50,-35,55,-25,6.76485344522922
6,41,1998,50,-35,55,-25,5.67391369305096
7,49,1998,50,-35,55,-25,6.08444915909071
8,57,1998,50,-35,55,-25,7.3707479560969
9,65,1998,50,-35,55,-25,7.20752366455479
10,73,1998,50,-35,55,-25,7.88776447986903
11,81,1998,50,-35,55,-25,6.35170084900648
12,89,1998,50,-35,55,-25,7.32342794965161
13,97,1998,50,-35,55,-25,12.5720432294274
14,105,1998,50,-35,55,-25,10.7557737715042
15,113,1998,50,-35,55,-25,12.1546476143333
16,121,1998,50,-35,55,-25,20.9070825486984
17,129,1998,50,-35,55,-25,15.6568512880854
18,137,1998,50,-35,55,-25,19.2188941267402
19,145,1998,50,-35,55,-25,20.2033712375628
20,153,1998,50,-35,55,-25,24.428563243285
21,161,1998,50,-35,55,-25,28.9522319512564
22,169,1998,50,-35,55,-25,31.0076603785651
23,177,1998,50,-35,55,-25,19.1191611505137
24,185,1998,50,-35,55,-25,14.5343374865769
25,193,1998,50,-35,55,-25,14.5541339727513
26,201,1998,50,-35,55,-25,13.542489377232
27,209,1998,50,-35,55,-25,9.86567532312013
28,217,1998,50,-35,55,-25,9.01682209458044
29,225,1998,50,-35,55,-25,12.0104127737401
30,233,1998,50,-35,55,-25,9.53443210260032
31,241,1998,50,-35,55,-25,9.92265151273945
32,249,1998,50,-35,55,-25,11.1427969591949
33,257,1998,50,-35,55,-25,6.84843310329627
34,265,1998,50,-35,55,-25,19.2111539512835
35,273,1998,50,-35,55,-25,7.4734646485568
36,281,1998,50,-35,55,-25,8.88284355674609
37,289,1998,50,-35,55,-25,6.89825279721719
38,297,1998,50,-35,55,-25,10.7775360032485
39,305,1998,50,-35,55,-25,7.53860054066719
40,313,1998,50,-35,55,-25,6.61639028338416
41,321,1998,50,-35,55,-25,7.38020016185175
42,329,1998,50,-35,55,-25,6.78028371885598
43,337,1998,50,-35,55,-25,6.81537692979123
44,345,1998,50,-35,55,-25,5.64480540139336
45,353,1998,50,-35,55,-25,12.7268645124236
46,361,1998,50,-35,55,-25,10.4291048543657
47,1,1999,50,-35,55,-25,6.6159120579325
48,9,1999,50,-35,55,-25,6.75652203691742
49,17,1999,50,-35,55,-25,5.04672710318835
50,25,1999,50,-35,55,-25,5.88205303462143
51,33,1999,50,-35,55,-25,6.53497957301146
52,41,1999,50,-35,55,-25,4.57650023412534
53,49,1999,50,-35,55,-25,8.33492809283735
54,57,1999,50,-35,55,-25,7.42257139366245
55,65,1999,50,-35,55,-25,7.55241022092894
56,73,1999,50,-35,55,-25,8.09203138864556
57,81,1999,50,-35,55,-25,8.22545506622311
58,89,1999,50,-35,55,-25,7.74840707247422
59,97,1999,50,-35,55,-25,10.0409736887023
60,105,1999,50,-35,55,-25,11.8682667504392
61,113,1999,50,-35,55,-25,13.7684551907904
62,121,1999,50,-35,55,-25,11.0272208657819
63,129,1999,50,-35,55,-25,10.6325666867211
64,137,1999,50,-35,55,-25,14.9728376777523
65,145,1999,50,-35,55,-25,15.0301122433946
66,153,1999,50,-35,55,-25,17.2302616498865
67,161,1999,50,-35,55,-25,19.0006570576966
68,169,1999,50,-35,55,-25,18.6758714364042
69,177,1999,50,-35,55,-25,14.8110972514147
70,185,1999,50,-35,55,-25,11.3621371991922
71,193,1999,50,-35,55,-25,11.9638158733712
72,201,1999,50,-35,55,-25,9.89139009738327
73,209,1999,50,-35,55,-25,11.432327671704
74,217,1999,50,-35,55,-25,19.0751920179049
75,225,1999,50,-35,55,-25,18.0478859121831
76,233,1999,50,-35,55,-25,20.5061583470405
77,241,1999,50,-35,55,-25,10.0614644058829
78,249,1999,50,-35,55,-25,11.6965094067183
79,257,1999,50,-35,55,-25,7.75866454582411
80,265,1999,50,-35,55,-25,6.54396736095692
81,273,1999,50,-35,55,-25,7.04989024399736
82,281,1999,50,-35,55,-25,9.91947850835559
83,289,1999,50,-35,55,-25,9.91950814140677
84,297,1999,50,-35,55,-25,9.88783848611069
85,305,1999,50,-35,55,-25,8.08811015622607
86,313,1999,50,-35,55,-25,6.05718501122926
87,321,1999,50,-35,55,-25,4.31314198347785
88,329,1999,50,-35,55,-25,6.73201390597228
89,337,1999,50,-35,55,-25,5.23900125959261
90,345,1999,50,-35,55,-25,20.3952043074109
91,353,1999,50,-35,55,-25,19.5195029875789
92,361,1999,50,-35,55,-25,4.95292689709213
93,1,2000,50,-35,55,-25,6.9991011731417
94,9,2000,50,-35,55,-25,5.35888873611107
95,17,2000,50,-35,55,-25,4.75740350663849
96,25,2000,50,-35,55,-25,5.4786934480529
97,33,2000,50,-35,55,-25,7.22190439402096
98,41,2000,50,-35,55,-25,6.7222871886558
99,49,2000,50,-35,55,-25,11.6584847043024
100,57,2000,50,-35,55,-25,6.84023777561346
101,65,2000,50,-35,55,-25,6.44694906864003
102,73,2000,50,-35,55,-25,8.83475465318446
103,81,2000,50,-35,55,-25,11.7162695878743
104,89,2000,50,-35,55,-25,12.5056104420576
105,97,2000,50,-35,55,-25,16.552397158435
106,105,2000,50,-35,55,-25,12.4984435570457
107,113,2000,50,-35,55,-25,10.0729692224913
108,121,2000,50,-35,55,-25,11.465612848262
109,129,2000,50,-35,55,-25,10.3752901726759
110,137,2000,50,-35,55,-25,13.0773247363147
111,145,2000,50,-35,55,-25,12.2842203440545
112,153,2000,50,-35,55,-25,11.7043027832382
113,161,2000,50,-35,55,-25,10.6446537405908
114,169,2000,50,-35,55,-25,9.87951160842219
115,177,2000,50,-35,55,-25,15.1688898007025
116,185,2000,50,-35,55,-25,19.0520017035009
117,193,2000,50,-35,55,-25,9.42706604331357
118,201,2000,50,-35,55,-25,12.19598255208
119,209,2000,50,-35,55,-25,10.0957420746592
120,217,2000,50,-35,55,-25,10.7141353251673
121,225,2000,50,-35,55,-25,9.92863830186744
122,233,2000,50,-35,55,-25,8.59428806802449
123,241,2000,50,-35,55,-25,9.18256637752504
124,249,2000,50,-35,55,-25,6.66810030497567
125,257,2000,50,-35,55,-25,7.99136927436201
126,265,2000,50,-35,55,-25,6.65730766582439
127,273,2000,50,-35,55,-25,7.62739289291934
128,281,2000,50,-35,55,-25,7.55631765249096
129,289,2000,50,-35,55,-25,6.78141102945229
130,297,2000,50,-35,55,-25,8.43297380269121
131,305,2000,50,-35,55,-25,8.04855650433159
132,313,2000,50,-35,55,-25,7.76849809560505
133,321,2000,50,-35,55,-25,5.12890730703823
134,329,2000,50,-35,55,-25,10.8877782750324
135,337,2000,50,-35,55,-25,7.09127037611856
136,345,2000,50,-35,55,-25,6.4811858516303
137,353,2000,50,-35,55,-25,4.96069043591067
138,361,2000,50,-35,55,-25,5.11763890110891
139,1,2001,50,-35,55,-25,5.59241410613981
140,9,2001,50,-35,55,-25,5.58149638354667
141,17,2001,50,-35,55,-25,6.77085509297594
142,25,2001,50,-35,55,-25,6.1919989231914
143,33,2001,50,-35,55,-25,13.594664592686
144,41,2001,50,-35,55,-25,6.56333468956958
145,49,2001,50,-35,55,-25,5.65291273821687
146,57,2001,50,-35,55,-25,6.54676802726041
147,65,2001,50,-35,55,-25,7.50021980746692
148,73,2001,50,-35,55,-25,5.41948985078607
149,81,2001,50,-35,55,-25,7.9480565974278
150,89,2001,50,-35,55,-25,7.87279445553063
151,97,2001,50,-35,55,-25,5.89477851641468
152,105,2001,50,-35,55,-25,15.0477937093811
153,113,2001,50,-35,55,-25,11.2695626877443
154,121,2001,50,-35,55,-25,13.0863226483773
155,129,2001,50,-35,55,-25,12.9212476916724
156,137,2001,50,-35,55,-25,13.1261065690241
157,145,2001,50,-35,55,-25,20.3193478010525
158,153,2001,50,-35,55,-25,31.0811256072158
159,161,2001,50,-35,55,-25,17.7949378086994
160,169,2001,50,-35,55,-25,13.2110499248184
161,177,2001,50,-35,55,-25,18.5784431356083
162,185,2001,50,-35,55,-25,15.3960418205045
163,193,2001,50,-35,55,-25,15.2070902913955
164,201,2001,50,-35,55,-25,10.6487229089038
165,209,2001,50,-35,55,-25,12.1110903432406
166,217,2001,50,-35,55,-25,10.3537326251029
167,225,2001,50,-35,55,-25,11.6244069943207
168,233,2001,50,-35,55,-25,10.2144740986301
169,241,2001,50,-35,55,-25,6.94548947408856
170,249,2001,50,-35,55,-25,6.78296984841319
171,257,2001,50,-35,55,-25,8.92418337084911
172,265,2001,50,-35,55,-25,16.9474211309094
173,273,2001,50,-35,55,-25,7.04438050602382
174,281,2001,50,-35,55,-25,8.26845370057831
175,289,2001,50,-35,55,-25,7.12951430709926
176,297,2001,50,-35,55,-25,6.6771933312512
177,305,2001,50,-35,55,-25,6.43115940289933
178,313,2001,50,-35,55,-25,5.93704799335642
179,321,2001,50,-35,55,-25,4.38394443303756
180,329,2001,50,-35,55,-25,7.35182358575543
181,337,2001,50,-35,55,-25,6.74036160901159
182,345,2001,50,-35,55,-25,5.39855313766042
183,353,2001,50,-35,55,-25,6.42715011154948
184,361,2001,50,-35,55,-25,3.62101609901205
185,1,2002,50,-35,55,-25,5.99000685719611
186,9,2002,50,-35,55,-25,7.30194883031914
187,17,2002,50,-35,55,-25,6.49416650554713
188,25,2002,50,-35,55,-25,6.63606919686255
189,33,2002,50,-35,55,-25,6.52756185299057
190,41,2002,50,-35,55,-25,6.68139386327862
191,49,2002,50,-35,55,-25,6.21280737217883
192,57,2002,50,-35,55,-25,6.82304852191198
193,65,2002,50,-35,55,-25,6.87116039623908
194,73,2002,50,-35,55,-25,5.65090418988649
195,81,2002,50,-35,55,-25,6.64870252303335
196,89,2002,50,-35,55,-25,7.70153640202065
197,97,2002,50,-35,55,-25,7.30141811226392
198,105,2002,50,-35,55,-25,5.64124236167397
199,113,2002,50,-35,55,-25,6.77141888277119
200,121,2002,50,-35,55,-25,10.4621107133961
201,129,2002,50,-35,55,-25,12.067337371031
202,137,2002,50,-35,55,-25,12.6336120115696
203,145,2002,50,-35,55,-25,11.4743689731153
204,153,2002,50,-35,55,-25,10.7049972928263
205,161,2002,50,-35,55,-25,11.0810625400735
206,169,2002,50,-35,55,-25,15.3762940414879
207,177,2002,50,-35,55,-25,17.0466099442648
208,185,2002,50,-35,55,-25,18.3432327635663
209,193,2002,50,-35,55,-25,19.4373897675923
210,201,2002,50,-35,55,-25,17.2928772725458
211,209,2002,50,-35,55,-25,17.4699952581512
212,217,2002,50,-35,55,-25,26.3911515751449
213,225,2002,50,-35,55,-25,31.0531975253035
214,233,2002,50,-35,55,-25,16.2350196693771
215,241,2002,50,-35,55,-25,8.72921278061552
216,249,2002,50,-35,55,-25,6.61630818780138
217,257,2002,50,-35,55,-25,8.06636196086664
218,265,2002,50,-35,55,-25,6.57696083834552
219,273,2002,50,-35,55,-25,15.3314032049142
220,281,2002,50,-35,55,-25,7.35912584598219
221,289,2002,50,-35,55,-25,7.42645811222316
222,297,2002,50,-35,55,-25,16.8249640030441
223,305,2002,50,-35,55,-25,6.2267894028777
224,313,2002,50,-35,55,-25,7.54166828887356
225,321,2002,50,-35,55,-25,6.6656335973203
226,329,2002,50,-35,55,-25,6.79634342288757
227,337,2002,50,-35,55,-25,5.4367971303672
228,345,2002,50,-35,55,-25,6.37915096436896
229,353,2002,50,-35,55,-25,5.40662196400648
230,361,2002,50,-35,55,-25,5.88155894430226
1,1,1998,40,-25,45,-15,6.08193646591539
2,9,1998,40,-25,45,-15,6.17448170818654
3,17,1998,40,-25,45,-15,20.9025623527645
4,25,1998,40,-25,45,-15,6.94067253219448
5,33,1998,40,-25,45,-15,5.95615576331165
6,41,1998,40,-25,45,-15,6.64600623758831
7,49,1998,40,-25,45,-15,6.87936650642975
8,57,1998,40,-25,45,-15,5.65714510555321
9,65,1998,40,-25,45,-15,9.65020833991216
10,73,1998,40,-25,45,-15,8.90139859727731
11,81,1998,40,-25,45,-15,8.02768124852092
12,89,1998,40,-25,45,-15,7.60723295278029
13,97,1998,40,-25,45,-15,7.90054708616232
14,105,1998,40,-25,45,-15,7.97644377522664
15,113,1998,40,-25,45,-15,10.4593474584473
16,121,1998,40,-25,45,-15,11.2258267784932
17,129,1998,40,-25,45,-15,12.2153537274069
18,137,1998,40,-25,45,-15,17.3447958939235
19,145,1998,40,-25,45,-15,14.0329406341819
20,153,1998,40,-25,45,-15,10.3353773074594
21,161,1998,40,-25,45,-15,9.65859327747764
22,169,1998,40,-25,45,-15,8.68707604769563
23,177,1998,40,-25,45,-15,6.87469970224289
24,185,1998,40,-25,45,-15,5.56258171217246
25,193,1998,40,-25,45,-15,5.01341567962601
26,201,1998,40,-25,45,-15,5.20022967108816
27,209,1998,40,-25,45,-15,4.32400498720954
28,217,1998,40,-25,45,-15,4.40875115536112
29,225,1998,40,-25,45,-15,3.93072389175101
30,233,1998,40,-25,45,-15,3.97122194109386
31,241,1998,40,-25,45,-15,5.26254129286405
32,249,1998,40,-25,45,-15,4.64456235434291
33,257,1998,40,-25,45,-15,3.77155802152169
34,265,1998,40,-25,45,-15,6.3257785749554
35,273,1998,40,-25,45,-15,5.00815486307095
36,281,1998,40,-25,45,-15,3.98232935219611
37,289,1998,40,-25,45,-15,5.57111815271836
38,297,1998,40,-25,45,-15,4.80742498980992
39,305,1998,40,-25,45,-15,6.20902411035459
40,313,1998,40,-25,45,-15,5.57176772567346
41,321,1998,40,-25,45,-15,6.70894973563321
42,329,1998,40,-25,45,-15,4.94014347583761
43,337,1998,40,-25,45,-15,5.49768641039671
44,345,1998,40,-25,45,-15,7.23404073184314
45,353,1998,40,-25,45,-15,7.47929206852844
46,361,1998,40,-25,45,-15,9.92924570678893
47,1,1999,40,-25,45,-15,9.59745895204527
48,9,1999,40,-25,45,-15,6.51515083099211
49,17,1999,40,-25,45,-15,6.75794578495645
50,25,1999,40,-25,45,-15,6.25719153799884
51,33,1999,40,-25,45,-15,6.59201218616332
52,41,1999,40,-25,45,-15,8.52545889916535
53,49,1999,40,-25,45,-15,7.15143434732758
54,57,1999,40,-25,45,-15,8.18880093731255
55,65,1999,40,-25,45,-15,7.68578811152561
56,73,1999,40,-25,45,-15,7.22246484931275
57,81,1999,40,-25,45,-15,9.01501289765686
58,89,1999,40,-25,45,-15,9.70841548108774
59,97,1999,40,-25,45,-15,15.7281384149354
60,105,1999,40,-25,45,-15,10.6911780355169
61,113,1999,40,-25,45,-15,9.56703875947442
62,121,1999,40,-25,45,-15,11.275337652327
63,129,1999,40,-25,45,-15,11.1687828151452
64,137,1999,40,-25,45,-15,11.3085110905708
65,145,1999,40,-25,45,-15,11.2027157158519
66,153,1999,40,-25,45,-15,9.66408758803452
67,161,1999,40,-25,45,-15,8.96991429864798
68,169,1999,40,-25,45,-15,8.59648871987421
69,177,1999,40,-25,45,-15,7.41433156235144
70,185,1999,40,-25,45,-15,5.61042598284914
71,193,1999,40,-25,45,-15,4.69331209164914
72,201,1999,40,-25,45,-15,5.83292112347408
73,209,1999,40,-25,45,-15,5.473443407059
74,217,1999,40,-25,45,-15,5.36563107995535
75,225,1999,40,-25,45,-15,4.62835212651556
76,233,1999,40,-25,45,-15,5.07863697953709
77,241,1999,40,-25,45,-15,5.59319886827419
78,249,1999,40,-25,45,-15,5.26984586629811
79,257,1999,40,-25,45,-15,6.12924165582081
80,265,1999,40,-25,45,-15,5.22811528074106
81,273,1999,40,-25,45,-15,5.52014272153049
82,281,1999,40,-25,45,-15,5.26901251663216
83,289,1999,40,-25,45,-15,6.74723407214324
84,297,1999,40,-25,45,-15,6.2661942032393
85,305,1999,40,-25,45,-15,7.57262427965538
86,313,1999,40,-25,45,-15,7.74027955126662
87,321,1999,40,-25,45,-15,11.3948360671756
88,329,1999,40,-25,45,-15,6.7833462632075
89,337,1999,40,-25,45,-15,4.75265896910102
90,345,1999,40,-25,45,-15,5.25612764648777
91,353,1999,40,-25,45,-15,7.42060040099928
92,361,1999,40,-25,45,-15,6.76359172938799
93,1,2000,40,-25,45,-15,6.75134708087324
94,9,2000,40,-25,45,-15,6.12372048511698
95,17,2000,40,-25,45,-15,8.76147677067298
96,25,2000,40,-25,45,-15,5.28610428797012
97,33,2000,40,-25,45,-15,6.29020904694181
98,41,2000,40,-25,45,-15,6.35917137168311
99,49,2000,40,-25,45,-15,6.65200815819253
100,57,2000,40,-25,45,-15,8.4142750304875
101,65,2000,40,-25,45,-15,13.9184633353936
102,73,2000,40,-25,45,-15,12.8380810342326
103,81,2000,40,-25,45,-15,8.35520267704929
104,89,2000,40,-25,45,-15,10.4462794703353
105,97,2000,40,-25,45,-15,7.5841166505507
106,105,2000,40,-25,45,-15,7.1442922407705
107,113,2000,40,-25,45,-15,13.120202562139
108,121,2000,40,-25,45,-15,10.2117697735863
109,129,2000,40,-25,45,-15,10.7460579554144
110,137,2000,40,-25,45,-15,10.4227157701852
111,145,2000,40,-25,45,-15,7.62800820390943
112,153,2000,40,-25,45,-15,6.82253008526467
113,161,2000,40,-25,45,-15,7.66388173220627
114,169,2000,40,-25,45,-15,6.04840544793251
115,177,2000,40,-25,45,-15,7.40148342958448
116,185,2000,40,-25,45,-15,6.87686477585423
117,193,2000,40,-25,45,-15,6.46761041005374
118,201,2000,40,-25,45,-15,5.62374176394718
119,209,2000,40,-25,45,-15,3.87678544644846
120,217,2000,40,-25,45,-15,4.74946427977324
121,225,2000,40,-25,45,-15,4.5293466643042
122,233,2000,40,-25,45,-15,6.10979954648617
123,241,2000,40,-25,45,-15,3.75149823323262
124,249,2000,40,-25,45,-15,3.44084710993399
125,257,2000,40,-25,45,-15,6.10965470781309
126,265,2000,40,-25,45,-15,5.78896896397607
127,273,2000,40,-25,45,-15,4.73392896180531
128,281,2000,40,-25,45,-15,5.01493351338748
129,289,2000,40,-25,45,-15,5.93416097998021
130,297,2000,40,-25,45,-15,5.68943582184179
131,305,2000,40,-25,45,-15,7.13267135765495
132,313,2000,40,-25,45,-15,6.05846898262461
133,321,2000,40,-25,45,-15,5.90154050669674
134,329,2000,40,-25,45,-15,5.60339806914896
135,337,2000,40,-25,45,-15,6.08257960601743
136,345,2000,40,-25,45,-15,5.99470257367608
137,353,2000,40,-25,45,-15,6.73279220953322
138,361,2000,40,-25,45,-15,8.70815940984768
139,1,2001,40,-25,45,-15,5.4354003290227
140,9,2001,40,-25,45,-15,6.32890748591035
141,17,2001,40,-25,45,-15,8.21963027625044
142,25,2001,40,-25,45,-15,6.86530351933989
143,33,2001,40,-25,45,-15,8.13185132913782
144,41,2001,40,-25,45,-15,5.26489490736993
145,49,2001,40,-25,45,-15,8.63085583955975
146,57,2001,40,-25,45,-15,6.8684241507505
147,65,2001,40,-25,45,-15,6.41036764874735
148,73,2001,40,-25,45,-15,7.21192953533535
149,81,2001,40,-25,45,-15,9.41230504825225
150,89,2001,40,-25,45,-15,8.22803055438879
151,97,2001,40,-25,45,-15,12.1232753441006
152,105,2001,40,-25,45,-15,20.1875375107233
153,113,2001,40,-25,45,-15,9.7646223498904
154,121,2001,40,-25,45,-15,13.3163703709433
155,129,2001,40,-25,45,-15,9.78521681888271
156,137,2001,40,-25,45,-15,15.6476147863387
157,145,2001,40,-25,45,-15,9.57304312805614
158,153,2001,40,-25,45,-15,9.57315880186239
159,161,2001,40,-25,45,-15,7.33676928664785
160,169,2001,40,-25,45,-15,6.90676913699439
161,177,2001,40,-25,45,-15,5.8434757577053
162,185,2001,40,-25,45,-15,8.21657507644925
163,193,2001,40,-25,45,-15,5.97869631829363
164,201,2001,40,-25,45,-15,5.11404472273996
165,209,2001,40,-25,45,-15,5.21691946547459
166,217,2001,40,-25,45,-15,3.88101044151586
167,225,2001,40,-25,45,-15,5.0218529971711
168,233,2001,40,-25,45,-15,4.53712409753884
169,241,2001,40,-25,45,-15,4.22115497762673
170,249,2001,40,-25,45,-15,5.2205140739674
171,257,2001,40,-25,45,-15,5.26687817132222
172,265,2001,40,-25,45,-15,7.1959506160785
173,273,2001,40,-25,45,-15,6.70771683176872
174,281,2001,40,-25,45,-15,5.06892757362226
175,289,2001,40,-25,45,-15,5.6846912525938
176,297,2001,40,-25,45,-15,6.05356507628589
177,305,2001,40,-25,45,-15,6.73963995474741
178,313,2001,40,-25,45,-15,10.3926795989105
179,321,2001,40,-25,45,-15,6.3428506286169
180,329,2001,40,-25,45,-15,9.35475760007887
181,337,2001,40,-25,45,-15,5.91249989147674
182,345,2001,40,-25,45,-15,5.04477461104997
183,353,2001,40,-25,45,-15,7.11736937974933
184,361,2001,40,-25,45,-15,5.73064546641188
185,1,2002,40,-25,45,-15,7.17076659096987
186,9,2002,40,-25,45,-15,4.34434957397498
187,17,2002,40,-25,45,-15,6.79038922399449
188,25,2002,40,-25,45,-15,5.81210177352609
189,33,2002,40,-25,45,-15,6.48503394030215
190,41,2002,40,-25,45,-15,7.09627898894272
191,49,2002,40,-25,45,-15,5.81081709951228
192,57,2002,40,-25,45,-15,7.55146189124893
193,65,2002,40,-25,45,-15,5.96199023860951
194,73,2002,40,-25,45,-15,6.53470205271364
195,81,2002,40,-25,45,-15,8.03716001426447
196,89,2002,40,-25,45,-15,9.94299476664839
197,97,2002,40,-25,45,-15,9.54473274452299
198,105,2002,40,-25,45,-15,18.4982747489264
199,113,2002,40,-25,45,-15,22.1084700326154
200,121,2002,40,-25,45,-15,18.5822534798031
201,129,2002,40,-25,45,-15,15.3333921684658
202,137,2002,40,-25,45,-15,9.69495744793688
203,145,2002,40,-25,45,-15,9.01319791684651
204,153,2002,40,-25,45,-15,8.83711815441827
205,161,2002,40,-25,45,-15,8.23253262412578
206,169,2002,40,-25,45,-15,6.3417782468772
207,177,2002,40,-25,45,-15,7.33107781543635
208,185,2002,40,-25,45,-15,6.47636610592401
209,193,2002,40,-25,45,-15,5.90258183446679
210,201,2002,40,-25,45,-15,5.57314838109729
211,209,2002,40,-25,45,-15,4.70663393495373
212,217,2002,40,-25,45,-15,4.97528478107619
213,225,2002,40,-25,45,-15,4.49604182276765
214,233,2002,40,-25,45,-15,12.0863786668631
215,241,2002,40,-25,45,-15,4.42959755341553
216,249,2002,40,-25,45,-15,5.32781527077691
217,257,2002,40,-25,45,-15,5.66207218219426
218,265,2002,40,-25,45,-15,14.9782079734147
219,273,2002,40,-25,45,-15,5.04947598291805
220,281,2002,40,-25,45,-15,8.34856998650089
221,289,2002,40,-25,45,-15,6.81068229942038
222,297,2002,40,-25,45,-15,7.28136645810267
223,305,2002,40,-25,45,-15,4.73756383533038
224,313,2002,40,-25,45,-15,6.2036554963585
225,321,2002,40,-25,45,-15,15.5031451422629
226,329,2002,40,-25,45,-15,7.6617341168323
227,337,2002,40,-25,45,-15,9.1212844858097
228,345,2002,40,-25,45,-15,5.62560624720997
229,353,2002,40,-25,45,-15,5.58996460188154
230,361,2002,40,-25,45,-15,6.07327132356743
1,1,1998,45,-25,50,-15,5.32717930992111
2,9,1998,45,-25,50,-15,7.78677475331419
3,17,1998,45,-25,50,-15,9.13792367885627
4,25,1998,45,-25,50,-15,8.18469029142279
5,33,1998,45,-25,50,-15,8.48363173945721
6,41,1998,45,-25,50,-15,5.51252564341563
7,49,1998,45,-25,50,-15,6.20252439944289
8,57,1998,45,-25,50,-15,6.21560984724537
9,65,1998,45,-25,50,-15,7.60856660577776
10,73,1998,45,-25,50,-15,9.48746328445171
11,81,1998,45,-25,50,-15,7.81559416402772
12,89,1998,45,-25,50,-15,8.09694645989391
13,97,1998,45,-25,50,-15,8.84637065580463
14,105,1998,45,-25,50,-15,7.34488316095061
15,113,1998,45,-25,50,-15,8.04546885054157
16,121,1998,45,-25,50,-15,14.6365513868562
17,129,1998,45,-25,50,-15,16.9800241324535
18,137,1998,45,-25,50,-15,33.3550836377267
19,145,1998,45,-25,50,-15,23.0072239305323
20,153,1998,45,-25,50,-15,22.163925120984
21,161,1998,45,-25,50,-15,24.8884325499079
22,169,1998,45,-25,50,-15,20.9704260178036
23,177,1998,45,-25,50,-15,12.8240871430967
24,185,1998,45,-25,50,-15,11.8398803861301
25,193,1998,45,-25,50,-15,10.5941106348186
26,201,1998,45,-25,50,-15,9.62045659228005
27,209,1998,45,-25,50,-15,7.99627471890758
28,217,1998,45,-25,50,-15,7.83919712802999
29,225,1998,45,-25,50,-15,8.23197369647989
30,233,1998,45,-25,50,-15,6.06991056344564
31,241,1998,45,-25,50,-15,7.21443825568408
32,249,1998,45,-25,50,-15,6.81161822544716
33,257,1998,45,-25,50,-15,5.91767618397051
34,265,1998,45,-25,50,-15,10.0022741819352
35,273,1998,45,-25,50,-15,6.85602743485099
36,281,1998,45,-25,50,-15,5.42657396216643
37,289,1998,45,-25,50,-15,6.5676315635577
38,297,1998,45,-25,50,-15,6.79777541540228
39,305,1998,45,-25,50,-15,6.39043457053797
40,313,1998,45,-25,50,-15,6.93691346750933
41,321,1998,45,-25,50,-15,13.2587020658666
42,329,1998,45,-25,50,-15,5.75285328452331
43,337,1998,45,-25,50,-15,6.19970014564423
44,345,1998,45,-25,50,-15,5.8703958675402
45,353,1998,45,-25,50,-15,7.83281300816822
46,361,1998,45,-25,50,-15,9.29126324742106
47,1,1999,45,-25,50,-15,7.79135384900437
48,9,1999,45,-25,50,-15,9.13641181159084
49,17,1999,45,-25,50,-15,9.92708213748306
50,25,1999,45,-25,50,-15,7.35451718131302
51,33,1999,45,-25,50,-15,6.10733262374634
52,41,1999,45,-25,50,-15,11.8884446268948
53,49,1999,45,-25,50,-15,6.70987273856587
54,57,1999,45,-25,50,-15,8.60396303219197
55,65,1999,45,-25,50,-15,10.5344424236405
56,73,1999,45,-25,50,-15,6.03475431359962
57,81,1999,45,-25,50,-15,9.02503370441537
58,89,1999,45,-25,50,-15,6.83112024754616
59,97,1999,45,-25,50,-15,14.2462380805106
60,105,1999,45,-25,50,-15,9.76314756172833
61,113,1999,45,-25,50,-15,9.81035196558434
62,121,1999,45,-25,50,-15,11.1571571463534
63,129,1999,45,-25,50,-15,11.3982638602943
