index,t,days,siteID,lpC,sdlpC,mld,dmld,N0,light,pgr,lpC_median,lpC_lb95,lpC_ub95,lpC_lb68,lpC_ub68
31,240,240,1,2.36203562569544,0.358752447769979,18.4500285426941,0.334289833359016,15.5072484375,82.3219915053332,-0.00181831984307872,2.36203562569544,1.65888082806628,3.0651904233246,2.00328317792546,2.72078807346542
32,248,248,1,2.34748906695081,0.54354090597798,21.1243472095662,0.334289829041807,15.5072484375,114.378602304641,0.00175780543735497,2.34748906695081,1.28214889123397,3.41282924266765,1.80394816097283,2.89102997292879
33,256,256,1,2.36155151044965,0.330686009148965,23.7986658419007,0.245746590240539,15.5072484375,72.5763309974534,-0.01516657829664,2.36155151044965,1.71340693251768,3.00969608838162,2.03086550130068,2.69223751959862
34,264,264,1,2.24021888407653,0.592145253936427,25.764638563825,0.216232169667889,15.5072484375,89.7262844495417,-0.0381904192131225,2.24021888407653,1.07961418636113,3.40082358179193,1.6480736301401,2.83236413801296
35,272,272,1,1.93469553037155,0.495258104002431,27.4944959211681,0.216232179854487,15.5072484375,68.9415658426142,0.0370072260764024,1.93469553037155,0.963989646526785,2.90540141421631,1.43943742636912,2.42995363437398
36,280,280,1,2.23075333898277,0.54642637748206,29.224353360004,0.216232169436081,15.5072484375,73.4597117706727,-0.00976605018779374,2.23075333898277,1.15975763911793,3.30174903884761,1.68432696150071,2.77717971646483
37,288,288,1,2.15262493748042,0.572193724147562,30.9542107154927,0.558981665246596,15.5072484375,73.3628397669204,0.053698269432315,2.15262493748042,1.0311252381512,3.27412463680964,1.58043121333286,2.72481866162798
38,296,296,1,2.58221109293894,0.602673677649113,35.4260640374654,0.558981674193516,15.5072484375,45.2567000645219,-0.081045399866015,2.58221109293894,1.40097068474668,3.7634515011312,1.97953741528983,3.18488477058805
39,304,304,1,1.93384789401082,0.778687730408701,39.8979174310136,0.558981662442277,15.5072484375,57.3613524538974,0.01150987961149,1.93384789401082,0.407619942409766,3.46007584561187,1.15516016360212,2.71253562441952
40,312,312,1,2.02592693090274,0.726329510697103,44.3697707305518,0.606121097670678,15.5072484375,53.3504528243522,-0.061551987958715,2.02592693090274,0.602321089936418,3.44953277186906,1.29959742020564,2.75225644159984
41,320,320,1,1.53351102723302,1.01782057823336,49.2187395119172,0.936097156502724,15.5072484375,33.0551298292265,0.04240640877513,1.53351102723302,-0.461417306104366,3.52843936057041,0.51569044899966,2.55133160546638
42,328,328,1,1.87276229743406,0.802180509883427,56.707516763939,0.936097138759999,15.5072484375,31.0288314629942,0.0437960772120788,1.87276229743406,0.300488498062543,3.44503609680558,1.07058178755063,2.67494280731749
43,336,336,1,2.22313091513069,0.894772394933822,64.196293874019,0.936097155250598,15.5072484375,43.412275455351,-0.02406941187795,2.22313091513069,0.469377021060399,3.97688480920098,1.32835852019687,3.11790331006451
44,344,344,1,2.03057562010709,0.962637830168036,71.6850711160238,1.25719507709561,15.5072484375,40.4841971268096,0.033551061612045,2.03057562010709,0.14380547297774,3.91734576723644,1.06793778993905,2.99321345027513
45,352,352,1,2.29898411300345,0.845823454820573,81.7426317327886,1.79235832730928,15.5072484375,39.6742449304176,0.00230052030835376,2.29898411300345,0.641170141555127,3.95679808445177,1.45316065818288,3.14480756782402
46,360,360,1,2.31738827547028,0.760820518917375,96.0814983512629,6.7506716138511,15.5072484375,34.6509612085242,0.0797257739908531,2.31738827547028,0.826180058392225,3.80859649254834,1.55656775655291,3.07820879438766
47,366,1,1,2.44398869448277,0.952140649557601,136.58552803437,0,15.5072484375,39.9284722375521,0,2.44398869448277,0.577793021349872,4.31018436761567,1.49184804492517,3.39612934404037
48,373,8,1,2.44398869448277,0.952140649557601,136.58552803437,2.09285958315765,15.5072484375,35.5036020309381,-0.0314132171111116,2.44398869448277,0.577793021349872,4.31018436761567,1.49184804492517,3.39612934404037
49,381,16,1,2.07705189797145,0.747616709178949,153.328404699631,-1.2839049295502,15.5072484375,34.1702767519309,-0.00423624450738875,2.07705189797145,0.61172314798071,3.54238064796219,1.3294351887925,2.8246686071504
50,389,24,1,2.04316194191234,0.805672895754658,143.057165263229,-1.28390489540989,15.5072484375,52.9822741690737,0.0163005656343475,2.04316194191234,0.464043066233211,3.62228081759147,1.23748904615768,2.848834837667
51,397,32,1,2.17356646698712,0.978829554778287,132.78592609995,-1.28390490976476,15.5072484375,56.9892428177303,-0.096283656745465,2.17356646698712,0.255060539621678,4.09207239435256,1.19473691220883,3.15239602176541
52,405,40,1,1.4032972130234,0.962531538032507,122.514686821832,-1.14066462929052,15.5072484375,47.5058973910272,0.0934135715559925,1.4032972130234,-0.483264601520314,3.28985902756711,0.440765674990893,2.36582875105591
53,413,48,1,2.15060578547134,0.716912386309351,113.389369787508,-0.710943780632453,15.5072484375,52.6338310959319,-0.000459727600976235,2.15060578547134,0.745457508305012,3.55575406263767,1.43369339916199,2.86751817178069
54,421,56,1,2.14692796466353,0.815387047139337,107.701819542448,-0.710943797561853,15.5072484375,74.5601088946222,-0.0508208260493575,2.14692796466353,0.54876935227043,3.74508657705663,1.33154091752419,2.96231501180287
55,429,64,1,1.74036135626867,1.05093603156241,102.014269161953,-0.710943786365313,15.5072484375,57.2654093859662,0.0641520962745063,1.74036135626867,-0.319473265593654,3.80019597813099,0.68942532470626,2.79129738783108
56,437,72,1,2.25357812646472,0.747464373760381,96.3267188710308,0.226287472732343,15.5072484375,69.4756174890431,-0.00956961575005441,2.25357812646472,0.788547953894373,3.71860829903507,1.50611375270434,3.0010425002251
57,445,80,1,2.15840228362391,0.826793174583789,98.1370186528895,0.538697879467616,15.5072484375,80.5717720437362,0.0647312698540455,2.15840228362391,0.537887661439683,3.77891690580814,1.33160910904012,2.9851954582077
58,453,88,1,2.63327539044839,0.69127395574991,102.44660168863,0.53869786340328,15.5072484375,78.1692215201026,-0.0240075907002553,2.63327539044839,1.27837843717857,3.98817234371821,1.94200143469848,3.3245493461983
59,461,96,1,2.4000087827884,0.658314819550573,106.756184595857,0.538697881297132,15.5072484375,95.13845515051,0.0915056564332013,2.4000087827884,1.10971173646928,3.69030582910752,1.74169396323783,3.05832360233897
60,469,104,1,3.09247909283859,0.735312155043919,111.065767646234,-0.873664812822279,15.5072484375,104.748904823739,-0.0126666605032113,3.09247909283859,1.65126726895251,4.53369091672467,2.35716693779467,3.82779124788251
61,477,112,1,2.9911458088129,0.593557554129245,104.076449143656,-1.07543085063501,15.5072484375,94.4951964396446,-0.0453495529690313,2.9911458088129,1.82777300271958,4.15451861490622,2.39758825468366,3.58470336294215
62,485,120,1,2.62834938506065,0.734243654674747,95.4730023385754,-1.07543095266242,15.5072484375,98.2826966550267,0.0606950563962788,2.62834938506065,1.18923182189815,4.06746694822315,1.8941057303859,3.3625930397354
63,493,128,1,3.11390983623088,0.484187706667605,86.869554717276,-1.13895279734294,15.5072484375,121.678490115317,0.00726371428511746,3.11390983623088,2.16490193116237,4.06291774129939,2.62972212956327,3.59809754289849
64,501,136,1,3.17201955051182,0.496053523426408,77.7579323385325,-1.58360611371282,15.5072484375,111.383716556655,-0.00125212384957245,3.17201955051182,2.19975464459606,4.14428445642758,2.67596602708541,3.66807307393823
65,509,144,1,3.16200255971524,0.410696321393846,65.0890834288299,-1.58360611245864,15.5072484375,134.361567166927,-0.023859644626625,3.16200255971524,2.3570377697833,3.96696734964718,2.75130623832139,3.57269888110909
66,517,152,1,2.97112540270224,0.373399505660045,52.4202345291608,-1.58360610932733,15.5072484375,99.5898858550914,-0.0262395491350437,2.97112540270224,2.23926237160855,3.70298843379593,2.59772589704219,3.34452490836228
67,525,160,1,2.76120900962189,0.349337935216386,39.7513856545422,-1.28032281165943,15.5072484375,160.967731038315,-0.0233005277298213,2.76120900962189,2.07650665659777,3.44591136264601,2.4118710744055,3.11054694483828
68,533,168,1,2.57480478778332,0.420982475885913,29.5088031612667,-0.370472914110874,15.5072484375,138.273764299055,-0.0107391805786487,2.57480478778332,1.74967913504693,3.39993044051971,2.15382231189741,2.99578726366923
69,541,176,1,2.48889134315413,0.395616304718143,26.5450198483797,-0.37047292170424,15.5072484375,128.180807331861,-0.0348260910322125,2.48889134315413,1.71348338590657,3.26429930040169,2.09327503843599,2.88450764787227
70,549,184,1,2.21028261489643,0.530562297519762,23.5812364747458,-0.370472917894102,15.5072484375,117.889073247744,0.0183476013644488,2.21028261489643,1.1703805117577,3.25018471803516,1.67972031737667,2.74084491241619
71,557,192,1,2.35706342581202,0.293733056762934,20.617453131593,-0.21775465223318,15.5072484375,116.231174107812,0.0241542138479762,2.35706342581202,1.78134663455667,2.93278021706737,2.06333036904909,2.65079648257495
72,565,200,1,2.55029713659583,0.282694625707936,18.8754159137276,-0.065036385694722,15.5072484375,145.517515694506,0.00670919667878879,2.55029713659583,1.99621567020828,3.10437860298338,2.26760251088789,2.83299176230377
73,573,208,1,2.60397071002614,0.404732368733134,18.3551248281698,-0.0650363869799522,15.5072484375,133.496493020043,0.00433227575555622,2.60397071002614,1.8106952673092,3.39724615274308,2.19923834129301,3.00870307875927
74,581,216,1,2.63862891607059,0.352567923473108,17.8348337323302,-0.0650363870099633,15.5072484375,136.229915592292,-0.0291375730279675,2.63862891607059,1.9475957860633,3.32966204607788,2.28606099259748,2.9911968395437
75,589,224,1,2.40552833184685,0.352589437574237,17.3145426362505,0.259223441712354,15.5072484375,106.404481874126,0.0026717658230713,2.40552833184685,1.71445303420135,3.09660362949235,2.05293889427261,2.75811776942109
76,597,232,1,2.42690245843142,0.350377121497266,19.3883301699493,0.453779333666377,15.5072484375,119.618447138852,-0.0106289849972287,2.42690245843142,1.74016330029678,3.11364161656606,2.07652533693415,2.77727957992869
77,605,240,1,2.34187057845359,0.453930914808719,23.0185648392803,0.453779331377405,15.5072484375,99.2897603424622,-0.0142205551344888,2.34187057845359,1.4521659854285,3.23157517147868,1.88793966364487,2.79580149326231
78,613,248,1,2.22810613737768,0.456019762270582,26.6487994902995,0.453779334237585,15.5072484375,102.621087257324,-0.00455937487786497,2.22810613737768,1.33430740332734,3.12190487142802,1.7720863751071,2.68412589964826
79,621,256,1,2.19163113835476,0.384214754186887,30.2790341642002,0.414530895300626,15.5072484375,91.6881401435717,0.00916097207931251,2.19163113835476,1.43857022014846,2.94469205656106,1.80741638416787,2.57584589254165
80,629,264,1,2.26491891498926,0.625419121348665,33.5952813266052,0.401448087075525,15.5072484375,108.917784144162,-0.0210551113770888,2.26491891498926,1.03909743714588,3.49074039283264,1.6394997936406,2.89033803633793
81,637,272,1,2.09647802397255,0.390781231954729,36.8068660232094,0.401448084720311,15.5072484375,98.7414983895295,-0.00515976129873875,2.09647802397255,1.33054680934128,2.86240923860382,1.70569679201782,2.48725925592728
82,645,280,1,2.05519993358264,0.47278506028613,40.0184507009719,0.401448081913925,15.5072484375,61.5180512428707,0.042750626523145,2.05519993358264,1.12854121542183,2.98185865174345,1.58241487329651,2.52798499386877
83,653,288,1,2.3972049457678,0.589301249917759,43.2300353562833,0.827525661811222,15.5072484375,67.2979103263137,0.0267095734196637,2.3972049457678,1.24217449592899,3.55223539560661,1.80790369585004,2.98650619568556
84,661,296,1,2.61088153312511,0.669979621214503,49.8502406507731,0.82752564746473,15.5072484375,63.856318664317,-0.0704475165824025,2.61088153312511,1.29772147554468,3.92404159070554,1.94090191191061,3.28086115433961
85,669,304,1,2.04730140046589,0.740797516810467,56.4704458304909,0.827525660954435,15.5072484375,46.5349493522065,-0.0673672683872525,2.04730140046589,0.595338267517374,3.49926453341441,1.30650388365542,2.78809891727636
86,677,312,1,1.50836325336787,0.85586090997934,63.0906511181264,0.759382220961988,15.5072484375,33.5031177427678,0.0433948616771987,1.50836325336787,-0.169124130191636,3.18585063692738,0.65250234338853,2.36422416334721
87,685,320,1,1.85552214678546,0.759477079275673,69.1657088858223,0.282378123783399,15.5072484375,56.0404501239823,0.0100637799689325,1.85552214678546,0.366947071405141,3.34409722216578,1.09604506750979,2.61499922606113
88,693,328,1,1.93603238653692,0.801503945018055,71.4247338760895,0.282378121606177,15.5072484375,41.6414079570738,-0.00888234209668625,1.93603238653692,0.365084654301532,3.50698011877231,1.13452844151887,2.73753633155498
89,701,336,1,1.86497364976343,0.697550802868631,73.6837588489389,0.282378115937544,15.5072484375,34.5325032883585,-0.0175179199986425,1.86497364976343,0.497774076140913,3.23217322338595,1.1674228468948,2.56252445263206
90,709,344,1,1.72483028977429,0.843600889529712,75.9427837764393,1.11105448880336,15.5072484375,37.0873392079845,-0.06912839714219,1.72483028977429,0.0713725462960544,3.37828803325253,0.881229400244578,2.568431179304
91,717,352,1,1.17180311263677,1.25683591160949,84.8312196868662,2.49218179039656,15.5072484375,34.1140578929493,0.04896755159822,1.17180311263677,-1.29159527411783,3.63520149939137,-0.08503279897272,2.42863902424626
92,725,360,1,1.56354352542253,0.94248229478506,104.768674010039,-0.140735380526574,15.5072484375,24.5371959020193,0.0746730064129886,1.56354352542253,-0.283721772356187,3.41080882320125,0.62106123063747,2.50602582020759
93,732,1,1,2.08625457031345,0.837423858878136,103.783526346353,0,15.5072484375,24.620194286621,0,2.08625457031345,0.444903806912304,3.7276053337146,1.24883071143531,2.92367842919159
94,739,8,1,2.08625457031345,0.837423858878136,103.783526346353,-0.249778601042916,15.5072484375,42.8293973038628,-0.04957306780265,2.08625457031345,0.444903806912304,3.7276053337146,1.24883071143531,2.92367842919159
95,747,16,1,1.68967002789225,0.814371663416379,101.785297538009,1.70551815966764,15.5072484375,54.0396984175575,-0.0217035187919949,1.68967002789225,0.0935015675961473,3.28583848818835,0.875298364475871,2.50404169130863
96,755,24,1,1.39024808769181,1.0292961655444,115.42944281535,1.70551814786264,15.5072484375,38.2845942680779,0.055039536625609,1.39024808769181,-0.627172396775214,3.40766857215883,0.36095192214741,2.41954425323621
97,763,32,1,1.71884114796085,1.10660937408813,129.073587998252,1.70551814217115,15.5072484375,53.2106679992959,0.0905877292181444,1.71884114796085,-0.450113225251885,3.88779552117358,0.61223177387272,2.82545052204898
98,771,40,1,2.34305688761507,0.857471923405654,142.717733135621,1.72914310185447,15.5072484375,51.7126523974007,-0.025595706973637,2.34305688761507,0.662411917739988,4.02370185749015,1.48558496420942,3.20052881102072
99,779,48,1,2.04577896136088,0.75559335542816,156.550877950457,1.80001778950295,15.5072484375,66.8570724505174,0.0596098799784042,2.04577896136088,0.564815984721686,3.52674193800007,1.29018560593272,2.80137231678904
100,787,56,1,2.43466197277691,0.693170771201779,170.95102026648,1.80001786932769,15.5072484375,70.2229495312977,-0.0525612139671233,2.43466197277691,1.07604726122142,3.7932766843324,1.74149120157513,3.12783274397869
101,795,64,1,1.93329713993763,0.766937784719289,185.351163221102,1.80001780675923,15.5072484375,70.4108062786033,0.0714948296283093,1.93329713993763,0.430099081887824,3.43649519798744,1.16635935521834,2.70023492465692
102,803,72,1,2.43043486117805,0.621097652531651,199.751305675176,-0.27097435054257,15.5072484375,66.4915644359173,0.00315516315968751,2.43043486117805,1.21308346221601,3.64778626014009,1.8093372086464,3.0515325137097
103,811,80,1,2.45567616645555,0.732817720352186,197.583510870835,-0.961305117485061,15.5072484375,96.9080322446189,0.0345042025718299,2.45567616645555,1.01935343456527,3.89199889834583,1.72285844610336,3.18849388680774
104,819,88,1,2.73170978703019,0.621832030475575,189.893069930954,-0.961305060415562,15.5072484375,114.455357708345,-0.0602040408695637,2.73170978703019,1.51291900729806,3.95050056676232,2.10987775655462,3.35354181750576
105,827,96,1,2.25007746007368,0.758093427462537,182.20262944763,-0.961305074298618,15.5072484375,92.0262669309591,0.00710793802913751,2.25007746007368,0.764214342247107,3.73594057790025,1.49198403261114,3.00817088753622
106,835,104,1,2.30694096430678,0.572497552582116,174.512188853241,-4.4266126067357,15.5072484375,121.865696135161,0.0309575241045975,2.30694096430678,1.18484576124583,3.42903616736773,1.73444341172466,2.8794385168889
107,843,112,1,2.55460115714356,0.71002629252192,139.099287999355,-4.92165643730928,15.5072484375,120.072886250553,0.0114114842577575,2.55460115714356,1.1629496238006,3.94625269048652,1.84457486462164,3.26462744966548
108,851,120,1,2.64589303120562,0.672146388430613,99.7260365008812,-4.92165647697322,15.5072484375,74.3471647653066,0.033636304291115,2.64589303120562,1.32848610988162,3.96329995252962,1.97374664277501,3.31803941963623
109,859,128,1,2.91498346553454,0.593570696157165,60.3527846850954,-4.32359772094632,15.5072484375,106.09009519339,0.0174453874191075,2.91498346553454,1.7515849010665,4.07838203000258,2.32141276937738,3.50855416169171
110,867,136,1,3.0545465648874,0.402093221649209,25.7640029175249,-0.137186381967947,15.5072484375,97.0307953035374,0.038589327513795,3.0545465648874,2.26644385045495,3.84264927931985,2.65245334323819,3.45663978653661
111,875,144,1,3.36326118499776,0.477159107104982,24.6665118617813,-0.137186381489854,15.5072484375,157.995980396935,-0.00493725875637374,3.36326118499776,2.428029335072,4.29849303492352,2.88610207789278,3.84042029210274
112,883,152,1,3.32376311494677,0.372231587857648,23.5690208098624,-0.137186381878956,15.5072484375,137.417936004744,-0.02912152815812,3.32376311494677,2.59418920274578,4.05333702714776,2.95153152708912,3.69599470280442
113,891,160,1,3.09079088968181,0.432447938559211,22.4715297548308,-0.136689913841999,15.5072484375,145.426734961303,-0.00529730424719126,3.09079088968181,2.24319293010576,3.93838884925786,2.6583429511226,3.52323882824102
114,899,168,1,3.04841245570428,0.402595986416826,21.3780104440948,-0.13520051646357,15.5072484375,137.617274288868,-0.0157497659307725,3.04841245570428,2.2593243223273,3.83750058908126,2.64581646928745,3.45100844212111
115,907,176,1,2.9224143282581,0.34975437591122,20.2964063123863,-0.135200521729684,15.5072484375,129.8277742292,-0.01078685159317,2.9224143282581,2.23689575147211,3.60793290504409,2.57265995234688,3.27216870416932
116,915,184,1,2.83611951551274,0.421902853312637,19.2148021385488,-0.135200516450115,15.5072484375,128.647958627415,-0.02489221123627,2.83611951551274,2.00918992301997,3.66304910800551,2.4142166622001,3.25802236882538
117,923,192,1,2.63698182562258,0.325030046199156,18.1331980069479,-0.0258629765992788,15.5072484375,125.479314663459,-0.0115388697985238,2.63698182562258,1.99992293507223,3.27404071617293,2.31195177942342,2.96201187182174
118,931,200,1,2.54467086723439,0.333558979775179,17.9262941941536,0.0834745603396296,15.5072484375,118.371191013881,0.00905839045974122,2.54467086723439,1.89089526687504,3.19844646759374,2.21111188745921,2.87822984700957
119,939,208,1,2.61713799091232,0.35705013898737,18.5940906768707,0.0834745614954966,15.5072484375,123.999799043465,-0.0264681252391825,2.61713799091232,1.91731971849707,3.31695626332756,2.26008785192495,2.97418812989969
120,947,216,1,2.40539298899886,0.406657792226895,19.2618871688346,0.0834745598925886,15.5072484375,142.159555404838,0.00122896234378374,2.40539298899886,1.60834371623415,3.20244226176357,1.99873519677197,2.81205078122576
121,955,224,1,2.41522468774913,0.412451769111063,19.9296836479753,0.0961086037444621,15.5072484375,136.872144334686,-0.0128872799717475,2.41522468774913,1.60681922029145,3.22363015520681,2.00277291863807,2.82767645686019
122,963,232,1,2.31212644797515,0.320535927314261,20.698552477931,0.103689031319487,15.5072484375,109.762734329815,-0.00814465753979249,2.31212644797515,1.6838760304392,2.9403768655111,1.99159052066089,2.63266237528941
123,971,240,1,2.24696918765681,0.388647309441808,21.5280647284869,0.103689034765384,15.5072484375,95.335667506975,0.01071960186404,2.24696918765681,1.48522046115087,3.00871791416275,1.858321878215,2.63561649709862
124,979,248,1,2.33272600256913,0.370640130580364,22.35757700661,0.103689029098796,15.5072484375,107.921281877016,-0.00378084226280625,2.33272600256913,1.60627134663162,3.05918065850664,1.96208587198877,2.70336613314949
125,987,256,1,2.30247926446668,0.433944830444441,23.1870892394004,0.354600473366054,15.5072484375,122.605129597211,-0.0290646600969512,2.30247926446668,1.45194739679558,3.15301113213778,1.86853443402224,2.73642409491112
126,995,264,1,2.06996198369107,0.465045516493867,26.0238930263288,0.43823761074493,15.5072484375,88.3430312356819,0.029889776840265,2.06996198369107,1.15847277136309,2.98145119601905,1.6049164671972,2.53500750018494
127,1003,272,1,2.30908019841319,0.434439219692526,29.5297939122882,0.438237620186475,15.5072484375,96.7872390776135,-0.0208870181188813,2.30908019841319,1.45757932781584,3.16058106901054,1.87464097872066,2.74351941810572
128,1011,280,1,2.14198405346214,0.529262005071153,33.03569487378,0.438237613493372,15.5072484375,68.5025739584656,-0.00374063323985504,2.14198405346214,1.10463052352268,3.1793375834016,1.61272204839099,2.67124605853329
129,1019,288,1,2.1120589875433,0.401652522111872,36.541595781727,-0.0527484749443783,15.5072484375,95.8251273806311,-0.00656019059234246,2.1120589875433,1.32482004420403,2.89929793088257,1.71040646543143,2.51371150965517
130,1027,296,1,2.05957746280456,0.794102034512454,36.119607982172,-0.0527484718668827,15.5072484375,49.2437809241567,-0.0122303698222675,2.05957746280456,0.50313747516015,3.61601745044897,1.26547542829211,2.85367949731701
131,1035,304,1,1.96173450422642,0.753058060271889,35.6976202072369,-0.0527484763744752,15.5072484375,58.9175307472828,-0.00513512348862749,1.96173450422642,0.485740706093517,3.43772830235932,1.20867644395453,2.71479256449831
132,1043,312,1,1.9206535163174,0.728312250146456,35.2756323962411,0.291539202484605,15.5072484375,50.2036403652121,-0.0440845137753075,1.9206535163174,0.493161506030346,3.34814552660445,1.19234126617094,2.64896576646386
