index,t,days,years,latmin,lonmin,latmax,lonmax,siteID,lpC,sdlpC,MLD,N0,light,pgrPhytC,sdpgrPhytC,Zeu,sdZeu
31,240,240,1998,45,-45,50,-35,2,2.26635476878591,0.408922222257685,21.1300100741867,17.6084321875,60.8645191649242,0.0367012284355012,0.0721455180406446,60.7844429493952,5.64077879234728
32,248,248,1998,45,-45,50,-35,2,2.55996459626992,0.485185875865419,25.1624846236822,17.6084321875,91.0303613427066,0.0219288267592658,0.0760303001276705,58.8642573455976,4.97137603166902
33,256,256,1998,45,-45,50,-35,2,2.73539521034405,0.445441607982252,29.1949591241198,17.6084321875,53.1274163157605,0.00369868154079131,0.0754024246979814,52.48009049164,4.87277766719897
34,264,264,1998,45,-45,50,-35,2,2.76498466267037,0.509966477519175,32.6630022857588,17.6084321875,78.894133817701,-0.0477821120562563,0.0793394117665037,52.22835588899,5.30052462722178
35,272,272,1998,45,-45,50,-35,2,2.38272776622033,0.549601320605606,35.9429016790953,17.6084321875,66.6555637746002,-0.0110989266484869,0.0925551697963871,52.2150164995598,5.55061792362686
36,280,280,1998,45,-45,50,-35,2,2.29393635303243,0.637872854102335,39.2228010017012,17.6084321875,52.8982271246617,0.0203868221842763,0.0822762807542615,52.7390707176929,5.16136758774838
37,288,288,1998,45,-45,50,-35,2,2.45703093050664,0.566323294264427,42.502700404376,17.6084321875,61.0103067063519,0.0173626533773357,0.0831692514161751,51.0734406149724,5.95823035136165
38,296,296,1998,45,-45,50,-35,2,2.59593215752532,0.549632975687128,46.0781364380486,17.6084321875,51.886951653977,-0.0100143151974984,0.100995875411358,49.7953998353421,5.33585326191727
39,304,304,1998,45,-45,50,-35,2,2.51581763594534,0.746521779824419,49.6535724678637,17.6084321875,45.6941174837833,-0.0198620138727379,0.119857253345321,48.993326103456,5.67347537600012
40,312,312,1998,45,-45,50,-35,2,2.35692152496344,0.779813786113013,53.2290084155071,17.6084321875,46.6694145718402,-0.0458224836339401,0.143254825668083,51.1230727510658,6.20103112028957
41,320,320,1998,45,-45,50,-35,2,1.99034165589192,0.859855236968131,58.0638738704227,17.6084321875,33.9697001691149,0.0247197531342558,0.12829888420379,50.944585728381,5.92156650489456
42,328,328,1998,45,-45,50,-35,2,2.19200599089548,0.792508977323802,71.7147455612159,17.6084321875,29.1522689662516,0.009077020643661,0.119226370911772,53.4745220332065,5.45589655659991
43,336,336,1998,45,-45,50,-35,2,2.2411062414865,0.98345196550284,85.3656172650724,17.6084321875,34.0564848388766,0.0152986777551897,0.132383131178758,54.4355521812925,5.24660026046404
44,344,344,1998,45,-45,50,-35,2,2.20181938254187,0.99843119281384,99.0164890031684,17.6084321875,24.6822543563817,0.00960956358368638,0.133219911389772,56.5950595287484,6.10557346836009
45,352,352,1998,45,-45,50,-35,2,2.09560488185899,0.911154912046452,107.849089472559,17.6084321875,24.2932909014507,0.0140003623415075,0.0730979144620637,56.396228159245,6.0200896540149
46,360,360,1998,45,-45,50,-35,2,2.16353011491662,0.919424254202789,108.651237753829,17.6084321875,23.4787450534206,0.0224285277786259,0.152708621266847,55.1449545417775,6.81487409717344
47,366,1,1999,45,-45,50,-35,2,1.88303888857529,1.18313639837934,156.230688329406,17.6084321875,20.7321096786512,-0.0581839283360547,0.215694617061862,55.9550596925454,7.21906485307678
48,373,8,1999,45,-45,50,-35,2,1.88303888857529,1.18313639837934,156.230688329406,17.6084321875,34.64196172014,-0.0581839283360547,0.215694617061862,55.9550596925454,7.21906485307678
49,381,16,1999,45,-45,50,-35,2,1.75952633036951,1.30947983634655,180.549740500318,17.6084321875,28.608065053704,0.0685795476449407,0.184105338985287,55.345011756807,6.39750902959391
50,389,24,1999,45,-45,50,-35,2,2.11482300141874,1.12455551315406,186.200069154766,17.6084321875,46.1054126573137,-0.00460048983163435,0.138399354314727,57.9480933289733,6.56934624250262
51,397,32,1999,45,-45,50,-35,2,2.07801908276567,1.01051230435368,191.85039747821,17.6084321875,44.4208598457279,-0.0160853412361604,0.152136085369505,57.7412659767608,5.2911029442535
52,405,40,1999,45,-45,50,-35,2,1.94933635287639,0.827394861806073,197.5007257394,17.6084321875,54.4567706587033,-0.0396350811366874,0.136541771714928,58.2273529171619,5.57038974265938
53,413,48,1999,45,-45,50,-35,2,1.6322557037829,0.830976291113031,198.390745497015,17.6084321875,46.610779858385,0.0879699348697155,0.122354682260885,54.8719652789176,5.02820418118027
54,421,56,1999,45,-45,50,-35,2,2.33601518274061,0.719869996607475,184.999839585093,17.6084321875,74.6523393601653,-0.0346234267545356,0.128434525691033,50.2303592777921,5.64717742270805
55,429,64,1999,45,-45,50,-35,2,2.05902776870432,0.886160815764299,171.60893345164,17.6084321875,48.9711294273295,0.052413315022112,0.117656243809515,53.3113541674621,5.46910982000219
56,437,72,1999,45,-45,50,-35,2,2.47833428888121,0.622979481661414,158.218027522631,17.6084321875,65.6417516413452,0.0124212813211741,0.103225247371328,52.2925139294405,5.65616333137444
57,445,80,1999,45,-45,50,-35,2,2.57770453945061,0.695213795690268,160.92240046084,17.6084321875,76.0444520497682,0.0416226953599605,0.101281935241721,46.1902274575504,6.72773399362303
58,453,88,1999,45,-45,50,-35,2,2.91068610233028,0.557603259254918,168.991866671708,17.6084321875,63.8466331217893,0.00383639003434274,0.0860294502818661,45.3389320346884,7.84979137337085
59,461,96,1999,45,-45,50,-35,2,2.94137722260503,0.533484655418209,177.061333103379,17.6084321875,64.5413641856081,0.04777786561554,0.0980004249302143,45.1756383850182,7.42047236420707
60,469,104,1999,45,-45,50,-35,2,3.32360014752934,0.66708712329026,185.130799173283,17.6084321875,88.0977809981302,0.0526367012096048,0.102504892226343,37.0016252299154,8.06238897261325
61,477,112,1999,45,-45,50,-35,2,3.74469375720619,0.644916392165637,169.253947303196,17.6084321875,68.4873304161927,-0.0936250953546409,0.0957711558984549,35.4564141964089,8.72891871023901
62,485,120,1999,45,-45,50,-35,2,2.99569299436907,0.588847421592139,149.95619260841,17.6084321875,86.7202082775866,0.0288433758959199,0.0724229139712341,43.7117934707144,7.96041389261464
63,493,128,1999,45,-45,50,-35,2,3.22644000153642,0.497525067917472,130.65843844076,17.6084321875,99.1996535760531,-0.000500588781866309,0.0724460055853274,42.8769032685961,7.56923968882824
64,501,136,1999,45,-45,50,-35,2,3.2224352912815,0.521173641850061,110.888395817346,17.6084321875,109.637573595914,0.0215031624089817,0.0729451135366689,41.8662598342537,8.03186082923992
65,509,144,1999,45,-45,50,-35,2,3.39446059055334,0.517309366628032,87.81233598782,17.6084321875,120.317682807812,0.00778703489936467,0.0632935497900199,38.0071894055445,7.46232008997673
66,517,152,1999,45,-45,50,-35,2,3.45675686974825,0.458527411743149,64.7362764425909,17.6084321875,81.3607930843702,-0.0131318111018639,0.0598363689753293,39.0528963786203,7.86365099510981
67,525,160,1999,45,-45,50,-35,2,3.35170238093335,0.477845016079659,41.6602168389825,17.6084321875,154.413627547018,-0.0276692223346642,0.0618898555092234,41.2434647112428,8.18900401849932
68,533,168,1999,45,-45,50,-35,2,3.13034860225603,0.486760070536397,23.8616152332393,17.6084321875,152.837660365751,-0.04080339791997,0.0622437341973624,44.9352250513936,7.88852803590445
69,541,176,1999,45,-45,50,-35,2,2.80392141889627,0.44351641222901,21.8953874948953,17.6084321875,107.347653606429,0.000118207216163733,0.0685779866519486,51.9962311253124,7.51181224874129
70,549,184,1999,45,-45,50,-35,2,2.80486707662559,0.526663648334264,19.9291597083708,17.6084321875,125.581449143532,0.00181247361524583,0.0659771995668564,53.7140638273298,6.08049791090309
71,557,192,1999,45,-45,50,-35,2,2.81936686554756,0.431557720274662,17.962931974878,17.6084321875,76.1506142742099,0.00377151034351232,0.061147782449457,54.2118074062142,6.79573464029234
72,565,200,1999,45,-45,50,-35,2,2.84953894829566,0.427208815390267,16.6541815723727,17.6084321875,147.191675316497,-0.0282327932648924,0.0627535364881587,56.2784109337139,6.28001369891301
73,573,208,1999,45,-45,50,-35,2,2.62367660217652,0.466798168094648,16.002908485507,17.6084321875,121.910098953147,0.014799375790527,0.0620477978534763,57.1785317852769,6.30164510991916
74,581,216,1999,45,-45,50,-35,2,2.74207160850074,0.465369410314323,15.3516354270528,17.6084321875,137.839419223562,-0.0199895689421514,0.0747655888844285,56.1588983953006,6.28502342900621
75,589,224,1999,45,-45,50,-35,2,2.58215505696352,0.549867780697781,14.7003623513298,17.6084321875,92.3471201131852,-0.0210897833660504,0.0820920917103643,58.8335644612386,6.4356220217461
76,597,232,1999,45,-45,50,-35,2,2.41343679003512,0.500233803222241,15.6412875133008,17.6084321875,109.488429939274,-0.0253970090671016,0.0886024890049129,61.2409919638773,6.81665033059555
77,605,240,1999,45,-45,50,-35,2,2.21026071749832,0.667866898786133,17.5375315991707,17.6084321875,83.7873822862088,0.00231458410546508,0.0896964378513013,62.6065283504136,7.704865414121
78,613,248,1999,45,-45,50,-35,2,2.22877739034203,0.538183100878421,19.4337756757687,17.6084321875,84.5405073324561,0.0418980630360775,0.083208625979036,61.3975167022157,6.96366980783077
79,621,256,1999,45,-45,50,-35,2,2.56396189463065,0.489388043880937,21.3300197714567,17.6084321875,82.5500327192471,0.0137723894566861,0.0780585626199982,60.5544808608632,6.76488936815211
80,629,264,1999,45,-45,50,-35,2,2.67414101028413,0.50141043636014,24.1458916413784,17.6084321875,88.5082201812786,-0.000595603024647196,0.0679471627767188,57.3555114968626,6.83085737683651
81,637,272,1999,45,-45,50,-35,2,2.66937618608695,0.4332462299045,27.2683061308,17.6084321875,87.3103643499599,-0.0467483843888177,0.0733130254479661,55.7271946812014,6.83979235784141
82,645,280,1999,45,-45,50,-35,2,2.29538911097642,0.549765094820081,30.3907206276722,17.6084321875,51.6028312430035,0.047375177516104,0.0852918762641985,57.4074509536563,7.31657095369183
83,653,288,1999,45,-45,50,-35,2,2.67439053110525,0.510978481928087,33.5131351006033,17.6084321875,49.1576303567401,0.0199331013560433,0.0919343023298323,55.4360579926775,6.45190363162743
84,661,296,1999,45,-45,50,-35,2,2.83385534195359,0.599921919865631,38.7925629076363,17.6084321875,54.4485052938954,-0.0677108291644096,0.12012835240683,51.9186483973935,5.07480697909665
85,669,304,1999,45,-45,50,-35,2,2.29216870863832,0.885727032071261,44.0719907672207,17.6084321875,45.2627957761031,-0.0213014666804874,0.126184232032021,52.2105255939239,5.35090818808018
86,677,312,1999,45,-45,50,-35,2,2.12175697519442,0.743440978377576,49.3514185592202,17.6084321875,33.9859952098758,-0.0345312430982717,0.133070728502569,52.0513103606641,5.26722508404592
87,685,320,1999,45,-45,50,-35,2,1.84550703040825,0.941229791056988,54.7934173146554,17.6084321875,41.018395976576,-0.000156330608229405,0.119725144596726,50.5648518397747,5.24309394295632
88,693,328,1999,45,-45,50,-35,2,1.85303702916443,0.992959313712406,61.3734127509429,17.6084321875,38.9443261924998,0.0214317867824713,0.150575971100512,49.6184709063435,6.25741322144816
89,701,336,1999,45,-45,50,-35,2,1.96858364241888,0.909268988120771,67.9534080583522,17.6084321875,29.3034751730613,0.0175230955044157,0.140354013418066,50.8805096214463,7.2541706086699
90,709,344,1999,45,-45,50,-35,2,2.05984317670436,0.898189524075594,74.5334035839142,17.6084321875,26.8282010353701,-0.060648984198548,0.146297846908761,50.5351937745075,7.19266168219087
91,717,352,1999,45,-45,50,-35,2,1.67035424106056,1.04996123388359,88.4392117729452,17.6084321875,25.8384600614813,0.0186891700199596,0.133416093573819,52.1947185767348,6.15869516060807
92,725,360,1999,45,-45,50,-35,2,1.77605257597769,0.968928415823165,114.554708337354,17.6084321875,18.7524515067054,-0.0603501113765569,0.167625314433771,55.1403914968102,7.19707738593593
93,732,1,2000,45,-45,50,-35,2,2.04018916371012,0.710647885169602,106.681939525274,17.6084321875,16.4906650324972,-0.036430514570183,0.110351357312269,56.5044714299746,5.48839475277846
94,739,8,2000,45,-45,50,-35,2,2.04018916371012,0.710647885169602,106.681939525274,17.6084321875,37.0043864115404,-0.036430514570183,0.110351357312269,56.5044714299746,5.48839475277846
95,747,16,2000,45,-45,50,-35,2,1.56033592802163,1.01100655200055,117.573560687105,17.6084321875,34.8402977900739,0.0514140616164287,0.153213781564409,56.6800750220767,6.02219476045154
96,755,24,2000,45,-45,50,-35,2,1.94182157766932,0.798154071036227,116.135198263824,17.6084321875,33.6085235591392,-0.046396789034449,0.16244229796099,52.8660561046341,5.10994460004617
97,763,32,2000,45,-45,50,-35,2,1.57064726539372,1.14874669049278,114.696835895446,17.6084321875,38.6953046968748,0.0765049474903492,0.150863157809039,56.2454634556181,6.56234808964174
98,771,40,2000,45,-45,50,-35,2,2.18268684531651,0.953950076612345,113.258473383354,17.6084321875,35.6821923453375,0.0539281309546412,0.115692600104479,55.1693803399808,5.98488633709156
99,779,48,2000,45,-45,50,-35,2,2.61411189295364,0.69511497592194,109.011299872564,17.6084321875,64.6879608967911,-0.001505729462633,0.101974482841084,54.5781556482455,4.882195120969
100,787,56,2000,45,-45,50,-35,2,2.60206605725257,0.632466631266328,96.3376926851608,17.6084321875,50.8872574473382,-0.0273336910578335,0.0936632544688479,53.1308065672721,5.42215751148542
101,795,64,2000,45,-45,50,-35,2,2.38339652878991,0.673453166908294,83.6640858142908,17.6084321875,50.0015564166639,0.0204501980810455,0.112179676953452,51.981434445448,6.03509025246427
102,803,72,2000,45,-45,50,-35,2,2.54699811343827,0.664774708774993,70.9904786803327,17.6084321875,63.4892783113844,0.0129018673104642,0.103926139803402,50.480061293841,6.23694057895337
103,811,80,2000,45,-45,50,-35,2,2.65021305192198,0.624785354183207,64.4267840741908,17.6084321875,67.5905997927483,0.0516165736212752,0.0964809979440713,48.5297285635941,7.0216709686459
104,819,88,2000,45,-45,50,-35,2,3.06314564089218,0.594063341119185,59.8997269145981,17.6084321875,81.6351992381602,-0.00886588018561977,0.0956235658648474,44.502579884662,8.57590686207095
105,827,96,2000,45,-45,50,-35,2,2.99221859940722,0.629251840098091,55.3726697708337,17.6084321875,94.1751275401538,0.00732793747881513,0.0849745558945276,44.921729581373,8.27969099867684
106,835,104,2000,45,-45,50,-35,2,3.05084209923774,0.506523711005906,50.8456126102475,17.6084321875,113.380263721284,-0.0066178018349587,0.0776000081812353,47.8270838566627,8.10156244407078
107,843,112,2000,45,-45,50,-35,2,2.99789968455808,0.536905866483654,46.6373603650763,17.6084321875,117.184401140977,-0.0320508156530983,0.098446497550135,47.5393847277103,7.87235995662399
108,851,120,2000,45,-45,50,-35,2,2.74149315933328,0.818286387572906,42.4746518303456,17.6084321875,74.3403496170547,0.0184323527630034,0.110922584437569,47.2460259986591,8.99397921584317
109,859,128,2000,45,-45,50,-35,2,2.88895198143731,0.655240508369919,38.3119431491032,17.6084321875,99.5308632950212,0.047179842490588,0.0846939153076829,43.4849515418548,9.63553774334622
110,867,136,2000,45,-45,50,-35,2,3.26639072136201,0.582156516503758,34.5509887683227,17.6084321875,115.199890844816,0.056317110541314,0.0796844426785941,40.8278931845728,8.99270743894001
111,875,144,2000,45,-45,50,-35,2,3.71692760569251,0.545608703108223,33.6023146031797,17.6084321875,88.5707215816205,-0.00880210782318563,0.0745388377801779,33.8342868831923,8.27296275196785
112,883,152,2000,45,-45,50,-35,2,3.64651074310703,0.536757838106305,32.653640447408,17.6084321875,119.412812171208,-0.0336682087798777,0.0712530729720451,38.9293284961752,8.40081489540911
113,891,160,2000,45,-45,50,-35,2,3.37716507286801,0.526409935214139,31.7049662329423,17.6084321875,107.805908768411,-0.00505958175734612,0.0660271543753628,38.627695853959,7.65993734407984
114,899,168,2000,45,-45,50,-35,2,3.33668841880925,0.567941089571272,29.8828115530809,17.6084321875,136.610831090279,0.012577565967305,0.0673138404522237,41.9619251083505,8.8821519347047
115,907,176,2000,45,-45,50,-35,2,3.43730894654769,0.567220805431955,25.440214928041,17.6084321875,128.96919259977,0.0071513820222424,0.0581839438063081,42.7214158821277,8.57519414232908
116,915,184,2000,45,-45,50,-35,2,3.49452000272563,0.578543638801033,20.9976182182547,17.6084321875,146.008854530682,-0.0543344150771317,0.0670072367974202,44.0357171664476,8.70903945986572
117,923,192,2000,45,-45,50,-35,2,3.05984468210857,0.511541575485029,16.555021620964,17.6084321875,114.442046415178,-0.006445808533679,0.0529390277092933,50.6991427841624,8.13757956287632
118,931,200,2000,45,-45,50,-35,2,3.00827821383914,0.48830142253097,15.3529833442718,17.6084321875,115.765238101848,0.00102337722882094,0.0508299747331881,52.346521223718,7.53527574343118
119,939,208,2000,45,-45,50,-35,2,3.01646523166971,0.452280850473593,17.3915035247638,17.6084321875,124.418984256159,-0.0104998415328141,0.0642391511886295,53.9976792423267,6.63832360689509
120,947,216,2000,45,-45,50,-35,2,2.9324664994072,0.468074352980233,19.4300236829785,17.6084321875,101.557102094648,-0.00999840428269562,0.0631764094577323,54.4948545247323,6.4033546755179
121,955,224,2000,45,-45,50,-35,2,2.85247926514564,0.424843148911766,21.4685438813104,17.6084321875,121.92943927731,-0.0416898154213339,0.0548948066405454,55.3800967548299,5.47857932516935
122,963,232,2000,45,-45,50,-35,2,2.51896074177497,0.401949620988459,21.6508039695025,17.6084321875,106.497699994371,-0.0252324920233563,0.052258754610349,56.7458049666227,6.00736763198498
123,971,240,2000,45,-45,50,-35,2,2.31710080558812,0.418390683960631,20.7193080196116,17.6084321875,98.9494714877805,0.0776449836439205,0.0629995762634425,58.6254398103562,6.40684322323743
124,979,248,2000,45,-45,50,-35,2,2.93826067473948,0.425101864067488,19.7878120914516,17.6084321875,98.6366148716096,-0.0473028270999978,0.0794784712986978,55.2013839215379,6.25743782906905
125,987,256,2000,45,-45,50,-35,2,2.5598380579395,0.580215897704099,18.8563161674142,17.6084321875,110.332372880596,-0.0326169203039127,0.0942701558071639,55.2842871149718,6.86119503369585
126,995,264,2000,45,-45,50,-35,2,2.2989026955082,0.658523894597166,20.9233040822546,17.6084321875,85.3431151863007,0.052807282000391,0.0873434144737341,57.6956460348109,7.20704503235874
127,1003,272,2000,45,-45,50,-35,2,2.72136095151132,0.517365449166281,23.9897866183023,17.6084321875,73.8789389976858,-0.029267108193217,0.0892271023644339,55.4308305237035,6.61491068918926
128,1011,280,2000,45,-45,50,-35,2,2.48722408596559,0.646081509121107,27.0562691453265,17.6084321875,47.7039663342718,0.0277078292559114,0.0858328631161792,51.5688512375626,6.15823375732572
129,1019,288,2000,45,-45,50,-35,2,2.70888672001287,0.531014203345946,30.1227516969211,17.6084321875,68.4132005053128,-0.0305903114615696,0.0914607675018972,52.1672010554545,5.81302219318938
130,1027,296,2000,45,-45,50,-35,2,2.46416422832032,0.695502520963018,33.2941898464827,17.6084321875,46.6677747259094,-0.0122452121506709,0.117605035756545,50.6114504462819,6.43949869551563
131,1035,304,2000,45,-45,50,-35,2,2.36620253111495,0.712281368230337,36.4656280562117,17.6084321875,43.3808489541397,-0.0067838230188757,0.0922665630149473,50.0687356191549,6.17207787708174
132,1043,312,2000,45,-45,50,-35,2,2.31193194696394,0.722042055750965,39.6370662389863,17.6084321875,36.4266620498745,0.000213835858837939,0.113284511040898,50.2412250133693,6.37985046277102
133,1051,320,2000,45,-45,50,-35,2,2.31364263383465,0.823605133718732,43.3418197265186,17.6084321875,31.4557294925123,0.0158706638610597,0.106364015244443,52.5089161254968,5.55837985882886
134,1059,328,2000,45,-45,50,-35,2,2.44090245617248,0.777033957572722,50.7797807344796,17.6084321875,33.4612281295869,0.0474721994771886,0.109169271357533,52.136680097212,5.58640288086556
135,1067,336,2000,45,-45,50,-35,2,2.71860110601223,0.680510067616216,58.2177416160043,17.6084321875,17.353990865463,-0.0565787953021361,0.180827186467184,53.5219041158721,5.78985745290455
136,1075,344,2000,45,-45,50,-35,2,2.22984883747884,1.24811252001307,65.6557026757137,17.6084321875,27.2343997658204,-0.100963876153645,0.194595728716358,54.971386120621,5.13736736449893
137,1083,352,2000,45,-45,50,-35,2,1.70734914355999,1.47800085055671,74.8962599317897,17.6084321875,29.6170712327186,-0.0646890951807025,0.197769773826256,59.4151949403328,5.38239251320369
138,1091,360,2000,45,-45,50,-35,2,1.25538581218214,1.23895349154054,87.1411444855732,17.6084321875,29.5131032272832,0.00313774865692818,0.158321132677909,64.5247348334032,6.87282061754964
139,1097,1,2001,45,-45,50,-35,2,2.29064217154494,0.687334951267271,75.7993528278009,17.6084321875,23.1906621389381,0.0345454871377544,0.099320690578751,60.2315754350214,5.64431461423089
140,1104,8,2001,45,-45,50,-35,2,2.29064217154494,0.687334951267271,75.7993528278009,17.6084321875,32.7912812864761,0.0345454871377544,0.099320690578751,60.2315754350214,5.64431461423089
141,1112,16,2001,45,-45,50,-35,2,2.53065215658341,0.614306522160912,75.5557872387108,17.6084321875,29.9571523037932,-0.0333527654045151,0.130054586615468,58.5855433508061,5.94322332759264
142,1120,24,2001,45,-45,50,-35,2,2.20636528041581,0.988192226688303,80.8572772714831,17.6084321875,41.192679637695,-0.0161517917799351,0.101929370256027,59.0076193295924,6.0697525133127
143,1128,32,2001,45,-45,50,-35,2,2.07715094617632,1.10904953653911,86.1587670979571,17.6084321875,38.2820198299048,-0.0115501356111036,0.163594200834318,58.3106988848919,5.0089364613313
144,1136,40,2001,45,-45,50,-35,2,1.98474986128749,1.13467110249536,91.4602572395408,17.6084321875,50.5976814786576,0.0308877968679901,0.202261064738474,60.5125863922975,6.00765900149919
145,1144,48,2001,45,-45,50,-35,2,2.23185223623141,1.13555194546436,95.6274835447805,17.6084321875,38.5721112213297,0.0154973499022103,0.15408232507155,58.1334369311736,5.48433375897276
146,1152,56,2001,45,-45,50,-35,2,2.3558310354491,0.788301103567359,96.391919219163,17.6084321875,55.8375309777677,0.0551025112073176,0.110137539038445,55.0071684811849,4.77276239522992
147,1160,64,2001,45,-45,50,-35,2,2.79665112510763,0.546193778280321,97.1563547902311,17.6084321875,66.1453914593687,-0.0601051378513975,0.103619039621701,54.6388869093199,5.02697160152154
148,1168,72,2001,45,-45,50,-35,2,2.31581002229645,0.684879485146339,97.9207904823625,17.6084321875,66.1072006146746,0.0321013477649365,0.104602163805496,55.4948800340964,5.67034223887952
149,1176,80,2001,45,-45,50,-35,2,2.57262080441595,0.590542302659847,101.479344567988,17.6084321875,79.9323795035574,0.0167851599335901,0.0992021184626104,57.0384328891509,5.96402785181165
150,1184,88,2001,45,-45,50,-35,2,2.70690208388466,0.681343288680225,105.969271519317,17.6084321875,70.7067023433085,-0.026158032685668,0.108663530936495,54.2776674391502,5.24238842865273
151,1192,96,2001,45,-45,50,-35,2,2.49763782239932,0.763168429334334,110.459198563232,17.6084321875,92.4865684914163,0.00988754981922235,0.117255014537287,54.1258436007969,5.42597953144972
152,1200,104,2001,45,-45,50,-35,2,2.5767382209531,0.516140124810963,114.949125507441,17.6084321875,111.233302690439,0.00427899312192402,0.0894941476533081,53.4095899268328,5.9282552862689
153,1208,112,2001,45,-45,50,-35,2,2.61097016592849,0.57277675034366,93.6972430145743,17.6084321875,83.495543954608,0.0291996907822253,0.0966190272553808,44.4201440144086,8.17869245498485
154,1216,120,2001,45,-45,50,-35,2,2.84456769218629,0.591376149240341,68.7679595237973,17.6084321875,89.9802853985709,0.0387997469438773,0.0900257509562657,43.5558125457172,7.75938921337787
155,1224,128,2001,45,-45,50,-35,2,3.15496566773731,0.535620608453989,43.8386759334638,17.6084321875,103.561098047607,0.00398540334476782,0.0773001444189034,41.8782949755925,7.05889023578361
156,1232,136,2001,45,-45,50,-35,2,3.18684889449544,0.474202618072366,21.8565107458002,17.6084321875,123.999984393156,0.0203459866637057,0.0768292759680228,42.6906399355667,8.03533479312041
157,1240,144,2001,45,-45,50,-35,2,3.34961678780508,0.523684535659427,20.5041748866771,17.6084321875,122.104820620959,0.028720426971325,0.0906882889888777,41.6566777381306,9.3229942880797
158,1248,152,2001,45,-45,50,-35,2,3.57938020357569,0.593291378441822,19.1518390367926,17.6084321875,130.126122680268,0.0148893269595449,0.0710231573546561,37.7678781041176,7.99985347792048
159,1256,160,2001,45,-45,50,-35,2,3.69849481925205,0.47690715128721,17.7995031984068,17.6084321875,79.5948852320881,-0.00429413777686324,0.0560916976330747,40.651859513025,7.11027971402108
160,1264,168,2001,45,-45,50,-35,2,3.66414171703713,0.409872769995827,16.5824655599065,17.6084321875,124.354693252853,-0.011783294200267,0.0532955993958692,38.6574218937097,6.01649632619559
161,1272,176,2001,45,-45,50,-35,2,3.56987536343502,0.410464777065409,15.7713225775378,17.6084321875,114.589877318006,-0.0246012509697726,0.0549357342512585,38.5208878492652,6.65004875142882
162,1280,184,2001,45,-45,50,-35,2,3.37306535567683,0.429177108771769,14.9601796129015,17.6084321875,129.236556802146,0.0223270911226354,0.0602997727646446,42.2102365859687,6.33404129769837
163,1288,192,2001,45,-45,50,-35,2,3.5516820846579,0.43536584750938,14.1490366387367,17.6084321875,140.897518955809,-0.0404199904466151,0.0532201269247133,37.7039781356194,6.42440818514122
164,1296,200,2001,45,-45,50,-35,2,3.22832216108499,0.399408533942029,13.9282664185018,17.6084321875,130.984378533516,-0.0159009226374086,0.0645716306332395,40.466694128282,7.05817655880192
165,1304,208,2001,45,-45,50,-35,2,3.10111477998573,0.497644005884948,14.2978689438684,17.6084321875,117.185822072362,-0.0177600142646039,0.0635569550296731,44.9252946422668,5.53750676168839
166,1312,216,2001,45,-45,50,-35,2,2.95903466586889,0.390393166059475,14.6674714870586,17.6084321875,123.847438925912,-0.016409332923231,0.0631522028830237,47.7778929543171,5.44342848102009
167,1320,224,2001,45,-45,50,-35,2,2.82776000248304,0.487060996011177,15.0370739827885,17.6084321875,65.4152934338568,0.00338451304967759,0.0686734599839338,49.1367694339162,5.73143107872653
168,1328,232,2001,45,-45,50,-35,2,2.85483610688046,0.493021191029393,15.6724719730434,17.6084321875,102.462808620454,-0.031423350447107,0.0748457526079225,49.843638940421,6.12400011643292
169,1336,240,2001,45,-45,50,-35,2,2.60344930330362,0.627930990990891,16.4673472078807,17.6084321875,130.647571099194,-0.00472931059682625,0.0683973839881285,50.2970334336167,7.4102023385834
170,1344,248,2001,45,-45,50,-35,2,2.565614818529,0.48480796301774,17.2622224597716,17.6084321875,76.9194759502263,0.00486527359960058,0.0603326215420336,51.7017481325739,7.33768056393788
171,1352,256,2001,45,-45,50,-35,2,2.60453700732581,0.501321865947423,18.0570976912479,17.6084321875,61.2462793434137,-0.0587329719248567,0.0779608931437006,53.7349041955013,6.55440048710258
172,1360,264,2001,45,-45,50,-35,2,2.13467323192696,0.618128848590811,22.7441060936121,17.6084321875,92.4877079241124,0.0641829935797935,0.098861017358236,54.8687323134813,7.09366960350463
173,1368,272,2001,45,-45,50,-35,2,2.6481371805653,0.721244646409114,28.7284922165672,17.6084321875,49.0008188647215,0.0324186599351555,0.0911182892851945,51.4659031769639,7.55197932390308
174,1376,280,2001,45,-45,50,-35,2,2.90748646004655,0.386464508653382,34.7128782834941,17.6084321875,67.0589529887239,-0.0151953812932306,0.068724614505403,48.1987429211542,6.14208411519931
175,1384,288,2001,45,-45,50,-35,2,2.7859234097007,0.499184169227525,40.697264443305,17.6084321875,61.5048895184368,-0.0567766243886335,0.109592475929209,49.3357823203344,5.84508367618189
176,1392,296,2001,45,-45,50,-35,2,2.33171041459163,0.809258882927052,42.9611692832245,17.6084321875,46.169208462214,0.00814544075765358,0.116866487944325,49.2199235045749,6.23921931064625
177,1400,304,2001,45,-45,50,-35,2,2.39687394065287,0.695189686686677,45.2250741270517,17.6084321875,26.8783066169726,0.0084837560154328,0.101103018123801,48.2532677425284,6.230854108403
178,1408,312,2001,45,-45,50,-35,2,2.46474398877632,0.565334549952739,47.4889790487291,17.6084321875,36.2864734361021,-0.0443967123356052,0.107769151669046,47.1230283022926,4.98846977837262
