index,t,days,years,latmin,lonmin,latmax,lonmax,siteID,lpC,sdlpC,MLD,N0,light,pgrPhytC,sdpgrPhytC,Zeu,sdZeu
191,1509,48,2002,45,-35,50,-25,5,1.50454189288824,1.10316165692707,301.872852766979,16.5627625,57.7582494392192,0.0138370561337615,0.184406241094447,62.8312578158253,4.51559538054021
192,1517,56,2002,45,-35,50,-25,5,1.61523834195833,1.02922591599409,319.817473744288,16.5627625,68.7211781500042,0.0237530721084643,0.188395989998329,58.315011208952,4.34175543458883
193,1525,64,2002,45,-35,50,-25,5,1.80526291882603,1.21298567526147,337.762095652688,16.5627625,67.0697716319394,0.0615074085432271,0.176428595025863,61.8724850569506,4.74949621845888
194,1533,72,2002,45,-35,50,-25,5,2.29732218717185,0.870407095396302,355.706716585691,16.5627625,56.623348800384,0.0125653507978165,0.139589114009161,61.4243281583328,4.00228127091254
195,1541,80,2002,45,-35,50,-25,5,2.39784499355438,0.679219924239702,328.552608078323,16.5627625,74.7454614185124,-0.0430427300503404,0.124886826877865,62.6629108293195,4.14808021906439
196,1549,88,2002,45,-35,50,-25,5,2.05350315315166,0.734633729856121,286.36558984995,16.5627625,79.1974862252032,0.0693583847713632,0.123407660052755,59.0677469629716,4.49376133133182
197,1557,96,2002,45,-35,50,-25,5,2.60837023132256,0.681049864533306,244.178571681248,16.5627625,83.4519393241636,-0.0968805150278735,0.14358791024395,57.9165768785615,4.23612278579895
198,1565,104,2002,45,-35,50,-25,5,1.83332611109958,0.930131456763094,201.991553653876,16.5627625,87.0126332311831,0.0878930643593569,0.129014169939216,57.4317243072396,6.58475420181723
199,1573,112,2002,45,-35,50,-25,5,2.53647062597443,0.637339302590801,164.404024667277,16.5627625,53.8047106193337,0.00744657458589491,0.123940724403574,55.9612013594315,5.81441335860022
200,1581,120,2002,45,-35,50,-25,5,2.59604322266159,0.828689492634041,127.473565392329,16.5627625,92.0953436325228,0.0727314901262665,0.123722059376038,51.4301171694867,7.99926162915976
201,1589,128,2002,45,-35,50,-25,5,3.17789514367171,0.592649997021158,90.5431062477167,16.5627625,83.9789982195266,-0.0114457268751397,0.106011397995419,39.3854348555873,8.65096495097263
202,1597,136,2002,45,-35,50,-25,5,3.08632932867061,0.624989149373335,57.1084367448093,16.5627625,163.097838575556,-0.00815325094346014,0.0797263828878294,44.8071396422722,8.27310066254093
203,1605,144,2002,45,-35,50,-25,5,3.02110332112292,0.343082103297837,48.1442946722773,16.5627625,151.397134051941,-0.0428331829469305,0.0698943363030348,51.0166110602025,6.36647676168033
204,1613,152,2002,45,-35,50,-25,5,2.67843785754749,0.532702484049109,39.1801524888973,16.5627625,133.88705434733,0.0385110027010172,0.0762123099032555,52.9474345470141,6.10957778200818
205,1621,160,2002,45,-35,50,-25,5,2.98652587915562,0.446117463583298,30.2160103414953,16.5627625,155.879889070069,0.0060808650209506,0.0700812314768448,50.6756181760137,5.91665958685433
206,1629,168,2002,45,-35,50,-25,5,3.03517279932321,0.427991214902837,22.912970212102,16.5627625,77.6632221726312,0.0113580840054178,0.0658092823028764,52.355227346752,6.29519130686268
207,1637,176,2002,45,-35,50,-25,5,3.12603747136656,0.439877547660989,20.5932361451206,16.5627625,126.694562595903,0.0272868423451489,0.0655122712180794,48.3092153788942,7.06273741380802
208,1645,184,2002,45,-35,50,-25,5,3.34433221012776,0.473566799163824,18.2735020490736,16.5627625,91.2494659146632,0.000290090542643762,0.0615566816582856,45.5952027300336,8.23805883194968
209,1653,192,2002,45,-35,50,-25,5,3.34665293446891,0.419285979840322,15.9537679900974,16.5627625,105.759692609412,-0.0190378879209966,0.0592377997173876,45.8650363308528,7.65844390548059
210,1661,200,2002,45,-35,50,-25,5,3.19434983110093,0.429536167688018,14.758026863974,16.5627625,94.1213125078807,0.00161946256553765,0.0585752385489901,45.3289434001516,6.94054068599228
211,1669,208,2002,45,-35,50,-25,5,3.20730553162523,0.383442064647722,14.686278678245,16.5627625,109.89876597252,-0.0186100108785468,0.0638410867325039,46.0391266534068,6.61312075709237
212,1677,216,2002,45,-35,50,-25,5,3.05842544459686,0.487237435487688,14.6145304801564,16.5627625,111.969556166851,-0.0183335726028862,0.0632910254356854,45.5379086384513,7.44353033573629
213,1685,224,2002,45,-35,50,-25,5,2.91175686377377,0.483838803186594,14.5427822963066,16.5627625,113.531289347359,-0.00781941501738585,0.0867805834738068,47.8382984551792,7.49306865767121
214,1693,232,2002,45,-35,50,-25,5,2.84920154363469,0.650725956198758,16.1231227970372,16.5627625,89.5630103318804,-0.0235044046556785,0.08835956216038,47.2238822760189,7.47321814872437
215,1701,240,2002,45,-35,50,-25,5,2.66116630638926,0.567079401755939,18.6947165365766,16.5627625,95.1741868308712,-0.0172459600464654,0.0769345793435595,50.0514779037574,6.85801616926148
216,1709,248,2002,45,-35,50,-25,5,2.52319862601753,0.484252007934378,21.2663103102396,16.5627625,95.4209686712949,0.0186926036465016,0.0759735219595429,48.7622097831638,7.59163949482992
217,1717,256,2002,45,-35,50,-25,5,2.67273945518954,0.49534313923453,23.8379040376843,16.5627625,97.2826334891977,-0.0142035429027136,0.0846413129681823,49.7536092442942,6.95759867498144
218,1725,264,2002,45,-35,50,-25,5,2.55911111196784,0.560328239393875,28.4673892066877,16.5627625,73.8576062343699,0.0141624780104255,0.0859367678387786,48.912566043735,6.45668328792713
219,1733,272,2002,45,-35,50,-25,5,2.67241093605124,0.503993237785003,33.7828381880787,16.5627625,79.9423466870258,0.00742151103188682,0.0817203713591666,49.9416630737654,5.70794563445514
220,1741,280,2002,45,-35,50,-25,5,2.73178302430634,0.498434464588663,39.0982871013882,16.5627625,54.9578980668238,-0.0454443248722155,0.109827692618303,48.8806682535679,4.4374463907273
221,1749,288,2002,45,-35,50,-25,5,2.36822842532861,0.762600597757229,44.4137361282112,16.5627625,77.5654590176995,-0.0236867285246879,0.125335929135677,50.8547903606634,4.47029936162125
222,1757,296,2002,45,-35,50,-25,5,2.17873459713111,0.676344617007132,59.0329766621856,16.5627625,50.0750123520518,0.0233277453596987,0.12429515290789,50.6557610136939,4.30499583580362
223,1765,304,2002,45,-35,50,-25,5,2.3653565600087,0.722460289075726,73.6522172518244,16.5627625,47.3481698725334,0.0064297024049208,0.144701721311009,52.0735079165967,4.18491430004352
224,1773,312,2002,45,-35,50,-25,5,2.41679417924807,0.943884371369827,88.2714577454992,16.5627625,41.0496012416732,0.0367005664282511,0.133188182017789,51.7857255001867,3.97968036752532
225,1781,320,2002,45,-35,50,-25,5,2.71039871067408,0.541034357434346,103.961948104435,16.5627625,42.3199415975193,-0.0219439679380771,0.109496767071423,54.8618038657976,3.84783383213243
226,1789,328,2002,45,-35,50,-25,5,2.53797105309272,0.7952725767183,127.151187038422,16.5627625,31.10465992658,-0.0702198717180217,0.143021146537809,58.0072286830273,4.70255286094384
227,1797,336,2002,45,-35,50,-25,5,2.02455209368174,1.12097777618267,150.34042588638,16.5627625,34.298070152446,-0.0566378004531415,0.210083222488935,59.982049140767,3.45896121370489
228,1805,344,2002,45,-35,50,-25,5,1.42286133885274,1.34658801449533,173.52966492898,16.5627625,26.1969145117141,0.0981811488479188,0.217606768638806,63.1502797284464,5.10603218841052
229,1813,352,2002,45,-35,50,-25,5,2.07920867605078,0.868117617096933,185.974116258291,16.5627625,21.7919967156842,-0.0751114682212471,0.177690747946439,62.5501287275483,5.04455647892403
230,1821,360,2002,45,-35,50,-25,5,1.4706844409827,1.26543976492999,180.510588995086,16.5627625,30.0869324608205,0.0236276213000543,0.168996683781545,64.7172332434374,5.42457328794683
1,1,1,1998,50,-35,55,-25,6,NaN,1.37453824459077,147.298867712882,18.1777503125,NaN,NaN,0.128422140249953,NaN,5.15911225043133
2,8,8,1998,50,-35,55,-25,6,NaN,1.37453824459077,147.298867712882,18.1777503125,15.0487369828878,NaN,0.128422140249953,NaN,5.15911225043133
3,16,16,1998,50,-35,55,-25,6,NaN,1.42133198827985,169.269995971389,18.1777503125,23.0415856951959,NaN,0.194251320163501,NaN,8.32124651265846
4,24,24,1998,50,-35,55,-25,6,0.571356357452439,1.54553260737451,173.147299171024,18.1777503125,32.9361218480775,0.00811073402937593,0.163327311137108,64.9887613166985,7.44272722591399
5,32,32,1998,50,-35,55,-25,6,0.410462600346594,1.61567836671412,177.024602095154,18.1777503125,23.5053371900586,0.109784024872532,0.286190843122199,61.7890444931739,5.69203599899402
6,40,40,1998,50,-35,55,-25,6,1.80055074132579,1.37641527434435,180.901905070544,18.1777503125,42.3082864973913,-0.152469392570041,0.247880915927249,59.5826304664706,4.7930668614468
7,48,48,1998,50,-35,55,-25,6,0.584028401705058,1.45577920611438,183.83526458131,18.1777503125,25.9399877859441,0.164397226739267,0.20377258214832,59.1189902106264,5.12448274371528
8,56,56,1998,50,-35,55,-25,6,1.89920621561918,1.03978823811865,183.936793453296,18.1777503125,47.5807179198554,0.00892659622183951,0.190778330351443,60.5502962991269,4.55088236802784
9,64,64,1998,50,-35,55,-25,6,1.97061898539389,1.14063623046723,184.038322076467,18.1777503125,58.4340459569323,0.0364547909286997,0.168189119537545,58.8589211123524,4.03025753665187
10,72,72,1998,50,-35,55,-25,6,2.2622573128235,1.045533444834,184.139850717783,18.1777503125,54.8556590805829,-0.0321128539353332,0.171797476367902,58.1802901484244,4.16045451613858
11,80,80,1998,50,-35,55,-25,6,2.00535448134082,0.988377313829195,166.812567403582,18.1777503125,84.7015653811501,-0.0094720651168853,0.144147203571582,55.9274637201101,4.34291793790727
12,88,88,1998,50,-35,55,-25,6,1.92957796040575,0.770264952850234,143.675679954953,18.1777503125,63.8277145696794,0.00958917220378335,0.130183518213823,57.4695509485741,4.93045287674489
13,96,96,1998,50,-35,55,-25,6,2.00629133803601,0.845707674288987,120.538792318901,18.1777503125,66.8149481551971,0.0723666682712073,0.125367377937783,53.1119829445752,5.95128174394728
14,104,104,1998,50,-35,55,-25,6,2.58522468420568,0.929383861848935,97.401904922989,18.1777503125,95.8504250081496,0.048130057098129,0.135267153060316,44.7299852875872,8.91166933088937
15,112,112,1998,50,-35,55,-25,6,2.97026514099069,0.55241556278439,79.1094321161511,18.1777503125,82.6256596238342,-0.0265013175599198,0.0895393047162346,46.6791412660815,7.80977166800715
16,120,120,1998,50,-35,55,-25,6,2.75825460051134,0.688080200295258,61.5090185142228,18.1777503125,94.2884794029221,0.0852659764177431,0.0797042667499507,48.2624519454777,9.73144196445348
17,128,128,1998,50,-35,55,-25,6,3.44038241185327,0.637713702324963,43.9086050541203,18.1777503125,110.543172156989,-0.0238313379282461,0.0714095050096392,40.4394490705104,9.56117812635293
18,136,136,1998,50,-35,55,-25,6,3.2497317084273,0.611237491766187,28.1314191407297,18.1777503125,130.383100532881,0.0377188733568839,0.0777269866864795,44.4998872682456,8.81030230772157
19,144,144,1998,50,-35,55,-25,6,3.55148269528238,0.472946380223738,25.1168270519377,18.1777503125,104.160814003927,0.0250365608823187,0.0639523981441131,42.3850274742317,8.03702666268725
20,152,152,1998,50,-35,55,-25,6,3.75177518234092,0.469077245547086,22.102234966904,18.1777503125,111.155250988006,0.0360309807253542,0.05824104094005,42.9879284567473,6.53631907553257
21,160,160,1998,50,-35,55,-25,6,4.04002302814376,0.449435645933368,19.0876428337396,18.1777503125,144.25638574242,-0.014467233872659,0.0620263980499529,40.6200093821026,7.17957795663413
22,168,168,1998,50,-35,55,-25,6,3.92428515716249,0.477818628908183,16.5977996496443,18.1777503125,82.9980489675277,-0.016089584722774,0.0606254052843106,42.847108875083,7.41969708554619
23,176,176,1998,50,-35,55,-25,6,3.79556847938029,0.557665398952368,15.6822031684882,18.1777503125,130.901227090629,-0.00692366709593145,0.0618524538958722,41.9400710601778,8.08442337169197
24,184,184,1998,50,-35,55,-25,6,3.74017914261284,0.433727114715488,14.7666066893605,18.1777503125,121.205653683057,0.00766518374451931,0.0532992021404718,41.1990575558117,7.00628228053611
25,192,192,1998,50,-35,55,-25,6,3.80150061256899,0.334425625976344,13.851010256807,18.1777503125,100.570914646181,-0.0177075875375347,0.0482417000210698,37.5397399111592,6.21528608453045
26,200,200,1998,50,-35,55,-25,6,3.65983991226872,0.410530720234566,13.532117268319,18.1777503125,123.765818343236,-0.021770734596276,0.0522642026798839,37.6745487997933,7.01909831874073
27,208,208,1998,50,-35,55,-25,6,3.48567403549852,0.397116239210268,13.8099277503044,18.1777503125,74.0790926057218,-0.0322400931312468,0.049887650675322,40.4863321198527,6.42185969664156
28,216,216,1998,50,-35,55,-25,6,3.22775329044854,0.389875926151451,14.08773822522,18.1777503125,121.023004455439,0.00253231391734122,0.0460813520253785,42.3794377617045,6.10769182419195
29,224,224,1998,50,-35,55,-25,6,3.24801180178727,0.349682451917613,14.36554873868,18.1777503125,111.007978952716,0.0200640554181035,0.0529276661863058,42.1588256573019,6.26115770795061
30,232,232,1998,50,-35,55,-25,6,3.40852424513209,0.437669863641595,15.543325188458,18.1777503125,56.4146115081075,-0.0233732027888668,0.055786249831312,39.7443215820694,6.91227697103505
31,240,240,1998,50,-35,55,-25,6,3.22153862282116,0.425769541248242,17.2610812234631,18.1777503125,95.8121915898315,-0.0214922042141138,0.0544639625342308,43.2224664124189,6.31247074961864
32,248,248,1998,50,-35,55,-25,6,3.04960098910825,0.416648077369811,18.9788373050343,18.1777503125,68.6361943814576,0.00189843319085545,0.0630562509268329,45.139135912293,6.33682658017735
33,256,256,1998,50,-35,55,-25,6,3.06478845463511,0.443153987137336,20.6965933289462,18.1777503125,76.9207495572523,-0.0359222990086239,0.0632474316893316,43.6761542394763,5.81459927183078
34,264,264,1998,50,-35,55,-25,6,2.77741006256612,0.369409037750868,25.4516334715818,18.1777503125,50.6128768750097,0.0192827032358741,0.0576868908936337,43.696217565123,3.35886473190768
35,272,272,1998,50,-35,55,-25,6,2.9316716884531,0.41023198263503,31.2191016318733,18.1777503125,68.6684865543371,-0.0281563016467938,0.0749054751603076,43.4035650933456,4.54246739835599
36,280,280,1998,50,-35,55,-25,6,2.70642127527876,0.463473610506524,36.9865697999796,18.1777503125,58.9861638199352,0.0306489096518842,0.071753274845767,44.4996651599809,3.35106801466676
37,288,288,1998,50,-35,55,-25,6,2.95161255249382,0.449268835047341,42.7540379410653,18.1777503125,40.020827823584,-0.0794757749392158,0.1064362814273,45.6061099837228,3.42701890643068
38,296,296,1998,50,-35,55,-25,6,2.31580635298011,0.760500332549643,48.4577610062893,18.1777503125,33.9161191711774,0.0377442937698988,0.123865694481377,49.4415553527744,4.05345040481002
39,304,304,1998,50,-35,55,-25,6,2.61776070313929,0.622852800089095,54.161484017604,18.1777503125,32.2622677159159,-0.0708368438112852,0.12243240786365,49.4986273217537,4.1650690263588
40,312,312,1998,50,-35,55,-25,6,2.04780383435153,0.857836410917847,59.8652071216703,18.1777503125,28.0512700589365,0.0085676712968649,0.115735613980582,52.0549157975084,4.46935223670941
41,320,320,1998,50,-35,55,-25,6,2.26370787071369,0.683372943854249,65.2507819175722,18.1777503125,31.5354971859896,NaN,0.1364810840588,51.0875596603922,3.94471425153843
42,328,328,1998,50,-35,55,-25,6,NaN,0.891790980087962,68.4093195176127,18.1777503125,25.3191540602366,NaN,0.113955275456872,NaN,4.21801337117059
43,336,336,1998,50,-35,55,-25,6,NaN,0.82340826108836,71.5678571823571,18.1777503125,16.4466856570838,NaN,0.127970269153124,NaN,3.81831558208137
44,344,344,1998,50,-35,55,-25,6,NaN,1.01126136018202,74.7263947686886,18.1777503125,18.0820519420014,NaN,0.140221540430026,NaN,4.49577314283025
45,352,352,1998,50,-35,55,-25,6,NaN,0.935909970264878,85.6119180668064,18.1777503125,17.2328553705945,NaN,0.100917544848107,NaN,4.28924673922077
46,360,360,1998,50,-35,55,-25,6,NaN,0.975479767246653,109.375751015677,18.1777503125,18.4062887294521,NaN,0.136971761598689,NaN,7.38427983718597
47,366,1,1999,50,-35,55,-25,6,NaN,1.05971508442667,147.702660364575,18.1777503125,10.5111568006257,NaN,0.152891221615303,NaN,6.45192322231354
48,373,8,1999,50,-35,55,-25,6,NaN,1.05971508442667,147.702660364575,18.1777503125,19.070394930854,NaN,0.152891221615303,NaN,6.45192322231354
49,381,16,1999,50,-35,55,-25,6,NaN,1.17543780102599,144.865374962621,18.1777503125,26.9080853328502,NaN,0.146633197442896,NaN,5.96056753559971
50,389,24,1999,50,-35,55,-25,6,1.8927419503935,0.911305385955266,151.013900474575,18.1777503125,17.4417846732908,-0.000929110562402288,0.106166113909495,65.2302370565216,6.51955506076222
51,397,32,1999,50,-35,55,-25,6,1.90199287493144,0.860211408321289,157.162426296738,18.1777503125,39.2656031970719,-0.0114502645883453,0.144442929419812,61.2944374713198,4.30042201010774
52,405,40,1999,50,-35,55,-25,6,1.91182892111885,0.879601364433063,163.31095189598,18.1777503125,45.25305019898,0.016949079217889,0.133537412431349,62.0634135705228,4.17014341279143
53,413,48,1999,50,-35,55,-25,6,2.04764853714778,0.77263925351115,167.601713133124,18.1777503125,31.7037749767848,0.0736608124666987,0.108465329632952,60.0262485404153,3.98045140630606
54,421,56,1999,50,-35,55,-25,6,2.63693503688135,0.71152518649745,166.319180667997,18.1777503125,26.5976162513344,-0.0262366499747312,0.101434834142221,57.2681689256103,4.1093236016553
55,429,64,1999,50,-35,55,-25,6,2.42704183708351,0.732727941805444,165.036648237573,18.1777503125,59.644568708779,-0.0476604879785644,0.130257477822162,60.4672695663577,4.20008176452648
56,437,72,1999,50,-35,55,-25,6,2.045757933255,0.814143667119824,163.754115676649,18.1777503125,43.2246775830015,0.0599783181880184,0.129128917738903,59.3221414446175,4.74653157759304
57,445,80,1999,50,-35,55,-25,6,2.52558447875914,0.701005731663794,152.759304830267,18.1777503125,50.126921875733,0.0221741050884228,0.114231729782259,50.4858071024888,7.6205719330097
58,453,88,1999,50,-35,55,-25,6,2.70297731946653,0.645819170777125,138.52706781639,18.1777503125,77.0980909312617,-0.0587636202195429,0.121957215058873,51.73355733345,6.41016738290273
59,461,96,1999,50,-35,55,-25,6,2.23286835771018,0.768789818715328,124.294830759598,18.1777503125,110.776245273676,0.0488291414468162,0.113711526147414,50.8613997916054,7.36836278248312
60,469,104,1999,50,-35,55,-25,6,2.6235014892847,0.663788656296817,110.062593810691,18.1777503125,93.040755152099,0.0417150486520649,0.0929627188011748,45.1744417472021,6.51234182157852
61,477,112,1999,50,-35,55,-25,6,2.95722187850122,0.579073222707559,90.9771614588301,18.1777503125,101.522541934639,0.0358635860184258,0.0893181665522374,42.9947237155674,6.52102344358989
62,485,120,1999,50,-35,55,-25,6,3.24413056664863,0.512337907500596,71.1984153881008,18.1777503125,71.7840657775551,-0.00222124805886372,0.066101171565248,40.7812292261922,6.68238432174644
63,493,128,1999,50,-35,55,-25,6,3.22636058217771,0.400397494074359,51.4196694330046,18.1777503125,112.443253513552,-0.00341492571801078,0.0597683169525843,42.9429661259721,6.87461178679435
64,501,136,1999,50,-35,55,-25,6,3.19904117643363,0.378670069743538,34.0287915083602,18.1777503125,89.6695047679589,0.0340371808732327,0.0585981320476753,42.2587068905107,6.40236678935162
65,509,144,1999,50,-35,55,-25,6,3.47133862341949,0.425934512721458,33.3529902278549,18.1777503125,105.231656394665,-0.00789187398669085,0.0707604812205225,43.1766743499209,7.23393967353818
66,517,152,1999,50,-35,55,-25,6,3.40820363152597,0.54007279249731,32.6771888698804,18.1777503125,163.458609259167,0.0277981677076486,0.0761918533227106,43.1387220436008,7.20950687828548
67,525,160,1999,50,-35,55,-25,6,3.63058897318714,0.508239572250285,32.0013876167769,18.1777503125,120.992269109038,0.0187237563612503,0.0635395413883886,41.0390740021075,8.07346115899534
68,533,168,1999,50,-35,55,-25,6,3.78037902407716,0.501191017959886,31.3762429857421,18.1777503125,159.73877615556,-0.00719943880078468,0.0613191431968283,40.3624007410809,7.35432425543589
69,541,176,1999,50,-35,55,-25,6,3.72278351367088,0.538073800290509,30.9030685941048,18.1777503125,85.8400339296882,-0.0218709294299509,0.0597013244475621,40.8708754060007,7.79296080865883
70,549,184,1999,50,-35,55,-25,6,3.54781607823127,0.484123799906404,30.4298941559096,18.1777503125,149.417848584986,-0.0342960792925184,0.0630919496423654,41.8532425054745,7.16653354245747
71,557,192,1999,50,-35,55,-25,6,3.27344744389112,0.437839699092459,29.9567197475666,18.1777503125,78.147209761538,0.00753467813408813,0.0531531218662961,43.2422206341562,6.33895362517899
72,565,200,1999,50,-35,55,-25,6,3.33372486896383,0.397247814793847,28.5280223379285,18.1777503125,104.970517753951,-0.0154434275233516,0.0520924687188407,44.6050230623948,6.49980975371472
73,573,208,1999,50,-35,55,-25,6,3.21017744877702,0.377745439509517,26.143802016063,18.1777503125,66.3138860838944,-0.00248256031450263,0.0506604024191515,46.1405563722887,6.09439853485491
74,581,216,1999,50,-35,55,-25,6,3.190316966261,0.435853917104086,23.7595816472091,18.1777503125,121.564073626299,0.0207553749189443,0.0623803790767867,46.5441404682402,6.50033480286924
75,589,224,1999,50,-35,55,-25,6,3.35635996561255,0.56993711833414,21.3753613017335,18.1777503125,94.3248540217343,-0.0172232540965653,0.0610708258089894,44.318473760453,7.90689604608939
76,597,232,1999,50,-35,55,-25,6,3.21857393284003,0.611565899863193,22.7171259565983,18.1777503125,63.3253132587723,0.0131028195637604,0.0637522275137777,41.8294963756871,7.47386267614511
77,605,240,1999,50,-35,55,-25,6,3.3233964893501,0.643980717109052,26.2944816574289,18.1777503125,45.2589241596867,-0.0322511954757478,0.0661787006403808,42.2731467847696,8.24562944593153
78,613,248,1999,50,-35,55,-25,6,3.06538692554414,0.434981522643349,29.8718373545425,18.1777503125,102.836747260111,0.013267806477009,0.0622477525112956,45.4864527714257,5.83380334299185
79,621,256,1999,50,-35,55,-25,6,3.17152937736021,0.387365777912028,33.4491930283856,18.1777503125,80.0912507098525,-0.00976136181830298,0.0608431945452269,46.3143735297525,5.00303158691972
80,629,264,1999,50,-35,55,-25,6,3.09343848281378,0.400058806681536,36.7585224670835,18.1777503125,81.1749191876173,-0.0402880943934061,0.0656851872130366,48.8085738068161,4.45879828515222
81,637,272,1999,50,-35,55,-25,6,2.77113372766653,0.443362183298277,39.9785097929671,18.1777503125,66.0060883770927,-0.0130941741827943,0.0712202205965217,48.2340410901445,4.2674887036732
82,645,280,1999,50,-35,55,-25,6,2.66638033420418,0.42242381120735,43.1984970763493,18.1777503125,66.5858226868683,0.0156692058324561,0.0805871642567486,45.8899835499462,4.4318181546719
83,653,288,1999,50,-35,55,-25,6,2.79173398086383,0.543633760375816,46.4184844053787,18.1777503125,47.7102802437173,-0.0565620561150014,0.104099094078951,46.109726781084,4.20305766252989
84,661,296,1999,50,-35,55,-25,6,2.33923753194382,0.696331469292278,54.5324454159208,18.1777503125,51.4984033435292,-0.0083138905840151,0.130175778493869,47.847963781556,4.21486757668161
85,669,304,1999,50,-35,55,-25,6,2.2727264072717,0.945027776423439,62.6464064518281,18.1777503125,28.1730821778999,-0.00378444777662179,0.0866034429931794,50.5628653683933,3.82950130719865
86,677,312,1999,50,-35,55,-25,6,2.22986904661405,0.920180266289179,70.7603675057161,18.1777503125,31.5359324217334,-0.0254509149186326,0.125994812259509,50.5606149699447,3.96333453002064
87,685,320,1999,50,-35,55,-25,6,1.75432448244615,1.17368064372234,80.5830959187282,18.1777503125,22.8740639589183,0.00123311318368779,0.0337291385281514,49.6539011960455,4.86967022285579
88,693,328,1999,50,-35,55,-25,6,1.9009081734043,0.564660262072692,102.3671957443,18.1777503125,29.0744344748751,NaN,0.170865880892251,45.6943039079993,6.22050778715394
89,701,336,1999,50,-35,55,-25,6,NaN,1.04054313362078,124.151295230124,18.1777503125,14.5703237046863,NaN,0.15502336803729,NaN,5.14967482893114
90,709,344,1999,50,-35,55,-25,6,NaN,1.0193758498151,145.935394938092,18.1777503125,16.9715292295159,NaN,0.167152537852488,NaN,8.78465155880244
91,717,352,1999,50,-35,55,-25,6,NaN,1.14624748184323,158.054942834775,18.1777503125,17.3747438391661,NaN,0.164547093888623,NaN,6.903883986978
92,725,360,1999,50,-35,55,-25,6,NaN,1.00189642618829,154.06690483484,18.1777503125,18.5037500289859,NaN,0.158258464103178,NaN,5.63607697404258
93,732,1,2000,50,-35,55,-25,6,NaN,0.976071127423487,225.934787273607,18.1777503125,17.8735793124274,NaN,0.158413076595058,NaN,5.3182652895614
94,739,8,2000,50,-35,55,-25,6,NaN,0.976071127423487,225.934787273607,18.1777503125,22.2279041702826,NaN,0.158413076595058,NaN,5.3182652895614
95,747,16,2000,50,-35,55,-25,6,NaN,0.889079673168847,237.252810640468,18.1777503125,20.2516104895064,NaN,0.139499669624892,NaN,4.3412936224649
96,755,24,2000,50,-35,55,-25,6,0.966599925739415,1.1775595855651,262.631541532081,18.1777503125,24.0749311600736,0.0254447260797784,0.18309757797874,57.799126956171,4.14896795938862
97,763,32,2000,50,-35,55,-25,6,1.4485767134938,1.17547176258297,288.010272249515,18.1777503125,23.2531741015794,0.0426568728119559,0.172707168442888,57.5428314558762,5.39671419104384
98,771,40,2000,50,-35,55,-25,6,2.02682132201425,0.999175743466652,313.389002850984,18.1777503125,40.4923585550227,0.0772397328166983,0.111074196118759,59.7224761125783,4.90223096252138
99,779,48,2000,50,-35,55,-25,6,2.64473918454784,0.74271476194653,316.50462262114,18.1777503125,36.2263380709566,-0.00922165446600599,0.102728540218038,59.0410881169642,3.66860166840839
100,787,56,2000,50,-35,55,-25,6,2.57096594881978,0.816075715162359,252.830908595126,18.1777503125,34.3028910669765,-0.0684927400808816,0.151199741050394,59.5391608813742,5.14625565598107
101,795,64,2000,50,-35,55,-25,6,2.02302402817275,1.04339239910468,189.157194718652,18.1777503125,46.970034532754,-0.0364089718430603,0.157036854607663,60.9677318157757,4.59386712249297
102,803,72,2000,50,-35,55,-25,6,1.73175225342826,1.11417452964419,125.483480566277,18.1777503125,76.5022729517654,0.0780313137090232,0.157113545490283,55.2242599583008,6.06541875562035
103,811,80,2000,50,-35,55,-25,6,2.35600276310044,0.888803398721724,132.515827281508,18.1777503125,70.5644268221473,0.0514332352367347,0.117757507742726,51.3881395486663,5.90780579041219
104,819,88,2000,50,-35,55,-25,6,2.76746864499432,0.584515688245333,163.116861020393,18.1777503125,68.4067262513556,-0.0128660751945003,0.102212870319281,51.0222218668135,7.09130377734364
105,827,96,2000,50,-35,55,-25,6,2.66454004343831,0.700652472484962,193.717894747622,18.1777503125,81.0404299729636,0.0888739089972481,0.0921882159083021,47.5887664475215,8.45232567250688
106,835,104,2000,50,-35,55,-25,6,3.37553131541629,0.662791653908806,224.318928910627,18.1777503125,86.692704180066,0.0111986679279513,0.09483463123865,37.5415218357582,8.60354047536705
107,843,112,2000,50,-35,55,-25,6,3.46512065883991,0.480421819315718,198.506669930585,18.1777503125,112.031208507417,-0.0306944390396972,0.0734483334897184,39.8331376339334,6.67456155416621
108,851,120,2000,50,-35,55,-25,6,3.21956514652233,0.495105631174674,164.635369333161,18.1777503125,86.7440134185493,0.00479938602636798,0.0713372900234551,42.2181489292785,6.82536318842031
109,859,128,2000,50,-35,55,-25,6,3.25796023473327,0.409838125072969,130.764068616927,18.1777503125,75.3513928805571,0.0146041115620634,0.0582259928225054,41.2439030604565,6.96703485555603
110,867,136,2000,50,-35,55,-25,6,3.37479312722978,0.325241786535097,99.4944921082757,18.1777503125,76.0542644757652,0.00813115568503503,0.0524822250235449,43.2622140254581,5.59492265685772
111,875,144,2000,50,-35,55,-25,6,3.43984237271005,0.380120291883039,86.4369842996863,18.1777503125,91.7387573315412,-0.0238232287344651,0.0538119569151176,40.3253388022056,6.69107502679929
112,883,152,2000,50,-35,55,-25,6,3.24925654283434,0.363558387563687,73.3794765255023,18.1777503125,138.729057694403,0.0016514670868625,0.0577315750800666,42.9546271167202,5.81908180965841
