tc,P,P_LightMax,P2_LightMin,P3_noZoo,P4_maxMLD,P5_minMLD,P6_LightMaxNZ,P7_LightMinNZ,P8_MaxMLDNZ,P9_MinMLDNZ,P10_ZOnly,P11_Zdyn,P12_Nullcline
1,5.45605846973879,13.2855686995576,13.2855686995576,246.570862114287,9.11398997335093,9.11398997335093,266.407858687318,266.407858687318,112.417583585161,112.417583585161,13.9238067732702,44.8693532326181,14.1538913691975
8,5.79526705732675,14.113433401115,14.113433401115,243.284486667715,8.99314423681875,8.99314423681875,267.369542033569,267.369542033569,104.32660794526,104.32660794526,13.9238067732702,39.8827839622504,15.0737921042149
16,6.9244609786992,14.2314584782667,14.2314584782667,235.203298448859,10.5566175767597,10.5566175767597,263.413200043493,263.413200043493,101.086381040532,101.086381040532,13.9238067732702,34.3950120260862,15.9231578561899
24,9.02558134150873,14.0914332558334,14.0914332558334,224.140974003263,12.8242261678031,12.8242261678031,259.358769150154,259.358769150154,104.800903420617,104.800903420617,13.9238067732702,29.7372475768107,16.4236402586733
32,12.0035840909371,14.03221405374,14.03221405374,214.143236151087,15.9510429005307,15.9510429005307,247.790152590165,247.790152590165,114.486714173245,114.486714173245,13.9238067732702,26.6555783909047,15.8478665783035
40,13.7515389881511,13.930010416259,13.930010416259,208.924374343354,16.2569955691722,16.2569955691722,241.751285395813,241.751285395813,122.429338100411,122.429338100411,13.9238067732702,25.7663428083881,13.8948564123682
48,12.3002822097906,13.4017396210945,13.4017396210945,196.541843988249,13.3033399976116,13.3033399976116,227.42316959215,227.42316959215,120.694759257073,120.694759257073,13.9238067732702,26.0247228559101,11.8255559159771
56,15.0583317040903,13.4292860836249,13.4292860836249,186.072618471518,17.8380882979936,17.8380882979936,226.938469011637,226.938469011637,132.719799770011,132.719799770011,13.9238067732702,27.021144095307,9.69624104630145
64,20.4126879965032,13.5919406715709,13.5919406715709,186.048085304411,22.9154876414392,22.9154876414392,223.64999017241,223.64999017241,160.518580301804,160.518580301804,13.9238067732702,31.1663601780957,10.5369776374549
72,19.267203922683,13.8727666412523,13.8727666412523,185.138652926487,18.3940060893668,18.3940060893668,223.153162792514,223.153162792514,178.387190609023,178.387190609023,13.9238067732702,38.1218657071698,11.8334235475286
80,20.3470973991817,13.9643621056601,13.9643621056601,190.298592847098,19.9441230344236,19.9441230344236,224.203495259918,224.203495259918,199.428220449364,199.428220449364,13.9238067732702,43.9934663335833,13.2622498963992
88,18.4338631184458,13.9444679293007,13.9444679293007,196.889149962464,17.516882204011,17.516882204011,225.482628119853,225.482628119853,218.849706075883,218.849706075883,13.9238067732702,51.0022754809118,13.6097983794409
96,19.6753008675079,13.8630890165839,13.8630890165839,208.812807672416,19.6240606880989,19.6240606880989,226.692220969395,226.692220969395,243.489539181504,243.489539181504,13.9238067732702,57.8049120835373,12.0500770510094
104,19.3863711768916,13.5495221361613,13.5495221361613,227.925672436184,19.4896835649034,19.4896835649034,227.846722593087,227.846722593087,276.075763996771,276.075763996771,13.9238067732702,69.6578413258379,9.98332617366283
112,18.2522045792793,13.514040359324,13.514040359324,248.98567413007,18.2673240994567,18.2673240994567,230.631798998733,230.631798998733,305.386352936319,305.386352936319,13.9238067732702,85.080889025718,6.4402766969739
120,17.346084920672,13.4839990411761,13.4839990411761,274.088353976519,17.4406323128244,17.4406323128244,236.709026262708,236.709026262708,331.011756118654,331.011756118654,13.9238067732702,104.352583736409,4.01162687922191
128,18.1015742783309,13.3299410749593,13.3299410749593,313.226724865741,18.4698320496991,18.4698320496991,246.599390668733,246.599390668733,362.900036688733,362.900036688733,13.9238067732702,129.524548061996,0
136,15.044647831428,13.8931784763123,13.8931784763123,352.660360954211,15.7813959102235,15.7813959102235,260.853869664976,260.853869664976,385.417594670608,385.417594670608,13.9238067732702,160.942156530384,0
144,15.0897309277482,15.1959374412539,15.1959374412539,382.052692185782,14.3960908350675,14.3960908350675,280.013671783239,280.013671783239,391.084284907123,391.084284907123,13.9238067732702,164.539098705016,13.9238067732702
152,19.0275712528947,16.3288571055586,16.3288571055586,441.212799268302,16.9264378654538,16.9264378654538,305.222350124726,305.222350124726,408.991004709771,408.991004709771,13.9238067732702,174.982603622622,13.9238067732702
160,19.518032483414,17.2234082086411,17.2234082086411,537.509354656141,17.0130108590669,17.0130108590669,339.020720155833,339.020720155833,436.50578200439,436.50578200439,13.9238067732702,197.987713556857,13.9238067732702
168,17.597691709039,17.5182297707777,17.5182297707777,629.929867605882,15.2259415597762,15.2259415597762,382.574117462869,382.574117462869,438.719046972529,438.719046972529,13.9238067732702,220.114110387912,13.9238067732702
176,16.0562570947282,16.7724519970236,16.7724519970236,684.092271119412,14.1918950511996,14.1918950511996,423.834109910381,423.834109910381,438.865233980352,438.865233980352,13.9238067732702,234.429894972633,13.9238067732702
184,17.0353695349464,16.1422513555408,16.1422513555408,755.624395421478,15.852406682798,15.852406682798,455.881089000502,455.881089000502,441.501851145645,441.501851145645,13.9238067732702,247.705774749873,13.9238067732702
192,16.6631681034289,15.723522134828,15.723522134828,839.92015937676,16.2118935685769,16.2118935685769,482.051059858798,482.051059858798,445.082656661712,445.082656661712,13.9238067732702,263.964207869784,13.9238067732702
200,15.1451897312196,15.3470166268686,15.3470166268686,854.559865054174,14.6941412684709,14.6941412684709,502.593390710867,502.593390710867,443.142418658322,443.142418658322,13.9238067732702,275.559954495732,13.9238067732702
208,13.0373748400229,14.9895260734397,14.9895260734397,799.125394171891,12.2591666223876,12.2591666223876,516.374734072862,516.374734072862,441.002744653104,441.002744653104,13.9238067732702,277.463036495268,13.9238067732702
216,14.1957664616858,14.7308765260613,14.7308765260613,1032.26255310269,13.7625547364141,13.7625547364141,684.092107607529,684.092107607529,438.375278619662,438.375278619662,13.9238067732702,275.355029262848,13.9238067732702
224,13.1768742905292,14.5507062167236,14.5507062167236,1298.68391200856,12.7316172127013,12.7316172127013,870.050448084141,870.050448084141,435.410170241643,435.410170241643,13.9238067732702,274.67966189261,13.9238067732702
232,13.4146720352818,14.1536230888729,14.1536230888729,1376.95735403529,13.3888305276017,13.3888305276017,925.639515503376,925.639515503376,432.203822634889,432.203822634889,13.9238067732702,271.201580577258,13.9238067732702
240,10.4737522207283,13.6689833886397,13.6689833886397,1278.69472896224,10.5370271575399,10.5370271575399,900.481450487032,900.481450487032,418.454627897738,418.454627897738,13.9238067732702,263.296554038185,13.9238067732702
248,11.7740403895075,13.2857184382278,13.2857184382278,1170.69719540911,11.8578567284553,11.8578567284553,861.551827613431,861.551827613431,400.843088805522,400.843088805522,13.9238067732702,249.519407882512,13.9238067732702
256,9.47764110940163,12.9915886925168,12.9915886925168,1064.4047627205,10.0916134379943,10.0916134379943,826.94332300762,826.94332300762,377.725498222407,377.725498222407,13.9238067732702,236.792778252992,13.9238067732702
264,10.8133140097907,12.8109222069407,12.8109222069407,966.545537329542,11.3840862438768,11.3840862438768,796.837073801729,796.837073801729,357.097372126842,357.097372126842,13.9238067732702,220.932026682329,13.9238067732702
272,10.2299216287067,12.689947961638,12.689947961638,877.625471201692,10.9843565424145,10.9843565424145,768.132522037513,768.132522037513,341.24024495202,341.24024495202,13.9238067732702,208.625451767352,13.9238067732702
280,9.08084894365513,12.5921274779199,12.5921274779199,803.059402338807,10.1208760678717,10.1208760678717,737.541888551743,737.541888551743,317.975998224057,317.975998224057,13.9238067732702,194.255593853656,13.9238067732702
288,9.45253369280798,12.509629451471,12.509629451471,738.297267685733,10.5372980473534,10.5372980473534,701.35473809529,701.35473809529,297.131965605968,297.131965605968,13.9238067732702,179.35742781485,13.9238067732702
296,8.93651463739569,12.4134825230557,12.4134825230557,681.6858722941,10.1870181266932,10.1870181266932,660.210150950687,660.210150950687,277.652143514211,277.652143514211,13.9238067732702,165.984046060833,13.9238067732702
304,8.2703749430437,12.3282640193273,12.3282640193273,629.503077476747,9.55680029193551,9.55680029193551,629.801256026451,629.801256026451,255.752223985818,255.752223985818,13.9238067732702,152.224730494905,13.9238067732702
312,8.20141065051396,12.2576050569787,12.2576050569787,561.453251079546,9.55734070592126,9.55734070592126,578.923135263277,578.923135263277,235.739672042896,235.739672042896,13.9238067732702,138.833019261299,13.9238067732702
320,7.24291430676893,12.0952306397009,12.0952306397009,475.28585089209,8.69111160447615,8.69111160447615,528.88383174509,528.88383174509,214.050804985404,214.050804985404,13.9238067732702,126.145012353386,13.9238067732702
328,6.12786088076947,10.9565368507363,10.9565368507363,392.950487696703,7.81936664352776,7.81936664352776,437.263510430735,437.263510430735,190.779362594354,190.779362594354,13.9238067732702,113.179292081599,13.9238067732702
336,5.86103037716433,11.4950977398635,11.4950977398635,333.881466119068,8.09669230046452,8.09669230046452,371.53327585553,371.53327585553,172.134278178608,172.134278178608,13.9238067732702,100.771704586482,13.9238067732702
344,5.06493990771015,12.058131134227,12.058131134227,300.600251098974,7.8181134329614,7.8181134329614,334.498938536375,334.498938536375,154.778189414245,154.778189414245,13.9238067732702,80.3461588503546,17.5285498529004
352,4.41262431472958,12.0752144654748,12.0752144654748,254.823598728526,7.49259495716222,7.49259495716222,283.560053516541,283.560053516541,138.044227872335,138.044227872335,13.9238067732702,59.9080460359977,23.1039456007131
360,4.26729282813582,13.6427781871549,13.6427781871549,206.053134153216,7.58543762893046,7.58543762893046,240.483236716439,240.483236716439,124.194571855074,124.194571855074,13.9238067732702,42.4347999633647,22.0945395780017
366,4.04129767766437,12.9615042242887,12.9615042242887,178.274568523127,7.57914911069812,7.57914911069812,212.852623975977,212.852623975977,114.766741010764,114.766741010764,13.9238067732702,33.2355630658123,21.7420200670835
373,4.49252232957968,13.4295621927749,13.4295621927749,160.82473307512,9.08201889045751,9.08201889045751,192.018226261109,192.018226261109,110.049788657244,110.049788657244,13.9238067732702,26.711188563444,16.911610080986
381,5.31476706396367,13.6081340120428,13.6081340120428,150.662261931673,10.6861170613639,10.6861170613639,179.884646766947,179.884646766947,107.577082004032,107.577082004032,13.9238067732702,22.0698637777699,16.9902579174537
389,6.71819067976036,13.7129289175958,13.7129289175958,143.917817295315,12.8685501298908,12.8685501298908,171.832052670087,171.832052670087,111.008065467036,111.008065467036,13.9238067732702,18.736693225612,15.4016618963125
397,8.78412858124264,13.8897495119811,13.8897495119811,140.338442973394,14.9301448996609,14.9301448996609,167.558424508063,167.558424508063,118.61446197379,118.61446197379,13.9238067732702,16.5511154895827,14.9683079379524
405,11.2071920542674,13.8023439525214,13.8023439525214,137.459093498178,16.923626506985,16.923626506985,164.120597698436,164.120597698436,129.047884008502,129.047884008502,13.9238067732702,15.39148773338,13.3243569827715
413,13.0371968521497,13.4643272944985,13.4643272944985,132.002408309845,16.8591236057296,16.8591236057296,157.60553629529,157.60553629529,138.746818943372,138.746818943372,13.9238067732702,15.3318463975542,11.5290160747977
421,16.0872281669938,13.4624568333366,13.4624568333366,128.219072207094,19.6049858761751,19.6049858761751,155.841382889805,155.841382889805,155.900568061569,155.900568061569,13.9238067732702,16.3408456605479,9.65390146447428
429,17.7993505237982,13.6726189506376,13.6726189506376,125.548987466148,17.4077119795518,17.4077119795518,168.539170923569,168.539170923569,169.73165002808,169.73165002808,13.9238067732702,18.5786416678053,11.3312944994386
437,19.1415038328681,14.1280654783255,14.1280654783255,125.253575806985,17.7159037893145,17.7159037893145,166.788735762995,166.788735762995,182.420647874544,182.420647874544,13.9238067732702,20.8927113202128,13.6407852773386
445,21.2728186015,14.527684736504,14.527684736504,133.481879766753,19.047555894364,19.047555894364,171.834238279392,171.834238279392,202.942194000399,202.942194000399,13.9238067732702,23.7165648562952,15.8032819173286
453,20.0608770021253,14.2969222037867,14.2969222037867,137.028950733106,17.3714415629237,17.3714415629237,167.890941403971,167.890941403971,219.939303609008,219.939303609008,13.9238067732702,26.7968604791069,16.1981599607506
461,18.6047802577265,14.2843578813276,14.2843578813276,141.644592617633,16.6169226203355,16.6169226203355,169.909121133445,169.909121133445,232.718515405391,232.718515405391,13.9238067732702,29.6550567273666,13.9488921178324
469,18.3584844442301,13.5950366712365,13.5950366712365,145.637170713603,18.6416657362217,18.6416657362217,162.565665228133,162.565665228133,254.573639487749,254.573639487749,13.9238067732702,33.5822163924395,11.2064317390085
477,17.2479740142075,13.4341565488495,13.4341565488495,150.631030419121,16.6360253431722,16.6360253431722,165.934620685159,165.934620685159,273.280289183501,273.280289183501,13.9238067732702,39.8149397250137,6.78053445718698
485,17.5035436716101,13.6080950313541,13.6080950313541,159.469328494674,17.5345646522328,17.5345646522328,165.966112269081,165.966112269081,292.241758749301,292.241758749301,13.9238067732702,47.9623337462782,4.00245613726651
493,18.4960335952135,13.7908980378429,13.7908980378429,177.080754469196,18.2102901874105,18.2102901874105,169.265226095082,169.265226095082,319.376850173868,319.376850173868,13.9238067732702,60.4519587223572,0
501,18.6096126428194,13.8380381987513,13.8380381987513,203.654966244561,18.178037347009,18.178037347009,176.181660238447,176.181660238447,349.990307071571,349.990307071571,13.9238067732702,79.9607166124051,0
509,18.344561608842,13.8302018066735,13.8302018066735,242.779909070222,17.9664754921443,17.9664754921443,188.410396249277,188.410396249277,382.329559924682,382.329559924682,13.9238067732702,110.976944743259,0
517,14.6047652895742,13.4710364811517,13.4710364811517,284.939045555063,14.8188183257652,14.8188183257652,209.172152806119,209.172152806119,397.976039899344,397.976039899344,13.9238067732702,157.939413639084,0
525,20.8779465454266,16.0321419603848,16.0321419603848,375.807079658187,18.4466475595028,18.4466475595028,245.344329703525,245.344329703525,427.017986612097,427.017986612097,13.9238067732702,175.39854438239,13.9238067732702
533,21.0803848621472,18.6646894755724,18.6646894755724,547.171578573391,17.4864839593869,17.4864839593869,308.858893304134,308.858893304134,458.877560549205,458.877560549205,13.9238067732702,208.420316009315,13.9238067732702
541,16.8445350411699,17.771628962327,17.771628962327,675.904080557668,14.6300124819412,14.6300124819412,377.140400501589,377.140400501589,456.856138247823,456.856138247823,13.9238067732702,234.505839433467,13.9238067732702
549,16.6555494605449,16.7412621736139,16.7412621736139,752.836715031138,15.0830990897753,15.0830990897753,426.54941393379,426.54941393379,455.661854869594,455.661854869594,13.9238067732702,248.748971816813,13.9238067732702
557,13.6461511979054,16.0979585075723,16.0979585075723,754.101012756611,12.219702860559,12.219702860559,463.219652103169,463.219652103169,438.728850368941,438.728850368941,13.9238067732702,256.677193161347,13.9238067732702
565,16.2938944352235,15.6017860656751,15.6017860656751,806.893071617533,15.6313602332512,15.6313602332512,489.996831402221,489.996831402221,441.620034273673,441.620034273673,13.9238067732702,262.075970034332,13.9238067732702
573,14.7661451907752,15.186717900448,15.186717900448,842.248019459265,14.3102157101064,14.3102157101064,507.962101134636,507.962101134636,440.400996435877,440.400996435877,13.9238067732702,271.660818155245,13.9238067732702
581,14.6302135470214,14.8938569518387,14.8938569518387,846.946884784939,14.486606840814,14.486606840814,519.888018431241,519.888018431241,444.764183912483,444.764183912483,13.9238067732702,275.848635468488,13.9238067732702
589,12.7643718505211,14.6910345477831,14.6910345477831,1149.25159847439,12.2089864653665,12.2089864653665,747.534126236553,747.534126236553,439.917549756104,439.917549756104,13.9238067732702,275.637030807591,13.9238067732702
597,13.1023004665388,14.3923191016044,14.3923191016044,1369.93728306978,12.7441258293889,12.7441258293889,923.125246203881,923.125246203881,436.839915699469,436.839915699469,13.9238067732702,270.122157737496,13.9238067732702
605,11.8319074501531,14.0655924948125,14.0655924948125,1450.67180196835,11.4906779407259,11.4906779407259,1013.20040844466,1013.20040844466,435.291432571134,435.291432571134,13.9238067732702,263.506327302195,13.9238067732702
613,11.6457592951835,13.8161844855707,13.8161844855707,1434.51398691836,11.3483641322519,11.3483641322519,1047.66156988716,1047.66156988716,435.467216768369,435.467216768369,13.9238067732702,253.007629812451,13.9238067732702
621,11.4544855030516,13.6322502646869,13.6322502646869,1373.90455935889,11.3048651866564,11.3048651866564,1042.68452363562,1042.68452363562,410.270583023444,410.270583023444,13.9238067732702,242.363216669486,13.9238067732702
629,11.5606238813576,13.4060798327036,13.4060798327036,1261.64149397868,11.6529878832687,11.6529878832687,1008.6290944778,1008.6290944778,391.060125952292,391.060125952292,13.9238067732702,231.872744289714,13.9238067732702
637,11.3233982485398,13.1882368016574,13.1882368016574,1126.95915609586,11.647095910831,11.647095910831,962.458499470853,962.458499470853,375.033537239307,375.033537239307,13.9238067732702,221.763603097975,13.9238067732702
645,9.12124031983937,13.0117373214115,13.0117373214115,1027.67068062997,9.80630672681041,9.80630672681041,903.575313252544,903.575313252544,347.457352885337,347.457352885337,13.9238067732702,208.876313287574,13.9238067732702
653,8.46347718810876,12.8698173986875,12.8698173986875,899.598441053915,9.07598128334315,9.07598128334315,835.529706406934,835.529706406934,313.519504286737,313.519504286737,13.9238067732702,191.739888305284,13.9238067732702
661,8.75805692107696,12.5560531662971,12.5560531662971,784.220431824764,9.58011706850479,9.58011706850479,760.541233599109,760.541233599109,286.777800046944,286.777800046944,13.9238067732702,175.671651148852,13.9238067732702
669,8.12243545601104,12.2706567906948,12.2706567906948,689.775035315386,9.26917711287483,9.26917711287483,682.823104602949,682.823104602949,262.21964584344,262.21964584344,13.9238067732702,160.954128353382,13.9238067732702
677,6.94063858548714,12.0408956930884,12.0408956930884,612.087467478154,8.21618337723871,8.21618337723871,630.458753505238,630.458753505238,234.958640975845,234.958640975845,13.9238067732702,145.825042758609,13.9238067732702
685,7.05101577057431,11.8419060108321,11.8419060108321,545.295264261916,8.46361602161974,8.46361602161974,561.661838977527,561.661838977527,211.914440255227,211.914440255227,13.9238067732702,131.008964022765,13.9238067732702
693,7.15167423248625,11.5910466729026,11.5910466729026,488.266973386351,8.89460344586012,8.89460344586012,502.921892335462,502.921892335462,194.027090797895,194.027090797895,13.9238067732702,118.050288936593,13.9238067732702
701,6.41242316262506,11.3739681959665,11.3739681959665,431.77539712812,8.3180485327584,8.3180485327584,451.480011494342,451.480011494342,175.054959965114,175.054959965114,13.9238067732702,106.087991187282,13.9238067732702
709,5.79884535857741,11.4323215513557,11.4323215513557,361.201378083606,7.7832611308224,7.7832611308224,407.721095404182,407.721095404182,156.113734345478,156.113734345478,13.9238067732702,94.6026325054647,13.9238067732702
717,5.35162485864197,12.4631313453779,12.4631313453779,309.047213960965,7.71437958865935,7.71437958865935,348.849911028327,348.849911028327,139.999059268259,139.999059268259,13.9238067732702,82.7566992683558,19.0980594025765
725,4.50560053178604,12.1007251933399,12.1007251933399,286.223307355596,7.26319466815904,7.26319466815904,323.086476093731,323.086476093731,124.910907950126,124.910907950126,13.9238067732702,67.6185277620063,16.2903102756078
732,4.14512838192024,12.7832667336968,12.7832667336968,283.59816993789,6.76414215160165,6.76414215160165,316.015668901575,316.015668901575,112.882708752851,112.882708752851,13.9238067732702,59.0669268958588,14.2222147069006
739,5.09971224556264,13.2848219968063,13.2848219968063,278.937133070921,8.65123330102219,8.65123330102219,310.685340049125,310.685340049125,108.497476994296,108.497476994296,13.9238067732702,51.8951508813073,15.3638516048869
747,6.74916617257427,13.0469897163004,13.0469897163004,271.876942659062,11.3498111208449,11.3498111208449,302.82156933215,302.82156933215,109.737414109955,109.737414109955,13.9238067732702,45.0021941594877,15.0419591141092
755,7.92712297846491,13.0098087865718,13.0098087865718,263.33121558323,12.1681149844573,12.1681149844573,293.303180391633,293.303180391633,110.539958907751,110.539958907751,13.9238067732702,40.5083743788311,13.2807876317003
763,9.22454798068901,13.0245923965588,13.0245923965588,245.608969869533,13.5869190571743,13.5869190571743,273.563815197131,273.563815197131,113.817707106477,113.817707106477,13.9238067732702,37.7013821768832,12.8332821036236
771,10.3911491362884,13.0355030970326,13.0355030970326,228.877053404476,14.4501011273979,14.4501011273979,266.799021361921,266.799021361921,117.887743564781,117.887743564781,13.9238067732702,36.553218424427,10.8796919026139
