index,t,days,siteID,lpC,sdlpC,mld,dmld,N0,light,rPC,sdrPC,zeu,sdzeu,pgr,latitude,lpC_median,lpC_lb95,lpC_ub95,lpC_lb68,lpC_ub68
1,1,1,7,1.76045601199603,1.17209904361546,167.317492552797,0.962862559126499,13.472831875,34.4998714781621,0.0262176924866889,0.17849044922542,61.2686717111872,5.30664809606588,0,42.5,1.76045601199603,-0.536858113490271,4.05777013748233,0.58835696838057,2.93255505561149
2,8,8,7,1.76045601199603,1.17209904361546,167.317492552797,1.10777040584771,13.472831875,34.4998714781621,0.0262176924866889,0.17849044922542,61.2686717111872,5.30664809606588,-0.0191796345791155,42.5,1.76045601199603,-0.536858113490271,4.05777013748233,0.58835696838057,2.93255505561149
3,16,16,7,1.97019755188953,0.889070388468818,190.426193971833,1.252678245891,13.472831875,46.2577788072771,-0.102190338647174,0.184044309078418,64.42056203574,5.95604265823726,0.0213589514904164,42.5,1.97019755188953,0.227619590490647,3.71277551328841,1.08112716342071,2.85926794035835
4,24,24,7,1.15267484271215,1.24040508188739,193.903982293142,0.434723563075625,13.472831875,48.0026827903781,0.119393673887331,0.174627391394578,63.3065449063983,3.94147391405229,-0.00130218481376898,42.5,1.15267484271215,-1.27851911778713,3.58386880321143,-0.0877302391752399,2.39307992459954
5,32,32,7,2.1078242338108,0.853149853279059,197.381770454181,0.374353921460333,13.472831875,44.6233555702168,-0.0277775482496085,0.138915641861323,61.7124882525212,4.67255763524542,0.0265897416700056,42.5,2.1078242338108,0.435650521383844,3.77999794623776,1.25467438053174,2.96097408708986
6,40,40,7,1.88560384781393,0.792396133874565,200.859559485648,0.132875338737624,13.472831875,62.2634925580784,-0.0175085694865487,0.150659232513974,61.276408032312,4.49447355009605,0.00334874542743454,42.5,1.88560384781393,0.332507425419783,3.43870027020808,1.09320771393937,2.6779999816885
7,48,48,7,1.74553529192153,0.952542290611744,202.88847640819,-0.108603265489708,13.472831875,51.7981016840875,0.0518927694808815,0.149458973434093,59.4352048933512,5.41048295799586,0.0214648397512235,42.5,1.74553529192153,-0.121447597677488,3.61251818152055,0.792993001309786,2.69807758253327
8,56,56,7,2.16067744776859,0.791643855218434,200.570778583884,-0.289712205647833,13.472831875,77.4177957506563,0.0287540072646257,0.12825311218491,60.843132160439,4.36296791394055,0.0265563669205517,42.5,2.16067744776859,0.609055491540459,3.71229940399672,1.36903359255016,2.95232130298702
9,64,64,7,2.3907095058856,0.76052305575766,198.253081113895,-0.858001820853458,13.472831875,91.0510969171961,-0.000977675983852623,0.126584109888019,59.0272668719299,4.01875500377998,0.0222721331882967,42.5,2.3907095058856,0.900084316600586,3.88133469517061,1.63018645012794,3.15123256164326
10,72,72,7,2.38288809801477,0.755027818852067,195.935383472642,-1.61572131415208,13.472831875,76.3198546238534,0.0390400682841179,0.13846849947181,58.2005826587816,4.70164390696943,0.0281822324402067,42.5,2.38288809801477,0.903033573064719,3.86274262296482,1.6278602791627,3.13791591686684
11,80,80,7,2.69520864428771,0.861196170278991,179.978734883401,-2.37344082338533,13.472831875,82.5257318741648,0.0464843050203567,0.0935094463762172,47.6862824641504,7.62157594703211,0.0197886308365154,42.5,2.69520864428771,1.00726415054089,4.38315313803453,1.83401247400872,3.5564048145667
12,88,88,7,3.06708308445056,0.695797897540486,159.475769574245,-2.56287069904721,13.472831875,99.1548275937666,-0.0261584807949285,0.102321363348652,46.5674594426822,8.08612250313768,-0.000519687243134574,42.5,3.06708308445056,1.70331920527121,4.43084696362991,2.37128518691007,3.76288098199105
13,96,96,7,2.85781523809114,0.59189076859167,138.972803711394,-2.74655338792475,13.472831875,95.2261352272308,-0.0218848859548333,0.0985888304792423,48.5014979947941,6.81760312396003,-0.0350964564670767,42.5,2.85781523809114,1.69770933165147,4.01792114453081,2.26592446949947,3.44970600668281
14,104,104,7,2.68273615045248,0.587413594783284,118.469838106268,-2.95647643854977,13.472831875,126.78118994572,-0.057246002651469,0.110917624510028,53.1940165032452,4.98700304026216,-0.00519897361774917,42.5,2.68273615045248,1.53140550467724,3.83406679622772,2.0953225556692,3.27014974523576
15,112,112,7,2.22476812924072,0.770492807218748,93.5584882640509,-3.16639949767953,13.472831875,135.350756114614,0.063533967753055,0.113605017041078,53.5976177393734,6.37329557379871,-0.00301437929393959,42.5,2.22476812924072,0.714602227091974,3.73493403138947,1.45427532202197,2.99526093645947
16,120,120,7,2.73303987126516,0.753901736979635,68.0173691861995,-3.06322694678412,13.472831875,114.629757177989,-0.0153311029834028,0.0904717910412394,47.5502221613464,7.45507779543509,0.0337289763352675,42.5,2.73303987126516,1.25539246678508,4.21068727574524,1.97913813428552,3.48694160824479
17,128,128,7,2.61039104739793,0.67638311277227,42.4762501619592,-2.02792349613375,13.472831875,137.958460079264,0.0529840642361494,0.0796154167731962,50.2375915770071,6.10780863354832,0.00765657478146251,42.5,2.61039104739793,1.28468014636428,3.93610194843158,1.93400793462566,3.2867741601702
18,136,136,7,3.03426356128714,0.540101375500078,20.0410415412321,-0.992620046195338,13.472831875,98.2890361420192,-0.0146832369083583,0.0773110350847338,46.6967089059292,7.47482493896614,0.0130880265665054,42.5,3.03426356128714,1.97566486530699,4.09286225726729,2.49416218578706,3.57436493678722
19,144,144,7,2.91679766602026,0.49374996794873,19.3472052789894,-0.0867295310598042,13.472831875,93.126884799716,0.000963252371724833,0.0690207176221693,45.0447229807248,7.44533426703824,-0.00281478461705209,42.5,2.91679766602026,1.94904772884075,3.88454760319977,2.42304769807153,3.41054763396899
20,152,152,7,2.92450368499406,0.416191062751134,18.6533690532711,-0.0820498147434375,13.472831875,125.438132501282,0.00527563068547797,0.0556278949283051,48.8172277832035,6.68335426310994,-0.0048967030576925,42.5,2.92450368499406,2.10876920200184,3.74023816798628,2.50831262224293,3.34069474774519
21,160,160,7,2.96670873047789,0.353072902430924,17.9595327957968,-0.0633309521170791,13.472831875,107.987923414411,-0.0209289922302806,0.0521966574703235,50.7247345039915,6.13093469966877,-0.00773218156164542,42.5,2.96670873047789,2.27468584171328,3.6587316192425,2.61363582804697,3.31978163290881
22,168,168,7,2.79927679263564,0.444557213461007,17.3780097251469,-0.0446120877029292,13.472831875,104.598806175233,-0.00754318314013324,0.0530864265632061,54.662805886236,6.31086357682134,-0.01088563759232,42.5,2.79927679263564,1.92794465425207,3.67060893101921,2.35471957917463,3.24383400609665
23,176,176,7,2.73893132751457,0.399777665527359,17.1334262024612,-0.0305729392991874,13.472831875,116.080020918048,-0.00418473740654497,0.0669425388851195,58.7690961434781,5.87421826315662,-0.00876721745870292,42.5,2.73893132751457,1.95536710308095,3.52249555194819,2.33915366198721,3.13870899304193
24,184,184,7,2.70545342826221,0.498804377538265,16.8888426909265,-0.0312637796791084,13.472831875,130.053448151401,-0.0145737318294309,0.0681033523704277,58.1623993713664,6.27721354588272,0.00207499066003249,42.5,2.70545342826221,1.72779684828721,3.68311000823721,2.20664905072395,3.20425780580047
25,192,192,7,2.58886357362677,0.309569046867147,16.6442591819664,-0.0326454597739166,13.472831875,116.679435530233,0.0249834412160725,0.0577842804581232,60.1288321502017,5.42867487318942,-0.00476181306348167,42.5,2.58886357362677,1.98210824176716,3.19561890548638,2.27929452675962,2.89843262049392
26,200,200,7,2.78873110335535,0.391277667863587,16.3830954901626,-0.0340271410359834,13.472831875,111.555128756613,-0.0246951485770875,0.0655057837270864,61.0000918476455,5.93490389082425,-0.00899300185856375,42.5,2.78873110335535,2.02182687434272,3.55563533236798,2.39745343549176,3.18000877121894
27,208,208,7,2.59116991473865,0.394537381744389,16.1053516563525,-0.0347179806629125,13.472831875,116.494328452695,-0.0272672982146761,0.062959181161082,62.3934829385419,6.17015101895482,-0.0181897951599946,42.5,2.59116991473865,1.81787664651965,3.36446318295765,2.19663253299426,2.98570729648304
