p_median,p_lb95,p_ub95,p_lb68,p_ub68,p_maxL_median,p_maxL_lb95,p_maxL_ub95,p_maxL_lb68,p_maxL_ub68,p_minL_median,p_minL_lb95,p_minL_ub95,p_minL_lb68,p_minL_ub68,p_noZ_median,p_noZ_lb95,p_noZ_ub95,p_noZ_lb68,p_noZ_ub68,p_maxMLD_median,p_maxMLD_lb95,p_maxMLD_ub95,p_maxMLD_lb68,p_maxMLD_ub68,p_minMLD_median,p_minMLD_lb95,p_minMLD_ub95,p_minMLD_lb68,p_minMLD_ub68,p_maxLNZ_median,p_maxLNZ_lb95,p_maxLNZ_ub95,p_maxLNZ_lb68,p_maxLNZ_ub68,p_minLNZ_median,p_minLNZ_lb95,p_minLNZ_ub95,p_minLNZ_lb68,p_minLNZ_ub68,p_maxMLDNZ_median,p_maxMLDNZ_lb95,p_maxMLDNZ_ub95,p_maxMLDNZ_lb68,p_maxMLDNZ_ub68,p_minMLDNZ_median,p_minMLDNZ_lb95,p_minMLDNZ_ub95,p_minMLDNZ_lb68,p_minMLDNZ_ub68,p_zOnly_median,p_zOnly_lb95,p_zOnly_ub95,p_zOnly_lb68,p_zOnly_ub68
2.50331442613093,2.36499343806903,2.6264540858611,2.43149480528503,2.56968823838685,2.62036163250681,2.52354608034171,2.7204285097752,2.57041474983468,2.6711063776145,2.63623641514269,2.42357548092774,2.83928456610057,2.51927342052058,2.73997248763394,NaN,NaN,NaN,NaN,NaN,1.83443529290768,1.245838602928,2.23184406906595,1.55447638855178,2.04716651454983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8893320912746,1.32318370756685,2.32345347486269,1.63331369908186,2.11683101930568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.43678341988683,2.30452165198731,2.55772755172287,2.36999073521353,2.50080612894339,2.55536391927743,2.47154597678678,2.64072624897494,2.51239908492025,2.59918836970812,2.55939640840552,2.34448076223881,2.76860553073238,2.44674306192859,2.66775518963116,NaN,NaN,NaN,NaN,NaN,1.80764577767614,1.1881203381937,2.19758951801085,1.52173528406524,2.02383440274385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.88094348389114,1.27690695509255,2.31683912498971,1.60441171941229,2.11110623433548,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.41152917880836,2.28817525026618,2.52102763490171,2.34877243359331,2.47100326064661,2.50975494777939,2.429061299721,2.5894030128114,2.46726055492824,2.55049260641195,2.48781147806988,2.26898239174557,2.6942375794433,2.37712891174771,2.59000238114511,NaN,NaN,NaN,NaN,NaN,1.80784022187212,1.15366220843147,2.18598300831041,1.51628569076786,2.02542060456948,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.89119373616542,1.25447399475755,2.3282100461055,1.60179298673604,2.13086284916589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.37992589193085,2.25244390728259,2.48975908205237,2.31601840583167,2.43747945191354,2.5138917801352,2.42532663126041,2.6054144364163,2.46979616140855,2.55955967485667,2.42147925709934,2.20741733909533,2.61588716790494,2.31569221172595,2.51829984781365,NaN,NaN,NaN,NaN,NaN,1.81541941126686,1.12108345011016,2.19126347732042,1.50328236958889,2.04165807719361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.90560566880389,1.23931777644413,2.35053149298117,1.60532993317106,2.15455928485644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.37961633196142,2.19806486290958,2.53159619137039,2.29663823868497,2.45313957679656,2.5242598997168,2.39920116054738,2.63896624129469,2.46296729581019,2.58340504246801,2.31169372092037,2.02993283720432,2.52774525859453,2.18367137235915,2.42442226596628,NaN,NaN,NaN,NaN,NaN,1.86570655259283,1.16370314352189,2.25670893494513,1.54983151288369,2.09661480136284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.95896783582034,1.25930153444617,2.39965141444881,1.64216522003549,2.20869031392809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.46536387950909,2.26183887836447,2.62757295687559,2.3647076528585,2.54721709359514,2.57820633804362,2.45666519382558,2.68341850031835,2.51984386972585,2.63251734360177,2.28620835742242,1.90765942278313,2.5404649519351,2.12613016995253,2.41251208236991,NaN,NaN,NaN,NaN,NaN,1.95914489100385,1.25298684837769,2.34241639082369,1.63862929347079,2.19015010621295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.05509300255437,1.34138661787089,2.48018754704958,1.72888001945651,2.2942521504411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.68813510664426,2.48637124697327,2.8453920134333,2.58586656633195,2.7778877440926,2.62431464824384,2.51780326991238,2.72143084600173,2.57432672541557,2.6748101589308,2.31055843827274,1.88374748332723,2.58035567963585,2.12057451798704,2.45447072927097,NaN,NaN,NaN,NaN,NaN,2.15192849936967,1.48647134883937,2.54240781715666,1.84441627069992,2.37664326298723,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.23045962158291,1.54317476078285,2.6455560668484,1.92308957490747,2.46781985691486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.81134108168966,2.64788110851182,2.93610031357023,2.73628889739828,2.87981144551887,2.69331798285159,2.59749248756613,2.78068205737994,2.64833479081527,2.74040313151789,2.39710239398274,1.94842221801626,2.6729061285536,2.19523228162485,2.54437731034064,NaN,NaN,NaN,NaN,NaN,2.36031314500941,1.71945672682924,2.73751675600739,2.05784720746255,2.57820041963522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.42575671014628,1.77258716268733,2.83427750857949,2.12744794930416,2.65473647333532,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.87899178678146,2.75656295745849,2.98318245405866,2.82038140234179,2.9332344604549,2.75775023085359,2.6703022024487,2.83999123101764,2.71708451288124,2.80059988558151,2.53621633849339,2.08947575094796,2.79444265537858,2.33955460556605,2.68083124182998,NaN,NaN,NaN,NaN,NaN,2.53616320347968,1.94830698996144,2.89862745450259,2.27152568366781,2.74840897529863,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.59423699906795,1.99331874584966,2.98093996832279,2.32800220176098,2.81843354241911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.99148800637361,2.88670928921771,3.08334671127334,2.93949223357133,3.03746787520715,2.81926962623158,2.73821034414378,2.8994389955972,2.78087815962538,2.85981928938998,2.71527941668842,2.29590022423212,2.94094962710921,2.53419069659325,2.84045367040561,NaN,NaN,NaN,NaN,NaN,2.7496316005189,2.1895794608467,3.08318461645755,2.49765515293548,2.94161794571024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.78783144467595,2.21451415782161,3.14986698635403,2.53518715380266,2.98650841871315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
