tc,P,P025,P05,P1,P2,P4
1,0.00808629527177108,0.00252514407751711,0.000743007073394139,0.000553134058271735,0.00187378793841316,0.00217989690940046
8,0.00922523541598261,0.00324130221430788,0.00172393211419375,0.00191786277007823,0.00337070238695709,0.0037013550117025
16,0.0137477098504203,0.00833028973408557,0.00787622934275091,0.0111010765728165,0.0146205420013933,0.0153698199429695
24,0.0208459881006297,0.0147563937409279,0.0148813192129766,0.0197510978800258,0.024153551856517,0.0250496594893282
32,0.015099575265704,0.00891813852982043,0.00834640679156043,0.00940995262221477,0.0101556413789952,0.010236336340812
40,0.0267163954673668,0.0197096609957992,0.0201979813444417,0.0248591193466339,0.0281220664203213,0.0287107632638125
48,0.0177332647411982,0.0105613555601749,0.00985452279065496,0.00877318112929255,0.00695081142798706,0.00645606380880846
56,0.0305878132056402,0.0225538159300554,0.0230814624997848,0.0261469104183482,0.0275793477016468,0.0277958595878291
64,0.00987308695689348,0.00260518884980652,0.0031686673216886,0.00636149581350274,0.00959622031992956,0.0104332333329026
72,0.0108502472003488,0.00453438469460959,0.00442082565972648,0.00482498452118688,0.0070388869413955,0.00784776931438498
80,0.0267700124050736,0.0206558069122819,0.0207561549885928,0.0216627277496643,0.0260617018472151,0.0276512972436629
88,0.0249591610969361,0.0180709288326197,0.0161401611585838,0.00872666730686141,0.00650841622751708,0.00674879937927861
96,0.0318671932765524,0.0251889051277894,0.0221212273635292,0.0117580893669392,0.0100853388380664,0.0110260605432008
104,0.0462540415508056,0.0420897719583627,0.03832531329385,0.0262718210135804,0.0245486011132319,0.0258804399322525
112,0.0219803551939366,0.0250083060975741,0.0189103133430161,0.00292157215203355,-0.00333929168960792,-0.0029623114927703
120,-0.00457423105870165,0.021739791070098,0.0169526149646431,0.00547929849452368,0.0831304867641202,0.0837186740602409
128,-0.0251430257585541,0.126196548917149,0.0628814284312512,0.000151795751801151,-0.0112358762154428,-0.0141148714360999
136,-0.0409123446018342,-0.0248020096412902,-0.0380105620679653,-0.0430027398499441,-0.0469174447183396,-0.0490575796670222
144,-0.0377023775825942,-0.0251835160352346,-0.0155993797956807,-0.00731434590987814,-0.00874557625890005,-0.0101320997568511
152,-0.013365404633656,-0.0219580366650409,-0.0132586311048691,-0.00695477190039879,-0.00916404379471768,-0.01033923352743
160,-0.00739553654101898,-0.0226537622485388,-0.0149721257273002,-0.0101036896138659,-0.0126328403315682,-0.0136172278126217
168,-0.0119705899202243,-0.027009741060905,-0.0215577539294255,-0.0183477477174423,-0.0208166478091163,-0.021606843180711
176,-0.00181754009847315,-0.0085476729698297,-0.00243151889086198,-0.000297177870039174,-0.00274255523279357,-0.0033938305924507
184,-0.00476734625757761,-0.011129798351533,-0.006687812765795,-0.00519897489655467,-0.00722291674209297,-0.00771712862307058
192,-0.00461684672089071,-0.0114326943225619,-0.00831828805615441,-0.00788353372184002,-0.00969310166460389,-0.0100934905586513
200,-0.00167811784705581,-0.00421820259548628,-0.00118732237322178,-0.00137183302349674,-0.00302025628598984,-0.0033533497119254
