tc,P,P_LightMax,P2_LightMin,P3_noZoo,P4_maxMLD,P5_minMLD,P6_LightMaxNZ,P7_LightMinNZ,P8_MaxMLDNZ,P9_MinMLDNZ,P10_ZOnly,P11_Zdyn,P12_Nullcline,P13_ConstHighN,P14_MLDOnlyNUnlim
1,5.77750201433822,13.178931322759,13.178931322759,138.145428166743,3.27522558369534,3.27522558369534,218.335334141144,218.335334141144,17.6518265231175,17.6518265231175,15.2475257628401,29.4825804801862,15.4851200723205,5.99657588837878,342.953224102794
8,6.33423123815793,15.09143435725,15.09143435725,136.304181641138,3.01717773914722,3.01717773914722,215.425290857489,215.425290857489,15.3285538547068,15.3285538547068,15.2475257628401,26.0526091869869,16.4347506884983,6.60114872282675,341.435036432752
16,7.58385365547824,15.6856419441346,15.6856419441346,131.776561479464,3.2967487281886,3.2967487281886,208.269502396144,208.269502396144,15.4095000624826,15.4095000624826,15.2475257628401,22.3462236352788,17.3107717376905,7.95250404327572,334.559759714987
24,9.6613045223236,15.4680996429136,15.4680996429136,125.668042496558,4.479692867758,4.479692867758,198.473956063149,198.473956063149,18.7116763439267,18.7116763439267,15.2475257628401,19.2061489426188,17.8264315064625,10.173974591308,318.824399569889
32,12.6128939538968,15.1893132649773,15.1893132649773,123.574020418565,7.17551483022856,7.17551483022856,189.621087496714,189.621087496714,25.8034477399929,25.8034477399929,15.2475257628401,17.06663754837,17.2331597788023,13.265958121476,304.603337214147
40,14.4215512469616,14.1905383145767,14.1905383145767,116.437778986773,10.8132531290215,10.8132531290215,175.74232710422,175.74232710422,33.2160826625929,33.2160826625929,15.2475257628401,16.3777555993949,15.2176296230597,14.9916705902609,282.308787658721
48,10.2764571334566,10.9989011285387,10.9989011285387,74.4437398762021,12.2352650929478,12.2352650929478,122.038903009745,122.038903009745,33.964995503192,33.964995503192,15.2475257628401,15.9792198410567,13.0818841095768,10.5834395048207,192.454042604148
56,10.2550287639123,10.4923747764185,10.4923747764185,60.9735113040098,18.8066882213222,18.8066882213222,102.701472740567,102.701472740567,45.7260264633254,45.7260264633254,15.2475257628401,15.523598019132,10.8948317569399,10.6754021408288,149.838404543084
64,13.6090757297666,10.9716515869334,10.9716515869334,63.5396369188103,32.107234973281,32.107234973281,95.9430908457108,95.9430908457108,70.9742898287181,70.9742898287181,15.2475257628401,15.5645540672631,11.7560871367276,14.3189277035527,129.557460599383
72,16.4626020344536,11.983424300013,11.983424300013,66.1193479935608,31.9826758219055,31.9826758219055,95.4681119404734,95.4681119404734,85.5953310806531,85.5953310806531,15.2475257628401,16.3018391427606,13.0899936803833,17.1528368973245,120.981985211164
