tavg,P,P025,P05,P1,P2,P4
1,-0.00534580140652811,-0.00787873883598927,-0.0112717883663713,-0.0111597077193998,-0.0112191808954132,-0.0112731159723447
2,-0.0039658419030064,-0.00515032683114556,-0.0122652138066553,-0.0123015596656014,-0.0123825439207516,-0.0124426347717102
3,-0.00335116461013165,-0.00133481900634391,-0.00838675971656976,-0.00853353701304341,-0.00862125840747129,-0.00867636632188313
4,-0.00335625479559752,0.00141465598615032,-0.00451847152589218,-0.0046630650096998,-0.00470976077668612,-0.00474001540822148
5,-0.00221768345917839,0.000906015303580712,-0.0042604171107095,-0.00447951471624192,-0.00453904020482468,-0.0045738411840926
6,-0.00276478755982493,-0.00117700291481961,-0.00610245886481472,-0.00629193200389145,-0.00632165357758071,-0.00634181479849912
7,-0.00284236440270829,0.00674358607629737,0.0051441308872949,0.00492946522749441,0.00491653141659617,0.0049161568891964
8,-0.00271600880733074,0.00679165964452022,0.0089455279108923,0.00884294223145978,0.00887421190414633,0.00890096548589
9,-0.00183168734919035,0.00340326576593722,0.00805911692483716,0.00798881399080579,0.0080194766033201,0.00804553769954034
10,-0.00264908635265121,-0.00140084823714184,0.00496389188315451,0.00511069987635436,0.00522053189751694,0.00528236778014052
11,-0.00426579033069232,-0.001024703191216,0.00932812856914644,0.00993808533614586,0.0102880000912236,0.0104759645696023
12,-0.00537099580380654,-0.00693696187299858,0.00467268525054039,0.00602952671160007,0.00671765467227256,0.00706992008839673
13,-0.00604451771334638,-0.0104121408417693,-0.000539964922629423,0.0010770200107921,0.00194781701816981,0.0023994360029818
14,-0.00191446580329224,-0.00808228940277477,0.00242522615682348,0.00363077453742612,0.00430298490831188,0.00466636249247421
15,-0.0134227743898483,-0.016345398338509,-0.0130456326899515,-0.0117116253801253,-0.0108650493739287,-0.0103860385541354
16,-0.00449003142092762,-0.00955564916141239,-0.00488751974637037,-0.00414769684934721,-0.00370354741711535,-0.00344538892868615
17,0.00103869356184206,0.00108281505662995,-0.00778496973047489,-0.00797608787593746,-0.00962608774000798,-0.0109230405940619
18,0.0137346717087406,0.0122102936743203,0.00729436489806935,0.00249716909874062,0.00280522810568585,0.00285639235892511
19,0.022534065900562,0.027837094870052,0.00257739241591704,-0.000879198990719425,-0.00120587788911701,-0.00187560146357926
20,0.0323884636504594,0.0332681741168182,0.00924967146584497,0.00839458459152533,0.00594411746868698,0.00575631416503329
21,0.0258984978035107,0.0202818122150921,0.00917143953906919,0.00924320041475245,0.00918722094521357,0.0091022433400511
22,0.0168632961515073,0.0097479230888356,0.00493354905775689,0.00487001178903006,0.00488754361990098,0.00487912945466953
23,0.0208285700208153,0.0148561975608793,0.0132676645863593,0.013779387832283,0.0141801730702359,0.0144082954290391
24,-0.0102544311656814,-0.0116901718362582,-0.0130092456691402,-0.0130583016356017,-0.0130212074731287,-0.0129948744015991
25,0.0112079477785003,0.00643218746853486,0.00688995721953162,0.0077240192152706,0.00823749740483116,0.00852957497584931
26,0.00868780032263102,0.00496897525971634,0.00539458432211653,0.006010568953666,0.00641040283553553,0.00664433987579303
27,0.00199075462290095,-0.00286594815565299,-0.0023476327367167,-0.00176062577182828,-0.00139100955278912,-0.00117595290137974
28,0.0166171980775782,0.0114444150667761,0.0124328875996963,0.013413258145475,0.0140616107877225,0.014448479711379
29,0.0116380342622993,0.00642874775073307,0.00637384103469511,0.00662470721992354,0.00689329509158917,0.00707840049742956
30,0.0212219778553574,0.0172149883235384,0.0176471168746854,0.0182930815256815,0.0188320553703015,0.019183190234856
31,0.0255524887264349,0.0217377597539977,0.0216442887814132,0.0218641383570463,0.0222226453749361,0.0224907438504505
32,0.0159053303956509,0.0152358940524646,0.0144328071003529,0.0141697943158419,0.014265012783918,0.0318849013769142
33,0.0062851221233887,0.0102028218795465,0.015168766687266,0.0107157921549584,0.0093487807483967,0.00907008974168171
34,-0.00172639717176207,0.0273422594990056,0.0248999800017568,0.0248944588514733,0.0251026282275447,0.0253087082409994
35,0.0033828253866513,0.0169938062577844,0.0162425775437582,0.0155912671348721,0.015312464353116,0.0151997159998772
36,-0.00160237588315844,0.00567494480343204,0.00554709489851438,0.00508740860236419,0.00490249766442208,0.00483628963255963
37,0.00541447896932777,0.0128898525185862,0.0296921575789754,0.0267549650113124,0.0225554645822264,0.020039138652762
38,-0.0022998126140488,0.0318468559002762,0.00631160157382085,0.00404796554134867,0.00276907039116085,0.00204403089229013
39,-0.00673602876330648,0.00204560649772705,0.00354251297046567,0.00272983260489432,0.00220578023816278,0.00193143560202006
40,-0.0020302871612775,-0.00435069132039676,-0.00111633301660931,0.00345026928692253,-0.0044752060497376,-0.0073301073461261
41,-0.00511026394547638,-0.0335257290367515,-0.00447836011635242,-0.0282506337215973,-0.0319088588194012,-0.0335249912809447
42,-0.0179850986670558,-0.0241095827824521,-0.0124741247120682,-0.0121249094374221,-0.012296821798582,-0.0124548010537338
43,-0.00758464172367019,-0.0118183261076629,-0.00785961756279768,-0.00821241203561281,-0.00865811014937985,-0.00892488033501822
44,-0.00735183823163371,-0.0239874838917748,-0.0114087842971671,-0.011588238623904,-0.0119263726195838,-0.0121346118816354
45,-0.00923099426398408,-0.0239570513672001,-0.0162014511747876,-0.0159422482641972,-0.0160363564195935,-0.0161246799180224
46,-0.00608697193509126,-0.0123701905502636,-0.00956390595990389,-0.00941392859542044,-0.00949613455692457,-0.00956356064226886
