n_median,p_median,z_median,rp_median,rp_lb68,rp_ub68,rp_lb95,rp_ub95,rz_median,psynth_median,predation_median,mldloss_median,noZoo_median,noMLD_median,zPred_median,zMLD_median,p_maxL_median,p_noZ_median,p_maxMLD_median,light,mld,dmld,dps1_median,dps1_lb68,dps1_ub68,dps1_lb95,dps1_ub95,tavg
5.22577885291893,3.28516057150949,4.4308687431023,0.00465271965278002,-0.0254611045462543,0.041515732942163,-0.0254611045462543,0.041515732942163,13.7475231279889,0.237005458381907,0.230710644542862,0.000391904681740216,0.236593705070695,0.00557587492995267,0.0587484367093634,-0.0153190763307513,3.62939775999908,3.28516057150949,1.78101144014307,132.002077030463,21.2935710316963,-0.281854766860395,3.41556101291149,2.97328010664291,3.79943174397016,2.97328010664291,3.79943174397016,1
5.22028968315695,3.28340010478293,4.55023095476764,0.00357314377682206,-0.0239299701489685,0.0276924607311305,-0.0239299701489685,0.0276924607311305,13.7463958299519,0.259830083881704,0.254731307559387,0.000700665497927541,0.258546230544236,0.00480091943449857,0.0589689499021466,-0.0119845803483232,3.70223973144123,3.28340010478293,1.78055389466426,121.092839511961,19.0387328968131,-0.161888490642319,3.28082559965992,3.0203990845725,3.51503462173928,3.0203990845725,3.51503462173928,2
5.22052675851947,3.20317150360326,4.61753177155198,-0.0128793655377921,-0.0433743994554935,0.0138482236952132,-0.0433743994554935,0.0138482236952132,13.8148306231519,0.240374827638331,0.251362783844309,0.00152998570172339,0.23767269915206,-0.0114753387028792,0.0544288471838214,-0.00477164413386232,3.81723071028457,3.20317150360326,1.78002597053039,107.688218555776,17.7436249716746,-0.0419222140628846,3.13341743788652,2.88923025205316,3.25593537687512,2.88923025205316,3.25593537687512,3
5.22256797088001,3.19301935529737,4.63958082045674,0.00445880088002193,-0.0204198510945441,0.0540298248372196,-0.0204198510945441,0.0540298248372196,13.8501186921923,0.254621029289556,0.248795719768823,0.00151119278830422,0.25266755529729,0.00540013493023004,0.0515616676476824,-0.00529574338941293,3.1893579979162,3.19301935529737,1.77980565557466,111.745152799518,17.4082472591715,-0.041922213800458,2.97345769448243,2.66391769744158,3.12947207610226,2.66391769744158,3.12947207610226,4
5.22300006783859,3.22124159129562,4.66575450935214,0.00492838958118078,-0.0236664815712372,0.0257846205658643,-0.0236664815712372,0.0257846205658643,13.8155660885749,0.26282270838408,0.257021624254338,0.00149808898022603,0.261101039612101,0.005992620465273,0.0522944904963379,-0.00590886717557918,3.08693943922234,3.22124159129562,1.77957271904828,127.428950269647,17.0728695487679,-0.0419222147545465,2.81656522841602,2.68098093582581,2.92967041227767,2.68098093582581,2.92967041227767,5
5.22624269612051,3.19735809754439,4.64396177260274,0.00179602294721461,-0.0200587788573778,0.0300542339294485,-0.0200587788573778,0.0300542339294485,13.8236641947839,0.24451638463181,0.241177048265075,0.006615499080071,0.237208206955634,0.00313185942406723,0.0512121772066971,0.00476574398567256,3.0346103523119,3.19735809754439,1.77938851579056,110.053928989833,16.7374918307315,0.148291789668301,2.77995305634964,2.65668418357838,2.87968243167942,2.65668418357838,2.87968243167942,6
5.23794163582815,3.16251549120056,4.554469008107,0.00738307427957256,-0.0141952492234829,0.050720781453638,-0.0141952492234829,0.050720781453638,13.874642758264,0.215624016325817,0.206441817774151,0.0114939532014359,0.203384920520648,0.00854625605812201,0.0486754431472225,0.010517777147312,3.08650658301305,3.16251549120056,1.77920644582555,108.558429305473,17.9238261480779,0.262420193165338,2.70539261019616,2.55775018409042,2.79643946260575,2.55775018409042,2.79643946260575,7
5.25240305960239,3.02741255906507,4.42413220318881,-0.0142413976077399,-0.0483381666008305,0.0267989391802615,-0.0483381666008305,0.0267989391802615,14.0146605813469,0.150950140991074,0.16420556572951,0.00983733929934937,0.140694926178512,-0.0129591386157198,0.0393055178139763,0.00889310243905666,3.11531667172513,3.02741255906507,1.77905349771208,90.8279706931696,20.0231876934006,0.262420192763617,2.57548434059509,2.35773032198425,2.82291998429933,2.35773032198425,2.82291998429933,8
5.2637190396541,3.02132566717259,4.26585727545484,0.018085501063657,-0.0129004205893545,0.0365180871092537,-0.0129004205893545,0.0365180871092537,14.049304346033,0.155409123488358,0.135906208576404,0.00866927551007542,0.146295906755423,0.0194355091689347,0.03586150147056,0.00774661194445767,3.12987119798947,3.02132566717259,1.77868248279505,95.5932364506693,22.1225492355095,0.262420191391475,2.58996841209985,2.39319143080699,2.70650208299063,2.39319143080699,2.70650208299063,9
5.28049082919486,2.97958970515403,4.03287339193601,0.0126834948307858,-0.0149053188963115,0.0541807120731582,-0.0149053188963115,0.0541807120731582,14.0766916459118,0.123370839876788,0.109256761078752,0.0246024006395295,0.0983853147664082,0.0137711215095318,0.034407314839408,0.0241938141992815,3.12749441310013,2.97958970515403,1.77833875552499,94.5349301289605,24.2219107666413,0.529512262091044,2.60552733591004,2.43973795871623,2.81215260221074,2.43973795871623,2.81215260221074,10
