tc,P,P_LightMax,P2_LightMin,P3_noZoo,P4_maxMLD,P5_minMLD,P6_LightMaxNZ,P7_LightMinNZ,P8_MaxMLDNZ,P9_MinMLDNZ,P10_ZOnly,P11_Zdyn,P12_Nullcline,P13_ConstHighN,P14_MLDOnlyNUnlim
1,4.45821395221911,14.6028160014797,14.6028160014797,52.3773286437836,7.03919725274482,7.03919725274482,92.5721571774411,92.5721571774411,38.7809413095539,38.7809413095539,17.6366054339639,15.8277467706526,19.9369068270957,5.03286587114473,168.290094144866
8,4.59569053688283,15.8667917429168,15.8667917429168,50.0414289714054,7.30958277120568,7.30958277120568,91.2483261617331,91.2483261617331,37.1140512562058,37.1140512562058,17.6366054339639,13.3160533317513,20.8476009447927,5.38497057790199,160.784771022127
16,4.63584848698268,16.3591171704586,16.3591171704586,46.8807069979333,7.72083311672178,7.72083311672178,86.9355073665009,86.9355073665009,35.7355423621087,35.7355423621087,17.6366054339639,10.7903649962316,21.3040275843733,5.64663335899343,150.629266488879
24,4.89762125058996,16.5289814846785,16.5289814846785,44.3419726024359,9.01539892812512,9.01539892812512,82.4969594616023,82.4969594616023,37.1119303544986,37.1119303544986,17.6366054339639,8.83285228491137,20.1255576586248,6.24369061622649,142.472228673286
32,5.29386532887409,16.7416423246698,16.7416423246698,42.6170813766361,10.7031131147544,10.7031131147544,79.2878491496567,79.2878491496567,39.2274166028717,39.2274166028717,17.6366054339639,7.36296809231835,19.590323872227,7.04666602240638,136.930095954879
40,6.00341877156542,17.0384179212555,17.0384179212555,42.0689210265916,13.3732053374525,13.3732053374525,78.0037133296566,78.0037133296566,43.3322567752909,43.3322567752909,17.6366054339639,6.30124433115045,17.7554650045881,8.3447308795106,134.712393709988
48,6.0442607107343,15.7751127520841,15.7751127520841,37.7219530581549,15.4701923127124,15.4701923127124,69.8678756835794,69.8678756835794,45.8509308989125,45.8509308989125,17.6366054339639,5.58758359407158,15.8509575826922,8.68172263140592,120.656104520625
56,6.58647403032695,15.1689616874816,15.1689616874816,35.5402295462787,19.4935199476793,19.4935199476793,64.1199119204622,64.1199119204622,52.2100435867419,52.2100435867419,17.6366054339639,5.10078314908144,14.058862472494,9.87803016905917,107.794603375121
64,7.93056207925517,15.1406990651273,15.1406990651273,36.0007376058975,25.3963753950627,25.3963753950627,61.0724467278711,61.0724467278711,62.6129268700876,62.6129268700876,17.6366054339639,4.63117837728993,16.8756550632323,12.4406873233996,116.325079412296
72,10.8161161782717,16.8298366637881,16.8298366637881,40.9696131472888,29.9762162977953,29.9762162977953,64.6350491280985,64.6350491280985,73.3512052453785,73.3512052453785,17.6366054339639,4.04298203819337,20.4301243412614,17.4106234518382,129.469294188951
80,14.6237171609005,17.3872768274066,17.3872768274066,45.6565532457652,33.3154107598805,33.3154107598805,64.2963870924071,64.2963870924071,87.7906183569555,87.7906183569555,17.6366054339639,3.44123591001518,23.1183607850245,23.3798900737862,119.039223207437
88,17.6270086243623,16.9316485011469,16.9316485011469,47.1691349721174,30.0699526404494,30.0699526404494,60.9676106104794,60.9676106104794,98.8348243395541,98.8348243395541,17.6366054339639,3.00957352011118,23.19375379941,26.774234829339,106.750070620029
96,20.7158496672301,16.8865072828551,16.8865072828551,49.3252205732863,26.0650562557004,26.0650562557004,59.647433911873,59.647433911873,107.704415026689,107.704415026689,17.6366054339639,2.95280335716914,17.213578316591,28.9572258668059,101.063331257846
104,23.2395537350855,15.6411540788021,15.6411540788021,50.1315718093638,25.3201206598362,25.3201206598362,55.1913416514374,55.1913416514374,121.468719248775,121.468719248775,17.6366054339639,3.42311346188658,8.62792189067836,28.7587174184278,92.2605851390164
112,26.7453183528992,15.0272370680994,15.0272370680994,53.1884719924028,24.0096457288875,24.0096457288875,52.7691977676449,52.7691977676449,134.390017290733,134.390017290733,17.6366054339639,4.79912199174013,0,28.0506392333533,89.085573836814
120,33.6893671763128,15.8417418985398,15.8417418985398,63.1955013890131,23.4113280580023,23.4113280580023,54.7542413469934,54.7542413469934,146.980573389121,146.980573389121,17.6366054339639,8.61597287373322,0,28.5623290193705,95.340508975219
128,43.4116514680755,19.3263210231405,19.3263210231405,88.0512328916735,22.136827268575,22.136827268575,66.0068064126885,66.0068064126885,156.763595584534,156.763595584534,17.6366054339639,21.4149872405962,0,29.3909693163057,116.553792305369
136,56.2115034126865,37.8864582637562,37.8864582637562,169.389038750712,22.0864475235386,22.0864475235386,109.710789338201,109.710789338201,166.666891125265,166.666891125265,17.6366054339639,72.4008393139691,17.6366054339639,44.8535257573922,186.257305311247
144,31.2821719563438,35.7613714342477,35.7613714342477,263.631487826985,21.2419420256545,21.2419420256545,176.161063065163,176.161063065163,174.29088388716,174.29088388716,17.6366054339639,157.867026015722,17.6366054339639,30.7583836962673,278.328112303484
152,25.0781441404741,26.107049743927,26.107049743927,301.756148037082,20.5867412550652,20.5867412550652,211.729327747544,211.729327747544,179.258647934711,179.258647934711,17.6366054339639,196.853119591888,17.6366054339639,26.128124462231,325.595098926458
160,22.9029838102616,23.0098482011096,23.0098482011096,330.459142071537,21.0163798353912,21.0163798353912,229.206184445689,229.206184445689,186.358063144289,186.358063144289,17.6366054339639,223.520872088988,17.6366054339639,24.3359443825234,350.65286917526
168,20.7695847589514,21.3505748890729,21.3505748890729,343.957540422791,20.4712662556851,20.4712662556851,239.129802369117,239.129802369117,191.610269858125,191.610269858125,17.6366054339639,242.355472668221,17.6366054339639,22.2571518826069,366.133176947295
176,18.7562410867781,20.1184781325092,20.1184781325092,335.428265853225,18.4475950404404,18.4475950404404,244.968057388963,244.968057388963,189.16174831363,189.16174831363,17.6366054339639,252.279317069061,17.6366054339639,20.0670548051085,375.650659593208
184,19.0718125391872,19.3408801087836,19.3408801087836,357.865134937199,19.2668858629708,19.2668858629708,248.885654732308,248.885654732308,190.726584820725,190.726584820725,17.6366054339639,257.971212217494,17.6366054339639,20.4896779682891,382.340425949538
192,17.8267233088893,18.8496745476122,18.8496745476122,350.134409953347,18.263334450747,18.263334450747,252.153876235169,252.153876235169,190.046366535434,190.046366535434,17.6366054339639,262.159510858607,17.6366054339639,18.9631743599974,388.357482479136
200,17.9440015890305,18.4508662193523,18.4508662193523,365.067738539471,18.6060165484545,18.6060165484545,254.47645373272,254.47645373272,190.295991405159,190.295991405159,17.6366054339639,263.182170250338,17.6366054339639,19.0760075189868,393.036398448944
208,17.0680072471963,18.1094259839367,18.1094259839367,352.562807223226,17.6167550734528,17.6167550734528,255.714726569233,255.714726569233,188.165900889634,188.165900889634,17.6366054339639,262.953153890991,17.6366054339639,17.9254667442433,395.74202071282
216,16.9969562811025,17.8802561495954,17.8802561495954,479.19426912775,17.247933707104,17.247933707104,406.081206507213,406.081206507213,184.699107121041,184.699107121041,17.6366054339639,260.185302092573,17.6366054339639,17.7577268459656,660.263699236477
224,16.5738094194893,17.7328297071622,17.7328297071622,453.3907188357,16.5886262278316,16.5886262278316,418.868731717953,418.868731717953,180.279883251777,180.279883251777,17.6366054339639,256.66675993682,17.6366054339639,17.1146160430044,1265.14594950455
232,15.2863803042703,17.3919166048275,17.3919166048275,400.383575811357,14.4120570780325,14.4120570780325,369.897648173023,369.897648173023,168.17907178157,168.17907178157,17.6366054339639,250.21578014548,17.6366054339639,15.4560807234013,1603.79838348913
240,15.6756218640833,16.9593590202303,16.9593590202303,344.713932491777,14.2436085117241,14.2436085117241,318.466791907716,318.466791907716,158.601721191409,158.601721191409,17.6366054339639,241.273671250038,17.6366054339639,15.8338568496322,1710.47416810168
248,15.4771099521992,16.6112900756502,16.6112900756502,294.925153554751,14.6878468995349,14.6878468995349,272.469020403498,272.469020403498,153.562765628086,153.562765628086,17.6366054339639,233.539772696448,17.6366054339639,15.3916271289026,1672.33113588568
256,14.8974276542258,16.3370253767126,16.3370253767126,252.084403435083,14.4072789133481,14.4072789133481,236.961650309462,236.961650309462,147.311917981395,147.311917981395,17.6366054339639,224.71518623511,17.6366054339639,14.6594618319749,1538.34305933957
