tc,P,P025,P05,P1,P2,P4
1,-0.00327583179775086,-0.00531051199921632,-0.003617887029445,-0.00210431916653697,-0.00178048829662556,-0.00173945363962056
8,0.00474156981446886,0.00348618171738775,0.00540249787019374,0.00698730297997072,0.00730897168478743,0.00734927719075258
16,-0.000338882761509667,-0.002211318910919,-0.000240855492779644,0.00141696496615879,0.00175773738440187,0.00180055802445259
24,-0.0169133850116897,-0.0188738545213666,-0.0162399809506884,-0.0141307317789739,-0.0137133218150437,-0.0136613203936782
32,0.00998148738122151,0.00749669645737768,0.0112289919643351,0.0140875966443021,0.0146347008511145,0.0147023527999321
40,0.00783040221932438,0.00766946876502314,0.00984684755800578,0.0109954020596731,0.0111425021423123,0.011158700777812
48,0.0211223325970755,0.0229858283547122,0.0242484491282626,0.0243562991955615,0.0242650132527915,0.0242507812427781
56,0.0275977005140148,0.0335992007259722,0.0323688349033454,0.0301501025008599,0.0295707441939342,0.0294951774709005
64,0.0316876004119844,0.0428713796599465,0.0381168197303259,0.0331721158628793,0.032085380873772,0.0319476344780889
72,0.0442528500919197,0.061913447797231,0.0525699418014243,0.0448399662827351,0.0433193921949633,0.0431305649074807
80,0.0266775229082561,0.0473460895823624,0.0345932355304942,0.0260241027281756,0.0245277267878437,0.0243460863169958
88,-0.01925250781582,-0.00911635236745987,-0.0150570421291671,-0.0173828341847825,-0.0176457876483013,-0.0176746727477766
96,-0.0129796747163429,-0.0130703245164164,-0.0113436485473798,-0.00986800592588464,-0.00958684534461,-0.00955219045699695
104,0.00112288131090893,0.000280036284970471,0.00162770906384694,0.00240952968669808,0.00253993432555618,0.00255569268590333
112,0.0494804743087302,0.0321919493056428,0.047485963460875,0.0142274380702489,0.0142487578288082,0.0142514362985509
120,-0.0109852732836739,-0.0110001854476503,-0.00924711691989415,-0.00791232816407375,-0.00764635633746844,-0.00761315047816742
128,-0.0114061424856725,-0.0105214070208231,-0.00987441502482164,-0.0093202598303707,-0.00920867088230679,-0.00919462868551448
136,-0.00788255585867894,-0.00642337498208852,-0.00612572941294726,-0.00585493154541601,-0.00579877135516455,-0.00579166383159944
144,-0.0129297051638546,-0.0118722132742886,-0.0115554561844844,-0.0112788582519631,-0.0112216604822429,-0.0112144463461642
152,-0.00631152996953835,-0.00451969794734286,-0.00438741044802332,-0.00426692293162567,-0.00424153776726958,-0.00423832322939442
160,-0.00640846191080908,-0.00412502765681201,-0.00405533466417907,-0.00399005568288193,-0.0039761281921339,-0.00397436003173741
168,-0.00737028707156813,-0.00522188497436655,-0.00517237683567079,-0.00512659046525668,-0.00511684834847709,-0.00511561280388418
176,-0.00540305487508573,-0.00319564340946992,-0.00312734145596487,-0.00306801582867568,-0.00305569028382295,-0.00305413621495403
184,-0.00587505785467035,-0.00437346744189554,-0.00433350337564647,-0.00429838488042074,-0.00429104682345629,-0.00429012054767547
192,-0.00478923509203596,-0.00404480087277672,-0.00402500136884728,-0.00400702569368839,-0.00400321464144404,-0.00400273212625477
200,-0.00305455202200505,-0.00261971666669964,-0.00257070526547173,-0.00252962669214226,-0.00252121782246377,-0.00252016145140841
208,-0.00281210128915765,-0.00286414861130118,-0.0027906244437231,-0.00273006466088737,-0.00271776985809904,-0.00271622820231565
216,-0.0021516462832186,-0.00225231684210437,-0.00220117532014163,-0.00215896422800284,-0.00215038492496308,-0.0021493089303699
224,-0.00402752863988549,-0.00547475147185825,-0.00543861027343638,-0.00540875634866615,-0.0054026858355974,-0.00540192442422822
232,-0.0013776549579091,-0.00219844585245533,-0.00209166711998705,-0.0020047320756101,-0.00198718259573846,-0.00198498489966502
240,-0.00291511109170145,-0.00443655781008905,-0.00430694701733499,-0.00420144207134757,-0.00418014478670435,-0.0041774778576654
248,-0.000222220891353924,-7.37745148190687E-05,2.56849406924073E-05,0.000106790763437341,0.000123178643649459,0.000125231169508271
256,-0.0026992295490609,-0.00318715177877748,-0.00310718086227194,-0.00304190982076677,-0.00302871497301268,-0.00302706221251436
264,-0.00238510511007381,-0.0029718759378983,-0.00287600855436131,-0.00279766645389852,-0.0027818181112995,-0.00277983274450805
272,-0.00935335959690078,-0.0139105143063815,-0.0138368875427607,-0.0137763522232846,-0.0137640660025655,-0.0137625259247768
280,-0.00155257758425222,-0.00331297876434156,-0.00322313364584492,-0.00314952294404066,-0.00313460942578875,-0.00313274064469528
288,-0.00223269941709636,-0.00333494523444625,-0.0032532415392678,-0.00318616278068704,-0.00317255732967403,-0.0031708520982429
296,-0.00869602722684307,-0.0118721961168812,-0.0117116945375097,-0.011579117118166,-0.0115521397893601,-0.0115487565813743
304,-0.00258297387664923,-0.0038139513918032,-0.00364275762607566,-0.00350201295175357,-0.00347343940563871,-0.0034698574977611
312,-0.000925555771202542,-0.00105180681119252,-0.000894812364241785,-0.000765520454667109,-0.00073924621494718,-0.000735951911806301
320,-0.00905247345005178,-0.0108340069842052,-0.0106519089223655,-0.0104996691785238,-0.0104684891013079,-0.0104645740281766
328,-0.0148872861338534,-0.0180889282262696,-0.0176871221795618,-0.0173484179706918,-0.0172787350630186,-0.017269977923033
336,0.0461478946648435,0.0151390852831412,0.0162071674905041,0.0170886703484201,0.0172679461517211,0.0172904264709704
344,0.0443467476399258,0.0284643223512272,0.0296202316074417,0.0305673502215643,0.0307592582438083,0.0307833062007477
352,0.0247534941150664,0.0178792335616325,0.0191291141009437,0.0201734867547699,0.0203875232518244,0.020414404229336
360,0.0157644998243956,0.0120200973245078,0.013932904053598,0.0155975603646623,0.0159466188056379,0.0159906527876727
