iteration,log_likelihood,al,alpha,c1,f,g,j,k,K,l,m,mp,Q,r
50000,-593.734985556,4.87623516620105,0.139735639295053,3.11539514483374,0.238700182640052,0.0189785712726241,0.218642838802538,0.0632234562331434,1.16751495532186,0.0897149116320917,1.0440590631126,5.47890707927635,0.655118150748676,0.0779536164583621
50100,-593.083149201434,4.61389067314498,0.149135727167526,3.28852133075445,0.234507657367148,0.0196337020915246,0.149539284792146,0.0639229912195659,1.12404417139009,0.0860457673533007,1.13262010084309,6.05488043933583,0.680029885032708,0.0733317885303947
50200,-591.897212934962,3.97751190759338,0.143692209323444,3.31618272610084,0.286262964660447,0.0181966928391952,0.147402642639274,0.0634394226368491,1.28164181767777,0.0874150442237231,1.13829352083615,5.82978080244169,0.549680841258344,0.0709387104979569
50300,-589.508043208663,4.33934937934854,0.155679757702795,3.01634112476681,0.287871089503097,0.019057407816073,0.158200210087236,0.0626430718618049,1.22973256599619,0.0883260866155344,1.18580841629388,7.65474462018031,0.533648523413182,0.0698500627714143
50400,-591.742706073237,4.15399112689689,0.155059257581796,3.07548971320068,0.279986319901443,0.0177306778882435,0.214173345446049,0.0631601429913039,1.20795574234755,0.102184633973662,1.23206982749703,6.12232677964393,0.539830547646394,0.072218138579067
50500,-591.139705750987,4.57115701263972,0.159391741893639,2.88125576548231,0.322599610200344,0.019379892281347,0.159092274278157,0.0634690494979737,1.28364982809086,0.0881641069552258,1.304509763934,7.75478534010965,0.650464513272977,0.0820558397612732
50600,-588.193082299521,4.57115701263972,0.159391741893639,2.8970705112955,0.298041835423563,0.0187398085274013,0.145245729599554,0.0608732307216105,1.24184196563529,0.108288128334127,1.38172879919227,8.87702063802029,0.63042332438757,0.0785417802155485
50700,-588.709807935603,4.58408955354045,0.154844001642314,2.76231601466691,0.340513690072181,0.0200365471438544,0.14671990085061,0.0608183578558783,1.22459699551541,0.108933419409143,1.01679518053662,6.80377930389557,0.541268647800343,0.0745318668869597
50800,-591.675008825479,4.15543964313661,0.148193129445589,3.14814255011529,0.28818044214667,0.0182706303338464,0.146416951022122,0.06002737695302,1.26269499138846,0.124124586747859,1.09368215531977,5.45244564198,0.594098079847771,0.0731729398400889
50900,-588.808816719656,4.25758310727736,0.158335470482375,3.26521732718979,0.289743457582209,0.0187190497815006,0.130131022522137,0.0605949520914033,1.22171101147677,0.118928788996138,0.960123830984564,5.48330044954983,0.546241507335772,0.0725874914251171
51000,-590.001432879694,4.25758310727736,0.13723466208065,3.15260971583269,0.279433574374967,0.0187709136856298,0.161432211272723,0.0596885110786793,1.20339575343253,0.115640653693106,0.982889381153719,5.99248307387636,0.532937842911418,0.0686311329349814
51100,-593.951132572566,4.18786661134606,0.159310772459435,3.16462668347554,0.239683401092284,0.0177318823533475,0.165893069166122,0.0585364890395967,1.2192015340868,0.126525283485892,0.877035302851163,4.08148604355207,0.658793293194491,0.0686311329349814
51200,-591.996877026135,4.37873891752917,0.151796710487524,2.78836924988505,0.257364200553099,0.0193296072575595,0.126858969028454,0.05705265193949,1.16772548556522,0.12176496345424,0.857879097013607,4.89965171844649,0.570070009471586,0.0644565626044855
51300,-588.94169164603,4.48542045112641,0.154013986068016,3.0353466368904,0.258273281677007,0.0175146642754087,0.133003280405915,0.0578870524247305,1.1401325769989,0.132034921048937,0.772857435158682,5.69739074900472,0.586498530655243,0.0720654729507058
51400,-588.805716513788,4.7161028801369,0.156416790149503,3.0411130359523,0.267602627374393,0.0178631504303618,0.143759633637361,0.0572740271349982,1.20292629563703,0.138814094453208,0.933755291112308,7.31168134545908,0.579580067700191,0.0721600520361898
51500,-585.836188620073,4.83080277666675,0.146380282402385,3.43618527900085,0.230992019872457,0.0176624787600775,0.128388718588744,0.0592791321713943,1.21874461521634,0.116298811936393,0.84414576740722,7.25235173881554,0.610938627600227,0.071185124758342
51600,-586.194558809419,4.91388582212338,0.159405269520811,3.70403946252358,0.225672963183677,0.019078264203467,0.14576950952185,0.0597191292056855,1.16147852742231,0.112124871449498,0.814269195679094,9.03417776607005,0.551817937920719,0.0678144720266079
51700,-588.941285371619,4.84326947246311,0.135041077056073,3.51823710049018,0.22505395093491,0.0201548868526451,0.127117092459922,0.0587034768948969,1.11082746542062,0.11336631272259,0.827690992470391,8.52115137970719,0.809062329760126,0.0683344269245942
