index,t,days,years,latmin,lonmin,latmax,lonmax,siteID,lpC,sdlpC,MLD
24,184,184,1998,40,-45,45,-35,1,2.50690616354699,0.360985688011122,15.9106854681091
25,192,192,1998,40,-45,45,-35,1,2.52496661682619,0.279031100992894,14.9197992386669
26,200,200,1998,40,-45,45,-35,1,2.46496088184393,0.31223388494647,14.3830534968194
27,208,208,1998,40,-45,45,-35,1,2.54121331015996,0.333119810029859,14.3004482274172
28,216,216,1998,40,-45,45,-35,1,2.1423476575742,0.427821906562947,14.217842970921
29,224,224,1998,40,-45,45,-35,1,2.38476507862906,0.34278698955229,14.1352377209068
30,232,232,1998,40,-45,45,-35,1,2.22890106145301,0.316496744953685,15.7757099049539
31,240,240,1998,40,-45,45,-35,1,2.36203562569544,0.358752447769979,18.4500285426941
32,248,248,1998,40,-45,45,-35,1,2.34748906695081,0.54354090597798,21.1243472095662
33,256,256,1998,40,-45,45,-35,1,2.36155151044965,0.330686009148965,23.7986658419007
34,264,264,1998,40,-45,45,-35,1,2.24021888407653,0.592145253936427,25.764638563825
35,272,272,1998,40,-45,45,-35,1,1.93469553037155,0.495258104002431,27.4944959211681
36,280,280,1998,40,-45,45,-35,1,2.23075333898277,0.54642637748206,29.224353360004
37,288,288,1998,40,-45,45,-35,1,2.15262493748042,0.572193724147562,30.9542107154927
38,296,296,1998,40,-45,45,-35,1,2.58221109293894,0.602673677649113,35.4260640374654
39,304,304,1998,40,-45,45,-35,1,1.93384789401082,0.778687730408701,39.8979174310136
40,312,312,1998,40,-45,45,-35,1,2.02592693090274,0.726329510697103,44.3697707305518
41,320,320,1998,40,-45,45,-35,1,1.53351102723302,1.01782057823336,49.2187395119172
42,328,328,1998,40,-45,45,-35,1,1.87276229743406,0.802180509883427,56.707516763939
43,336,336,1998,40,-45,45,-35,1,2.22313091513069,0.894772394933822,64.196293874019
44,344,344,1998,40,-45,45,-35,1,2.03057562010709,0.962637830168036,71.6850711160238
45,352,352,1998,40,-45,45,-35,1,2.29898411300345,0.845823454820573,81.7426317327886
46,360,360,1998,40,-45,45,-35,1,2.31738827547028,0.760820518917375,96.0814983512629
47,366,1,1999,40,-45,45,-35,1,2.44398869448277,0.952140649557601,136.58552803437
48,373,8,1999,40,-45,45,-35,1,2.44398869448277,0.952140649557601,136.58552803437
49,381,16,1999,40,-45,45,-35,1,2.07705189797145,0.747616709178949,153.328404699631
50,389,24,1999,40,-45,45,-35,1,2.04316194191234,0.805672895754658,143.057165263229
51,397,32,1999,40,-45,45,-35,1,2.17356646698712,0.978829554778287,132.78592609995
52,405,40,1999,40,-45,45,-35,1,1.4032972130234,0.962531538032507,122.514686821832
53,413,48,1999,40,-45,45,-35,1,2.15060578547134,0.716912386309351,113.389369787508
54,421,56,1999,40,-45,45,-35,1,2.14692796466353,0.815387047139337,107.701819542448
55,429,64,1999,40,-45,45,-35,1,1.74036135626867,1.05093603156241,102.014269161953
56,437,72,1999,40,-45,45,-35,1,2.25357812646472,0.747464373760381,96.3267188710308
57,445,80,1999,40,-45,45,-35,1,2.15840228362391,0.826793174583789,98.1370186528895
58,453,88,1999,40,-45,45,-35,1,2.63327539044839,0.69127395574991,102.44660168863
59,461,96,1999,40,-45,45,-35,1,2.4000087827884,0.658314819550573,106.756184595857
60,469,104,1999,40,-45,45,-35,1,3.09247909283859,0.735312155043919,111.065767646234
61,477,112,1999,40,-45,45,-35,1,2.9911458088129,0.593557554129245,104.076449143656
62,485,120,1999,40,-45,45,-35,1,2.62834938506065,0.734243654674747,95.4730023385754
63,493,128,1999,40,-45,45,-35,1,3.11390983623088,0.484187706667605,86.869554717276
64,501,136,1999,40,-45,45,-35,1,3.17201955051182,0.496053523426408,77.7579323385325
65,509,144,1999,40,-45,45,-35,1,3.16200255971524,0.410696321393846,65.0890834288299
66,517,152,1999,40,-45,45,-35,1,2.97112540270224,0.373399505660045,52.4202345291608
67,525,160,1999,40,-45,45,-35,1,2.76120900962189,0.349337935216386,39.7513856545422
68,533,168,1999,40,-45,45,-35,1,2.57480478778332,0.420982475885913,29.5088031612667
69,541,176,1999,40,-45,45,-35,1,2.48889134315413,0.395616304718143,26.5450198483797
70,549,184,1999,40,-45,45,-35,1,2.21028261489643,0.530562297519762,23.5812364747458
71,557,192,1999,40,-45,45,-35,1,2.35706342581202,0.293733056762934,20.617453131593
72,565,200,1999,40,-45,45,-35,1,2.55029713659583,0.282694625707936,18.8754159137276
73,573,208,1999,40,-45,45,-35,1,2.60397071002614,0.404732368733134,18.3551248281698
74,581,216,1999,40,-45,45,-35,1,2.63862891607059,0.352567923473108,17.8348337323302
75,589,224,1999,40,-45,45,-35,1,2.40552833184685,0.352589437574237,17.3145426362505
76,597,232,1999,40,-45,45,-35,1,2.42690245843142,0.350377121497266,19.3883301699493
77,605,240,1999,40,-45,45,-35,1,2.34187057845359,0.453930914808719,23.0185648392803
78,613,248,1999,40,-45,45,-35,1,2.22810613737768,0.456019762270582,26.6487994902995
79,621,256,1999,40,-45,45,-35,1,2.19163113835476,0.384214754186887,30.2790341642002
80,629,264,1999,40,-45,45,-35,1,2.26491891498926,0.625419121348665,33.5952813266052
81,637,272,1999,40,-45,45,-35,1,2.09647802397255,0.390781231954729,36.8068660232094
82,645,280,1999,40,-45,45,-35,1,2.05519993358264,0.47278506028613,40.0184507009719
83,653,288,1999,40,-45,45,-35,1,2.3972049457678,0.589301249917759,43.2300353562833
84,661,296,1999,40,-45,45,-35,1,2.61088153312511,0.669979621214503,49.8502406507731
85,669,304,1999,40,-45,45,-35,1,2.04730140046589,0.740797516810467,56.4704458304909
86,677,312,1999,40,-45,45,-35,1,1.50836325336787,0.85586090997934,63.0906511181264
87,685,320,1999,40,-45,45,-35,1,1.85552214678546,0.759477079275673,69.1657088858223
88,693,328,1999,40,-45,45,-35,1,1.93603238653692,0.801503945018055,71.4247338760895
89,701,336,1999,40,-45,45,-35,1,1.86497364976343,0.697550802868631,73.6837588489389
90,709,344,1999,40,-45,45,-35,1,1.72483028977429,0.843600889529712,75.9427837764393
91,717,352,1999,40,-45,45,-35,1,1.17180311263677,1.25683591160949,84.8312196868662
92,725,360,1999,40,-45,45,-35,1,1.56354352542253,0.94248229478506,104.768674010039
93,732,1,2000,40,-45,45,-35,1,2.08625457031345,0.837423858878136,103.783526346353
94,739,8,2000,40,-45,45,-35,1,2.08625457031345,0.837423858878136,103.783526346353
95,747,16,2000,40,-45,45,-35,1,1.68967002789225,0.814371663416379,101.785297538009
96,755,24,2000,40,-45,45,-35,1,1.39024808769181,1.0292961655444,115.42944281535
97,763,32,2000,40,-45,45,-35,1,1.71884114796085,1.10660937408813,129.073587998252
98,771,40,2000,40,-45,45,-35,1,2.34305688761507,0.857471923405654,142.717733135621
99,779,48,2000,40,-45,45,-35,1,2.04577896136088,0.75559335542816,156.550877950457
100,787,56,2000,40,-45,45,-35,1,2.43466197277691,0.693170771201779,170.95102026648
101,795,64,2000,40,-45,45,-35,1,1.93329713993763,0.766937784719289,185.351163221102
102,803,72,2000,40,-45,45,-35,1,2.43043486117805,0.621097652531651,199.751305675176
103,811,80,2000,40,-45,45,-35,1,2.45567616645555,0.732817720352186,197.583510870835
104,819,88,2000,40,-45,45,-35,1,2.73170978703019,0.621832030475575,189.893069930954
105,827,96,2000,40,-45,45,-35,1,2.25007746007368,0.758093427462537,182.20262944763
106,835,104,2000,40,-45,45,-35,1,2.30694096430678,0.572497552582116,174.512188853241
107,843,112,2000,40,-45,45,-35,1,2.55460115714356,0.71002629252192,139.099287999355
108,851,120,2000,40,-45,45,-35,1,2.64589303120562,0.672146388430613,99.7260365008812
109,859,128,2000,40,-45,45,-35,1,2.91498346553454,0.593570696157165,60.3527846850954
110,867,136,2000,40,-45,45,-35,1,3.0545465648874,0.402093221649209,25.7640029175249
111,875,144,2000,40,-45,45,-35,1,3.36326118499776,0.477159107104982,24.6665118617813
112,883,152,2000,40,-45,45,-35,1,3.32376311494677,0.372231587857648,23.5690208098624
113,891,160,2000,40,-45,45,-35,1,3.09079088968181,0.432447938559211,22.4715297548308
114,899,168,2000,40,-45,45,-35,1,3.04841245570428,0.402595986416826,21.3780104440948
115,907,176,2000,40,-45,45,-35,1,2.9224143282581,0.34975437591122,20.2964063123863
116,915,184,2000,40,-45,45,-35,1,2.83611951551274,0.421902853312637,19.2148021385488
117,923,192,2000,40,-45,45,-35,1,2.63698182562258,0.325030046199156,18.1331980069479
118,931,200,2000,40,-45,45,-35,1,2.54467086723439,0.333558979775179,17.9262941941536
119,939,208,2000,40,-45,45,-35,1,2.61713799091232,0.35705013898737,18.5940906768707
120,947,216,2000,40,-45,45,-35,1,2.40539298899886,0.406657792226895,19.2618871688346
121,955,224,2000,40,-45,45,-35,1,2.41522468774913,0.412451769111063,19.9296836479753
122,963,232,2000,40,-45,45,-35,1,2.31212644797515,0.320535927314261,20.698552477931
123,971,240,2000,40,-45,45,-35,1,2.24696918765681,0.388647309441808,21.5280647284869
124,979,248,2000,40,-45,45,-35,1,2.33272600256913,0.370640130580364,22.35757700661
125,987,256,2000,40,-45,45,-35,1,2.30247926446668,0.433944830444441,23.1870892394004
126,995,264,2000,40,-45,45,-35,1,2.06996198369107,0.465045516493867,26.0238930263288
127,1003,272,2000,40,-45,45,-35,1,2.30908019841319,0.434439219692526,29.5297939122882
128,1011,280,2000,40,-45,45,-35,1,2.14198405346214,0.529262005071153,33.03569487378
129,1019,288,2000,40,-45,45,-35,1,2.1120589875433,0.401652522111872,36.541595781727
130,1027,296,2000,40,-45,45,-35,1,2.05957746280456,0.794102034512454,36.119607982172
131,1035,304,2000,40,-45,45,-35,1,1.96173450422642,0.753058060271889,35.6976202072369
132,1043,312,2000,40,-45,45,-35,1,1.9206535163174,0.728312250146456,35.2756323962411
133,1051,320,2000,40,-45,45,-35,1,1.56797740611494,0.963431636373492,37.607946016118
134,1059,328,2000,40,-45,45,-35,1,1.87439354416055,0.910314787708591,59.2203692913554
135,1067,336,2000,40,-45,45,-35,1,2.51096362047111,0.749179809618155,80.8327925393319
136,1075,344,2000,40,-45,45,-35,1,2.59611396799789,0.873892238091015,102.445215837658
137,1083,352,2000,40,-45,45,-35,1,2.64231537882624,0.925409458189203,114.416864092483
138,1091,360,2000,40,-45,45,-35,1,2.49088103956703,0.781678050686727,110.320554212762
139,1097,1,2001,40,-45,45,-35,1,2.35359521876586,0.626670772581487,185.489513747759
140,1104,8,2001,40,-45,45,-35,1,2.35359521876586,0.626670772581487,185.489513747759
141,1112,16,2001,40,-45,45,-35,1,2.5124196721256,0.607282217984647,214.799212690426
142,1120,24,2001,40,-45,45,-35,1,2.59887956816012,0.660263468035455,221.54963963608
143,1128,32,2001,40,-45,45,-35,1,2.4748841648413,0.658992354221302,228.300066407389
144,1136,40,2001,40,-45,45,-35,1,1.861315512799,0.899616977080219,235.050493310757
145,1144,48,2001,40,-45,45,-35,1,2.22648770870707,0.949670861222442,240.206045630309
146,1152,56,2001,40,-45,45,-35,1,2.44024962566562,0.926624510490209,240.576975220442
147,1160,64,2001,40,-45,45,-35,1,2.36419526543991,0.698183286667258,240.947904914286
148,1168,72,2001,40,-45,45,-35,1,2.39704155658297,0.727503274289309,241.318834583296
149,1176,80,2001,40,-45,45,-35,1,2.80069226295823,0.562520763450444,213.903368256755
150,1184,88,2001,40,-45,45,-35,1,2.2677231178403,0.873142216198384,177.22576999916
151,1192,96,2001,40,-45,45,-35,1,2.49822875125891,0.693038551874327,140.548171868987
152,1200,104,2001,40,-45,45,-35,1,2.68891100094662,0.510348760997378,103.870573638811
153,1208,112,2001,40,-45,45,-35,1,3.03333577536206,0.637584519995366,86.5348277156884
154,1216,120,2001,40,-45,45,-35,1,3.25221427732284,0.524298121430775,71.9622033924527
155,1224,128,2001,40,-45,45,-35,1,3.15678177494128,0.458913482479379,57.3895792929332
156,1232,136,2001,40,-45,45,-35,1,3.08781557451322,0.524269564739512,43.9269333643882
157,1240,144,2001,40,-45,45,-35,1,3.37955083345957,0.513611582152732,38.2341354413992
158,1248,152,2001,40,-45,45,-35,1,3.07659178470645,0.54727840502322,32.5413375090394
159,1256,160,2001,40,-45,45,-35,1,3.15720935245537,0.492712787446908,26.848539561828
160,1264,168,2001,40,-45,45,-35,1,2.88466858192078,0.585196642938139,21.9977928567927
161,1272,176,2001,40,-45,45,-35,1,3.04787451839987,0.430886471162623,19.6731997702602
162,1280,184,2001,40,-45,45,-35,1,2.89712230230966,0.475608420924839,17.3486066316731
163,1288,192,2001,40,-45,45,-35,1,2.80241876787887,0.412628804766214,15.0240135107355
164,1296,200,2001,40,-45,45,-35,1,2.54180437403554,0.318357937665088,13.8229190930393
165,1304,208,2001,40,-45,45,-35,1,2.54298616976611,0.430028283172517,13.7453233439807
166,1312,216,2001,40,-45,45,-35,1,2.34371394171916,0.340329819327175,13.6677275959154
167,1320,224,2001,40,-45,45,-35,1,2.36539767287407,0.339129790137442,13.5901318761707
168,1328,232,2001,40,-45,45,-35,1,2.31912327518032,0.578104889697849,15.0362486764955
169,1336,240,2001,40,-45,45,-35,1,1.99908122344075,0.487453372446144,17.3965929863768
170,1344,248,2001,40,-45,45,-35,1,2.20366638403043,0.428370028284699,19.7569373151744
171,1352,256,2001,40,-45,45,-35,1,2.28754355281711,0.497290857725537,22.1172816294598
172,1360,264,2001,40,-45,45,-35,1,2.19942023113358,0.517680887919404,26.2191886420548
173,1368,272,2001,40,-45,45,-35,1,2.19339075233373,0.672167844392789,30.9016165748405
174,1376,280,2001,40,-45,45,-35,1,2.29808968517781,0.454870768184675,35.5840444776747
175,1384,288,2001,40,-45,45,-35,1,2.13503210428183,0.64901693891395,40.2664723912048
176,1392,296,2001,40,-45,45,-35,1,1.94304064059968,0.817705458095003,45.7172842046289
177,1400,304,2001,40,-45,45,-35,1,1.93746953809235,0.686008145646162,51.1680959948898
178,1408,312,2001,40,-45,45,-35,1,2.3253781903518,0.542899398306258,56.6189077928995
179,1416,320,2001,40,-45,45,-35,1,1.745407173519,0.825868785683504,62.4073797006079
180,1424,328,2001,40,-45,45,-35,1,1.86669812313288,0.648343134994278,70.5594720030163
181,1432,336,2001,40,-45,45,-35,1,2.35981954047351,0.78977888320129,78.7115642473433
182,1440,344,2001,40,-45,45,-35,1,2.07509836321911,1.04423818942622,86.863656498757
183,1448,352,2001,40,-45,45,-35,1,1.4164418586839,1.23338630889449,103.76484606829
184,1456,360,2001,40,-45,45,-35,1,1.95464285151654,0.980744604323995,135.247864244647
185,1462,1,2002,40,-45,45,-35,1,2.11355562793711,0.957411904938691,113.131597731114
186,1469,8,2002,40,-45,45,-35,1,2.11355562793711,0.957411904938691,113.131597731114
187,1477,16,2002,40,-45,45,-35,1,2.21953583661824,0.858794831557865,113.686515513857
188,1485,24,2002,40,-45,45,-35,1,2.22066689778108,1.20875429838753,133.407537940476
189,1493,32,2002,40,-45,45,-35,1,2.35827732499735,0.935489598474159,153.128560845786
190,1501,40,2002,40,-45,45,-35,1,2.19058583739482,1.0040787194188,172.849583287074
191,1509,48,2002,40,-45,45,-35,1,2.01815204043386,1.06130726136009,189.652050104605
192,1517,56,2002,40,-45,45,-35,1,2.26699633331105,0.691284004051495,197.698848664794
193,1525,64,2002,40,-45,45,-35,1,1.86193668692746,0.931522581041486,205.745647533272
194,1533,72,2002,40,-45,45,-35,1,2.20491762836169,0.826910663476587,213.792446160416
195,1541,80,2002,40,-45,45,-35,1,2.50648106049548,0.791288172086454,195.649748083188
196,1549,88,2002,40,-45,45,-35,1,1.70390321139782,0.976232684828175,168.777217542165
197,1557,96,2002,40,-45,45,-35,1,2.2017656271957,0.631789959874764,141.904687389666
198,1565,104,2002,40,-45,45,-35,1,3.00854054071178,0.68680151827098,115.032156743805
199,1573,112,2002,40,-45,45,-35,1,2.74460755455787,0.504058348507134,98.4013460137616
200,1581,120,2002,40,-45,45,-35,1,3.01298550898466,0.598240956812942,83.2336383355328
201,1589,128,2002,40,-45,45,-35,1,3.3984300747938,0.679790157833263,68.0659305796857
202,1597,136,2002,40,-45,45,-35,1,2.97441176511576,0.654478511425346,53.8387852705353
203,1605,144,2002,40,-45,45,-35,1,2.56064120157547,0.646984736842033,46.1955776953367
204,1613,152,2002,40,-45,45,-35,1,2.50125493112425,0.579960588400824,38.5523700374034
205,1621,160,2002,40,-45,45,-35,1,2.55384542955533,0.479453039540204,30.9091625101368
206,1629,168,2002,40,-45,45,-35,1,2.45813733571289,0.656179043174771,24.5089543776546
207,1637,176,2002,40,-45,45,-35,1,2.36345053430022,0.49797440537108,21.8377447906054
208,1645,184,2002,40,-45,45,-35,1,2.42604521480474,0.532012247770928,19.1665351872395
209,1653,192,2002,40,-45,45,-35,1,2.55544642906297,0.406700154237814,16.4953255812162
210,1661,200,2002,40,-45,45,-35,1,2.46051904919666,0.347234961866021,15.3586176864389
211,1669,208,2002,40,-45,45,-35,1,2.54170684195047,0.387392742611094,15.7564114726335
212,1677,216,2002,40,-45,45,-35,1,2.26243216536695,0.38152661040736,16.154205242768
213,1685,224,2002,40,-45,45,-35,1,2.14950867663632,0.399003373479726,16.5519990432842
214,1693,232,2002,40,-45,45,-35,1,2.44039492712026,0.382046456901498,18.1294961289731
215,1701,240,2002,40,-45,45,-35,1,2.20534695824019,0.440756371598509,20.4148152097812
216,1709,248,2002,40,-45,45,-35,1,2.04108033271719,0.523717662725082,22.7001342684444
217,1717,256,2002,40,-45,45,-35,1,2.18521490134784,0.600248389702262,24.9854533006914
218,1725,264,2002,40,-45,45,-35,1,1.78487840940395,0.709326302843212,30.521527347068
219,1733,272,2002,40,-45,45,-35,1,2.20005789734565,0.649824209473306,37.1411864321597
220,1741,280,2002,40,-45,45,-35,1,2.17515773932915,0.565643307348484,43.7608455384607
221,1749,288,2002,40,-45,45,-35,1,2.09631698644197,0.698809614362897,50.3805045795773
222,1757,296,2002,40,-45,45,-35,1,2.16929083666011,0.755558675923701,60.2577632477053
223,1765,304,2002,40,-45,45,-35,1,2.26303694260327,0.800936225715966,70.1350218359134
224,1773,312,2002,40,-45,45,-35,1,1.98466649532072,0.835563108608617,80.0122805107303
225,1781,320,2002,40,-45,45,-35,1,2.21464429535879,0.676413985093387,89.6799857923723
226,1789,328,2002,40,-45,45,-35,1,2.23919718482254,0.758685036205323,97.8808180802402
227,1797,336,2002,40,-45,45,-35,1,2.37538951056224,0.805565899260383,106.081650221977
228,1805,344,2002,40,-45,45,-35,1,1.99234070599813,1.09850084029067,114.282482447293
229,1813,352,2002,40,-45,45,-35,1,1.72742247951082,1.1745574987466,118.61574953566
230,1821,360,2002,40,-45,45,-35,1,2.226463139759,1.13290372596621,116.503074610896
1,1,1,1998,45,-45,50,-35,2,1.62534568909115,1.14585861384155,109.931332771977
2,8,8,1998,45,-45,50,-35,2,1.62534568909115,1.14585861384155,109.931332771977
3,16,16,1998,45,-45,50,-35,2,1.44218600184181,1.19098994260192,111.433178310759
4,24,24,1998,45,-45,50,-35,2,1.57932454539889,1.23376714759837,117.645736695263
5,32,32,1998,45,-45,50,-35,2,1.1146111822546,1.28838939997381,123.858294937545
6,40,40,1998,45,-45,50,-35,2,0.869886625511454,1.43563880756946,130.070853387912
7,48,48,1998,45,-45,50,-35,2,2.14958808128931,0.806212444726683,132.511512392429
8,56,56,1998,45,-45,50,-35,2,2.06577061747726,0.771071511985315,123.636474346718
9,64,64,1998,45,-45,50,-35,2,2.27950784514474,0.824867407220375,114.761436075635
10,72,72,1998,45,-45,50,-35,2,2.37332749048389,0.767160767621935,105.886397990022
11,80,80,1998,45,-45,50,-35,2,2.22033771348918,0.764657579600012,103.197503426058
12,88,88,1998,45,-45,50,-35,2,2.54981215492109,0.637789950464935,102.570656737818
13,96,96,1998,45,-45,50,-35,2,2.36033781198704,0.898782911368467,101.943810148918
14,104,104,1998,45,-45,50,-35,2,2.60372722997197,0.649887953913188,101.316963735389
15,112,112,1998,45,-45,50,-35,2,3.18686648045103,0.552909927182677,91.9718746648235
16,120,120,1998,45,-45,50,-35,2,2.94593811634248,0.549050051439914,81.3813227296044
17,128,128,1998,45,-45,50,-35,2,3.31786887285529,0.728513423837632,70.7907707009384
18,136,136,1998,45,-45,50,-35,2,3.25905487813852,0.513353374394863,60.3103813349871
19,144,144,1998,45,-45,50,-35,2,3.4670769162403,0.581273734093652,50.6011317414046
20,152,152,1998,45,-45,50,-35,2,3.64278964201935,0.415196166591168,40.8918820350867
21,160,160,1998,45,-45,50,-35,2,3.51986477910468,0.429050856120454,31.1826324527546
22,168,168,1998,45,-45,50,-35,2,3.25213035652106,0.506751389548652,23.3887202707761
23,176,176,1998,45,-45,50,-35,2,2.9943576406114,0.55792209470653,21.3408202905871
24,184,184,1998,45,-45,50,-35,2,2.73374109686722,0.566127745559801,19.2929203208371
25,192,192,1998,45,-45,50,-35,2,2.82503177583127,0.384443884562821,17.2450203568654
26,200,200,1998,45,-45,50,-35,2,2.79204393045613,0.395636097655229,16.0089631047266
27,208,208,1998,45,-45,50,-35,2,2.70692131473738,0.397537522571916,15.5847485494697
28,216,216,1998,45,-45,50,-35,2,2.53290481278396,0.478064587953438,15.1605339987742
29,224,224,1998,45,-45,50,-35,2,2.55352332917364,0.474822758700616,14.7363194504298
30,232,232,1998,45,-45,50,-35,2,2.19806514651501,0.441871013142555,17.0975355697921
31,240,240,1998,45,-45,50,-35,2,2.26635476878591,0.408922222257685,21.1300100741867
32,248,248,1998,45,-45,50,-35,2,2.55996459626992,0.485185875865419,25.1624846236822
33,256,256,1998,45,-45,50,-35,2,2.73539521034405,0.445441607982252,29.1949591241198
34,264,264,1998,45,-45,50,-35,2,2.76498466267037,0.509966477519175,32.6630022857588
35,272,272,1998,45,-45,50,-35,2,2.38272776622033,0.549601320605606,35.9429016790953
36,280,280,1998,45,-45,50,-35,2,2.29393635303243,0.637872854102335,39.2228010017012
37,288,288,1998,45,-45,50,-35,2,2.45703093050664,0.566323294264427,42.502700404376
38,296,296,1998,45,-45,50,-35,2,2.59593215752532,0.549632975687128,46.0781364380486
39,304,304,1998,45,-45,50,-35,2,2.51581763594534,0.746521779824419,49.6535724678637
40,312,312,1998,45,-45,50,-35,2,2.35692152496344,0.779813786113013,53.2290084155071
41,320,320,1998,45,-45,50,-35,2,1.99034165589192,0.859855236968131,58.0638738704227
42,328,328,1998,45,-45,50,-35,2,2.19200599089548,0.792508977323802,71.7147455612159
43,336,336,1998,45,-45,50,-35,2,2.2411062414865,0.98345196550284,85.3656172650724
44,344,344,1998,45,-45,50,-35,2,2.20181938254187,0.99843119281384,99.0164890031684
45,352,352,1998,45,-45,50,-35,2,2.09560488185899,0.911154912046452,107.849089472559
46,360,360,1998,45,-45,50,-35,2,2.16353011491662,0.919424254202789,108.651237753829
47,366,1,1999,45,-45,50,-35,2,1.88303888857529,1.18313639837934,156.230688329406
48,373,8,1999,45,-45,50,-35,2,1.88303888857529,1.18313639837934,156.230688329406
49,381,16,1999,45,-45,50,-35,2,1.75952633036951,1.30947983634655,180.549740500318
50,389,24,1999,45,-45,50,-35,2,2.11482300141874,1.12455551315406,186.200069154766
51,397,32,1999,45,-45,50,-35,2,2.07801908276567,1.01051230435368,191.85039747821
52,405,40,1999,45,-45,50,-35,2,1.94933635287639,0.827394861806073,197.5007257394
53,413,48,1999,45,-45,50,-35,2,1.6322557037829,0.830976291113031,198.390745497015
54,421,56,1999,45,-45,50,-35,2,2.33601518274061,0.719869996607475,184.999839585093
55,429,64,1999,45,-45,50,-35,2,2.05902776870432,0.886160815764299,171.60893345164
56,437,72,1999,45,-45,50,-35,2,2.47833428888121,0.622979481661414,158.218027522631
57,445,80,1999,45,-45,50,-35,2,2.57770453945061,0.695213795690268,160.92240046084
58,453,88,1999,45,-45,50,-35,2,2.91068610233028,0.557603259254918,168.991866671708
59,461,96,1999,45,-45,50,-35,2,2.94137722260503,0.533484655418209,177.061333103379
60,469,104,1999,45,-45,50,-35,2,3.32360014752934,0.66708712329026,185.130799173283
61,477,112,1999,45,-45,50,-35,2,3.74469375720619,0.644916392165637,169.253947303196
62,485,120,1999,45,-45,50,-35,2,2.99569299436907,0.588847421592139,149.95619260841
63,493,128,1999,45,-45,50,-35,2,3.22644000153642,0.497525067917472,130.65843844076
64,501,136,1999,45,-45,50,-35,2,3.2224352912815,0.521173641850061,110.888395817346
65,509,144,1999,45,-45,50,-35,2,3.39446059055334,0.517309366628032,87.81233598782
66,517,152,1999,45,-45,50,-35,2,3.45675686974825,0.458527411743149,64.7362764425909
67,525,160,1999,45,-45,50,-35,2,3.35170238093335,0.477845016079659,41.6602168389825
68,533,168,1999,45,-45,50,-35,2,3.13034860225603,0.486760070536397,23.8616152332393
69,541,176,1999,45,-45,50,-35,2,2.80392141889627,0.44351641222901,21.8953874948953
70,549,184,1999,45,-45,50,-35,2,2.80486707662559,0.526663648334264,19.9291597083708
71,557,192,1999,45,-45,50,-35,2,2.81936686554756,0.431557720274662,17.962931974878
72,565,200,1999,45,-45,50,-35,2,2.84953894829566,0.427208815390267,16.6541815723727
73,573,208,1999,45,-45,50,-35,2,2.62367660217652,0.466798168094648,16.002908485507
74,581,216,1999,45,-45,50,-35,2,2.74207160850074,0.465369410314323,15.3516354270528
75,589,224,1999,45,-45,50,-35,2,2.58215505696352,0.549867780697781,14.7003623513298
76,597,232,1999,45,-45,50,-35,2,2.41343679003512,0.500233803222241,15.6412875133008
77,605,240,1999,45,-45,50,-35,2,2.21026071749832,0.667866898786133,17.5375315991707
78,613,248,1999,45,-45,50,-35,2,2.22877739034203,0.538183100878421,19.4337756757687
79,621,256,1999,45,-45,50,-35,2,2.56396189463065,0.489388043880937,21.3300197714567
80,629,264,1999,45,-45,50,-35,2,2.67414101028413,0.50141043636014,24.1458916413784
81,637,272,1999,45,-45,50,-35,2,2.66937618608695,0.4332462299045,27.2683061308
82,645,280,1999,45,-45,50,-35,2,2.29538911097642,0.549765094820081,30.3907206276722
83,653,288,1999,45,-45,50,-35,2,2.67439053110525,0.510978481928087,33.5131351006033
84,661,296,1999,45,-45,50,-35,2,2.83385534195359,0.599921919865631,38.7925629076363
85,669,304,1999,45,-45,50,-35,2,2.29216870863832,0.885727032071261,44.0719907672207
86,677,312,1999,45,-45,50,-35,2,2.12175697519442,0.743440978377576,49.3514185592202
87,685,320,1999,45,-45,50,-35,2,1.84550703040825,0.941229791056988,54.7934173146554
88,693,328,1999,45,-45,50,-35,2,1.85303702916443,0.992959313712406,61.3734127509429
89,701,336,1999,45,-45,50,-35,2,1.96858364241888,0.909268988120771,67.9534080583522
90,709,344,1999,45,-45,50,-35,2,2.05984317670436,0.898189524075594,74.5334035839142
91,717,352,1999,45,-45,50,-35,2,1.67035424106056,1.04996123388359,88.4392117729452
92,725,360,1999,45,-45,50,-35,2,1.77605257597769,0.968928415823165,114.554708337354
93,732,1,2000,45,-45,50,-35,2,2.04018916371012,0.710647885169602,106.681939525274
94,739,8,2000,45,-45,50,-35,2,2.04018916371012,0.710647885169602,106.681939525274
95,747,16,2000,45,-45,50,-35,2,1.56033592802163,1.01100655200055,117.573560687105
96,755,24,2000,45,-45,50,-35,2,1.94182157766932,0.798154071036227,116.135198263824
97,763,32,2000,45,-45,50,-35,2,1.57064726539372,1.14874669049278,114.696835895446
98,771,40,2000,45,-45,50,-35,2,2.18268684531651,0.953950076612345,113.258473383354
99,779,48,2000,45,-45,50,-35,2,2.61411189295364,0.69511497592194,109.011299872564
100,787,56,2000,45,-45,50,-35,2,2.60206605725257,0.632466631266328,96.3376926851608
101,795,64,2000,45,-45,50,-35,2,2.38339652878991,0.673453166908294,83.6640858142908
102,803,72,2000,45,-45,50,-35,2,2.54699811343827,0.664774708774993,70.9904786803327
103,811,80,2000,45,-45,50,-35,2,2.65021305192198,0.624785354183207,64.4267840741908
