index,t,days,siteID,lpC,sdlpC,mld,dmld,N0,light,rPC,sdrPC,zeu,sdzeu,pgr,latitude,lpC_median,lpC_lb95,lpC_ub95,lpC_lb68,lpC_ub68
1,1,1,3,NaN,1.13658139065931,95.974552201927,0.150932710819217,17.727151875,13.7747696631221,NaN,0.0821543792138046,NaN,6.24209645652044,NaN,52.5,NaN,NaN,NaN,NaN,NaN
2,8,8,3,NaN,1.13658139065931,95.974552201927,0.646731921635833,17.727151875,13.7747696631221,NaN,0.0821543792138046,NaN,6.24209645652044,NaN,52.5,NaN,NaN,NaN,NaN,NaN
3,16,16,3,NaN,1.21085662454633,99.5969372615882,1.14253113918833,17.727151875,23.2274177510071,NaN,0.180153009803615,NaN,6.86024128258032,NaN,52.5,NaN,NaN,NaN,NaN,NaN
4,24,24,3,0.915863098194355,1.3895115244172,111.496118321187,1.48739763894291,17.727151875,26.9405100068865,-0.125179103646243,0.18684258137169,63.0176748659611,6.13796291067111,NaN,52.5,0.915863098194355,-1.80757948966336,3.63930568605207,-0.473648426222845,2.30537462261155
5,32,32,3,-0.401253282705047,1.49038081460877,123.395299542447,1.391332547179,17.727151875,38.646994076955,0.081466829382071,0.215119988568475,63.6866800339451,5.18984590209549,0.0461648412488483,52.5,-0.401253282705047,-3.32239967933824,2.51989311392814,-1.89163409731382,1.08912753190372
6,40,40,3,0.91303145692417,1.48568198715131,135.294480596218,1.00707214792158,17.727151875,37.3234930664802,0.107451926530617,0.218737775419569,62.0929565301981,4.58275431270716,0.112877160765274,52.5,0.91303145692417,-1.9989052378924,3.82496815174074,-0.57265053022714,2.39871344407548
7,48,48,3,1.76184734861971,1.07932241180329,144.888099453483,0.622811771879626,17.727151875,45.5369994326271,0.045884409897416,0.143047716691476,61.9359943729316,5.30658886718281,0.0379610899768607,52.5,1.76184734861971,-0.353624578514738,3.87731927575416,0.68252493681642,2.841169760423
8,56,56,3,2.12892262779904,0.934844005078292,147.565031092565,0.334616472736292,17.727151875,48.2397440984522,-0.0512022941060855,0.165663695915784,59.3810660660274,4.75894308703457,0.0136427409066825,52.5,2.12892262779904,0.296628377845588,3.96121687775249,1.19407862272075,3.06376663287733
9,64,64,3,1.71930427495035,0.984355247866392,150.241963121329,0.381846298182167,17.727151875,58.6868352870564,0.0395028613149832,0.145919064309906,57.6432257013195,4.30811292986886,0.00401944734496377,52.5,1.71930427495035,-0.210032010867778,3.64864056076848,0.734949027083958,2.70365952281674
10,72,72,3,2.03532716547021,0.904303962196343,152.918894799154,0.444819373760208,17.727151875,36.6777153872244,0.0162263478806788,0.109486746110014,57.2365089657909,4.30172668742244,0.0276590834837096,52.5,2.03532716547021,0.262891399565378,3.80776293137504,1.13102320327387,2.93963112766655
11,80,80,3,2.16513794851563,0.740996813807204,156.729342248937,0.50779246452225,17.727151875,72.1240637659418,0.0186673505861151,0.104468087290114,56.9042950130842,4.67960302400996,-0.000268156306262532,52.5,2.16513794851563,0.71278419345351,3.61749170357775,1.42414113470843,2.90613476232283
12,88,88,3,2.31447675320456,0.595870454104629,160.917628091574,0.523535732407542,17.727151875,49.1662847451296,-0.0452831035348623,0.113560484060158,56.0422888920051,5.20958257545731,0.00448339724397712,52.5,2.31447675320456,1.14657066315949,3.48238284324963,1.71860629909993,2.91034720730919
13,96,96,3,1.95221192492566,0.8191882878774,165.105913947688,-0.918913875739583,17.727151875,86.5521432320697,0.0335575962132109,0.0944863509306751,55.3483991490476,5.10846565745878,0.0287324561192942,52.5,1.95221192492566,0.346602880685956,3.55782096916536,1.13302363704826,2.77140021280306
14,104,104,3,2.22067269463134,0.774839625178127,169.294199826718,-2.56742772107738,17.727151875,65.9093141718514,0.0947110552565354,0.106594989548875,51.9204521762501,6.12786063999898,0.0381643868743204,52.5,2.22067269463134,0.701987029282211,3.73935835998047,1.44583306945321,2.99551231980947
15,112,112,3,2.97836113668363,0.501216363512008,138.863695073824,-4.21594157016804,17.727151875,80.314059340387,-0.0137754908467836,0.0784140481850719,49.9538836837154,5.19438773148968,0.026163124579915,52.5,2.97836113668363,1.99597706420009,3.96074520916717,2.47714477317162,3.47957750019564
16,120,120,3,2.86815720990935,0.482706643374598,103.487648641831,-4.26353389286544,17.727151875,101.684624490178,-0.00244619067000668,0.0675654103979638,46.9527021082248,6.20978957097546,0.00775149384076835,52.5,2.86815720990935,1.92205218889514,3.81426223092356,2.38545056653475,3.35086385328395
17,128,128,3,2.8485876845493,0.567037402006141,68.1116021426851,-2.99575862820224,17.727151875,96.6938728224266,0.0394761630390956,0.0734575420575779,44.7763592322507,7.66977422120454,0.0289602374808779,52.5,2.8485876845493,1.73719437661726,3.95998099248134,2.28155028254316,3.41562508655544
18,136,136,3,3.16439698886207,0.537935967751053,36.5388816450535,-1.72798336030985,17.727151875,67.3547727750703,0.0498507400735451,0.0661531513030459,41.583706825045,7.95195779073243,0.0443550928160021,52.5,3.16439698886207,2.11004249207001,4.21875148565413,2.62646102111102,3.70233295661312
19,144,144,3,3.56320290945042,0.438674880726202,31.5894415649772,-0.618680007311821,17.727151875,93.1807532981416,0.0437383753353671,0.0642146246599874,37.1372635389042,7.05426039882837,0.0327615314480879,52.5,3.56320290945042,2.70340014322706,4.42300567567378,3.12452802872422,4.00187779017662
20,152,152,3,3.91310991213335,0.399448932256278,26.6400014952487,-0.581590098822492,17.727151875,138.792250839541,0.00469547893535392,0.0556252064942537,32.4473253996177,6.5058815293649,0.0107915040234046,52.5,3.91310991213335,3.13019000491105,4.69602981935565,3.51366097987707,4.31255884438963
21,160,160,3,3.95067374361618,0.376623622696067,21.6905614695698,-0.433230463594746,17.727151875,124.868204848516,-0.0160593422005068,0.0669250105776283,32.1874944756598,6.62237488826394,-0.0165331618652267,52.5,3.95067374361618,3.21249144313189,4.68885604410047,3.57405012092011,4.32729736631225
22,168,168,3,3.82219900601213,0.44625686245001,17.6312791932374,-0.284870831780133,17.727151875,93.8331242821488,-0.0382356223305269,0.0661508619196803,35.4978472117421,7.19400818758219,-0.0242400165739504,52.5,3.82219900601213,2.94753555561011,4.69686245641415,3.37594214356212,4.26845586846214
23,176,176,3,3.51631402736791,0.612772734335629,16.2424703689748,-0.173601106044454,17.727151875,90.5809275123325,-0.0184250851908183,0.0733086657588952,37.8099521884327,7.58741262514423,-0.0192275816453442,52.5,3.51631402736791,2.31527946807008,4.71734858666574,2.90354129303228,4.12908676170354
24,184,184,3,3.36891334584137,0.538351156537517,14.8536615068466,-0.132269753857554,17.727151875,112.529147207811,-0.00102203741468865,0.0584625203503655,42.8851651454639,6.74796590711244,-0.0138703325323667,52.5,3.36891334584137,2.31374507902784,4.4240816126549,2.83056218930385,3.90726450237889
25,192,192,3,3.36073704652387,0.402427723006389,13.4648526481705,-0.0496070449581999,17.727151875,136.959554629509,-0.0221638749915941,0.0450371843602913,42.6524216547946,5.44510906333852,-0.0119124464608371,52.5,3.36073704652387,2.57197870943135,4.14949538361639,2.95830932351748,3.76316476953026
26,200,200,3,3.18342604659111,0.421966262540722,13.0679962763935,0.0330556633671791,17.727151875,144.813053673355,-0.0125514269762288,0.052095751431108,43.1382785404065,6.21816443137102,-0.0161764450967896,52.5,3.18342604659111,2.35637217201129,4.01047992117093,2.76145978405039,3.60539230913183
27,208,208,3,3.08301463078128,0.408231048848283,13.6630924278498,0.0743870172377126,17.727151875,57.5722050061104,-0.0138140333225463,0.0546301537354636,47.804455123776,5.42661977983399,-0.0100230451453983,52.5,3.08301463078128,2.28288177503865,3.88314748652391,2.674783581933,3.49124567962956
28,216,216,3,2.97250236420092,0.408217342471263,14.2581885689828,0.102145684246596,17.727151875,89.9041332057184,-0.00370367513741935,0.0480736308311121,48.1991908138666,6.10248385508779,-0.00373272398924792,52.5,2.97250236420092,2.17239637295724,3.7726083554446,2.56428502172966,3.38071970667218
29,224,224,3,2.94287296310155,0.40916289698192,14.8532846900986,0.146559550795292,17.727151875,109.764067338844,0.00631953649222138,0.0517109057191656,47.9583368470938,6.1807903521289,-0.000921891023109574,52.5,2.94287296310155,2.14091368501699,3.74483224118611,2.53371006611963,3.35203586008347
30,232,232,3,2.99342925503933,0.430560817236342,16.1145888497681,0.190973417988671,17.727151875,95.3166397025123,-0.00538153442412882,0.0526747989028181,45.0347671441739,5.97451942133779,0.00492044836066374,52.5,2.99342925503933,2.1495300532561,3.83732845682256,2.56286843780299,3.42399007227567
31,240,240,3,2.95037697964629,0.488210536387145,17.7756177880698,0.207628617751654,17.727151875,90.1752790462075,0.0138233430138982,0.0595038419398209,44.3074403413143,6.2888978742384,-0.00314460879815207,52.5,2.95037697964629,1.99348432832749,3.90726963096509,2.46216644325915,3.43858751603344
32,248,248,3,3.06096372375748,0.459640821946697,19.4366467218267,0.239947666544467,17.727151875,80.0317389942955,-0.017875634984226,0.0622521759156264,46.5829040900541,6.23651026780388,-0.00232011066711792,52.5,3.06096372375748,2.16006771274195,3.96185973477301,2.60132290181078,3.52060454570418
33,256,256,3,2.91795864388368,0.433791729728197,21.0976756758078,0.283039732910692,17.727151875,38.0733912497156,-0.0029080400310259,0.0663843988981831,46.7079749660366,4.98686378844657,-0.00447500158603416,52.5,2.91795864388368,2.06772685361641,3.76819043415095,2.48416691415548,3.35175037361188
34,264,264,3,2.89469432363546,0.390829964474954,23.534361785137,0.326131798430792,17.727151875,48.1399517977741,0.00735867025714894,0.0577023835445438,45.1430606947018,4.04709412154153,-0.00567727498693959,52.5,2.89469432363546,2.12866759326455,3.66072105400637,2.50386435916051,3.28552428811041
35,272,272,3,2.95356368569266,0.381174919895816,26.2296003116833,0.336904815892104,17.727151875,72.074282082213,-0.0214824551869415,0.0659719597691542,44.2710519788005,4.21129981784974,-0.0117335922426883,52.5,2.95356368569266,2.20646084269686,3.70066652868846,2.57238876579684,3.33473860558848
36,280,280,3,2.78170404419713,0.448574517224956,28.9248388381468,0.522779170952879,17.727151875,55.2246894694878,-0.0210769917982731,0.0826898017335711,45.0127786617483,3.92543648283147,-0.0231691490911654,52.5,2.78170404419713,1.90249799043622,3.66091009795804,2.33312952697217,3.23027856142209
37,288,288,3,2.61308810981094,0.577312979247072,31.6200773665475,0.708653531949971,17.727151875,36.5185015110643,-0.0269480002882823,0.0990433575702574,46.8419451841055,4.20927908859172,-0.00176764096002667,52.5,2.61308810981094,1.48155467048668,3.7446215491352,2.03577513056387,3.19040108905801
38,296,296,3,2.39750410750469,0.607733335693295,38.7763004145524,0.894527886583021,17.727151875,42.25437764304,0.0427220692064737,0.0965249030919459,47.2234597650507,4.92693180849406,-0.0266469918023183,52.5,2.39750410750469,1.20634676954583,3.58866144546355,1.7897707718114,3.00523744319799
39,304,304,3,2.73928066115649,0.566818022942303,45.9325236049461,0.898379710400129,17.727151875,36.7029453647153,-0.0957097199302326,0.109315378546269,49.4286129795519,4.60967650507143,-0.00388382902274959,52.5,2.73928066115649,1.62831733618958,3.8502439861234,2.17246263821419,3.30609868409879
40,312,312,3,1.9735603065553,0.826070908762402,53.08874664454,0.929194319657296,17.727151875,29.811060745109,0.0574462273144698,0.166007174800259,51.3068528782917,5.28899269896868,NaN,52.5,1.9735603065553,0.354461325380992,3.59265928772961,1.1474893977929,2.7996312153177
41,320,320,3,2.3042922109587,0.857357533242336,60.3374134641555,0.960008932617675,17.727151875,31.5047573478769,NaN,0.125219119904635,50.3435043637694,5.09142636932391,NaN,52.5,2.3042922109587,0.623871445803722,3.98471297611368,1.44693467771636,3.16164974420104
42,328,328,3,NaN,0.793581942412333,68.2331872767212,0.986971721730579,17.727151875,27.7115363007652,NaN,0.117906180249465,NaN,5.45170476799758,NaN,52.5,NaN,NaN,NaN,NaN,NaN
43,336,336,3,NaN,0.998280740088633,76.1289610273642,0.90049520252065,17.727151875,23.4763956074285,NaN,0.1320564372281,NaN,5.32702258937818,NaN,52.5,NaN,NaN,NaN,NaN,NaN
44,344,344,3,NaN,1.00497144157372,84.0247347856894,0.669891141250183,17.727151875,20.9106211107367,NaN,0.132685974489221,NaN,6.19769318517416,NaN,52.5,NaN,NaN,NaN,NaN,NaN
45,352,352,3,NaN,0.928782387052313,89.8450721372168,5.94329385306871,17.727151875,17.0565739831212,NaN,0.069050969160732,NaN,5.89219354083021,NaN,52.5,NaN,NaN,NaN,NaN,NaN
46,360,360,3,NaN,0.948949537294469,92.2063484173686,5.70077979675507,17.727151875,17.5826071320129,NaN,0.160614962224212,NaN,6.83160270291318,NaN,52.5,NaN,NaN,NaN,NaN,NaN
47,366,1,3,NaN,1.22784159182667,193.049427548846,5.45373802967274,17.727151875,10.4370953551421,NaN,0.230265001326994,NaN,6.78088144281875,NaN,52.5,NaN,NaN,NaN,NaN,NaN
48,373,8,3,NaN,1.22784159182667,193.049427548846,-0.15616100469675,17.727151875,20.5704733690807,NaN,0.230265001326994,NaN,6.78088144281875,NaN,52.5,NaN,NaN,NaN,NaN,NaN
49,381,16,3,NaN,1.41183139136308,189.481701419022,-0.16366673835725,17.727151875,20.434891100849,NaN,0.197635684802604,NaN,6.5468824460136,NaN,52.5,NaN,NaN,NaN,NaN,NaN
50,389,24,3,0.503740170308217,1.39162913512979,189.301563436124,-0.0225172127617495,17.727151875,31.7721530673728,0.0244809523034547,0.0763314036885293,63.1460343759085,5.97472013143448,NaN,52.5,0.503740170308217,-2.22385293454617,3.23133327516261,-0.887888964821573,1.89536930543801
51,397,32,3,1.18093738604387,1.2270370346109,189.121425828272,-0.163705957465709,17.727151875,32.7751490610208,0.0671229792314701,0.216768709592053,61.2765357430906,4.3320089118983,0.0610579347141251,52.5,1.18093738604387,-1.22405520179349,3.58592997388123,-0.04609964856703,2.40797442065477
52,405,40,3,1.89606338535726,0.962210673774559,188.94128831274,-0.728460934818917,17.727151875,37.5245531568147,0.00831171257105079,0.131610475119997,59.9123649005136,4.58786275173496,0.0420102351075433,52.5,1.89606338535726,0.0101304647591243,3.7819963059554,0.933852711582701,2.85827405913182
53,413,48,3,1.96913060344722,0.747457007106268,185.372620456947,-1.29321591368429,17.727151875,24.3303148679512,0.0275065531472121,0.0967389974028015,58.9201394177483,4.3586818193665,0.00768829079802958,52.5,1.96913060344722,0.504114869518935,3.43414633737551,1.22167359634095,2.71658761055349
54,421,56,3,2.18918302862491,0.760310056432197,171.638363392618,-1.71678213376412,17.727151875,47.1582960059257,-0.013575083014367,0.0862833064788136,57.8348994807408,4.85644632333574,0.0130771461628387,52.5,2.18918302862491,0.698975318017804,3.67939073923202,1.42887297219271,2.94949308505711
55,429,64,3,2.08058236450997,0.780311684475224,157.904106384317,-1.77623143212108,17.727151875,42.1288552968604,0.0252999683556712,0.10384156505835,58.0942443903624,5.35285630069125,0.0123736796476308,52.5,2.08058236450997,0.551171462938531,3.60999326608141,1.30027068003475,2.86089404898519
