tc,P,P_LightMax,P2_LightMin,P3_noZoo,P4_maxMLD,P5_minMLD,P6_LightMaxNZ,P7_LightMinNZ,P8_MaxMLDNZ,P9_MinMLDNZ,P10_ZOnly,P11_Zdyn,P12_Nullcline,P13_ConstHighN,P14_MLDOnlyNUnlim
1,8.65319378270004,13.2416924884225,13.2416924884225,208.675827054667,8.97152325709144,8.97152325709144,213.535469354354,213.535469354354,30.7121590916243,30.7121590916243,14.4671829440942,10.3769585520772,16.9941848999419,6.9294112917969,214.285495390573
8,8.45054225926536,12.0623208158205,12.0623208158205,201.274781277154,10.1200600009749,10.1200600009749,205.962068035569,205.962068035569,32.8179890356102,32.8179890356102,14.4671829440942,9.20984288897488,16.0628633802402,6.87655558731998,206.685493113226
16,8.39585074623256,11.3650311501588,11.3650311501588,197.359749536147,11.4325146224206,11.4325146224206,201.955863042146,201.955863042146,35.2939012993196,35.2939012993196,14.4671829440942,8.20586616041165,15.0013071628947,6.96054857012854,202.665216649332
24,7.19396774886352,9.87497924732065,9.87497924732065,159.571767537435,12.4595318608243,12.4595318608243,163.287874583976,163.287874583976,37.1084064667696,37.1084064667696,14.4671829440942,7.60787938435461,11.3139638441592,6.10322078994289,163.861410014447
32,7.13899133647937,9.75672995821793,9.75672995821793,123.563315609959,15.071508752546,15.071508752546,137.203033275742,137.203033275742,41.4426035729578,41.4426035729578,14.4671829440942,7.2214490695909,10.979970276245,6.26545336508589,136.053323549622
40,7.66310494658576,10.2475077368968,10.2475077368968,97.3149436808809,16.3481343377772,16.3481343377772,135.651250563075,135.651250563075,43.3365946229228,43.3365946229228,14.4671829440942,6.93934802595771,10.1731449290621,6.93664354424662,120.324432256073
48,8.67464091085166,11.0152804792988,11.0152804792988,83.5152559831292,17.0848334236814,17.0848334236814,122.478893685286,122.478893685286,43.0367559492076,43.0367559492076,14.4671829440942,6.8043117248495,9.13677704136116,8.0569409592238,110.268384035795
56,10.5726161913766,11.9862232129002,11.9862232129002,78.7377833434319,17.8085513165061,17.8085513165061,117.841380251236,117.841380251236,42.2263830744769,42.2263830744769,14.4671829440942,6.89199196604788,7.79287888977632,10.0085141950054,107.116611051609
64,13.4343187466822,13.0262182759217,13.0262182759217,80.3537624546751,18.276451282975,18.276451282975,118.591433138684,118.591433138684,41.3038148395806,41.3038148395806,14.4671829440942,7.32234646763456,6.59448873596555,12.8122925219795,108.972978903249
72,18.5879517792299,13.9705231804277,13.9705231804277,92.4026785317808,20.4345972558789,20.4345972558789,123.4554201898,123.4554201898,42.4454512268173,42.4454512268173,14.4671829440942,8.443543702081,4.65459223159482,17.6846698042088,114.68390968161
80,24.7916875015448,14.74363801843,14.74363801843,116.285039873017,22.06727857082,22.06727857082,131.860166510608,131.860166510608,42.5511475036756,42.5511475036756,14.4671829440942,11.3759410964204,0,23.1997378209869,123.756283802112
88,24.1064627262901,15.3164003002196,15.3164003002196,140.141656900746,19.7192180948391,19.7192180948391,143.676494449272,143.676494449272,40.4360629074625,40.4360629074625,14.4671829440942,17.3303345064747,0,22.4018986834172,136.112664766253
96,21.0546865559252,15.7666408980721,15.7666408980721,160.817071117438,17.855433093562,17.855433093562,159.105825080729,159.105825080729,39.669888305958,39.669888305958,14.4671829440942,24.9779524435613,0,20.1151269434178,151.988009088742
104,20.5698729444475,16.3486143575936,16.3486143575936,187.941445951312,17.4922527242662,17.4922527242662,178.777615978349,178.777615978349,40.0255198541242,40.0255198541242,14.4671829440942,34.3270865413734,0,20.0371941924439,172.032990493929
112,24.7271286712563,20.8594397117387,20.8594397117387,226.125189855582,18.332979172317,18.332979172317,197.410641188255,197.410641188255,40.7726856479135,40.7726856479135,14.4671829440942,44.6310998450848,14.4671829440942,24.7879954100658,191.101099265249
120,23.7051685639509,20.6185790851554,20.6185790851554,263.593234617727,18.2946008875064,18.2946008875064,212.61055272133,212.61055272133,40.5921710321055,40.5921710321055,14.4671829440942,57.2760152442539,14.4671829440942,23.4744192492562,206.741605564421
128,21.3276569664706,20.0968874775906,20.0968874775906,288.482889005299,17.2274299219781,17.2274299219781,227.027692914435,227.027692914435,40.0839141281588,40.0839141281588,14.4671829440942,69.3046427574204,14.4671829440942,21.5594208357667,221.501957978028
136,20.2891250127816,19.2468848272992,19.2468848272992,323.902478612716,17.4859207893584,17.4859207893584,241.618082538868,241.618082538868,40.4694107802433,40.4694107802433,14.4671829440942,80.2208493014617,14.4671829440942,20.8795447079452,236.329694852235
144,17.9177645148228,17.7587158805769,17.7587158805769,336.886466152517,16.4623548511613,16.4623548511613,250.640175175613,250.640175175613,39.98801258058,39.98801258058,14.4671829440942,88.9289646102381,14.4671829440942,18.678431988169,245.579458563103
152,17.0284591474579,16.7823389604281,16.7823389604281,360.182584055519,16.7639408269433,16.7639408269433,256.650836178983,256.650836178983,40.3869582872364,40.3869582872364,14.4671829440942,94.8308346760444,14.4671829440942,18.0541612289813,251.736923566884
160,16.2266074109879,16.1164158041825,16.1164158041825,398.367472806647,17.3520911999459,17.3520911999459,262.368993862434,262.368993862434,40.6084965144032,40.6084965144032,14.4671829440942,99.2754658138237,14.4671829440942,17.5277268602617,257.499680099336
168,15.2065156304803,15.6013981431051,15.6013981431051,411.756617424361,16.60968809842,16.60968809842,267.36332019674,267.36332019674,40.2489715755688,40.2489715755688,14.4671829440942,101.899921986813,14.4671829440942,16.7232092572915,262.457020441003
176,14.5746306964556,15.1431020870744,15.1431020870744,441.744835459827,16.9519328916255,16.9519328916255,270.314054469719,270.314054469719,40.509276214805,40.509276214805,14.4671829440942,102.833602641851,14.4671829440942,16.3470529365048,265.343162003288
184,13.829225073975,14.7977553095113,14.7977553095113,441.926340980007,16.0436873993844,16.0436873993844,272.227749293142,272.227749293142,40.1586819151039,40.1586819151039,14.4671829440942,102.371288235686,14.4671829440942,15.7371153856697,267.129119346937
192,13.2465704296757,14.5253744754298,14.5253744754298,424.244471842334,14.948857136593,14.948857136593,273.01469087742,273.01469087742,39.8741714146109,39.8741714146109,14.4671829440942,100.629891189813,14.4671829440942,15.2084501004055,267.687837787744
200,12.8954740417708,14.2572984586245,14.2572984586245,420.304225273062,14.6712102608098,14.6712102608098,272.661229820314,272.661229820314,39.9902004239696,39.9902004239696,14.4671829440942,98.067749503664,14.4671829440942,14.8923260083628,267.125872187961
208,12.5798483978496,13.9943122159124,13.9943122159124,1192.933414492,14.3929436812887,14.3929436812887,806.669588433213,806.669588433213,39.9602512888539,39.9602512888539,14.4671829440942,95.0091743592869,14.4671829440942,14.5543724465582,793.259460382725
216,12.3509150810692,13.7735123943676,13.7735123943676,2330.7823224235,14.2731698899179,14.2731698899179,1630.44561292541,1630.44561292541,39.9872989333044,39.9872989333044,14.4671829440942,91.6079007175118,14.4671829440942,14.2975828818074,1612.56412422028
224,11.9668753109458,13.5792292481646,13.5792292481646,2747.03448625781,12.8932829169259,12.8932829169259,2080.98265291539,2080.98265291539,39.2368853362429,39.2368853362429,14.4671829440942,87.8927516846283,14.4671829440942,13.7406060997515,2063.75322990888
232,11.8256450841838,13.3289713905575,13.3289713905575,2418.02940358173,12.6345602800238,12.6345602800238,2192.75515122322,2192.75515122322,39.4261782665686,39.4261782665686,14.4671829440942,83.9289431385188,14.4671829440942,13.5151147102044,2182.9372591621
240,11.5595684360998,13.0599529737275,13.0599529737275,2095.30975433809,12.1484173990454,12.1484173990454,2146.1374301341,2146.1374301341,39.1563624660163,39.1563624660163,14.4671829440942,79.8988084491919,14.4671829440942,13.08445923324,2136.42302321407
248,11.5773147283748,12.820613004045,12.820613004045,1827.12099632139,12.7985962218186,12.7985962218186,1871.44299379638,1871.44299379638,39.8102251570058,39.8102251570058,14.4671829440942,75.8867016923536,14.4671829440942,13.1338304806092,1862.97198047072
256,11.3389119391867,12.6022237970176,12.6022237970176,1602.27082650988,12.6929611671928,12.6929611671928,1641.13844593399,1641.13844593399,39.4833620684159,39.4833620684159,14.4671829440942,71.9717300764255,14.4671829440942,12.822361138013,1633.70989711319
