tc,day,year,light,mld,dmld,N0,ps2,lsdps2,t
2104,280,2003,50.668347050656,41.1527111109431,0.546840147332583,16.5627625,19.96722,0.433862233487215,2093.002345
2112,288,2003,67.6734796721645,45.5274322896038,0.846982570839012,16.5627625,17.49384,0.500680699834508,2100.97796
2120,296,2003,53.93079011765,52.3032928563159,0.846982573912369,16.5627625,13.79443,0.450480047048165,2108.99774
2128,304,2003,40.5155679854271,59.0791534476148,0.846982569976003,16.5627625,12.453545,0.466359798524722,2117.017885
2136,312,2003,30.6308320140869,65.8550140074228,0.958492578723359,16.5627625,10.91558,0.421180344845662,2124.993135
2144,320,2003,38.3678174891294,73.5229546372097,1.73906257520947,16.5627625,11.18338,0.625073786659499,2133.01328
2152,328,2003,33.2380896408853,87.4354552388855,1.73906257679893,16.5627625,8.56518,0.902111514885363,2140.988895
2160,336,2003,33.2849030658364,101.347955853277,1.73906258947318,16.5627625,8.186217,0.898780286479117,2149.008675
2168,344,2003,28.5655283255682,115.260456569062,3.01237975986473,16.5627625,12.86311,0.653581704625974,2156.98429
2176,352,2003,25.4655894452865,139.35949464798,5.13457507967945,16.5627625,9.14056,0.785031310798792,2165.004435
2184,360,2003,28.3217245702252,180.436095285416,0.453327941646176,16.5627625,5.521373,0.989160946370083,2172.979685
2192,3,2004,27.5924605732234,184.062718818585,3.26878703710105,16.5627625,5.056617,0.692972633798584,2180.99983
2200,11,2004,27.5254132580993,210.213015115394,1.75865612665812,16.5627625,5.409287,0.61220571807764,2187.014665
2208,19,2004,32.4325600898437,224.282264128659,1.75865619596512,16.5627625,7.162142,0.754540483365735,2194.00989
2216,27,2004,30.3464323783159,238.35151369638,1.75865610566411,16.5627625,6.173596,0.884934101734563,2201.985505
2224,35,2004,41.2189871424369,252.420762541692,1.70319098052038,16.5627625,3.648957,1.01487793452114,2210.00565
2232,43,2004,47.4400476682648,266.046290385856,1.53679530084141,16.5627625,5.732532,0.824101970587565,2217.9809
2240,51,2004,68.2304050007614,278.340652792587,1.53679535615781,16.5627625,8.174218,0.780729908675923,2226.001045
2248,59,2004,59.455176633395,290.635015641849,1.53679535004826,16.5627625,6.601244,0.850260820141398,2234.020825
2256,67,2004,62.8566237476824,302.929378442235,-4.19440300398413,16.5627625,9.03877,0.531098218762306,2241.99644
2264,75,2004,61.7251963521839,269.374154410362,-6.10480238939319,16.5627625,10.06187,0.744813673134585,2250.016585
2272,83,2004,60.7325276551942,220.535735295217,-6.10480237597395,16.5627625,12.81605,0.568882667252346,2257.991835
2280,91,2004,91.2707434447584,171.697316287425,-6.10480238591637,16.5627625,12.13394,0.538202491892554,2266.01198
2288,99,2004,88.9518416027511,122.858897200094,-3.50599134277964,16.5627625,10.36074,0.543801523871338,2273.987595
2296,107,2004,123.957459749463,94.8109664578571,-3.13473254997283,16.5627625,12.16891,0.58539756468626,2282.007375
2304,115,2004,109.940894914565,69.7331060580745,-3.13473259665279,16.5627625,27.233635,0.704933467317947,2289.98299
2312,123,2004,98.9811602270062,44.6552452848522,-2.76466632994307,16.5627625,31.54502,0.447119390543464,2298.00277
2320,131,2004,87.0142899597691,22.5379146453076,-0.174202667271921,16.5627625,20.47071,0.6639173805316,2305.978385
2328,139,2004,121.779388713138,21.1442933071323,-0.17420267014144,16.5627625,34.17648,0.538719967939737,2313.99853
2336,147,2004,102.230518815984,19.7506719460007,-0.174202662177583,16.5627625,23.785905,0.380098505619917,2322.01831
2344,155,2004,100.844685194081,18.3570506485801,-0.161812200691143,16.5627625,19.52847,0.418673917575786,2329.993925
