n_median,n_lb95,n_ub95,n_lb68,n_ub68,p_median,p_lb95,p_ub95,p_lb68,p_ub68,z_median,z_lb95,z_ub95,z_lb68,z_ub68,rp_median,rp_lb95,rp_ub95,rp_lb68,rp_ub68,rz_median,rz_lb95,rz_ub95,rz_lb68,rz_ub68,psynth_median,psynth_lb95,psynth_ub95,psynth_lb68,psynth_ub68,predation_median,predation_lb95,predation_ub95,predation_lb68,predation_ub68,mldloss_median,mldloss_lb95,mldloss_ub95,mldloss_lb68,mldloss_ub68,noZoo_median,noZoo_lb95,noZoo_ub95,noZoo_lb68,noZoo_ub68,noMLD_median,noMLD_lb95,noMLD_ub95,noMLD_lb68,noMLD_ub68,zPred_median,zPred_lb95,zPred_ub95,zPred_lb68,zPred_ub68,zMLD_median,zMLD_lb95,zMLD_ub95,zMLD_lb68,zMLD_ub68,p_maxL_median,p_maxL_lb95,p_maxL_ub95,p_maxL_lb68,p_maxL_ub68,p_noZ_median,p_noZ_lb95,p_noZ_ub95,p_noZ_lb68,p_noZ_ub68,p_maxMLD_median,p_maxMLD_lb95,p_maxMLD_ub95,p_maxMLD_lb68,p_maxMLD_ub68
3.76119997329538,3.548851865843,5.95037120997541,3.60993410954244,4.66568631115207,2.21163528766385,2.09339972511867,2.32640472655557,2.15310708961266,2.27496507233591,3.93241146571109,2.52672962831062,4.5757111538613,3.13714145631024,4.34991497495348,-0.0296091297085651,-0.0452643339669127,-0.0181649373344653,-0.0372360758409536,-0.0228104604449085,60.2130643177396,59.0658028000317,61.2965365168511,59.6325979999593,60.7366555337088,0.0632135522637164,0.0459404213548353,0.0860446638009713,0.05356074848651,0.0739141588034693,0.0843186799857371,0.0584547907582018,0.115141137487355,0.0700427009192767,0.100843630355013,0.0130260856725094,0.0103424438339069,0.028593767647255,0.0108695711003959,0.01788046190205,0.00727138217775877,0.00458774033915626,0.0228390641525044,0.00511486760564519,0.0121257584072993,0.736226574146459,0.579681205416821,0.984676785420431,0.624897911855033,0.925414873842197,0.014981136682009,0.00836325369143922,0.0576141207748481,0.0103414536972913,0.0327517042944198,-0.00421111383568315,-0.00645688569380372,-0.00260115207202176,-0.00534645743665557,-0.00324412012655496,2.50533305376213,2.43579084737494,2.57174390493549,2.47153362590874,2.54109171403727,4.82810542977658,3.99186204244425,5.91713254900319,4.36096314416607,5.29200414092171,1.92646393221237,1.6776982054068,2.11649166977404,1.81980461573715,2.02899965114038
3.76824328581026,3.55674288066696,5.95106342174457,3.61943645874634,4.66781983319405,2.06359080721313,1.95500417868842,2.17663409799327,2.00805000013746,2.12356187335282,3.80772765114614,2.40013810641079,4.45744054351413,3.00904045954861,4.22562187572451,-0.00553311473198785,-0.00912942118009625,-0.00356118366120099,-0.00717968400833236,-0.00425896742560903,61.6380952669774,60.1290499648404,63.1473186275399,60.8405027903785,62.4825657714459,0.066042760793409,0.0473462183049941,0.0902330576463519,0.0553523111083267,0.077874415946499,0.0631678657303505,0.0452629511275831,0.084076811986196,0.0534617843302341,0.0741429232778344,0.0138921508071844,0.0112085089685819,0.02945983278193,0.0117356362350708,0.0187465270367249,0.00727138217775877,0.00458774033915626,0.0228390641525044,0.00511486760564519,0.0121257584072993,0.737682818953795,0.581999191884254,0.984688748126648,0.627623552072492,0.925844276710998,0.0106047647605495,0.00606030281527925,0.0416304641536905,0.00737760104852659,0.0231973150159533,-0.00123292238894591,-0.00154309852075141,-0.000990007219934716,-0.00137292480750238,-0.00109852729448491,2.32038554806657,2.24830113439314,2.39129472169734,2.28345273891951,2.3582731099987,4.75249393818483,3.88573303272184,5.87389737111556,4.28003651624327,5.27854556448427,1.92338265561006,1.62279751628019,2.12315060068045,1.80734047778386,2.03520574952079
3.76889091633118,3.55682669632916,5.95117706345095,3.62214134139488,4.6675708128706,2.07601840734433,1.9551226539418,2.19903631933805,2.01531799296685,2.13902656520916,3.65437581311519,2.24234961298204,4.30948185681837,2.85200735283437,4.07591483209556,0.0160605312776901,0.0128073467262244,0.0194528258492612,0.0145924166703692,0.0175765100922023,61.7276394414865,60.2094047128812,63.2566574385783,60.9115556899131,62.56335235377,0.0772220222460892,0.0580586277719765,0.102135710355016,0.0663010078367737,0.089600810975254,0.0535317931485173,0.037873894323886,0.0729378416736736,0.0452110968172037,0.0635273397685866,0.0129672689862821,0.0106092938885329,0.0266457732852185,0.0110724529248269,0.0172325543532457,0.00638898151561887,0.00403100641786962,0.0200674858145552,0.00449416545416367,0.0106542668825825,0.73789222409313,0.582354391724239,0.984689774919448,0.628234249990762,0.925964143562767,0.0104679772653462,0.00587567274151619,0.0406950679610488,0.00721654143449147,0.0225128324626474,0.000946134734223686,0.000574379121900133,0.00132539370778712,0.000771131782913514,0.00112666201798795,2.31333114361165,2.237834223193,2.38492008343734,2.27595735793663,2.34882004737213,4.65828169022172,3.81713672709837,5.80974099774936,4.21621408306367,5.22115027722148,1.99620644217512,1.65428993854652,2.20445802090646,1.85973527300277,2.11397824083532
3.76412665053155,3.54978064235327,5.95076180750768,3.61671484003248,4.66559574214636,2.18941776236704,2.05905017793495,2.31492821107631,2.12381001801177,2.25400656622477,3.52674015957743,2.1183645719163,4.19014766742369,2.72416518579384,3.94798817384405,0.018996443944817,0.016726692112343,0.0214311164914793,0.0180951951357012,0.0201303401955105,60.8701034209203,59.5524593526498,62.156583400285,60.1950917957261,61.5564767574764,0.0785303102168038,0.0597136230057298,0.103279705715011,0.0679624766125912,0.0905470431624498,0.0518721045102842,0.0362427834399015,0.0723656167333844,0.0433414855100888,0.0622350455401977,0.00851634389826414,0.00620066054800718,0.0219495157293407,0.00665551253940054,0.0127051287237698,0.00627439116508915,0.00395870781483219,0.0197075629961657,0.00441355980622555,0.0104631759905948,0.737174677020693,0.580750724131757,0.984681683527145,0.627126784674682,0.925819686316019,0.0129324242837356,0.00718459850915579,0.0498344831945699,0.00892137974360177,0.0276554928282933,0.00186724596147674,0.00147210038152922,0.00223882552644919,0.00168396303538493,0.00204086123130697,2.37981787762783,2.30467792459543,2.45558599480021,2.34321371536357,2.41621976685456,4.61380493657427,3.80012196990263,5.73907293307115,4.18368206436246,5.1623261151355,2.12448788596746,1.75562763616351,2.33570616629488,1.97229780570576,2.24390268527246
3.75677929974864,3.53897373470455,5.95010907567217,3.60882657165067,4.6632566083221,2.29283626884334,2.15624812767622,2.41719656313333,2.22715315044691,2.35373191453875,3.43225997482905,2.01936118849693,4.09587386730253,2.62504491533091,3.85421731508742,0.0119871465362545,0.0105034784337827,0.0132762033594548,0.0111752696338692,0.0127018303325585,59.93108712362,58.7342529160965,61.0889729353433,59.3266585017659,60.5087244594003,0.0718427141894956,0.0541788293725948,0.0948730113987369,0.061860676612083,0.0828883424374233,0.052353608274589,0.0361911341320857,0.0734885015878525,0.0433470974259358,0.0629949471489099,0.00806043714764099,0.00578555521547703,0.0212569218426572,0.00623239289598923,0.0121754172532793,0.00616383889239718,0.00388895696023322,0.0193603235874134,0.00433579464074542,0.0102788189980355,0.735937640104341,0.578060784140232,0.98467070183849,0.625436706337177,0.925512957103266,0.0160063968237187,0.00882932294841337,0.0615600518419543,0.010991962163156,0.0342589135467339,0.00123891637602751,0.00104889971991628,0.00144125413352373,0.00114322280714255,0.00133095999735189,2.45795298027586,2.38432353220436,2.53182825123119,2.42211996480185,2.49330421578638,4.57892455508486,3.79082703839293,5.71226447153243,4.16738244013236,5.11883527344489,2.2364696761136,1.84148444855839,2.44732680891678,2.07915091032418,2.35887309706008
3.74413482466291,3.51889380599216,5.94879530969983,3.59141613936521,4.65851310219985,2.48291789646904,2.34406806390477,2.59526457242357,2.41861212606737,2.5372123332659,3.36847616538793,1.94719915358252,4.02767708739777,2.55225533924659,3.7881595967027,0.0320975242418009,0.0275959040188015,0.0363004420250566,0.0297370617466223,0.0340693408395381,58.3010881469359,57.227115400247,59.3648323525846,57.7917317595889,58.8415769423696,0.0968263096409098,0.0767051336465298,0.121866158853022,0.0855131319172614,0.108242128775908,0.0571562556243054,0.0391765915958691,0.0806544449324984,0.0470708931681415,0.0686035288157716,0.00671864847044905,0.00448315505159171,0.019686642224612,0.00492225594731701,0.0107623796262603,0.00605711491397862,0.00382162149512128,0.0190251086681416,0.00426072239084658,0.0101008460697898,0.733308406507932,0.574187049647377,0.984652112962122,0.622178475608359,0.924961739994786,0.0221456136780568,0.0123299690732171,0.0855494075258796,0.0152138653428022,0.0477019588703697,0.00455753778656825,0.00392343217140003,0.00526246958490182,0.00421756852239258,0.00487874171055555,2.52190019220349,2.44816270844826,2.59253846553619,2.48840710109947,2.55619707299902,4.58556624899205,3.82472551252947,5.66950322862554,4.19360891214009,5.06746825665079,2.41082570500263,2.00646833241482,2.60977610494484,2.25978983556201,2.52819997634366
3.7242692563886,3.49411551959411,5.94716042789239,3.56915112021027,4.65180387388256,2.62006917445546,2.49873911988422,2.71851719236427,2.56510115010347,2.66540254409227,3.34839490453375,1.92350061882829,4.01672773850745,2.52694340287782,3.77040822864359,0.00771713630296828,0.0025983989230323,0.0128711407754562,0.00490770685560212,0.0105453604386984,56.6140462997652,55.486381656083,57.6853638801679,56.1038295369173,57.1523846295307,0.0799166708009177,0.0622352688690083,0.103112867465032,0.0701510149009565,0.0905688175950986,0.064978140632876,0.0449534642719336,0.0893502310208136,0.0540147413719983,0.0771924588462481,0.00599654280476711,0.00378340467443107,0.0188348545659207,0.00421811449160025,0.00999983600807614,0.00599654280476711,0.00378340467443107,0.0188348545659207,0.00421811449160025,0.00999983600807614,0.729412570290905,0.569360501819244,0.984628243106214,0.61676803949107,0.924701661954416,0.030333907750196,0.0171184614297488,0.118795129046002,0.0207915115763706,0.0654522203502153,0.0013250627473254,0.000469998999641419,0.00209867134586476,0.000861422781453919,0.00176709016020549,2.5733189437979,2.50165383973279,2.64010107285925,2.54056347454916,2.60727871804162,4.56639289304877,3.84093708741012,5.63646513944464,4.2307426443033,5.02684715154718,2.57889556927677,2.19274739645465,2.75224578522007,2.43639509981734,2.6809424403841
3.69913866772706,3.46135457215279,5.94491452350315,3.5369740648722,4.64092891085216,2.80243067729575,2.6981863069272,2.89318439518928,2.75246274079281,2.84712956958249,3.37120929967367,1.94898293702739,4.04292502671713,2.55333053970956,3.80068234089065,0.0305510118365226,0.0240892516965443,0.0376296290060448,0.0271287055601075,0.0341154766798677,54.7269533205671,53.5808607514572,55.8108198562243,54.1815970903398,55.278412869061,0.115084810303392,0.0935458798529651,0.141093097164828,0.103204358418377,0.127111191067498,0.0767938509263268,0.0543350234687522,0.103527575272695,0.0648595679888603,0.0896888737179377,0.00606583592069404,0.00382712384850173,0.0190525009337355,0.0042668569597149,0.0101153892223727,0.00606583592069404,0.00382712384850173,0.0190525009337355,0.0042668569597149,0.0101153892223727,0.724458270528111,0.562613896765989,0.984599360460675,0.610096548703597,0.92435751787873,0.0409632207929982,0.0235673035242356,0.165724478282606,0.0284754046842814,0.0891261893439834,0.00616203234147404,0.00477087691450973,0.00762932563506496,0.00538850872744127,0.00689335565545441,2.61971450486369,2.54870003603619,2.68455897132692,2.58757172671403,2.65264730385121,4.60930373207083,3.89532908531591,5.60375625833981,4.28604977543587,4.98708059154577,2.78846530978677,2.42522676437885,2.9319025057082,2.66162463254234,2.86486591361743
3.66178950290914,3.40916952356971,5.94176991277424,3.48614172664353,4.62559949192431,2.99548891218814,2.88516761747018,3.09790306134455,2.93565362986067,3.04633207020353,3.48877020236985,2.07767057187872,4.15783811208926,2.67701330346241,3.92282721565905,0.0177153117951485,0.0109900479553262,0.0268136363214362,0.0141707896886098,0.0220664251624439,52.0836985052759,50.8035694703508,53.3989247895733,51.4846493598332,52.7413022496268,0.127844529577771,0.104800981426281,0.155424015268713,0.115871503429659,0.140181264367767,0.102921654409252,0.0750533412130115,0.13131991989651,0.0888091991691698,0.116320406386362,0.00613674918210602,0.00387186522256346,0.0192752361011436,0.0043167390776864,0.0102336441916116,0.00613674918210602,0.00387186522256346,0.0192752361011436,0.0043167390776864,0.0102336441916116,0.716378730976616,0.549365287938178,0.984552899935878,0.599055481990346,0.923138033683646,0.059949359199166,0.034461366110776,0.251613446070689,0.0413361261983839,0.131449606118679,0.00434643510721681,0.00258144174906153,0.00694071980616375,0.00336392252931936,0.0056224349651381,2.65383716657417,2.58335381611964,2.71747006051317,2.62034269533668,2.68504656235344,4.64813357081598,3.96705411027156,5.57066613969946,4.36521170525329,4.94210191078461,3.02580808037053,2.74086302155236,3.13682615000036,2.93530951144528,3.0845295725762
3.63680069812849,3.37077837860281,5.93962406328974,3.44288438599976,4.61335481192384,2.96642361679005,2.84883106286901,3.08979913717452,2.90127111566104,3.02836765619169,3.70515076722925,2.28949815692802,4.34156927021319,2.88671078898541,4.12169260892659,-0.0159684610166869,-0.0217788312662806,-0.00979538304349309,-0.0187322527347523,-0.0133912511412885,52.0022952351994,50.7179685758712,53.3765579801037,51.3376254340034,52.7616992966325,0.116513965048833,0.0932665844859374,0.144627110717038,0.104267680367352,0.129331895651639,0.125561202203694,0.0975571758866194,0.152915158171477,0.112654773865966,0.138874870854003,0.00620934009882686,0.00391766508134618,0.0195032407037551,0.00436780129932772,0.0103546968191869,0.00620934009882686,0.00391766508134618,0.0195032407037551,0.00436780129932772,0.0103546968191869,0.711114928996323,0.537965059560722,0.984524160814087,0.58997541199593,0.921897597209261,0.061292077737915,0.0340167821757293,0.259675046200916,0.0411660383437958,0.135994775329333,-0.00394493757169225,-0.00563057015150658,-0.00238416455583724,-0.00471431961812308,-0.00324355320334978,2.65964135403828,2.58849467086599,2.7251872205978,2.62652259437571,2.69130525767335,4.65175586860183,3.99058468057003,5.53343299729391,4.38814367715852,4.9116943422996,3.13324555586753,2.95601732990511,3.25619433461269,3.06723367499506,3.19504099801491
