iteration,log_likelihood,al,alpha,c1,f,g,j,k,K,l,m,mp,Q,r
50000,-5606.10082560138,2.50129482102707,0.155568919863398,1.51079364818597,0.995981517925167,0.0175309700178338,1.99720681485655,0.0718691595102239,3.97035471068473,0.0743586749735118,1.40310823170602,0.761997488063056,0.675948341421048,0.0441231585831841
50100,-5609.54256986774,2.50349251442287,0.159750810406994,1.53072748329895,0.997948872391945,0.0175162954343592,1.98235717597883,0.072596635026621,3.89241106959803,0.0724742138285474,1.69032674176169,0.751654279182067,0.678183694488028,0.0438760764064237
50200,-5618.43623427703,2.50757357061148,0.155702259829429,1.52292968485111,0.9657018035873,0.0177408743612546,1.97857751894875,0.0716919350291452,3.81921101886677,0.0729382413541081,1.44965953955402,0.833078347858773,0.665092941191916,0.0422474221644338
50300,-5612.23279056589,2.5157035998858,0.15613907915098,1.47205146348656,0.984991902586704,0.0175216984588668,1.9954212969409,0.0714345949544256,3.73900645376567,0.0767821725551081,1.41189829108604,0.759212354941305,0.622934875423843,0.0426990465529299
50400,-5613.60472553024,2.51311651778194,0.148320766589558,1.51288337511009,0.975261654736406,0.0175472627699511,1.98744206011938,0.0716555298430917,3.71625848426102,0.078171612018982,1.52538508950409,0.782454506579773,0.694765451890505,0.0419127697224201
50500,-5615.78701225097,2.53772459059731,0.152279144477075,1.47430673481881,0.9741649522691,0.0176117860793821,1.98237212387456,0.0717485517333218,3.69979382084552,0.0766007083794832,1.29060233884035,0.772443767941928,0.659342257882543,0.0425265341810371
50600,-5610.13803120684,2.51401704334971,0.155141035806237,1.47773577787066,0.996583578879296,0.0175355690342782,1.99297736796306,0.0715537658131775,3.84187368716837,0.0757149622133853,1.39610386873657,0.799842504637282,0.653982805206796,0.0424176201829558
50700,-5609.8930385892,2.50159987087089,0.148603871537715,1.58601536597641,0.986801142253341,0.0175372311996886,1.96059673108743,0.0716911500544039,3.92019779356401,0.076938643738911,1.5242124783695,0.751160156672392,0.667482039573219,0.041330888929901
50800,-5610.75916101977,2.50474464457472,0.149952872330357,1.54326212376837,0.995109719687365,0.0175247699573936,1.96828213312762,0.0716911500544039,3.98116568911306,0.0749939540321475,1.35345733383645,0.776614350875259,0.61133662677937,0.0405938517981429
50900,-5612.57187772228,2.50134709285748,0.156521167620036,1.46217677985264,0.996955846319984,0.0175525044369974,1.9985330829522,0.0711346154887448,3.92698658108676,0.0769919916139823,1.34279824438826,0.80649536384174,0.590253815542721,0.0396548443647786
51000,-5615.13224031402,2.52784892750606,0.156231721342301,1.51057397046023,0.99797140681552,0.0175150895914357,1.94621201350675,0.0711346154887448,3.92415189059341,0.0784789362816231,1.37701196473609,0.769569924317036,0.574155511743911,0.0384719762802976
51100,-5623.31056838706,2.50503803988038,0.14285283735858,1.61820832928471,0.948912011152674,0.0177253515570946,1.95353838195154,0.0709326839748988,3.92271095908599,0.0786447738148115,1.10220906002715,0.763925956285458,0.580169942810281,0.0382603170777021
51200,-5616.4220827084,2.5095435214756,0.156629140803261,1.64289647407994,0.966673188907457,0.0176336760578817,1.94258089389045,0.0709620510130037,3.98247921049726,0.0798897491934859,1.38632107154263,0.758202154463335,0.582112771414284,0.0394356741772957
51300,-5610.03609994646,2.50454785372144,0.155943026049211,1.61020228071014,0.963504722892309,0.0175085063416754,1.9760308247546,0.0715371967635822,3.98732312137622,0.0783972742411567,1.37732546631743,0.762954158577996,0.634483090708959,0.0408290812993122
51400,-5614.32604972618,2.50555249591845,0.145805127762786,1.58557055058226,0.963085523888256,0.0176212844051544,1.9834739575359,0.0720663281140845,3.89078549778648,0.0759692436640305,1.19836920412464,0.764538192802211,0.648191395622242,0.0409795613782122
51500,-5614.77058974022,2.50770458195566,0.148748482636397,1.5872022466884,0.947347230795942,0.0176130091694842,1.92336233388902,0.0715228070775127,3.86786826017149,0.0771207243284045,1.38187537122902,0.764043390003615,0.622101116387324,0.0410163495003693
51600,-5611.62355719956,2.50404841187751,0.14864560865177,1.53560636079194,0.996279271839109,0.0175591303868052,1.92158113514794,0.0717133823868653,3.97085019994766,0.0750194922662207,1.41280386979415,0.777841693281555,0.612560006913632,0.0397956162390748
51700,-5613.06501488822,2.50598929016546,0.143397818135191,1.52420032678877,0.98184447543165,0.0175391876082793,1.93479918521537,0.0713809586037071,3.80163834868889,0.0788068068268433,1.35389888535675,0.770260862810907,0.608612533151628,0.0390701072164032
51800,-5624.22808916835,2.52160733782857,0.148475995530288,1.49920769199755,0.965210897058248,0.0176162263394166,1.92648648030638,0.0709091734318884,3.90701590286319,0.0793274954317779,1.22317651755006,0.818261721539984,0.593785687596867,0.038423429974763
51900,-5615.15690836671,2.50538063949998,0.144987422693785,1.55137506173322,0.994117725804119,0.0175035831978274,1.95677649294896,0.0707377030978819,3.92576165577184,0.0802401941989101,1.14947473094744,0.754381244823521,0.586114382253408,0.0383789490226897
52000,-5611.28630240876,2.50404997759207,0.145861478819545,1.57335877465106,0.983592450911085,0.0175133205663182,1.97836547859383,0.0713569196865351,3.979520818431,0.0779310304109231,1.44223621033239,0.798780932717238,0.615009686830014,0.0387538890727643
52100,-5617.20188508805,2.52859207977393,0.1412908946959,1.58034584884106,0.968334582277204,0.0175433253945717,1.9860672715614,0.0709345486011259,3.93731032542682,0.0794768938770657,1.39544483600683,0.784891806813196,0.624110913594324,0.0393229051032489
52200,-5611.75740623639,2.50026540058415,0.142225716158238,1.59679371618997,0.977473939044282,0.0175060167541048,1.98461628071087,0.0712245185103583,3.86846065633747,0.0799476433952536,1.5293858307044,0.757425865769745,0.678682246509475,0.0405120744162675
52300,-5610.69734887771,2.50026540058415,0.143907646976616,1.62291374282418,0.979143609533412,0.0175463264873093,1.99277577096856,0.0715413826823323,3.98050989189963,0.0786566322594748,1.39927617341495,0.775707882763986,0.646114306916939,0.0392228096818863
52400,-5614.38425114327,2.50717527111286,0.155508257255978,1.63976896991994,0.961350435383385,0.0176011780642816,1.98460430741187,0.0713836429908321,3.95081658501398,0.0771746213342133,1.2588056736974,0.78734508901672,0.616069372655591,0.0399859714873796
52500,-5607.96125906764,2.5025551713391,0.155686354982114,1.58408629970478,0.99257448364095,0.0175098360013696,1.9809273126607,0.0714043391485844,3.89787853085664,0.0785484572675224,1.42230448247384,0.76379358667382,0.700441980947571,0.0442021671399795
52600,-5613.90322474916,2.50418984827027,0.158583723386017,1.60056808975266,0.95816922948835,0.0175462780358878,1.9247582235086,0.071885710363469,3.86011075543154,0.0786521822828596,1.31407300188385,0.77738400437642,0.687534113034399,0.0449967407264525
52700,-5614.52499366422,2.51028560099171,0.149269012233834,1.58233297404273,0.93231564829905,0.0175462780358878,1.93080301899015,0.0716400427687522,3.83447883759801,0.0766563915962061,1.29662479286936,0.776579459991675,0.67834786127462,0.0435845691295927
52800,-5616.11889171397,2.51639437429964,0.1520091351311,1.54363021636009,0.937346479961918,0.0175718687337948,1.9116105176831,0.0718192145129462,3.70665116387937,0.075538327344454,1.33777215826621,0.786118374488639,0.664054962062372,0.0434565867281331
52900,-5621.18089182447,2.53698829692403,0.149264282961299,1.49234522254418,0.94621020249169,0.0175593161349563,1.90363801093338,0.0718781422361897,3.56941114177075,0.0755603709128562,1.1476739521074,0.761353806035362,0.674877925641869,0.042906571178748
