iteration,log_likelihood,al,alpha,c1,f,g,j,k,K,l,m,mp,Q,r
20000,-751.58097398561,0,0.105150015743895,1.86310893543102,0.454344576428038,0.0193008826337654,0.4306372219803,0.22640252545624,2.53506049019279,0.428913400062124,0.996373462951663,0,2.83384173764766,0.0199639512716064
20100,-751.697098505522,0,0.129122380539269,2.34608299946524,0.413155802946135,0.0202332212868355,0.215930549229998,0.224023982881526,2.81830399728621,0.469879847515424,9.34607134476817,0,3.19272954502289,0.0188213968856909
20200,-753.691986183837,0,0.134028476202258,1.83696335847892,0.409003552702798,0.018212910325402,0.6980204982557,0.24152135382993,2.27039560253,0.344629722166348,1.75716476443795,0,3.20678481496344,0.0180228005845725
20300,-751.889536901177,0,0.144369363865302,1.83696335847892,0.411395428843797,0.0185234317712968,0.35103931386453,0.248784718206526,2.12273559483821,0.426810594851944,0.815727288058691,0,3.52483084859772,0.0194340477889803
20400,-755.988731166662,0,0.134008397105967,1.50610909903855,0.46037760709294,0.0184432180638816,0.492543465788204,0.272286851317697,2.1423948171451,0.386420149913896,11.2959365137881,0,3.56534879656639,0.0185086895830568
20500,-755.983453167361,0,0.128136997286878,1.46900348619468,0.428760104990038,0.0183654956566912,0.541077711613792,0.225759070878943,2.13050537461239,0.421538232002179,1.05515665100042,0,3.42151434469014,0.0226687753452562
20600,-760.721596984055,0,0.141538512447415,1.47730106632573,0.516440172951226,0.0216664277054094,0.132278262577915,0.276044077357325,1.93305679744144,0.383339954012862,10.0411897471337,0,3.5223592680166,0.0179912843406705
20700,-754.337122338985,0,0.136358937553623,1.74224004216008,0.439411630979547,0.0199742617123604,0.160464048252298,0.244950517833388,2.13913967781445,0.385073502264974,0.821520087754936,0,3.28821682670367,0.0180824904074235
20800,-754.240936538577,0,0.131438291938602,2.14243065650962,0.356522892555853,0.0176068407830583,0.496124658941918,0.258373370783316,2.21531621193455,0.479969552695358,5.16616322873952,0,3.60259080288521,0.0196647559534922
20900,-751.046160879336,0,0.109036982330016,1.76838663346421,0.445683297504253,0.0183688623255034,3.20076268944489,0.224046682195682,2.43786333208772,0.42583456632128,7.13204585399529,0,3.12693942966849,0.0175067218077326
21000,-752.921172892111,0,0.104552134526256,2.01354028729521,0.400451025128127,0.0189039188853293,0.765236156044696,0.237788200050942,2.5562957769861,0.424835888344309,1.54852471251314,0,2.70606271603106,0.0177505817184671
21100,-755.93542057628,0,0.120999572726567,2.21111644524314,0.475481314860259,0.0186727498110453,1.4871157806469,0.245302380701187,3.49764832832866,0.295866598580283,0.77281308924789,0,2.98599822307772,0.0194341510454986
21200,-755.07347497738,0,0.110256607037364,2.65153381291426,0.48189727271816,0.0191890314604752,3.1181403688544,0.237731474902455,3.94487200017916,0.388011201802985,1.24264021428533,0,2.98615162725577,0.0205678479158337
