tc,days,years,latmin,lonmin,latmax,lonmax,PhytC,stDevPhytC
195,81,2002,50,-45,55,-35,16.4892860580815,7.45052922418976
196,89,2002,50,-45,55,-35,15.2270591598698,8.52093605365059
197,97,2002,50,-45,55,-35,13.9450128006129,7.7831282942506
198,105,2002,50,-45,55,-35,12.0709893392017,9.36637496395212
199,113,2002,50,-45,55,-35,14.4799104047588,6.72404247774084
200,121,2002,50,-45,55,-35,14.5885404857414,8.21585280306464
201,129,2002,50,-45,55,-35,19.3026608896546,9.98230430148219
202,137,2002,50,-45,55,-35,34.6963710788224,14.9738758747078
203,145,2002,50,-45,55,-35,25.5967446218701,11.2009500975967
204,153,2002,50,-45,55,-35,28.4278112885522,11.0584536693717
205,161,2002,50,-45,55,-35,21.6018236032708,10.502836067694
206,169,2002,50,-45,55,-35,28.6026033480714,13.9023402407705
207,177,2002,50,-45,55,-35,28.7755943482122,14.4577148904053
208,185,2002,50,-45,55,-35,32.0894814508989,16.5194012498581
209,193,2002,50,-45,55,-35,33.1574719769592,17.4547790345035
210,201,2002,50,-45,55,-35,27.7681932886608,13.1767831579317
211,209,2002,50,-45,55,-35,26.9849385985278,12.6566544456702
212,217,2002,50,-45,55,-35,21.1350470267154,11.8602282487508
213,225,2002,50,-45,55,-35,22.4358489533597,16.3691056474054
214,233,2002,50,-45,55,-35,18.084803263247,11.5750845623649
215,241,2002,50,-45,55,-35,19.4317319794165,7.74549538898451
216,249,2002,50,-45,55,-35,17.5460191428827,7.68508637759495
217,257,2002,50,-45,55,-35,15.5600027436763,9.45188734776283
218,265,2002,50,-45,55,-35,13.7421878890238,5.95781752355611
219,273,2002,50,-45,55,-35,17.2546852902034,9.84133037043483
220,281,2002,50,-45,55,-35,13.5344426764258,7.73184287179071
221,289,2002,50,-45,55,-35,11.223240354889,10.4823811423137
222,297,2002,50,-45,55,-35,10.6311731607811,10.5269820596865
223,305,2002,50,-45,55,-35,11.5910914121009,6.29202371470841
224,313,2002,50,-45,55,-35,13.6085307637421,8.29547264531385
225,321,2002,50,-45,55,-35,19.1717979279283,6.1257782016313
226,329,2002,50,-45,55,-35,NaN,6.88801735107824
227,337,2002,50,-45,55,-35,NaN,6.26746654162722
228,345,2002,50,-45,55,-35,NaN,8.13396335476163
229,353,2002,50,-45,55,-35,NaN,6.89964200025397
230,361,2002,50,-45,55,-35,NaN,6.84249188860226
1,1,1998,40,-35,45,-25,13.1384105623778,6.88883442292288
2,9,1998,40,-35,45,-25,6.71161341982017,5.33133337233616
3,17,1998,40,-35,45,-25,6.79663300473451,6.69156997905976
4,25,1998,40,-35,45,-25,10.0295906710252,6.03694566093878
5,33,1998,40,-35,45,-25,7.84547225384852,6.9785408910767
6,41,1998,40,-35,45,-25,9.9634865865427,5.87264463549747
7,49,1998,40,-35,45,-25,12.2125847498245,10.4132457015261
8,57,1998,40,-35,45,-25,9.85476149281028,5.79148937101997
9,65,1998,40,-35,45,-25,11.5399883780753,7.64394658499687
10,73,1998,40,-35,45,-25,13.4834519984159,7.22168892168609
11,81,1998,40,-35,45,-25,12.9027950297214,7.95601651031718
12,89,1998,40,-35,45,-25,16.3774237794884,8.51496967043286
13,97,1998,40,-35,45,-25,18.0517116001166,16.3200130535911
14,105,1998,40,-35,45,-25,30.3954978031211,14.3093321691858
15,113,1998,40,-35,45,-25,25.6605310788792,11.8552524070069
16,121,1998,40,-35,45,-25,25.2754634761066,17.1855366153866
17,129,1998,40,-35,45,-25,20.6113242771208,11.4087677536214
18,137,1998,40,-35,45,-25,25.6891653811684,16.6013440186259
19,145,1998,40,-35,45,-25,28.8679911082487,14.3457952102247
20,153,1998,40,-35,45,-25,23.9008013564473,11.6950944640908
21,161,1998,40,-35,45,-25,18.7679944482694,9.66569889951002
22,169,1998,40,-35,45,-25,14.9218266917765,8.03917760463318
23,177,1998,40,-35,45,-25,11.5582747725398,5.39151477988815
24,185,1998,40,-35,45,-25,11.990848335897,4.64051098739284
25,193,1998,40,-35,45,-25,12.0307183247225,4.19643948545597
26,201,1998,40,-35,45,-25,15.5322245422668,4.4448977952806
27,209,1998,40,-35,45,-25,12.2371891106251,3.91889861057338
28,217,1998,40,-35,45,-25,13.8465010641433,3.90941337567988
29,225,1998,40,-35,45,-25,11.2907996852324,3.13863924521722
30,233,1998,40,-35,45,-25,11.4391934819975,4.28308056599593
31,241,1998,40,-35,45,-25,11.9820538795408,5.79850970939239
32,249,1998,40,-35,45,-25,10.9459376663218,3.53673530965824
33,257,1998,40,-35,45,-25,9.69656525544617,5.37981280921064
34,265,1998,40,-35,45,-25,9.88998275846453,5.2644310136827
35,273,1998,40,-35,45,-25,10.3974555668277,5.19712488942516
36,281,1998,40,-35,45,-25,9.1634765794625,3.38708895552095
37,289,1998,40,-35,45,-25,14.8392848039874,5.9914768013576
38,297,1998,40,-35,45,-25,10.7136575335016,6.13136710451141
39,305,1998,40,-35,45,-25,10.7177529848864,7.82717703463853
40,313,1998,40,-35,45,-25,7.01398577449406,5.13192245254715
41,321,1998,40,-35,45,-25,8.5957328414462,6.31070574974026
42,329,1998,40,-35,45,-25,9.49202576766828,5.08792270586415
43,337,1998,40,-35,45,-25,9.92165321267523,6.57103083233813
44,345,1998,40,-35,45,-25,8.4342193512733,6.37844656158092
45,353,1998,40,-35,45,-25,15.4057206211488,8.57111921274903
46,361,1998,40,-35,45,-25,25.091005018072,16.6046313852536
47,1,1999,40,-35,45,-25,14.9055837063326,11.0393981795806
48,9,1999,40,-35,45,-25,14.3854768658968,8.2968736375957
49,17,1999,40,-35,45,-25,13.8390665652396,6.18072340671245
50,25,1999,40,-35,45,-25,9.68309252086202,5.96748850625921
51,33,1999,40,-35,45,-25,10.898129381792,5.64425520630868
52,41,1999,40,-35,45,-25,11.7269462687605,7.24770861907485
53,49,1999,40,-35,45,-25,13.9980217115571,7.63659456532125
54,57,1999,40,-35,45,-25,14.1138670659185,9.02536624414997
55,65,1999,40,-35,45,-25,17.1231315805602,8.42535047335953
56,73,1999,40,-35,45,-25,16.0815381156488,7.13133962333723
57,81,1999,40,-35,45,-25,22.2645949331713,9.27941679224525
58,89,1999,40,-35,45,-25,12.3692542190043,7.0552263130043
59,97,1999,40,-35,45,-25,20.8468679607246,17.8470516965522
60,105,1999,40,-35,45,-25,20.7705249727001,17.3344439645517
61,113,1999,40,-35,45,-25,17.7453813173456,10.3129154287798
62,121,1999,40,-35,45,-25,25.003022085271,9.97223938182282
63,129,1999,40,-35,45,-25,29.8683774734247,14.7571719731138
64,137,1999,40,-35,45,-25,26.2888472233465,11.8288673215618
65,145,1999,40,-35,45,-25,20.0766470939005,8.68814177345651
66,153,1999,40,-35,45,-25,21.4398705904766,8.05966956337777
67,161,1999,40,-35,45,-25,15.8991621209847,7.11141302478127
68,169,1999,40,-35,45,-25,13.5408049707446,6.99329516279683
69,177,1999,40,-35,45,-25,15.5491601079455,5.91313270918058
70,185,1999,40,-35,45,-25,11.667238658559,4.14907966817175
71,193,1999,40,-35,45,-25,14.207501233394,4.10571065999854
72,201,1999,40,-35,45,-25,15.4128655185137,4.98768047462176
73,209,1999,40,-35,45,-25,16.9752999374933,6.44463335541844
74,217,1999,40,-35,45,-25,16.2838857514246,5.11831216591214
75,225,1999,40,-35,45,-25,13.6061768138575,4.38670521957485
76,233,1999,40,-35,45,-25,13.3684520258341,4.56188416125352
77,241,1999,40,-35,45,-25,9.4740339300999,3.139403917166
78,249,1999,40,-35,45,-25,11.5594162778432,4.91341346609987
79,257,1999,40,-35,45,-25,13.0559201816677,5.57821987358783
80,265,1999,40,-35,45,-25,10.7545104231355,4.62823469940675
81,273,1999,40,-35,45,-25,9.34960666101012,4.36710284620498
82,281,1999,40,-35,45,-25,10.4537787156346,4.70395043725846
83,289,1999,40,-35,45,-25,14.9943925758203,8.49499836309862
84,297,1999,40,-35,45,-25,14.8444590127158,13.7397167299177
85,305,1999,40,-35,45,-25,9.14865290942295,7.69474444250318
86,313,1999,40,-35,45,-25,8.57258404558115,5.81398031166534
87,321,1999,40,-35,45,-25,7.29661771929515,4.3533136871896
88,329,1999,40,-35,45,-25,10.7720477112735,6.69226162471872
89,337,1999,40,-35,45,-25,7.39976784479909,4.37865793255948
90,345,1999,40,-35,45,-25,8.02542334068466,7.98590763090439
91,353,1999,40,-35,45,-25,9.72929685590685,9.28338889985013
92,361,1999,40,-35,45,-25,8.0003811769079,5.16373876316524
93,1,2000,40,-35,45,-25,11.7984278385859,6.97616246923177
94,9,2000,40,-35,45,-25,11.9180857186268,5.42986072040257
95,17,2000,40,-35,45,-25,9.44927291805548,5.89359482919396
96,25,2000,40,-35,45,-25,10.0308218288955,5.41185083136401
97,33,2000,40,-35,45,-25,8.88347398912744,5.90152602216983
98,41,2000,40,-35,45,-25,9.69176097838004,5.83570761591187
99,49,2000,40,-35,45,-25,11.6963606119322,5.81038614113257
100,57,2000,40,-35,45,-25,9.29064053136214,7.73839610513658
101,65,2000,40,-35,45,-25,13.5943345173593,8.01943260789593
102,73,2000,40,-35,45,-25,17.2676075102306,12.9442112775592
103,81,2000,40,-35,45,-25,13.3807841037315,9.11226502882328
104,89,2000,40,-35,45,-25,18.1332253788598,8.1942024714085
105,97,2000,40,-35,45,-25,13.5078901576747,7.65216295811039
106,105,2000,40,-35,45,-25,18.5881038488697,9.03491225514263
107,113,2000,40,-35,45,-25,15.3887210220306,8.92767319683278
108,121,2000,40,-35,45,-25,25.5588251335443,11.2701551895183
109,129,2000,40,-35,45,-25,27.0774458529221,12.2167735465478
110,137,2000,40,-35,45,-25,23.4818243872127,11.3716573902333
111,145,2000,40,-35,45,-25,23.1112934814229,8.68226409774115
112,153,2000,40,-35,45,-25,21.8046328637666,7.87011268583006
113,161,2000,40,-35,45,-25,24.1620264199294,8.8393678371968
114,169,2000,40,-35,45,-25,20.632845761627,7.01280153364331
115,177,2000,40,-35,45,-25,19.9413234783213,7.55608738795645
116,185,2000,40,-35,45,-25,15.6268507285251,5.54855934115114
117,193,2000,40,-35,45,-25,17.9329509042804,5.36589532290919
118,201,2000,40,-35,45,-25,15.3224860053675,5.42538461691271
119,209,2000,40,-35,45,-25,12.9568946501282,3.95896872288378
120,217,2000,40,-35,45,-25,11.2473894098401,3.96402250000622
121,225,2000,40,-35,45,-25,12.6492039623898,4.10562488229645
122,233,2000,40,-35,45,-25,11.7370624640088,5.28015600632596
123,241,2000,40,-35,45,-25,9.980269177316,3.38098063189288
124,249,2000,40,-35,45,-25,11.8261428240004,4.17474068360802
125,257,2000,40,-35,45,-25,10.9726850581666,5.88735360581072
126,265,2000,40,-35,45,-25,8.37172847669158,4.99552390117791
127,273,2000,40,-35,45,-25,9.34335182040935,4.49386812655581
128,281,2000,40,-35,45,-25,9.49597555254899,4.16926409714594
129,289,2000,40,-35,45,-25,11.6159968621408,6.30173689497783
130,297,2000,40,-35,45,-25,10.3253615943094,5.58860071247384
131,305,2000,40,-35,45,-25,10.4596243525555,5.29492578214152
132,313,2000,40,-35,45,-25,7.53592545778286,7.58483787181376
133,321,2000,40,-35,45,-25,8.67272517395726,8.93326452474015
134,329,2000,40,-35,45,-25,11.2600385528865,6.77645473006687
135,337,2000,40,-35,45,-25,13.5247976017899,6.90473365973775
136,345,2000,40,-35,45,-25,10.9417123282763,6.07849035346659
137,353,2000,40,-35,45,-25,11.4075684881482,6.23933801272805
138,361,2000,40,-35,45,-25,7.63438490806512,4.96908240921637
139,1,2001,40,-35,45,-25,10.5577779352054,5.0344078064585
140,9,2001,40,-35,45,-25,10.1194099271794,6.00530327113237
141,17,2001,40,-35,45,-25,13.8604098576142,7.0956415644051
142,25,2001,40,-35,45,-25,12.0268338328921,6.20222696073605
143,33,2001,40,-35,45,-25,12.8268314355964,7.83977903024745
144,41,2001,40,-35,45,-25,6.86969554966409,5.16769650925742
145,49,2001,40,-35,45,-25,13.7095533754594,9.31344289865452
146,57,2001,40,-35,45,-25,10.6062014778414,6.4342738233993
147,65,2001,40,-35,45,-25,12.1653156165075,5.73069543731256
148,73,2001,40,-35,45,-25,15.5929685154237,5.35578582312379
149,81,2001,40,-35,45,-25,14.3227677912141,6.89815659058881
150,89,2001,40,-35,45,-25,12.2060151601563,6.72483432834463
151,97,2001,40,-35,45,-25,14.7529017113139,8.84591823933113
152,105,2001,40,-35,45,-25,30.4199922424307,18.16281122179
153,113,2001,40,-35,45,-25,26.3428177223686,10.6793129245989
154,121,2001,40,-35,45,-25,35.9763215382066,14.0957667249132
155,129,2001,40,-35,45,-25,33.2839112653998,13.527135838287
156,137,2001,40,-35,45,-25,32.2452142989802,13.3272593730562
157,145,2001,40,-35,45,-25,25.662644510236,11.2314577023775
158,153,2001,40,-35,45,-25,22.6490039481471,12.571235516858
159,161,2001,40,-35,45,-25,19.8768269317804,9.015503942012
160,169,2001,40,-35,45,-25,21.2414579598523,9.2907252120125
161,177,2001,40,-35,45,-25,18.9138513933536,7.39112910584333
162,185,2001,40,-35,45,-25,17.663603536437,8.68391463615441
163,193,2001,40,-35,45,-25,12.5258694940702,4.89622025753895
164,201,2001,40,-35,45,-25,13.6571508599611,5.43962817924725
165,209,2001,40,-35,45,-25,10.341030437044,3.95833668571914
166,217,2001,40,-35,45,-25,9.57517454908129,3.50519496173847
167,225,2001,40,-35,45,-25,11.3540501873733,5.78902889790449
168,233,2001,40,-35,45,-25,10.6852233788992,5.15820049465124
169,241,2001,40,-35,45,-25,8.66865943447898,3.85074959578565
170,249,2001,40,-35,45,-25,9.60531464588313,4.79027881878947
171,257,2001,40,-35,45,-25,10.7351040675492,5.04317060256736
172,265,2001,40,-35,45,-25,10.2008902851741,6.23893408594377
173,273,2001,40,-35,45,-25,15.2901909890771,5.79611222849309
174,281,2001,40,-35,45,-25,12.1318243950464,4.11078937658634
175,289,2001,40,-35,45,-25,13.2462223160288,6.58559498985942
176,297,2001,40,-35,45,-25,11.622699450695,6.38032518483101
177,305,2001,40,-35,45,-25,10.7130582053587,4.62046134050359
178,313,2001,40,-35,45,-25,11.9165381630738,7.25479278782083
179,321,2001,40,-35,45,-25,7.98775641331618,5.79244620601355
180,329,2001,40,-35,45,-25,13.5035324163487,8.51123164805546
181,337,2001,40,-35,45,-25,7.10687080109546,4.69558925226375
182,345,2001,40,-35,45,-25,6.12651134531429,6.39687658092318
183,353,2001,40,-35,45,-25,15.5681977095797,6.01618901055252
184,361,2001,40,-35,45,-25,6.60811046882841,5.1695878554692
185,1,2002,40,-35,45,-25,7.38923114881336,6.25641162329948
186,9,2002,40,-35,45,-25,7.20664145167709,4.8041489746347
187,17,2002,40,-35,45,-25,8.33791897605923,7.48296402346898
188,25,2002,40,-35,45,-25,16.3339163570091,6.2337952469482
189,33,2002,40,-35,45,-25,16.171485279346,7.39521013006354
190,41,2002,40,-35,45,-25,8.12963820328318,6.32623865443968
191,49,2002,40,-35,45,-25,6.46983257316235,4.09645042204522
192,57,2002,40,-35,45,-25,5.49444745222563,6.47883403583242
193,65,2002,40,-35,45,-25,7.5127321011123,5.95268530792792
194,73,2002,40,-35,45,-25,14.9785230952253,6.5436487270547
195,81,2002,40,-35,45,-25,11.3644847829143,7.14946957125072
196,89,2002,40,-35,45,-25,12.1773221608754,7.75456361917072
197,97,2002,40,-35,45,-25,19.3980631928529,15.5669156186423
198,105,2002,40,-35,45,-25,12.9277758434312,8.34709969025382
199,113,2002,40,-35,45,-25,31.5116842628188,16.4505524521829
200,121,2002,40,-35,45,-25,37.1956261110472,16.8808580184622
201,129,2002,40,-35,45,-25,34.0553370867919,15.5502806319137
202,137,2002,40,-35,45,-25,21.6990982762062,8.45580051419811
203,145,2002,40,-35,45,-25,23.0758142146716,10.0804454167766
204,153,2002,40,-35,45,-25,20.2596591244142,8.2249076169118
205,161,2002,40,-35,45,-25,26.5066926991444,9.83203238933303
206,169,2002,40,-35,45,-25,19.4735009981899,6.77215548187244
207,177,2002,40,-35,45,-25,20.1390456808111,8.70603787354711
208,185,2002,40,-35,45,-25,20.6439051762389,8.95148985069448
209,193,2002,40,-35,45,-25,17.6429098594355,5.56049435662051
210,201,2002,40,-35,45,-25,13.5773144046631,4.80715364858087
211,209,2002,40,-35,45,-25,9.84132233291454,4.1909189482627
212,217,2002,40,-35,45,-25,9.95759738096763,4.3765986591188
213,225,2002,40,-35,45,-25,12.0436872885459,5.35228074144581
214,233,2002,40,-35,45,-25,9.58873758370675,15.6902490504598
215,241,2002,40,-35,45,-25,9.00604796506467,4.12479491276758
216,249,2002,40,-35,45,-25,11.9536186302495,5.24980350098724
217,257,2002,40,-35,45,-25,10.6614704733198,5.32839154504206
218,265,2002,40,-35,45,-25,13.2413236455246,20.6078830268158
219,273,2002,40,-35,45,-25,10.735258107441,5.26578917103087
220,281,2002,40,-35,45,-25,10.6958349497669,6.96427669276882
221,289,2002,40,-35,45,-25,9.87914470001848,8.56312665159658
222,297,2002,40,-35,45,-25,9.29505537391954,6.19739396155067
223,305,2002,40,-35,45,-25,12.737567758761,12.9088690175148
224,313,2002,40,-35,45,-25,14.3360784317574,6.10130243398079
225,321,2002,40,-35,45,-25,17.2134676264765,11.0541546107022
226,329,2002,40,-35,45,-25,12.6414403047372,8.28755320880531
227,337,2002,40,-35,45,-25,10.7859153580832,6.12884131744749
228,345,2002,40,-35,45,-25,8.84084243785956,6.78916968985463
229,353,2002,40,-35,45,-25,9.25153915986317,6.46180657108058
230,361,2002,40,-35,45,-25,12.8281071187701,5.80543347265441
1,1,1998,45,-35,50,-25,5.74230662798983,5.59465068529674
2,9,1998,45,-35,50,-25,8.93618023631869,8.13366099476912
3,17,1998,45,-35,50,-25,9.68927799047908,6.40035942299731
4,25,1998,45,-35,50,-25,7.83337729025586,5.88501100503053
5,33,1998,45,-35,50,-25,6.84022329956197,7.25150798477647
6,41,1998,45,-35,50,-25,8.52476715940261,4.93789951702652
7,49,1998,45,-35,50,-25,9.68949573785174,5.89296934124093
8,57,1998,45,-35,50,-25,8.719784167736,5.77413166569051
9,65,1998,45,-35,50,-25,14.2462726559542,6.98657012300211
10,73,1998,45,-35,50,-25,11.260403109168,7.665807857684
11,81,1998,45,-35,50,-25,13.2308564006579,7.17579814198529
12,89,1998,45,-35,50,-25,12.3091581850623,7.74344116757156
13,97,1998,45,-35,50,-25,14.1380170149853,11.1392748714676
14,105,1998,45,-35,50,-25,23.3649963514466,11.0276458528603
15,113,1998,45,-35,50,-25,17.8910130034015,10.779696393684
16,121,1998,45,-35,50,-25,50.5258733388328,25.9217168847545
17,129,1998,45,-35,50,-25,25.6719771347858,13.0732371232359
18,137,1998,45,-35,50,-25,31.6955579898673,21.238848736989
19,145,1998,45,-35,50,-25,39.420624829299,19.6167798976843
20,153,1998,45,-35,50,-25,43.5512569752998,18.3628177203905
21,161,1998,45,-35,50,-25,34.3934003577135,18.5137064797947
22,169,1998,45,-35,50,-25,30.0471106769062,20.474176230874
23,177,1998,45,-35,50,-25,26.8398800416706,12.0001426646112
24,185,1998,45,-35,50,-25,23.8590834490873,9.63339602300364
25,193,1998,45,-35,50,-25,20.9082936563757,8.10946747064755
26,201,1998,45,-35,50,-25,20.5672450281432,7.36986423793386
27,209,1998,45,-35,50,-25,16.1431767446879,6.55115345699375
28,217,1998,45,-35,50,-25,15.789297985865,6.87534920551731
29,225,1998,45,-35,50,-25,11.804577641214,6.29010067153052
30,233,1998,45,-35,50,-25,11.8443389275918,5.89394657277055
31,241,1998,45,-35,50,-25,13.2189057354381,7.56740040279946
32,249,1998,45,-35,50,-25,16.2061333351417,6.69120049323127
33,257,1998,45,-35,50,-25,11.2713022592829,6.54072861568228
34,265,1998,45,-35,50,-25,15.5650028738835,9.06352723393264
35,273,1998,45,-35,50,-25,12.9305589506279,6.96135435146436
36,281,1998,45,-35,50,-25,14.3000991509151,6.00765153743392
37,289,1998,45,-35,50,-25,15.3532996644369,6.23646328026669
38,297,1998,45,-35,50,-25,11.4944580598423,8.50400898312224
39,305,1998,45,-35,50,-25,11.9349599466018,13.2307985810988
40,313,1998,45,-35,50,-25,7.68971158713618,5.3472653643104
41,321,1998,45,-35,50,-25,10.8501684474165,7.34013503004594
42,329,1998,45,-35,50,-25,11.1345791801471,6.23058786444815
43,337,1998,45,-35,50,-25,10.6468707569041,6.7209199923314
44,345,1998,45,-35,50,-25,10.7816465379251,5.89334739796139
45,353,1998,45,-35,50,-25,23.5152222840059,12.971875664714
46,361,1998,45,-35,50,-25,15.8186253971645,11.9328292273201
47,1,1999,45,-35,50,-25,9.20516709379971,8.36929252390133
48,9,1999,45,-35,50,-25,11.2482120748496,7.41068271661881
49,17,1999,45,-35,50,-25,11.0173682218325,7.02179245779862
50,25,1999,45,-35,50,-25,11.616502565932,5.83410348660531
51,33,1999,45,-35,50,-25,7.65569808173821,5.72656533131102
52,41,1999,45,-35,50,-25,9.15464921194493,5.27852494276202
53,49,1999,45,-35,50,-25,9.59072135250705,6.7492376675556
54,57,1999,45,-35,50,-25,13.8000024555593,8.75195187912237
55,65,1999,45,-35,50,-25,16.0560767026908,8.2759304756947
56,73,1999,45,-35,50,-25,14.906574062879,7.93150105120898
57,81,1999,45,-35,50,-25,18.818803914119,10.0415543903525
58,89,1999,45,-35,50,-25,12.3422003735271,6.8534779266359
59,97,1999,45,-35,50,-25,23.6968784354337,18.6736988747804
60,105,1999,45,-35,50,-25,40.3783660130885,27.4574810345969
61,113,1999,45,-35,50,-25,29.6031689063105,16.1215169396483
62,121,1999,45,-35,50,-25,33.2052423382633,12.2301114570761
63,129,1999,45,-35,50,-25,26.4948986474343,13.0496342828328
64,137,1999,45,-35,50,-25,34.1144483491282,18.3892035986775
65,145,1999,45,-35,50,-25,28.8322998407484,14.6743689758294
66,153,1999,45,-35,50,-25,32.335369001925,14.7478055847389
67,161,1999,45,-35,50,-25,31.6111720993701,16.3559764837676
68,169,1999,45,-35,50,-25,29.624986427443,17.6842576005618
69,177,1999,45,-35,50,-25,23.1653565738599,11.783564270336
70,185,1999,45,-35,50,-25,17.7528154493951,10.7856188467407
71,193,1999,45,-35,50,-25,20.4589478649199,9.56051174146653
72,201,1999,45,-35,50,-25,15.9822329451475,6.80976459773032
73,209,1999,45,-35,50,-25,18.3620745450921,7.18384217114898
74,217,1999,45,-35,50,-25,14.2701358886747,7.55266468560322
75,225,1999,45,-35,50,-25,13.3338802060733,7.53951297593731
76,233,1999,45,-35,50,-25,13.817246582177,8.4458868752526
77,241,1999,45,-35,50,-25,11.4206683957898,5.41515192689392
78,249,1999,45,-35,50,-25,15.4766582099887,7.25701541344265
79,257,1999,45,-35,50,-25,19.779550535563,6.56082038753911
80,265,1999,45,-35,50,-25,15.5138268030725,6.48713233093952
81,273,1999,45,-35,50,-25,13.356424236041,5.58667096276201
82,281,1999,45,-35,50,-25,13.272827992104,7.27090348216551
83,289,1999,45,-35,50,-25,13.65075961613,7.39249803842479
84,297,1999,45,-35,50,-25,15.1866497616056,10.9033556520241
85,305,1999,45,-35,50,-25,12.3163031446293,9.32762507611892
86,313,1999,45,-35,50,-25,6.57917440604524,5.11968987945673
87,321,1999,45,-35,50,-25,6.8055326358614,4.9007599301223
88,329,1999,45,-35,50,-25,9.58081937320913,7.5816232721574
89,337,1999,45,-35,50,-25,8.13053659313963,5.39809236494474
90,345,1999,45,-35,50,-25,10.8328756016778,25.6508423470986
91,353,1999,45,-35,50,-25,14.0594429081305,24.1581589235915
92,361,1999,45,-35,50,-25,9.93642247858392,5.06599237719511
93,1,2000,45,-35,50,-25,10.97854909282,8.07668121002468
94,9,2000,45,-35,50,-25,10.1016874315906,5.30158799179958
95,17,2000,45,-35,50,-25,8.22069838326739,9.59060826067405
96,25,2000,45,-35,50,-25,6.6045826309265,6.48590439898749
97,33,2000,45,-35,50,-25,11.0696949523315,6.14557963996885
98,41,2000,45,-35,50,-25,13.7681009591371,5.87269473540989
99,49,2000,45,-35,50,-25,11.5971920340695,8.60734775741961
100,57,2000,45,-35,50,-25,12.8935045031679,6.86389631098443
101,65,2000,45,-35,50,-25,13.9888880568619,9.84911557008556
102,73,2000,45,-35,50,-25,21.3827349434628,13.9150926590905
103,81,2000,45,-35,50,-25,22.318888117907,13.1533561340087
104,89,2000,45,-35,50,-25,27.3298192621499,13.8304191968882
105,97,2000,45,-35,50,-25,23.5585000684858,14.5852421149508
106,105,2000,45,-35,50,-25,22.1513059801029,9.63912921575003
107,113,2000,45,-35,50,-25,16.5927008709892,10.1927800576404
108,121,2000,45,-35,50,-25,24.2919958523807,10.6682545929075
109,129,2000,45,-35,50,-25,38.1592627565149,12.3860186536081
110,137,2000,45,-35,50,-25,34.2814155386555,15.4300499555375
111,145,2000,45,-35,50,-25,37.0646975499558,16.2409042261667
112,153,2000,45,-35,50,-25,25.7795340648295,10.9838748923331
113,161,2000,45,-35,50,-25,29.022370484372,10.9124685141852
114,169,2000,45,-35,50,-25,30.3043713715094,10.9882915333976
115,177,2000,45,-35,50,-25,33.3988765579876,13.0165082630296
116,185,2000,45,-35,50,-25,26.7601973004888,11.5190577113523
117,193,2000,45,-35,50,-25,24.4507365963774,8.52091369716895
118,201,2000,45,-35,50,-25,21.841019821672,7.97381866784686
119,209,2000,45,-35,50,-25,18.7109144601723,6.52972124358627
120,217,2000,45,-35,50,-25,16.7124045610097,6.42906451198152
121,225,2000,45,-35,50,-25,16.4806772060403,7.39337724997504
122,233,2000,45,-35,50,-25,12.7479522433795,5.55220599996051
123,241,2000,45,-35,50,-25,11.2878977276054,6.07406339465827
124,249,2000,45,-35,50,-25,9.93889827779806,5.21014859089068
125,257,2000,45,-35,50,-25,11.1057271617527,6.35646389439972
126,265,2000,45,-35,50,-25,14.8900409318755,6.93273321758459
127,273,2000,45,-35,50,-25,11.9441415157542,6.1012526626768
128,281,2000,45,-35,50,-25,15.0020201399095,6.51884512605073
129,289,2000,45,-35,50,-25,17.8207132562996,8.17519436850537
130,297,2000,45,-35,50,-25,16.2157736694855,6.74975346767685
131,305,2000,45,-35,50,-25,12.425811764866,6.77479937697386
132,313,2000,45,-35,50,-25,11.5271054155338,7.89492438881932
133,321,2000,45,-35,50,-25,13.1411813732946,11.013121213367
134,329,2000,45,-35,50,-25,14.2949474042292,11.2026274786375
135,337,2000,45,-35,50,-25,9.59946380538632,6.72653594828801
136,345,2000,45,-35,50,-25,9.00031801665569,6.14002893255196
137,353,2000,45,-35,50,-25,5.75135648190797,6.20121247801084
138,361,2000,45,-35,50,-25,5.8565568785712,4.40786830582713
139,1,2001,45,-35,50,-25,10.339302765219,5.23737617901915
140,9,2001,45,-35,50,-25,11.1432594607556,5.34548058059635
141,17,2001,45,-35,50,-25,13.7827547641119,7.12324683554182
142,25,2001,45,-35,50,-25,11.7059310737993,6.47763168837928
143,33,2001,45,-35,50,-25,9.87061448391738,8.44190547634133
144,41,2001,45,-35,50,-25,7.81828206660178,5.95207246501036
145,49,2001,45,-35,50,-25,9.80095136218502,6.35087995440745
146,57,2001,45,-35,50,-25,11.6995608573035,7.23781159749835
147,65,2001,45,-35,50,-25,12.3692593589632,5.60860993208636
148,73,2001,45,-35,50,-25,10.1367360298429,5.74455788857299
149,81,2001,45,-35,50,-25,11.575041373161,6.98403853758936
150,89,2001,45,-35,50,-25,11.7780991437276,6.73927308291276
151,97,2001,45,-35,50,-25,9.05320623596199,7.37430454342428
152,105,2001,45,-35,50,-25,35.4587814292563,22.7462253787479
153,113,2001,45,-35,50,-25,22.4634178097878,13.7872188784954
154,121,2001,45,-35,50,-25,31.4370990963612,21.2975900403348
155,129,2001,45,-35,50,-25,33.9020520150331,14.2649198533162
156,137,2001,45,-35,50,-25,40.6498336121276,14.3197120181435
157,145,2001,45,-35,50,-25,50.8613950817454,18.1699426837894
158,153,2001,45,-35,50,-25,46.9037720110682,23.0609178073545
159,161,2001,45,-35,50,-25,31.5352903115502,12.4515624482461
