tavg,P,P025,P05,P1,P2,P4
1,-0.00383278978316054,-0.00980448046675479,-0.00817591412597648,-0.00830145059727462,-0.0090533284742478,-0.00985739883838741
2,-0.00276095011455605,-0.0101831306793727,-0.00924273346172936,-0.00967992808230508,-0.0105047484066949,-0.0112677227665497
3,-0.00250256237479369,-0.00605007434763993,-0.00549243096429636,-0.00610229690686156,-0.00692967303987087,-0.00762436372793223
4,-0.00279767116220969,-0.00208243486731587,-0.00175684315086847,-0.00240403462762497,-0.00315468239856279,-0.00374638610112603
5,-0.00177321020218877,-0.00193140745577714,-0.00189869531419493,-0.00261323515719278,-0.0033248962704984,-0.00385138182611798
6,-0.00234235765185286,-0.00337699691850382,-0.00359714639982358,-0.00433028487767183,-0.00498003248507402,-0.00543855086767585
7,-0.00243628049939147,0.0071604800189776,0.00729842954071086,0.00666451292645961,0.00611145591537573,0.00573676291105173
8,-0.00269009396601863,0.0103493100902178,0.010864949968473,0.0104507015457745,0.0100412284808767,0.00976337677176701
9,-0.00166098189602326,0.00862745298561395,0.0093908024950432,0.00912245547370308,0.00880655639589934,0.00859071111396606
10,-0.00210988736382974,0.00539645939109519,0.0064159891943191,0.00634090938978865,0.00614313363037948,0.00599762338873078
11,-0.00406775651427469,0.0091867019442234,0.0109627418081501,0.0112890746897738,0.0113438334929693,0.0113481638500393
12,-0.00595128833395815,0.00443831025313524,0.00650007931015453,0.0074069139444275,0.00783498376293017,0.00804614224729961
13,-0.00709132442883704,-0.000588169340004297,0.00124314942195663,0.00231331773022894,0.00293296592315012,0.00327050999944425
14,-0.00329130806687243,0.000697810304694765,0.00294271476837382,0.00394843397126039,0.00447969152624508,0.00476934524186515
15,-0.0119379271599438,-0.00989892710783017,-0.00969847333467654,-0.00920117094035446,-0.00873989861374107,-0.00843215205134796
16,-0.00233761836354302,-0.000808359888605851,-0.0013301102460886,-0.00145368155192117,-0.0029448551796441,-0.00275726869762412
17,0.00353880583537034,-0.000392847019200991,-0.00156076077603626,-0.0041806749643561,-0.0053976644252219,-0.00547457932854682
18,0.0138046642543071,0.00612911519780619,0.00645267505623221,0.00768420180693547,0.00806231348631628,0.00718889353940289
19,0.0151720800191978,0.00890247013265607,0.00663360565921273,0.00650475312211963,0.00516138844482091,0.00442786187731879
20,0.0198091365061146,0.0107044818862744,0.00890153058226671,0.00999514846808222,0.011043021289465,0.0115205203512913
21,0.0209777706715162,0.0107632561961535,0.00905263304620788,0.0101081683444741,0.0112814310673764,0.0120628471501545
22,0.0182342342623627,0.00868317667505176,0.00681579055827738,0.00746227942262022,0.00852428562242871,0.00935088724851913
23,0.0197443060007281,0.012054351009887,0.0114201573955682,0.0128498938508903,0.0146168252137626,0.0160286487404628
24,0.000989217181353125,-0.00412770291654311,-0.00547977584163592,-0.00527349102903091,-0.00455416865677124,-0.00386212841352967
25,0.00957716477026068,0.00389354977238587,0.00410287875262854,0.0059374341858121,0.00792710499217865,0.00949639335248366
26,0.00883458646869741,0.00398673503485141,0.00409509175776107,0.00545606190642757,0.00694229374276881,0.00811666683632798
27,0.000942079962831871,-0.00420726788630355,-0.00423108949460049,-0.00292089709107477,-0.00126765156965134,0.000152568885067775
28,0.00858307426522206,0.00348901198991685,0.00379285936370038,0.00559519686911525,0.00791257898627504,0.0099831639664037
29,0.00869829225508774,0.00302856486779019,0.00206186899921075,0.00230859850516079,0.00341117216435295,0.00472412376943457
30,0.0149249984190881,0.00923082499446106,0.00832993930309476,0.00871343147060943,0.0101117001294111,0.0118021074996222
31,0.0220346525670039,0.0155147208535907,0.0138140001032152,0.013035799906275,0.0133346738642917,0.0142178542249022
32,0.0208848692235276,0.0136105439243067,0.0110268257098399,0.00906309456563256,0.00826650802189037,0.00836532401439355
33,0.0191014105794172,0.0299674033790658,0.0243756487006126,0.0191139694632866,0.0150130668217369,0.0137554418413457
34,0.0246500252298053,0.0244111857639479,0.0208556209290687,0.0185715485749676,0.0177380205244808,0.0178935367894941
35,0.00201454104773161,0.0148493751873212,0.012370788224752,0.0103216063662393,0.00908923789581397,0.0085183583552611
36,-0.000371221126374848,0.00540166441079832,0.00307160733717832,0.000789044132476514,-0.000787454924434144,-0.00153875585486888
37,0.0157447902484806,0.0159659780452613,0.0110053116465773,0.0235247684368818,0.0153865429704579,0.00893273883569869
38,-0.00414863651092695,0.0356439863516829,0.0125356715270484,0.00630515068844481,0.00306172865192157,0.00197345579468396
39,0.00696760884079779,0.00352495573731841,0.00225002772789242,0.00155704987344332,0.000978794149111928,0.000614799174280339
40,-0.0110245843233332,0.00110400593262743,-0.00051172970277022,0.0152578854008296,0.0127136212440824,0.00412596819345262
41,-0.000677504698665891,-0.0197706544792499,-0.00370782111114976,-0.0123600938560251,-0.0155420548612722,-0.0230799731414434
42,-0.0278395335122195,-0.0188783462057237,-0.0091097338618292,-0.00784642667842538,-0.00775340565213917,-0.00859188596554402
43,-0.00845137837802907,-0.00863421947728331,-0.00626631205013281,-0.00527852728672271,-0.00559334145031562,-0.00658379020360072
44,-0.00705732221724081,-0.0122157822414791,-0.00928523878984096,-0.00858572546713528,-0.0090864656792966,-0.0100787554430769
45,-0.00771484682540054,-0.0152241188227478,-0.0126676249051839,-0.0122250368198599,-0.0128206491029557,-0.0137492836588621
46,-0.00463482686154318,-0.0089119700051645,-0.00659351435514112,-0.00640857401428591,-0.00709002608121924,-0.00795574876794986
