tavg,P,P025,P05,P1,P2,P4
1,-0.00538118886625379,-0.00663246995942725,-0.00585072750284531,-0.00546453854448207,-0.00526179623292908,-0.00515054273646587
2,-0.0107477080283326,-0.0113552606177899,-0.0110055149310249,-0.0108208669244301,-0.0107206788417844,-0.0106641114098973
3,-0.00758342530349977,-0.00804842052095102,-0.00782415129338538,-0.00770215854836382,-0.00763595376042543,-0.00759876493770031
4,-0.010636844780046,-0.0111576057214406,-0.0109492390808678,-0.0108368827667897,-0.0107770519864929,-0.010744397405212
5,0.00100156200183911,0.000643550441578723,0.000754874851387104,0.000816839375292773,0.00085053569058407,0.000869450671003384
6,-0.00863755284059266,-0.00887623704345504,-0.00877795853807508,-0.00872483719356504,-0.00869653710582861,-0.00868097421785387
7,-0.00812028576578391,-0.00860340088088305,-0.00843511249200011,-0.00834655409998081,-0.00830067074509374,-0.0082766999411892
8,-0.0102439499336299,-0.010758152925074,-0.0105643878072925,-0.0104630067543256,-0.010410855340686,-0.0103840212265272
9,-0.00244120931522759,-0.00288191978014307,-0.00273999959244642,-0.00266531296626375,-0.00262678916587789,-0.00260692062614475
10,-0.00890286630630389,-0.00924810266072586,-0.00911236205135184,-0.00904117183010338,-0.00900456437227664,-0.00898577681632144
11,-0.0134249772507995,-0.014370726655092,-0.0139410604660999,-0.0137157589857347,-0.0136002367286284,-0.0135415820790236
12,0.00355438406709831,0.00221460254845979,0.00290568975727775,0.00326360684953226,0.00344589010703758,0.00353799347202575
13,-0.0144883496344641,-0.0154229927828114,-0.0150629041519755,-0.0148716456042397,-0.0147728381531408,-0.014722516933651
14,-0.00840679076217463,-0.0097241734778623,-0.00904474450314797,-0.00868610700071021,-0.00850165802090779,-0.00840804945546612
15,0.00137342578096518,-0.00119503175044289,-0.000227191605797154,0.000275473739424002,0.000531709373095441,0.00161646519542162
16,0.00102922143841778,-0.000682779522076844,0.000205401222705097,0.00066609273133766,0.000900957256127679,0.00107438564746591
17,0.00548973673181286,0.00344496963152117,0.00465197106624223,0.00528353689170091,0.00560692012823014,0.0057587175670002
18,0.0141691334176488,0.0111946761022363,0.0130333711307811,0.0140073631038749,0.0145092400931473,0.0147508198058573
19,0.000627365950979116,-0.00258225085663791,-0.000867486823137876,6.95649963341304E-05,0.000561016708361684,0.000798157864244237
20,-0.00397274937021206,-0.00770740448300074,-0.00577965776520109,-0.00461446322563309,-0.00399429742945151,-0.0036795282044621
21,-0.00137969499568745,-0.0045379622047313,-0.00276091827127388,-0.00178420690355895,-0.00127240803329669,-0.00101585252345987
22,-0.000595915021265084,-0.0029952757231085,-0.00212861584049131,-0.00113441768574053,-0.000442310898792299,-8.93652006634301E-05
23,1.48757908167782E-05,-0.00186390568992645,-0.000811971955312588,-0.000272919306104544,8.66034903141034E-05,0.000376566692243049
24,-0.0046648830340393,-0.00453910421469331,-0.00488583393487916,-0.00486463045256157,-0.00488217970171927,-0.00489814768841264
25,-0.000452417211467668,-0.00253256721919571,-0.0015420278684833,-0.000790380707582212,-0.000386902876345633,-7.26167998030018E-06
26,0.0064873305361187,0.00124610511501138,0.00374400949980412,0.00558931061521735,0.00658234554824262,0.00709831422927357
27,0.00103650220236921,-0.00437021173012561,-0.00183079074783315,5.29913195016635E-05,0.00106703603798211,0.00159358023717691
28,0.00713368386942224,-0.000952686102305902,0.00238144915796761,0.00541024643617571,0.00707312447191116,0.00794600347331295
29,0.0115849251632049,-0.00103724072586649,0.00483436515913288,0.00880376000894685,0.0112714425865566,0.0125705972960827
30,0.00973198799758719,-0.00254342203573569,0.00314956308301372,0.00692888291752318,0.00929362243434086,0.0105321806347502
31,0.00990054738923966,-0.00566458179181164,0.00239075101862529,0.00709462786520114,0.00961705306103814,0.0109168042830883
32,0.0207666927723748,0.00279632628687743,0.0125134365210773,0.0179786536904962,0.0208231416867206,0.0222587739417076
33,0.0291967550055843,0.0113796785451566,0.0216936419841499,0.0271736065731766,0.0298813494196023,0.03118962301515
34,0.0519458990677265,0.0350818432528437,0.0455756780184216,0.0505707684285014,0.0527622626789254,0.0537082643058018
35,0.0613058761993526,0.0475013122660099,0.0572088250501311,0.0608540729927838,0.0619870797076065,0.062279371539087
36,0.0634283108134695,0.060337982509934,0.0654691471982781,0.0652580298735987,0.0639699927310343,0.0629177571969409
37,0.0509405903363529,0.0646459244294635,0.0612203794421009,0.0552533045858702,0.0506508891407518,0.0478295057546805
38,0.0431168766059464,0.081476132427859,0.065094040795545,0.0505889278732714,0.0413821192659843,0.0363070757393188
39,0.000674093799163454,0.0588860189309727,0.0252342631942931,0.00745661309437006,-0.000546367588988173,-0.00462246507182077
40,6.45514767878413E-05,0.0355473296759927,0.0189967691323431,0.00706157954954035,0.000592376891824606,-0.00213366925559463
41,0.00758021496794601,0.0495246237716259,0.0193155179024288,0.0130592846450823,0.00863727331508671,0.0384722030509644
42,-0.042311730227744,0.0198928483326469,-0.0203625773685625,-0.0378402079160787,-0.0424058441847838,-0.0412951733852424
43,-0.0203671625132528,-0.0265033859616804,-0.0429026151412107,-0.0252632451377818,-0.0194757439451082,-0.0172983009846175
44,0.0215188594499518,-0.0329483600722859,-0.0168980325645612,0.020883036182209,0.021766484503407,0.0221781524392885
45,-0.0108337506409431,-0.0157635493053435,-0.0123536717456165,-0.0111238530254501,-0.0105685972462011,-0.010282052228055
46,-0.0101030260618833,-0.00782144147013986,-0.00148494479045757,-0.0106705405992543,-0.0103816959106141,-0.0102218256644474
