index,t,days,years,latmin,lonmin,latmax,lonmax,siteID,lpC
30,232,232,1998,45,-35,50,-25,5,2.39460302051748
31,240,240,1998,45,-35,50,-25,5,2.39114497847215
32,248,248,1998,45,-35,50,-25,5,2.47599396042436
33,256,256,1998,45,-35,50,-25,5,2.70397520597351
34,264,264,1998,45,-35,50,-25,5,2.30414053462016
35,272,272,1998,45,-35,50,-25,5,2.61241275612606
36,280,280,1998,45,-35,50,-25,5,2.43360625424611
37,288,288,1998,45,-35,50,-25,5,2.59544592598884
38,296,296,1998,45,-35,50,-25,5,2.66179813131927
39,304,304,1998,45,-35,50,-25,5,2.22501920551643
40,312,312,1998,45,-35,50,-25,5,2.24633311611954
41,320,320,1998,45,-35,50,-25,5,1.80099720324847
42,328,328,1998,45,-35,50,-25,5,2.13348571703468
43,336,336,1998,45,-35,50,-25,5,2.21193314088901
44,344,344,1998,45,-35,50,-25,5,2.03487160089514
45,352,352,1998,45,-35,50,-25,5,2.14119978762583
46,360,360,1998,45,-35,50,-25,5,2.84707185069379
47,366,1,1999,45,-35,50,-25,5,1.79358424243876
48,373,8,1999,45,-35,50,-25,5,1.79358424243876
49,381,16,1999,45,-35,50,-25,5,2.06373992700301
50,389,24,1999,45,-35,50,-25,5,2.10659684672702
51,397,32,1999,45,-35,50,-25,5,2.28906531863434
52,405,40,1999,45,-35,50,-25,5,1.74648359575023
53,413,48,1999,45,-35,50,-25,5,1.91294727309519
54,421,56,1999,45,-35,50,-25,5,2.00689183326481
55,429,64,1999,45,-35,50,-25,5,2.21489242258234
56,437,72,1999,45,-35,50,-25,5,2.58956853746571
57,445,80,1999,45,-35,50,-25,5,2.58056598901297
58,453,88,1999,45,-35,50,-25,5,2.79673229822439
59,461,96,1999,45,-35,50,-25,5,2.38671006242995
60,469,104,1999,45,-35,50,-25,5,2.92865358515402
61,477,112,1999,45,-35,50,-25,5,3.42416176452853
62,485,120,1999,45,-35,50,-25,5,3.14585298123311
63,493,128,1999,45,-35,50,-25,5,3.4340185395842
64,501,136,1999,45,-35,50,-25,5,3.1570741985453
65,509,144,1999,45,-35,50,-25,5,3.39267844728627
66,517,152,1999,45,-35,50,-25,5,3.22695011658502
67,525,160,1999,45,-35,50,-25,5,3.38248947169384
68,533,168,1999,45,-35,50,-25,5,3.31996117640444
69,541,176,1999,45,-35,50,-25,5,3.21594018666515
70,549,184,1999,45,-35,50,-25,5,3.01595969797598
71,557,192,1999,45,-35,50,-25,5,2.71732036587173
72,565,200,1999,45,-35,50,-25,5,2.9191473270547
73,573,208,1999,45,-35,50,-25,5,2.69374872465976
74,581,216,1999,45,-35,50,-25,5,2.85382384123324
75,589,224,1999,45,-35,50,-25,5,2.57443244168169
76,597,232,1999,45,-35,50,-25,5,2.4688966514557
77,605,240,1999,45,-35,50,-25,5,2.53252310286568
78,613,248,1999,45,-35,50,-25,5,2.35804514802492
79,621,256,1999,45,-35,50,-25,5,2.67390785543253
80,629,264,1999,45,-35,50,-25,5,2.90174039295191
81,637,272,1999,45,-35,50,-25,5,2.66469563729835
82,645,280,1999,45,-35,50,-25,5,2.50299070489624
83,653,288,1999,45,-35,50,-25,5,2.48415933005404
84,661,296,1999,45,-35,50,-25,5,2.47286509121722
85,669,304,1999,45,-35,50,-25,5,2.61393869267177
86,677,312,1999,45,-35,50,-25,5,2.27794922185381
87,685,320,1999,45,-35,50,-25,5,1.56120986843225
88,693,328,1999,45,-35,50,-25,5,1.57763548611769
89,701,336,1999,45,-35,50,-25,5,1.88342774734642
90,709,344,1999,45,-35,50,-25,5,1.74739716972509
91,717,352,1999,45,-35,50,-25,5,1.70658640090968
92,725,360,1999,45,-35,50,-25,5,2.16580557161672
93,732,1,2000,45,-35,50,-25,5,2.05570577068348
94,739,8,2000,45,-35,50,-25,5,2.05570577068348
95,747,16,2000,45,-35,50,-25,5,2.1066899058538
96,755,24,2000,45,-35,50,-25,5,1.86813803876001
97,763,32,2000,45,-35,50,-25,5,1.45687279400725
98,771,40,2000,45,-35,50,-25,5,2.21459546503275
99,779,48,2000,45,-35,50,-25,5,2.5162296665836
100,787,56,2000,45,-35,50,-25,5,2.29509726281983
101,795,64,2000,45,-35,50,-25,5,2.41774329153955
102,803,72,2000,45,-35,50,-25,5,2.5081994175535
103,811,80,2000,45,-35,50,-25,5,2.89608548367673
104,819,88,2000,45,-35,50,-25,5,2.94203599296707
105,827,96,2000,45,-35,50,-25,5,3.14951534330343
106,835,104,2000,45,-35,50,-25,5,2.96291554877694
107,843,112,2000,45,-35,50,-25,5,3.01867841305
108,851,120,2000,45,-35,50,-25,5,2.50964372085218
109,859,128,2000,45,-35,50,-25,5,3.10463189539016
110,867,136,2000,45,-35,50,-25,5,3.58230638768288
111,875,144,2000,45,-35,50,-25,5,3.39455285348705
112,883,152,2000,45,-35,50,-25,5,3.49270136608533
113,891,160,2000,45,-35,50,-25,5,3.17327884113337
114,899,168,2000,45,-35,50,-25,5,3.30200196064638
115,907,176,2000,45,-35,50,-25,5,3.36008791950956
116,915,184,2000,45,-35,50,-25,5,3.45267764645025
117,923,192,2000,45,-35,50,-25,5,3.22726859573683
118,931,200,2000,45,-35,50,-25,5,3.14663629750044
119,939,208,2000,45,-35,50,-25,5,3.03078130169516
120,947,216,2000,45,-35,50,-25,5,2.87100711043089
121,955,224,2000,45,-35,50,-25,5,2.7506766458677
122,963,232,2000,45,-35,50,-25,5,2.72519192886095
123,971,240,2000,45,-35,50,-25,5,2.46155678865081
124,979,248,2000,45,-35,50,-25,5,2.32118834555486
125,987,256,2000,45,-35,50,-25,5,2.18915430405386
126,995,264,2000,45,-35,50,-25,5,2.24727416342694
127,1003,272,2000,45,-35,50,-25,5,2.5763408967968
128,1011,280,2000,45,-35,50,-25,5,2.35370116461009
129,1019,288,2000,45,-35,50,-25,5,2.58967132686593
130,1027,296,2000,45,-35,50,-25,5,2.75768222188526
131,1035,304,2000,45,-35,50,-25,5,2.64499330313453
132,1043,312,2000,45,-35,50,-25,5,2.29366257303495
133,1051,320,2000,45,-35,50,-25,5,2.12107109925853
134,1059,328,2000,45,-35,50,-25,5,2.23620177405043
135,1067,336,2000,45,-35,50,-25,5,2.38355200856842
136,1075,344,2000,45,-35,50,-25,5,1.92723197114198
137,1083,352,2000,45,-35,50,-25,5,1.82188822247973
138,1091,360,2000,45,-35,50,-25,5,1.06424148452564
139,1097,1,2001,45,-35,50,-25,5,2.0777721288104
140,1104,8,2001,45,-35,50,-25,5,2.0777721288104
141,1112,16,2001,45,-35,50,-25,5,2.20126090258849
142,1120,24,2001,45,-35,50,-25,5,2.39833721906028
143,1128,32,2001,45,-35,50,-25,5,2.1344793174806
144,1136,40,2001,45,-35,50,-25,5,1.89586091500395
145,1144,48,2001,45,-35,50,-25,5,1.71179487135282
146,1152,56,2001,45,-35,50,-25,5,2.11222811552795
147,1160,64,2001,45,-35,50,-25,5,2.24047167545923
148,1168,72,2001,45,-35,50,-25,5,2.38744500379644
149,1176,80,2001,45,-35,50,-25,5,2.10172410730638
150,1184,88,2001,45,-35,50,-25,5,2.25180402119895
151,1192,96,2001,45,-35,50,-25,5,2.30821086862901
152,1200,104,2001,45,-35,50,-25,5,1.9222137544635
153,1208,112,2001,45,-35,50,-25,5,3.42417056530954
154,1216,120,2001,45,-35,50,-25,5,2.90422240971538
155,1224,128,2001,45,-35,50,-25,5,3.2234167826978
156,1232,136,2001,45,-35,50,-25,5,3.43587509919863
157,1240,144,2001,45,-35,50,-25,5,3.64314737623889
158,1248,152,2001,45,-35,50,-25,5,3.87735697953412
159,1256,160,2001,45,-35,50,-25,5,3.74489171417078
160,1264,168,2001,45,-35,50,-25,5,3.38837965918044
161,1272,176,2001,45,-35,50,-25,5,3.4372806211628
162,1280,184,2001,45,-35,50,-25,5,3.42524366706849
163,1288,192,2001,45,-35,50,-25,5,3.28201731238662
164,1296,200,2001,45,-35,50,-25,5,3.15661442913648
165,1304,208,2001,45,-35,50,-25,5,2.88837427084266
166,1312,216,2001,45,-35,50,-25,5,2.83547367873008
167,1320,224,2001,45,-35,50,-25,5,2.82071379157206
168,1328,232,2001,45,-35,50,-25,5,2.77733100626099
169,1336,240,2001,45,-35,50,-25,5,2.49287102548524
170,1344,248,2001,45,-35,50,-25,5,2.36381253955164
171,1352,256,2001,45,-35,50,-25,5,2.36814261669774
172,1360,264,2001,45,-35,50,-25,5,2.38415220891082
173,1368,272,2001,45,-35,50,-25,5,2.76037991649374
174,1376,280,2001,45,-35,50,-25,5,2.87247782213391
175,1384,288,2001,45,-35,50,-25,5,2.65314837240685
176,1392,296,2001,45,-35,50,-25,5,2.55575727868952
177,1400,304,2001,45,-35,50,-25,5,2.24618194094851
178,1408,312,2001,45,-35,50,-25,5,2.09432309440772
179,1416,320,2001,45,-35,50,-25,5,2.33121372134551
180,1424,328,2001,45,-35,50,-25,5,2.11687545249865
181,1432,336,2001,45,-35,50,-25,5,2.32509671164076
182,1440,344,2001,45,-35,50,-25,5,1.62038373708334
183,1448,352,2001,45,-35,50,-25,5,1.07516124051727
184,1456,360,2001,45,-35,50,-25,5,2.58039544746951
185,1462,1,2002,45,-35,50,-25,5,1.36458704594014
186,1469,8,2002,45,-35,50,-25,5,1.36458704594014
187,1477,16,2002,45,-35,50,-25,5,2.0923292966881
188,1485,24,2002,45,-35,50,-25,5,2.22964911162783
189,1493,32,2002,45,-35,50,-25,5,2.37122330364653
190,1501,40,2002,45,-35,50,-25,5,2.33386931597268
191,1509,48,2002,45,-35,50,-25,5,1.50454189288824
192,1517,56,2002,45,-35,50,-25,5,1.61523834195833
193,1525,64,2002,45,-35,50,-25,5,1.80526291882603
194,1533,72,2002,45,-35,50,-25,5,2.29732218717185
195,1541,80,2002,45,-35,50,-25,5,2.39784499355438
196,1549,88,2002,45,-35,50,-25,5,2.05350315315166
197,1557,96,2002,45,-35,50,-25,5,2.60837023132256
198,1565,104,2002,45,-35,50,-25,5,1.83332611109958
199,1573,112,2002,45,-35,50,-25,5,2.53647062597443
200,1581,120,2002,45,-35,50,-25,5,2.59604322266159
201,1589,128,2002,45,-35,50,-25,5,3.17789514367171
202,1597,136,2002,45,-35,50,-25,5,3.08632932867061
203,1605,144,2002,45,-35,50,-25,5,3.02110332112292
204,1613,152,2002,45,-35,50,-25,5,2.67843785754749
205,1621,160,2002,45,-35,50,-25,5,2.98652587915562
206,1629,168,2002,45,-35,50,-25,5,3.03517279932321
207,1637,176,2002,45,-35,50,-25,5,3.12603747136656
208,1645,184,2002,45,-35,50,-25,5,3.34433221012776
209,1653,192,2002,45,-35,50,-25,5,3.34665293446891
210,1661,200,2002,45,-35,50,-25,5,3.19434983110093
211,1669,208,2002,45,-35,50,-25,5,3.20730553162523
212,1677,216,2002,45,-35,50,-25,5,3.05842544459686
213,1685,224,2002,45,-35,50,-25,5,2.91175686377377
214,1693,232,2002,45,-35,50,-25,5,2.84920154363469
215,1701,240,2002,45,-35,50,-25,5,2.66116630638926
216,1709,248,2002,45,-35,50,-25,5,2.52319862601753
217,1717,256,2002,45,-35,50,-25,5,2.67273945518954
218,1725,264,2002,45,-35,50,-25,5,2.55911111196784
219,1733,272,2002,45,-35,50,-25,5,2.67241093605124
220,1741,280,2002,45,-35,50,-25,5,2.73178302430634
221,1749,288,2002,45,-35,50,-25,5,2.36822842532861
222,1757,296,2002,45,-35,50,-25,5,2.17873459713111
223,1765,304,2002,45,-35,50,-25,5,2.3653565600087
224,1773,312,2002,45,-35,50,-25,5,2.41679417924807
225,1781,320,2002,45,-35,50,-25,5,2.71039871067408
226,1789,328,2002,45,-35,50,-25,5,2.53797105309272
227,1797,336,2002,45,-35,50,-25,5,2.02455209368174
228,1805,344,2002,45,-35,50,-25,5,1.42286133885274
229,1813,352,2002,45,-35,50,-25,5,2.07920867605078
230,1821,360,2002,45,-35,50,-25,5,1.4706844409827
1,1,1,1998,50,-35,55,-25,6,NaN
2,8,8,1998,50,-35,55,-25,6,NaN
3,16,16,1998,50,-35,55,-25,6,NaN
4,24,24,1998,50,-35,55,-25,6,0.571356357452439
5,32,32,1998,50,-35,55,-25,6,0.410462600346594
6,40,40,1998,50,-35,55,-25,6,1.80055074132579
7,48,48,1998,50,-35,55,-25,6,0.584028401705058
8,56,56,1998,50,-35,55,-25,6,1.89920621561918
9,64,64,1998,50,-35,55,-25,6,1.97061898539389
10,72,72,1998,50,-35,55,-25,6,2.2622573128235
11,80,80,1998,50,-35,55,-25,6,2.00535448134082
12,88,88,1998,50,-35,55,-25,6,1.92957796040575
13,96,96,1998,50,-35,55,-25,6,2.00629133803601
14,104,104,1998,50,-35,55,-25,6,2.58522468420568
15,112,112,1998,50,-35,55,-25,6,2.97026514099069
16,120,120,1998,50,-35,55,-25,6,2.75825460051134
17,128,128,1998,50,-35,55,-25,6,3.44038241185327
18,136,136,1998,50,-35,55,-25,6,3.2497317084273
19,144,144,1998,50,-35,55,-25,6,3.55148269528238
20,152,152,1998,50,-35,55,-25,6,3.75177518234092
21,160,160,1998,50,-35,55,-25,6,4.04002302814376
22,168,168,1998,50,-35,55,-25,6,3.92428515716249
23,176,176,1998,50,-35,55,-25,6,3.79556847938029
24,184,184,1998,50,-35,55,-25,6,3.74017914261284
25,192,192,1998,50,-35,55,-25,6,3.80150061256899
26,200,200,1998,50,-35,55,-25,6,3.65983991226872
27,208,208,1998,50,-35,55,-25,6,3.48567403549852
28,216,216,1998,50,-35,55,-25,6,3.22775329044854
29,224,224,1998,50,-35,55,-25,6,3.24801180178727
30,232,232,1998,50,-35,55,-25,6,3.40852424513209
31,240,240,1998,50,-35,55,-25,6,3.22153862282116
32,248,248,1998,50,-35,55,-25,6,3.04960098910825
33,256,256,1998,50,-35,55,-25,6,3.06478845463511
34,264,264,1998,50,-35,55,-25,6,2.77741006256612
35,272,272,1998,50,-35,55,-25,6,2.9316716884531
36,280,280,1998,50,-35,55,-25,6,2.70642127527876
37,288,288,1998,50,-35,55,-25,6,2.95161255249382
38,296,296,1998,50,-35,55,-25,6,2.31580635298011
39,304,304,1998,50,-35,55,-25,6,2.61776070313929
40,312,312,1998,50,-35,55,-25,6,2.04780383435153
41,320,320,1998,50,-35,55,-25,6,2.26370787071369
42,328,328,1998,50,-35,55,-25,6,NaN
43,336,336,1998,50,-35,55,-25,6,NaN
44,344,344,1998,50,-35,55,-25,6,NaN
45,352,352,1998,50,-35,55,-25,6,NaN
46,360,360,1998,50,-35,55,-25,6,NaN
47,366,1,1999,50,-35,55,-25,6,NaN
48,373,8,1999,50,-35,55,-25,6,NaN
49,381,16,1999,50,-35,55,-25,6,NaN
50,389,24,1999,50,-35,55,-25,6,1.8927419503935
51,397,32,1999,50,-35,55,-25,6,1.90199287493144
52,405,40,1999,50,-35,55,-25,6,1.91182892111885
53,413,48,1999,50,-35,55,-25,6,2.04764853714778
54,421,56,1999,50,-35,55,-25,6,2.63693503688135
55,429,64,1999,50,-35,55,-25,6,2.42704183708351
56,437,72,1999,50,-35,55,-25,6,2.045757933255
57,445,80,1999,50,-35,55,-25,6,2.52558447875914
58,453,88,1999,50,-35,55,-25,6,2.70297731946653
59,461,96,1999,50,-35,55,-25,6,2.23286835771018
60,469,104,1999,50,-35,55,-25,6,2.6235014892847
61,477,112,1999,50,-35,55,-25,6,2.95722187850122
62,485,120,1999,50,-35,55,-25,6,3.24413056664863
63,493,128,1999,50,-35,55,-25,6,3.22636058217771
64,501,136,1999,50,-35,55,-25,6,3.19904117643363
65,509,144,1999,50,-35,55,-25,6,3.47133862341949
66,517,152,1999,50,-35,55,-25,6,3.40820363152597
67,525,160,1999,50,-35,55,-25,6,3.63058897318714
68,533,168,1999,50,-35,55,-25,6,3.78037902407716
69,541,176,1999,50,-35,55,-25,6,3.72278351367088
70,549,184,1999,50,-35,55,-25,6,3.54781607823127
71,557,192,1999,50,-35,55,-25,6,3.27344744389112
72,565,200,1999,50,-35,55,-25,6,3.33372486896383
73,573,208,1999,50,-35,55,-25,6,3.21017744877702
74,581,216,1999,50,-35,55,-25,6,3.190316966261
75,589,224,1999,50,-35,55,-25,6,3.35635996561255
76,597,232,1999,50,-35,55,-25,6,3.21857393284003
77,605,240,1999,50,-35,55,-25,6,3.3233964893501
78,613,248,1999,50,-35,55,-25,6,3.06538692554414
79,621,256,1999,50,-35,55,-25,6,3.17152937736021
80,629,264,1999,50,-35,55,-25,6,3.09343848281378
81,637,272,1999,50,-35,55,-25,6,2.77113372766653
82,645,280,1999,50,-35,55,-25,6,2.66638033420418
83,653,288,1999,50,-35,55,-25,6,2.79173398086383
84,661,296,1999,50,-35,55,-25,6,2.33923753194382
85,669,304,1999,50,-35,55,-25,6,2.2727264072717
86,677,312,1999,50,-35,55,-25,6,2.22986904661405
87,685,320,1999,50,-35,55,-25,6,1.75432448244615
88,693,328,1999,50,-35,55,-25,6,1.9009081734043
89,701,336,1999,50,-35,55,-25,6,NaN
90,709,344,1999,50,-35,55,-25,6,NaN
91,717,352,1999,50,-35,55,-25,6,NaN
92,725,360,1999,50,-35,55,-25,6,NaN
93,732,1,2000,50,-35,55,-25,6,NaN
94,739,8,2000,50,-35,55,-25,6,NaN
95,747,16,2000,50,-35,55,-25,6,NaN
96,755,24,2000,50,-35,55,-25,6,0.966599925739415
97,763,32,2000,50,-35,55,-25,6,1.4485767134938
98,771,40,2000,50,-35,55,-25,6,2.02682132201425
99,779,48,2000,50,-35,55,-25,6,2.64473918454784
100,787,56,2000,50,-35,55,-25,6,2.57096594881978
101,795,64,2000,50,-35,55,-25,6,2.02302402817275
102,803,72,2000,50,-35,55,-25,6,1.73175225342826
103,811,80,2000,50,-35,55,-25,6,2.35600276310044
104,819,88,2000,50,-35,55,-25,6,2.76746864499432
105,827,96,2000,50,-35,55,-25,6,2.66454004343831
106,835,104,2000,50,-35,55,-25,6,3.37553131541629
107,843,112,2000,50,-35,55,-25,6,3.46512065883991
108,851,120,2000,50,-35,55,-25,6,3.21956514652233
109,859,128,2000,50,-35,55,-25,6,3.25796023473327
110,867,136,2000,50,-35,55,-25,6,3.37479312722978
111,875,144,2000,50,-35,55,-25,6,3.43984237271005
112,883,152,2000,50,-35,55,-25,6,3.24925654283434
113,891,160,2000,50,-35,55,-25,6,3.26246827952924
114,899,168,2000,50,-35,55,-25,6,3.20399362958445
115,907,176,2000,50,-35,55,-25,6,3.14474568225573
116,915,184,2000,50,-35,55,-25,6,3.28822351823014
117,923,192,2000,50,-35,55,-25,6,3.47223871033482
118,931,200,2000,50,-35,55,-25,6,3.42302629850595
119,939,208,2000,50,-35,55,-25,6,3.43616551639536
120,947,216,2000,50,-35,55,-25,6,3.39836009683138
121,955,224,2000,50,-35,55,-25,6,3.43933657540407
122,963,232,2000,50,-35,55,-25,6,3.33563796175202
123,971,240,2000,50,-35,55,-25,6,3.16597869026604
124,979,248,2000,50,-35,55,-25,6,3.12747026554741
125,987,256,2000,50,-35,55,-25,6,2.87989101075627
126,995,264,2000,50,-35,55,-25,6,3.10967583367741
127,1003,272,2000,50,-35,55,-25,6,2.82383925346073
128,1011,280,2000,50,-35,55,-25,6,2.63855551807382
129,1019,288,2000,50,-35,55,-25,6,3.06398319024628
130,1027,296,2000,50,-35,55,-25,6,2.86999789163697
131,1035,304,2000,50,-35,55,-25,6,2.81999464975893
132,1043,312,2000,50,-35,55,-25,6,2.31726220179234
133,1051,320,2000,50,-35,55,-25,6,2.21081553225365
134,1059,328,2000,50,-35,55,-25,6,1.94515159375215
135,1067,336,2000,50,-35,55,-25,6,NaN
136,1075,344,2000,50,-35,55,-25,6,NaN
137,1083,352,2000,50,-35,55,-25,6,NaN
138,1091,360,2000,50,-35,55,-25,6,NaN
139,1097,1,2001,50,-35,55,-25,6,NaN
140,1104,8,2001,50,-35,55,-25,6,NaN
141,1112,16,2001,50,-35,55,-25,6,NaN
142,1120,24,2001,50,-35,55,-25,6,1.61908043762475
143,1128,32,2001,50,-35,55,-25,6,1.20166934361145
144,1136,40,2001,50,-35,55,-25,6,0.880443899262232
145,1144,48,2001,50,-35,55,-25,6,1.58907927855522
146,1152,56,2001,50,-35,55,-25,6,1.53029982235406
147,1160,64,2001,50,-35,55,-25,6,2.22294231605006
148,1168,72,2001,50,-35,55,-25,6,2.23240151528595
149,1176,80,2001,50,-35,55,-25,6,1.87526974110505
150,1184,88,2001,50,-35,55,-25,6,2.12663512580722
151,1192,96,2001,50,-35,55,-25,6,2.30910298548812
152,1200,104,2001,50,-35,55,-25,6,2.19080012724547
153,1208,112,2001,50,-35,55,-25,6,3.03376485703323
154,1216,120,2001,50,-35,55,-25,6,3.10027533848505
155,1224,128,2001,50,-35,55,-25,6,3.03940431954307
156,1232,136,2001,50,-35,55,-25,6,3.16521073177104
157,1240,144,2001,50,-35,55,-25,6,3.26907627948831
158,1248,152,2001,50,-35,55,-25,6,3.67981342537028
159,1256,160,2001,50,-35,55,-25,6,3.8468436939625
160,1264,168,2001,50,-35,55,-25,6,3.6888898178568
161,1272,176,2001,50,-35,55,-25,6,3.66603158620642
162,1280,184,2001,50,-35,55,-25,6,3.7844234253977
163,1288,192,2001,50,-35,55,-25,6,3.5916372827856
164,1296,200,2001,50,-35,55,-25,6,3.51872057928697
165,1304,208,2001,50,-35,55,-25,6,3.39650629799209
166,1312,216,2001,50,-35,55,-25,6,3.40365613026104
167,1320,224,2001,50,-35,55,-25,6,3.28904051289346
168,1328,232,2001,50,-35,55,-25,6,3.22667106663623
169,1336,240,2001,50,-35,55,-25,6,3.11509843852849
170,1344,248,2001,50,-35,55,-25,6,3.06472507476549
171,1352,256,2001,50,-35,55,-25,6,3.05312063740795
172,1360,264,2001,50,-35,55,-25,6,2.9312282270957
173,1368,272,2001,50,-35,55,-25,6,2.81564056350264
174,1376,280,2001,50,-35,55,-25,6,2.937434259117
175,1384,288,2001,50,-35,55,-25,6,2.72017012082447
176,1392,296,2001,50,-35,55,-25,6,2.34008546117701
177,1400,304,2001,50,-35,55,-25,6,2.43658760480393
178,1408,312,2001,50,-35,55,-25,6,2.65653381479022
179,1416,320,2001,50,-35,55,-25,6,2.47539397360264
180,1424,328,2001,50,-35,55,-25,6,1.98021144565784
181,1432,336,2001,50,-35,55,-25,6,NaN
182,1440,344,2001,50,-35,55,-25,6,NaN
183,1448,352,2001,50,-35,55,-25,6,NaN
184,1456,360,2001,50,-35,55,-25,6,NaN
185,1462,1,2002,50,-35,55,-25,6,NaN
186,1469,8,2002,50,-35,55,-25,6,NaN
187,1477,16,2002,50,-35,55,-25,6,NaN
188,1485,24,2002,50,-35,55,-25,6,0.962130988260149
189,1493,32,2002,50,-35,55,-25,6,1.75177611558671
190,1501,40,2002,50,-35,55,-25,6,1.78232248572699
191,1509,48,2002,50,-35,55,-25,6,2.01487622453942
192,1517,56,2002,50,-35,55,-25,6,2.02747087664633
193,1525,64,2002,50,-35,55,-25,6,2.18619018490927
194,1533,72,2002,50,-35,55,-25,6,1.92055720996907
195,1541,80,2002,50,-35,55,-25,6,1.57287628455313
196,1549,88,2002,50,-35,55,-25,6,2.73627828115583
197,1557,96,2002,50,-35,55,-25,6,2.35940391186905
198,1565,104,2002,50,-35,55,-25,6,2.40863719484279
199,1573,112,2002,50,-35,55,-25,6,1.81060174038891
200,1581,120,2002,50,-35,55,-25,6,2.4477145165825
201,1589,128,2002,50,-35,55,-25,6,2.78034824929202
202,1597,136,2002,50,-35,55,-25,6,3.28450358238385
203,1605,144,2002,50,-35,55,-25,6,3.2286595140072
204,1613,152,2002,50,-35,55,-25,6,3.2348058092426
205,1621,160,2002,50,-35,55,-25,6,3.34185629895036
206,1629,168,2002,50,-35,55,-25,6,3.19929793149868
207,1637,176,2002,50,-35,55,-25,6,3.51515808447446
208,1645,184,2002,50,-35,55,-25,6,3.60356633783735
209,1653,192,2002,50,-35,55,-25,6,3.59896475008618
210,1661,200,2002,50,-35,55,-25,6,3.56285689635676
211,1669,208,2002,50,-35,55,-25,6,3.51045084225823
212,1677,216,2002,50,-35,55,-25,6,3.49451728387601
213,1685,224,2002,50,-35,55,-25,6,3.71289701594261
214,1693,232,2002,50,-35,55,-25,6,3.75577433594092
215,1701,240,2002,50,-35,55,-25,6,3.56897173454561
216,1709,248,2002,50,-35,55,-25,6,3.21873478936419
217,1717,256,2002,50,-35,55,-25,6,2.93116703464935
218,1725,264,2002,50,-35,55,-25,6,2.96252765566589
219,1733,272,2002,50,-35,55,-25,6,2.78458006211861
220,1741,280,2002,50,-35,55,-25,6,2.88586421628266
221,1749,288,2002,50,-35,55,-25,6,2.15843208585871
222,1757,296,2002,50,-35,55,-25,6,2.19540710241432
223,1765,304,2002,50,-35,55,-25,6,1.86938671568
224,1773,312,2002,50,-35,55,-25,6,1.67554690225695
225,1781,320,2002,50,-35,55,-25,6,2.603172933685
226,1789,328,2002,50,-35,55,-25,6,2.59947384457361
227,1797,336,2002,50,-35,55,-25,6,NaN
228,1805,344,2002,50,-35,55,-25,6,NaN
229,1813,352,2002,50,-35,55,-25,6,NaN
230,1821,360,2002,50,-35,55,-25,6,NaN
1,1,1,1998,40,-25,45,-15,7,2.63018286386962
2,8,8,1998,40,-25,45,-15,7,2.63018286386962
3,16,16,1998,40,-25,45,-15,7,2.05051873449821
4,24,24,1998,40,-25,45,-15,7,2.17794119023566
5,32,32,1998,40,-25,45,-15,7,1.93785873789894
6,40,40,1998,40,-25,45,-15,7,1.73566213879858
7,48,48,1998,40,-25,45,-15,7,2.19467756611052
8,56,56,1998,40,-25,45,-15,7,2.34231622221543
9,64,64,1998,40,-25,45,-15,7,2.31918182235331
10,72,72,1998,40,-25,45,-15,7,2.37638576279607
11,80,80,1998,40,-25,45,-15,7,2.7051647275255
12,88,88,1998,40,-25,45,-15,7,2.11856007850698
13,96,96,1998,40,-25,45,-15,7,2.51686853484133
14,104,104,1998,40,-25,45,-15,7,2.07815726718666
15,112,112,1998,40,-25,45,-15,7,2.20687751353846
16,120,120,1998,40,-25,45,-15,7,2.43529169238108
17,128,128,1998,40,-25,45,-15,7,2.74327396009533
18,136,136,1998,40,-25,45,-15,7,2.81749339051792
19,144,144,1998,40,-25,45,-15,7,3.37347155890322
20,152,152,1998,40,-25,45,-15,7,3.1796998848306
21,160,160,1998,40,-25,45,-15,7,2.94623274896187
22,168,168,1998,40,-25,45,-15,7,2.83147324500505
23,176,176,1998,40,-25,45,-15,7,2.60761255114011
24,184,184,1998,40,-25,45,-15,7,2.57390835329135
25,192,192,1998,40,-25,45,-15,7,2.7469511232992
26,200,200,1998,40,-25,45,-15,7,2.46428218688961
27,208,208,1998,40,-25,45,-15,7,2.6467784679546
28,216,216,1998,40,-25,45,-15,7,2.57727143760678
29,224,224,1998,40,-25,45,-15,7,2.45071083601928
30,232,232,1998,40,-25,45,-15,7,2.49948703720306
31,240,240,1998,40,-25,45,-15,7,2.34704128090302
32,248,248,1998,40,-25,45,-15,7,2.35986470501536
33,256,256,1998,40,-25,45,-15,7,2.41140795872626
34,264,264,1998,40,-25,45,-15,7,2.02478212176743
35,272,272,1998,40,-25,45,-15,7,2.44628550281707
36,280,280,1998,40,-25,45,-15,7,2.12238562346164
37,288,288,1998,40,-25,45,-15,7,2.24784292207841
38,296,296,1998,40,-25,45,-15,7,2.21029179645964
39,304,304,1998,40,-25,45,-15,7,2.06285669927778
40,312,312,1998,40,-25,45,-15,7,2.31299238662345
41,320,320,1998,40,-25,45,-15,7,1.91217979624485
42,328,328,1998,40,-25,45,-15,7,2.0968227173887
43,336,336,1998,40,-25,45,-15,7,1.92216909275887
44,344,344,1998,40,-25,45,-15,7,1.82940993063492
45,352,352,1998,40,-25,45,-15,7,2.04769206121673
46,360,360,1998,40,-25,45,-15,7,2.37034352270112
47,366,1,1999,40,-25,45,-15,7,2.23735302474169
48,373,8,1999,40,-25,45,-15,7,2.23735302474169
