index,t,days,years,latmin,lonmin,latmax,lonmax,siteID,lpC
11,80,80,1998,50,-45,55,-35,3,2.16513794851563
12,88,88,1998,50,-45,55,-35,3,2.31447675320456
13,96,96,1998,50,-45,55,-35,3,1.95221192492566
14,104,104,1998,50,-45,55,-35,3,2.22067269463134
15,112,112,1998,50,-45,55,-35,3,2.97836113668363
16,120,120,1998,50,-45,55,-35,3,2.86815720990935
17,128,128,1998,50,-45,55,-35,3,2.8485876845493
18,136,136,1998,50,-45,55,-35,3,3.16439698886207
19,144,144,1998,50,-45,55,-35,3,3.56320290945042
20,152,152,1998,50,-45,55,-35,3,3.91310991213335
21,160,160,1998,50,-45,55,-35,3,3.95067374361618
22,168,168,1998,50,-45,55,-35,3,3.82219900601213
23,176,176,1998,50,-45,55,-35,3,3.51631402736791
24,184,184,1998,50,-45,55,-35,3,3.36891334584137
25,192,192,1998,50,-45,55,-35,3,3.36073704652387
26,200,200,1998,50,-45,55,-35,3,3.18342604659111
27,208,208,1998,50,-45,55,-35,3,3.08301463078128
28,216,216,1998,50,-45,55,-35,3,2.97250236420092
29,224,224,1998,50,-45,55,-35,3,2.94287296310155
30,232,232,1998,50,-45,55,-35,3,2.99342925503933
31,240,240,1998,50,-45,55,-35,3,2.95037697964629
32,248,248,1998,50,-45,55,-35,3,3.06096372375748
33,256,256,1998,50,-45,55,-35,3,2.91795864388368
34,264,264,1998,50,-45,55,-35,3,2.89469432363546
35,272,272,1998,50,-45,55,-35,3,2.95356368569266
36,280,280,1998,50,-45,55,-35,3,2.78170404419713
37,288,288,1998,50,-45,55,-35,3,2.61308810981094
38,296,296,1998,50,-45,55,-35,3,2.39750410750469
39,304,304,1998,50,-45,55,-35,3,2.73928066115649
40,312,312,1998,50,-45,55,-35,3,1.9735603065553
41,320,320,1998,50,-45,55,-35,3,2.3042922109587
42,328,328,1998,50,-45,55,-35,3,NaN
43,336,336,1998,50,-45,55,-35,3,NaN
44,344,344,1998,50,-45,55,-35,3,NaN
45,352,352,1998,50,-45,55,-35,3,NaN
46,360,360,1998,50,-45,55,-35,3,NaN
47,366,1,1999,50,-45,55,-35,3,NaN
48,373,8,1999,50,-45,55,-35,3,NaN
49,381,16,1999,50,-45,55,-35,3,NaN
50,389,24,1999,50,-45,55,-35,3,0.503740170308217
51,397,32,1999,50,-45,55,-35,3,1.18093738604387
52,405,40,1999,50,-45,55,-35,3,1.89606338535726
53,413,48,1999,50,-45,55,-35,3,1.96913060344722
54,421,56,1999,50,-45,55,-35,3,2.18918302862491
55,429,64,1999,50,-45,55,-35,3,2.08058236450997
56,437,72,1999,50,-45,55,-35,3,2.28298211135535
57,445,80,1999,50,-45,55,-35,3,2.48615134016805
58,453,88,1999,50,-45,55,-35,3,2.5062873823395
59,461,96,1999,50,-45,55,-35,3,2.66299449102548
60,469,104,1999,50,-45,55,-35,3,2.95048190163879
61,477,112,1999,50,-45,55,-35,3,3.13826467335511
62,485,120,1999,50,-45,55,-35,3,2.93447723568745
63,493,128,1999,50,-45,55,-35,3,2.9424113323164
64,501,136,1999,50,-45,55,-35,3,3.03136735327039
65,509,144,1999,50,-45,55,-35,3,3.58219712575145
66,517,152,1999,50,-45,55,-35,3,3.70161453223675
67,525,160,1999,50,-45,55,-35,3,3.79925067960216
68,533,168,1999,50,-45,55,-35,3,3.7232499050806
69,541,176,1999,50,-45,55,-35,3,3.67954898367295
70,549,184,1999,50,-45,55,-35,3,3.36349985213561
71,557,192,1999,50,-45,55,-35,3,3.27545907215662
72,565,200,1999,50,-45,55,-35,3,3.1887541217031
73,573,208,1999,50,-45,55,-35,3,3.09608981062942
74,581,216,1999,50,-45,55,-35,3,3.12626588559452
75,589,224,1999,50,-45,55,-35,3,3.12691249110405
76,597,232,1999,50,-45,55,-35,3,3.12677390581019
77,605,240,1999,50,-45,55,-35,3,3.10155782815348
78,613,248,1999,50,-45,55,-35,3,3.00195249751914
79,621,256,1999,50,-45,55,-35,3,3.14124224222992
80,629,264,1999,50,-45,55,-35,3,2.92485464922648
81,637,272,1999,50,-45,55,-35,3,3.02780243311586
82,645,280,1999,50,-45,55,-35,3,2.83926383224152
83,653,288,1999,50,-45,55,-35,3,2.90779705374765
84,661,296,1999,50,-45,55,-35,3,2.75377136566588
85,669,304,1999,50,-45,55,-35,3,2.3914377585225
86,677,312,1999,50,-45,55,-35,3,2.36049073776076
87,685,320,1999,50,-45,55,-35,3,1.74214495434701
88,693,328,1999,50,-45,55,-35,3,2.22168092470719
89,701,336,1999,50,-45,55,-35,3,NaN
90,709,344,1999,50,-45,55,-35,3,NaN
91,717,352,1999,50,-45,55,-35,3,NaN
92,725,360,1999,50,-45,55,-35,3,NaN
93,732,1,2000,50,-45,55,-35,3,NaN
94,739,8,2000,50,-45,55,-35,3,NaN
95,747,16,2000,50,-45,55,-35,3,NaN
96,755,24,2000,50,-45,55,-35,3,1.67391148810936
97,763,32,2000,50,-45,55,-35,3,2.01434677621598
98,771,40,2000,50,-45,55,-35,3,2.16877899105321
99,779,48,2000,50,-45,55,-35,3,2.12587290559465
100,787,56,2000,50,-45,55,-35,3,2.27770581467461
101,795,64,2000,50,-45,55,-35,3,2.61167627126664
102,803,72,2000,50,-45,55,-35,3,2.21673606677672
103,811,80,2000,50,-45,55,-35,3,2.7200612798471
104,819,88,2000,50,-45,55,-35,3,2.87024182668416
105,827,96,2000,50,-45,55,-35,3,2.92168161631904
106,835,104,2000,50,-45,55,-35,3,3.10779652231716
107,843,112,2000,50,-45,55,-35,3,3.43011602962144
108,851,120,2000,50,-45,55,-35,3,3.38726272330665
109,859,128,2000,50,-45,55,-35,3,3.31471988525687
110,867,136,2000,50,-45,55,-35,3,3.28499734114355
111,875,144,2000,50,-45,55,-35,3,3.65640521650846
112,883,152,2000,50,-45,55,-35,3,3.70223140229131
113,891,160,2000,50,-45,55,-35,3,3.54921234733399
114,899,168,2000,50,-45,55,-35,3,3.5482168389878
115,907,176,2000,50,-45,55,-35,3,3.5192039811102
116,915,184,2000,50,-45,55,-35,3,3.67169368187693
117,923,192,2000,50,-45,55,-35,3,3.68931534746214
118,931,200,2000,50,-45,55,-35,3,3.46742807242735
119,939,208,2000,50,-45,55,-35,3,3.55842143287465
120,947,216,2000,50,-45,55,-35,3,3.43694107755822
121,955,224,2000,50,-45,55,-35,3,3.45521934858948
122,963,232,2000,50,-45,55,-35,3,3.28153531254964
123,971,240,2000,50,-45,55,-35,3,3.38210239919441
124,979,248,2000,50,-45,55,-35,3,3.38352535646422
125,987,256,2000,50,-45,55,-35,3,3.26657756395536
126,995,264,2000,50,-45,55,-35,3,3.14442009281404
127,1003,272,2000,50,-45,55,-35,3,3.01578356880156
128,1011,280,2000,50,-45,55,-35,3,3.10975753683644
129,1019,288,2000,50,-45,55,-35,3,3.12918717857112
130,1027,296,2000,50,-45,55,-35,3,2.8845484696049
131,1035,304,2000,50,-45,55,-35,3,2.82417766864215
132,1043,312,2000,50,-45,55,-35,3,2.55539886000496
133,1051,320,2000,50,-45,55,-35,3,2.29134298711643
134,1059,328,2000,50,-45,55,-35,3,2.246220020208
135,1067,336,2000,50,-45,55,-35,3,NaN
136,1075,344,2000,50,-45,55,-35,3,NaN
137,1083,352,2000,50,-45,55,-35,3,NaN
138,1091,360,2000,50,-45,55,-35,3,NaN
139,1097,1,2001,50,-45,55,-35,3,NaN
140,1104,8,2001,50,-45,55,-35,3,NaN
141,1112,16,2001,50,-45,55,-35,3,NaN
142,1120,24,2001,50,-45,55,-35,3,1.95043161657773
143,1128,32,2001,50,-45,55,-35,3,1.84938555423071
144,1136,40,2001,50,-45,55,-35,3,0.828788489876546
145,1144,48,2001,50,-45,55,-35,3,2.02755946915897
146,1152,56,2001,50,-45,55,-35,3,1.86665347595932
147,1160,64,2001,50,-45,55,-35,3,2.22793714124063
148,1168,72,2001,50,-45,55,-35,3,2.63615798813335
149,1176,80,2001,50,-45,55,-35,3,2.46329698168277
150,1184,88,2001,50,-45,55,-35,3,2.65765821284982
151,1192,96,2001,50,-45,55,-35,3,2.61640924698678
152,1200,104,2001,50,-45,55,-35,3,2.647535004499
153,1208,112,2001,50,-45,55,-35,3,2.66101930019483
154,1216,120,2001,50,-45,55,-35,3,2.93166671193498
155,1224,128,2001,50,-45,55,-35,3,2.86904523142739
156,1232,136,2001,50,-45,55,-35,3,3.00517927301817
157,1240,144,2001,50,-45,55,-35,3,3.44348041852565
158,1248,152,2001,50,-45,55,-35,3,4.08057917173141
159,1256,160,2001,50,-45,55,-35,3,4.04199308261791
160,1264,168,2001,50,-45,55,-35,3,3.88776944241882
161,1272,176,2001,50,-45,55,-35,3,3.70567111751616
162,1280,184,2001,50,-45,55,-35,3,3.40631272517696
163,1288,192,2001,50,-45,55,-35,3,3.44097762706721
164,1296,200,2001,50,-45,55,-35,3,3.27482866797004
165,1304,208,2001,50,-45,55,-35,3,3.23268876089902
166,1312,216,2001,50,-45,55,-35,3,3.29349910523897
167,1320,224,2001,50,-45,55,-35,3,3.27928677833034
168,1328,232,2001,50,-45,55,-35,3,3.46027741506934
169,1336,240,2001,50,-45,55,-35,3,3.45114822268768
170,1344,248,2001,50,-45,55,-35,3,3.31088358021295
171,1352,256,2001,50,-45,55,-35,3,3.41537817741534
172,1360,264,2001,50,-45,55,-35,3,3.099513729339
173,1368,272,2001,50,-45,55,-35,3,3.10054488647225
174,1376,280,2001,50,-45,55,-35,3,2.88188915252749
175,1384,288,2001,50,-45,55,-35,3,2.92391553876343
176,1392,296,2001,50,-45,55,-35,3,2.60399275983151
177,1400,304,2001,50,-45,55,-35,3,2.41915002492315
178,1408,312,2001,50,-45,55,-35,3,2.54310654296041
179,1416,320,2001,50,-45,55,-35,3,2.47037076188577
180,1424,328,2001,50,-45,55,-35,3,2.6037276034468
181,1432,336,2001,50,-45,55,-35,3,NaN
182,1440,344,2001,50,-45,55,-35,3,NaN
183,1448,352,2001,50,-45,55,-35,3,NaN
184,1456,360,2001,50,-45,55,-35,3,NaN
185,1462,1,2002,50,-45,55,-35,3,NaN
186,1469,8,2002,50,-45,55,-35,3,NaN
187,1477,16,2002,50,-45,55,-35,3,NaN
188,1485,24,2002,50,-45,55,-35,3,2.14907435096495
189,1493,32,2002,50,-45,55,-35,3,2.28013619386283
190,1501,40,2002,50,-45,55,-35,3,2.157863357223
191,1509,48,2002,50,-45,55,-35,3,2.29905402037155
192,1517,56,2002,50,-45,55,-35,3,2.56073858283348
193,1525,64,2002,50,-45,55,-35,3,2.73906325103663
194,1533,72,2002,50,-45,55,-35,3,2.36274083277074
195,1541,80,2002,50,-45,55,-35,3,1.90341184437139
196,1549,88,2002,50,-45,55,-35,3,2.6541626248075
197,1557,96,2002,50,-45,55,-35,3,2.54532092158759
198,1565,104,2002,50,-45,55,-35,3,2.5136954906714
199,1573,112,2002,50,-45,55,-35,3,2.22044702228071
200,1581,120,2002,50,-45,55,-35,3,2.54567884436643
201,1589,128,2002,50,-45,55,-35,3,2.56104344794572
202,1597,136,2002,50,-45,55,-35,3,2.85286069022663
203,1605,144,2002,50,-45,55,-35,3,3.45875876012485
204,1613,152,2002,50,-45,55,-35,3,3.15145890750136
205,1621,160,2002,50,-45,55,-35,3,3.27414913492368
206,1629,168,2002,50,-45,55,-35,3,2.98214127904993
207,1637,176,2002,50,-45,55,-35,3,3.20280488659673
208,1645,184,2002,50,-45,55,-35,3,3.21909519492131
209,1653,192,2002,50,-45,55,-35,3,3.34554634159972
210,1661,200,2002,50,-45,55,-35,3,3.38396454024541
211,1669,208,2002,50,-45,55,-35,3,3.2199874227848
212,1677,216,2002,50,-45,55,-35,3,3.19630107914064
213,1685,224,2002,50,-45,55,-35,3,2.93663755286873
214,1693,232,2002,50,-45,55,-35,3,2.94904177403025
215,1701,240,2002,50,-45,55,-35,3,2.76403433270896
216,1709,248,2002,50,-45,55,-35,3,2.92438606612891
217,1717,256,2002,50,-45,55,-35,3,2.76394384535404
218,1725,264,2002,50,-45,55,-35,3,2.69619209037716
219,1733,272,2002,50,-45,55,-35,3,2.56343387718696
220,1741,280,2002,50,-45,55,-35,3,2.77468318112095
221,1749,288,2002,50,-45,55,-35,3,2.43800447494908
222,1757,296,2002,50,-45,55,-35,3,2.2274402173844
223,1765,304,2002,50,-45,55,-35,3,2.07926328324149
224,1773,312,2002,50,-45,55,-35,3,2.15361459558796
225,1781,320,2002,50,-45,55,-35,3,2.35389049038578
226,1789,328,2002,50,-45,55,-35,3,2.89558808530986
227,1797,336,2002,50,-45,55,-35,3,NaN
228,1805,344,2002,50,-45,55,-35,3,NaN
229,1813,352,2002,50,-45,55,-35,3,NaN
230,1821,360,2002,50,-45,55,-35,3,NaN
1,1,1,1998,40,-35,45,-25,4,2.31734788116097
2,8,8,1998,40,-35,45,-25,4,2.31734788116097
3,16,16,1998,40,-35,45,-25,4,1.60103286314986
4,24,24,1998,40,-35,45,-25,4,1.52504242363924
5,32,32,1998,40,-35,45,-25,4,2.11013378901611
6,40,40,1998,40,-35,45,-25,4,1.5843643255104
7,48,48,1998,40,-35,45,-25,4,2.1465724384195
8,56,56,1998,40,-35,45,-25,4,2.3005896711579
9,64,64,1998,40,-35,45,-25,4,2.00652566665419
10,72,72,1998,40,-35,45,-25,4,2.24137607097754
11,80,80,1998,40,-35,45,-25,4,2.4690135993814
12,88,88,1998,40,-35,45,-25,4,2.31977358456968
13,96,96,1998,40,-35,45,-25,4,2.58924894428928
14,104,104,1998,40,-35,45,-25,4,2.62520576154483
15,112,112,1998,40,-35,45,-25,4,3.23709373670113
16,120,120,1998,40,-35,45,-25,4,3.09990490239331
17,128,128,1998,40,-35,45,-25,4,2.99824557994878
18,136,136,1998,40,-35,45,-25,4,2.87269089918442
19,144,144,1998,40,-35,45,-25,4,3.08359202937373
20,152,152,1998,40,-35,45,-25,4,3.21077746438043
21,160,160,1998,40,-35,45,-25,4,3.0233813520945
22,168,168,1998,40,-35,45,-25,4,2.81124079729259
23,176,176,1998,40,-35,45,-25,4,2.58147205500669
24,184,184,1998,40,-35,45,-25,4,2.374197940392
25,192,192,1998,40,-35,45,-25,4,2.42076244114224
26,200,200,1998,40,-35,45,-25,4,2.42998297270784
27,208,208,1998,40,-35,45,-25,4,2.70446098593693
28,216,216,1998,40,-35,45,-25,4,2.4651063694834
29,224,224,1998,40,-35,45,-25,4,2.60011404414482
30,232,232,1998,40,-35,45,-25,4,2.40106750932067
31,240,240,1998,40,-35,45,-25,4,2.38386871139581
32,248,248,1998,40,-35,45,-25,4,2.3493316079169
33,256,256,1998,40,-35,45,-25,4,2.36150452748154
34,264,264,1998,40,-35,45,-25,4,2.15676814982291
35,272,272,1998,40,-35,45,-25,4,2.19370883175458
36,280,280,1998,40,-35,45,-25,4,2.20325679669881
37,288,288,1998,40,-35,45,-25,4,2.17948469942744
38,296,296,1998,40,-35,45,-25,4,2.60218137207881
39,304,304,1998,40,-35,45,-25,4,2.11565939450005
40,312,312,1998,40,-35,45,-25,4,2.21956582094395
41,320,320,1998,40,-35,45,-25,4,1.67755313562065
42,328,328,1998,40,-35,45,-25,4,1.91436073491191
43,336,336,1998,40,-35,45,-25,4,2.06766953656439
44,344,344,1998,40,-35,45,-25,4,1.88084645934274
45,352,352,1998,40,-35,45,-25,4,1.76498472824635
46,360,360,1998,40,-35,45,-25,4,2.5794846046244
47,366,1,1999,40,-35,45,-25,4,2.39144196204014
48,373,8,1999,40,-35,45,-25,4,2.39144196204014
49,381,16,1999,40,-35,45,-25,4,2.51920044448093
50,389,24,1999,40,-35,45,-25,4,2.52629147860917
51,397,32,1999,40,-35,45,-25,4,2.10394065628705
52,405,40,1999,40,-35,45,-25,4,2.21306818698609
53,413,48,1999,40,-35,45,-25,4,2.1779716709506
54,421,56,1999,40,-35,45,-25,4,2.44379822559486
55,429,64,1999,40,-35,45,-25,4,2.30669795704608
56,437,72,1999,40,-35,45,-25,4,2.69092109846723
57,445,80,1999,40,-35,45,-25,4,2.68438253469972
58,453,88,1999,40,-35,45,-25,4,3.02368910098023
59,461,96,1999,40,-35,45,-25,4,2.38118962725122
60,469,104,1999,40,-35,45,-25,4,2.73388262730464
61,477,112,1999,40,-35,45,-25,4,2.71743949513179
62,485,120,1999,40,-35,45,-25,4,2.73217876200106
63,493,128,1999,40,-35,45,-25,4,3.12782908074226
64,501,136,1999,40,-35,45,-25,4,3.22447639002498
65,509,144,1999,40,-35,45,-25,4,3.1856250411519
66,517,152,1999,40,-35,45,-25,4,2.92260786694231
67,525,160,1999,40,-35,45,-25,4,3.01408856876139
68,533,168,1999,40,-35,45,-25,4,2.71292024085983
69,541,176,1999,40,-35,45,-25,4,2.54032970595438
70,549,184,1999,40,-35,45,-25,4,2.68941852763688
71,557,192,1999,40,-35,45,-25,4,2.43715456008131
72,565,200,1999,40,-35,45,-25,4,2.62946893083546
73,573,208,1999,40,-35,45,-25,4,2.68687052951705
74,581,216,1999,40,-35,45,-25,4,2.7661053270219
75,589,224,1999,40,-35,45,-25,4,2.72912150013486
76,597,232,1999,40,-35,45,-25,4,2.57115479069649
77,605,240,1999,40,-35,45,-25,4,2.54102710266975
78,613,248,1999,40,-35,45,-25,4,2.22371166356891
79,621,256,1999,40,-35,45,-25,4,2.35992202085211
80,629,264,1999,40,-35,45,-25,4,2.46490405478297
81,637,272,1999,40,-35,45,-25,4,2.31001732028168
82,645,280,1999,40,-35,45,-25,4,2.11934518419449
83,653,288,1999,40,-35,45,-25,4,2.27462411468633
84,661,296,1999,40,-35,45,-25,4,2.52770804016396
85,669,304,1999,40,-35,45,-25,4,2.39640683699635
86,677,312,1999,40,-35,45,-25,4,1.95837298265786
87,685,320,1999,40,-35,45,-25,4,1.94436751319496
88,693,328,1999,40,-35,45,-25,4,1.79835730307225
89,701,336,1999,40,-35,45,-25,4,2.08953991548201
90,709,344,1999,40,-35,45,-25,4,1.79302669287625
91,717,352,1999,40,-35,45,-25,4,1.75517515139622
92,725,360,1999,40,-35,45,-25,4,1.96324004782039
93,732,1,2000,40,-35,45,-25,4,2.19144119864979
94,739,8,2000,40,-35,45,-25,4,2.19144119864979
95,747,16,2000,40,-35,45,-25,4,2.3118634057212
96,755,24,2000,40,-35,45,-25,4,2.11678685278631
97,763,32,2000,40,-35,45,-25,4,2.14618842673699
98,771,40,2000,40,-35,45,-25,4,1.89534897386471
99,779,48,2000,40,-35,45,-25,4,2.03741767034795
100,787,56,2000,40,-35,45,-25,4,2.31169578227506
101,795,64,2000,40,-35,45,-25,4,1.78102817060073
102,803,72,2000,40,-35,45,-25,4,2.46280902278623
103,811,80,2000,40,-35,45,-25,4,2.67429052712185
104,819,88,2000,40,-35,45,-25,4,2.44841712204186
105,827,96,2000,40,-35,45,-25,4,2.81384017851641
106,835,104,2000,40,-35,45,-25,4,2.5001903884515
107,843,112,2000,40,-35,45,-25,4,2.80384356011899
108,851,120,2000,40,-35,45,-25,4,2.52851556079149
109,859,128,2000,40,-35,45,-25,4,3.09789337278409
110,867,136,2000,40,-35,45,-25,4,3.14709931924721
111,875,144,2000,40,-35,45,-25,4,3.03687794487946
112,883,152,2000,40,-35,45,-25,4,3.09244315346726
113,891,160,2000,40,-35,45,-25,4,3.0180978534919
114,899,168,2000,40,-35,45,-25,4,3.10318641313057
115,907,176,2000,40,-35,45,-25,4,2.97628211747159
116,915,184,2000,40,-35,45,-25,4,2.91609019026144
117,923,192,2000,40,-35,45,-25,4,2.70935315017442
118,931,200,2000,40,-35,45,-25,4,2.84563903565265
119,939,208,2000,40,-35,45,-25,4,2.66289188971317
120,947,216,2000,40,-35,45,-25,4,2.53606597692926
121,955,224,2000,40,-35,45,-25,4,2.37654440263803
122,963,232,2000,40,-35,45,-25,4,2.50100942891428
123,971,240,2000,40,-35,45,-25,4,2.35208338482821
124,979,248,2000,40,-35,45,-25,4,2.26922745630985
125,987,256,2000,40,-35,45,-25,4,2.41688228474121
126,995,264,2000,40,-35,45,-25,4,2.27113515425723
127,1003,272,2000,40,-35,45,-25,4,1.95599108147229
128,1011,280,2000,40,-35,45,-25,4,2.10890079967881
129,1019,288,2000,40,-35,45,-25,4,2.17457398171641
130,1027,296,2000,40,-35,45,-25,4,2.28740030761501
131,1035,304,2000,40,-35,45,-25,4,2.16693642648513
132,1043,312,2000,40,-35,45,-25,4,2.16632404280122
133,1051,320,2000,40,-35,45,-25,4,1.7158613529996
134,1059,328,2000,40,-35,45,-25,4,1.71267019825155
135,1067,336,2000,40,-35,45,-25,4,2.18237770441042
136,1075,344,2000,40,-35,45,-25,4,2.40751679782912
137,1083,352,2000,40,-35,45,-25,4,2.22058251201346
138,1091,360,2000,40,-35,45,-25,4,2.1953785575582
139,1097,1,2001,40,-35,45,-25,4,2.21364406877992
140,1104,8,2001,40,-35,45,-25,4,2.21364406877992
141,1112,16,2001,40,-35,45,-25,4,2.09011374845625
142,1120,24,2001,40,-35,45,-25,4,2.46348985739462
143,1128,32,2001,40,-35,45,-25,4,2.31523632711307
144,1136,40,2001,40,-35,45,-25,4,2.30532032782286
145,1144,48,2001,40,-35,45,-25,4,1.67206419603816
146,1152,56,2001,40,-35,45,-25,4,2.43457401346017
147,1160,64,2001,40,-35,45,-25,4,2.13959359884228
148,1168,72,2001,40,-35,45,-25,4,2.36553240404847
149,1176,80,2001,40,-35,45,-25,4,2.67965449790729
150,1184,88,2001,40,-35,45,-25,4,2.48282940022596
151,1192,96,2001,40,-35,45,-25,4,2.28021198092603
152,1200,104,2001,40,-35,45,-25,4,2.49580284971392
153,1208,112,2001,40,-35,45,-25,4,3.22770982882549
154,1216,120,2001,40,-35,45,-25,4,3.20764086251423
155,1224,128,2001,40,-35,45,-25,4,3.50857002734223
156,1232,136,2001,40,-35,45,-25,4,3.42924853180222
157,1240,144,2001,40,-35,45,-25,4,3.38116712545163
158,1248,152,2001,40,-35,45,-25,4,3.1554446876398
159,1256,160,2001,40,-35,45,-25,4,3.00286321900424
160,1264,168,2001,40,-35,45,-25,4,2.88743944052066
161,1272,176,2001,40,-35,45,-25,4,2.95497699603773
162,1280,184,2001,40,-35,45,-25,4,2.84578391656137
163,1288,192,2001,40,-35,45,-25,4,2.76527518457271
164,1296,200,2001,40,-35,45,-25,4,2.46161422242535
165,1304,208,2001,40,-35,45,-25,4,2.51912303811369
166,1312,216,2001,40,-35,45,-25,4,2.29109022725243
167,1320,224,2001,40,-35,45,-25,4,2.22338270199062
168,1328,232,2001,40,-35,45,-25,4,2.31008132143563
169,1336,240,2001,40,-35,45,-25,4,2.2629767149688
170,1344,248,2001,40,-35,45,-25,4,2.09305918937863
171,1352,256,2001,40,-35,45,-25,4,2.15406367459953
172,1360,264,2001,40,-35,45,-25,4,2.25428347928033
173,1368,272,2001,40,-35,45,-25,4,2.20125531755655
174,1376,280,2001,40,-35,45,-25,4,2.65815532487068
175,1384,288,2001,40,-35,45,-25,4,2.45528402256365
176,1392,296,2001,40,-35,45,-25,4,2.34045582157216
177,1400,304,2001,40,-35,45,-25,4,2.17452240823034
178,1408,312,2001,40,-35,45,-25,4,2.29917369693703
179,1416,320,2001,40,-35,45,-25,4,2.32339295284151
180,1424,328,2001,40,-35,45,-25,4,1.79663295436415
181,1432,336,2001,40,-35,45,-25,4,2.40475018432487
182,1440,344,2001,40,-35,45,-25,4,1.76383889910214
183,1448,352,2001,40,-35,45,-25,4,1.39968445194662
184,1456,360,2001,40,-35,45,-25,4,2.66487730673676
185,1462,1,2002,40,-35,45,-25,4,1.72589411111015
186,1469,8,2002,40,-35,45,-25,4,1.72589411111015
187,1477,16,2002,40,-35,45,-25,4,1.79599044824614
188,1485,24,2002,40,-35,45,-25,4,1.53588064841535
189,1493,32,2002,40,-35,45,-25,4,2.68423423424421
190,1501,40,2002,40,-35,45,-25,4,2.58687427823756
191,1509,48,2002,40,-35,45,-25,4,1.7710517451705
192,1517,56,2002,40,-35,45,-25,4,1.71079044508195
193,1525,64,2002,40,-35,45,-25,4,1.10706378696491
194,1533,72,2002,40,-35,45,-25,4,1.59661974547262
195,1541,80,2002,40,-35,45,-25,4,2.61584522396767
196,1549,88,2002,40,-35,45,-25,4,2.27357862420353
197,1557,96,2002,40,-35,45,-25,4,2.25713170568963
198,1565,104,2002,40,-35,45,-25,4,2.43060474978655
199,1573,112,2002,40,-35,45,-25,4,2.44662871949292
200,1581,120,2002,40,-35,45,-25,4,3.31886326933355
201,1589,128,2002,40,-35,45,-25,4,3.51471683563261
202,1597,136,2002,40,-35,45,-25,4,3.39606775408362
203,1605,144,2002,40,-35,45,-25,4,3.01293427447934
204,1613,152,2002,40,-35,45,-25,4,3.03766914357291
205,1621,160,2002,40,-35,45,-25,4,2.91205450176982
206,1629,168,2002,40,-35,45,-25,4,3.18698097580734
207,1637,176,2002,40,-35,45,-25,4,2.91588103455779
208,1645,184,2002,40,-35,45,-25,4,2.94263920405643
209,1653,192,2002,40,-35,45,-25,4,2.94486597197972
210,1661,200,2002,40,-35,45,-25,4,2.82958001008758
211,1669,208,2002,40,-35,45,-25,4,2.56463985835137
212,1677,216,2002,40,-35,45,-25,4,2.25292416099093
213,1685,224,2002,40,-35,45,-25,4,2.24545404921427
214,1693,232,2002,40,-35,45,-25,4,2.42410545537711
215,1701,240,2002,40,-35,45,-25,4,2.12847005498324
216,1709,248,2002,40,-35,45,-25,4,2.12643528496442
217,1717,256,2002,40,-35,45,-25,4,2.3989141473128
218,1725,264,2002,40,-35,45,-25,4,2.24557060880588
219,1733,272,2002,40,-35,45,-25,4,2.34200868163569
220,1741,280,2002,40,-35,45,-25,4,2.24646312218519
221,1749,288,2002,40,-35,45,-25,4,2.11771408729483
222,1757,296,2002,40,-35,45,-25,4,2.05496476044991
223,1765,304,2002,40,-35,45,-25,4,2.05505244011826
224,1773,312,2002,40,-35,45,-25,4,2.33947658842415
225,1781,320,2002,40,-35,45,-25,4,2.52611266704708
226,1789,328,2002,40,-35,45,-25,4,2.60968477904184
227,1797,336,2002,40,-35,45,-25,4,2.25649968934824
228,1805,344,2002,40,-35,45,-25,4,2.04568433599439
229,1813,352,2002,40,-35,45,-25,4,1.86011215042081
230,1821,360,2002,40,-35,45,-25,4,1.64398162180575
1,1,1,1998,45,-35,50,-25,5,1.07691309806017
2,8,8,1998,45,-35,50,-25,5,1.07691309806017
3,16,16,1998,45,-35,50,-25,5,1.49199566254498
4,24,24,1998,45,-35,50,-25,5,1.96527091339216
5,32,32,1998,45,-35,50,-25,5,1.62916567451827
6,40,40,1998,45,-35,50,-25,5,1.31441210957606
7,48,48,1998,45,-35,50,-25,5,1.85436502429469
8,56,56,1998,45,-35,50,-25,5,2.05602799793531
9,64,64,1998,45,-35,50,-25,5,1.85398345631247
10,72,72,1998,45,-35,50,-25,5,2.45336009994987
11,80,80,1998,45,-35,50,-25,5,2.18543318444402
12,88,88,1998,45,-35,50,-25,5,2.43982204156887
13,96,96,1998,45,-35,50,-25,5,2.34275823397857
14,104,104,1998,45,-35,50,-25,5,2.40883649072821
15,112,112,1998,45,-35,50,-25,5,3.05330570020108
16,120,120,1998,45,-35,50,-25,5,2.77506265699196
17,128,128,1998,45,-35,50,-25,5,3.74259565357419
18,136,136,1998,45,-35,50,-25,5,3.15166019878311
19,144,144,1998,45,-35,50,-25,5,3.26917241105072
20,152,152,1998,45,-35,50,-25,5,3.5227500809586
21,160,160,1998,45,-35,50,-25,5,3.69385540689641
22,168,168,1998,45,-35,50,-25,5,3.43101095264212
23,176,176,1998,45,-35,50,-25,5,3.26371022869267
24,184,184,1998,45,-35,50,-25,5,3.21121933136979
25,192,192,1998,45,-35,50,-25,5,3.10117692129063
26,200,200,1998,45,-35,50,-25,5,2.98289372348149
27,208,208,1998,45,-35,50,-25,5,2.98584480745549
28,216,216,1998,45,-35,50,-25,5,2.72665590957579
29,224,224,1998,45,-35,50,-25,5,2.67684751021033
