index,t,days,siteID,lpC,sdlpC,mld,dmld,N0,light,rPC,sdrPC,zeu,sdzeu,pgr,latitude,lpC_median,lpC_lb95,lpC_ub95,lpC_lb68,lpC_ub68
1,1,1,4,2.31734788116097,0.968622212724704,183.544360946417,1.20996430100946,14.059486875,39.1718746545454,-0.0895393772513897,0.135203546872544,61.2412028341499,4.37879888912269,0,42.5,2.31734788116097,0.41884834422055,4.21584741810139,1.34872566843627,3.28597009388567
2,8,8,4,2.31734788116097,0.968622212724704,183.544360946417,0.745165294047292,14.059486875,39.1718746545454,-0.0895393772513897,0.135203546872544,61.2412028341499,4.37879888912269,-0.0291386757918082,42.5,2.31734788116097,0.41884834422055,4.21584741810139,1.34872566843627,3.28597009388567
3,16,16,4,1.60103286314986,1.01625075183185,212.583504170644,0.280366308909875,14.059486875,41.8111775476879,-0.00949880493882722,0.174413485154109,64.6048357645677,4.95087228633827,-0.00475986890110528,42.5,1.60103286314986,-0.390818610440566,3.59288433674029,0.58478211131801,2.61728361498171
4,24,24,4,1.52504242363924,1.00625398692128,201.428328003552,-1.39439699811796,14.059486875,39.9935229337047,0.0731364206721095,0.164169248864529,63.0991259746427,4.8986547643322,-0.00294040765812168,42.5,1.52504242363924,-0.447215390726469,3.49730023800495,0.51878843671796,2.53129641056052
5,32,32,4,2.11013378901611,0.887600030534701,190.273152360254,-1.43961895783463,14.059486875,57.7216845214825,-0.065721182938215,0.183399309124207,64.2328197829928,4.29679672529813,0.0258970839491775,42.5,2.11013378901611,0.370437729168096,3.84982984886412,1.22253375848141,2.99773381955081
6,40,40,4,1.5843643255104,1.22307085996537,179.117976215813,-1.62050683499208,14.059486875,47.9976778545621,0.0702760141136387,0.171770501044976,63.490498389205,4.3772070850089,0.00793566175590791,42.5,1.5843643255104,-0.812854560021725,3.98158321104253,0.36129346554503,2.80743518547577
7,48,48,4,2.1465724384195,0.723932256350598,166.877473015521,-1.80139467548442,14.059486875,54.2084732669291,0.0192521540923007,0.122736349254463,57.7914611546203,4.6744513689535,0.0175900558809912,42.5,2.1465724384195,0.727665215972328,3.56547966086667,1.4226401820689,2.8705046947701
8,56,56,4,2.3005896711579,0.710306705707797,151.380988320444,-1.93706057258917,14.059486875,55.5124532495551,-0.0367580005629633,0.162123233830362,60.1261510400647,4.63839574300312,0.00395015135658499,42.5,2.3005896711579,0.908388527970618,3.69279081434518,1.5902829654501,3.0108963768657
9,64,64,4,2.00652566665419,1.09368840820575,135.884504004187,-1.94624802941804,14.059486875,58.7678990692755,0.0293563005404182,0.161334589673356,57.9616731271486,6.6265056046421,0.00701766367597916,42.5,2.00652566665419,-0.13710361342908,4.15015494673746,0.91283725844844,3.10021407485994
10,72,72,4,2.24137607097754,0.754981603500121,120.388019273381,-1.95849799074783,14.059486875,84.2215576014665,0.0284546910504828,0.109039844842273,53.105608452526,6.38144510756897,0.0130519965798121,42.5,2.24137607097754,0.761612128117303,3.72114001383778,1.48639446747742,2.99635767447766
