p_median,p_lb95,p_ub95,p_lb68,p_ub68,null_median,null_lb95,null_ub95,null_lb68,null_ub68
1.43001121393192,1.25719420426621,1.76100040946355,1.34161546982158,1.54625931625018,3.29715239314953,3.17655053786037,3.37170173087709,3.24914351812243,3.33741115197569
1.37809509733817,1.17915435030898,1.69363977265051,1.27682483053282,1.50840489199052,3.31945953768345,3.18993888386244,3.39444160611825,3.26829822260332,3.35970578274944
1.35892595945034,1.13305320271408,1.64990117286136,1.2409879938802,1.49992131650584,3.3195661487565,3.19000339726927,3.39455179688625,3.26837324778302,3.35981438102302
1.43910395229486,1.17809650890225,1.70808774313352,1.30743136879835,1.5870320259467,3.22236016248123,3.13378582979127,3.29480650534858,3.17808376880776,3.26062576773111
1.53461325071465,1.23939199787507,1.81362140379748,1.39275027078981,1.68417839081987,3.21550406925024,3.12821619002775,3.28785733532128,3.17241910689473,3.25376360270081
1.69235638534429,1.36729197838416,1.99862977512854,1.54172539656967,1.85047710477298,3.19300420104339,3.11410033176266,3.26487812421923,3.15174981957174,3.23104828136011
1.86037573053127,1.50650222395901,2.18992760903078,1.69622146955768,2.0238856818217,3.17079584544733,3.09649264406105,3.24232542995968,3.13065893293508,3.20923713109262
2.08945384845649,1.71188704277934,2.43488816936223,1.91171928075936,2.26037449442868,3.15404838792229,3.08302426683829,3.22547247321451,3.11449803251027,3.1916400138008
2.13617453565885,1.82602183379764,2.41531865904647,1.98620090010972,2.28196041424278,3.03938097807248,2.96510469614953,3.11236247786605,2.9998404830674,3.07839645859021
2.23673496116836,1.96434571068953,2.46784159468883,2.09831045549045,2.36280391756192,2.81759937681331,2.73114899906347,2.99040880212487,2.76806086002858,2.89442073030204
2.46610636237112,2.22547425544281,2.66845230194745,2.34555871219654,2.57790682102636,2.16281263059912,1.93810694975709,2.85233509436824,2.01121724679399,2.49552647314564
2.77294886975161,2.57618610043151,2.98029211824492,2.67340049689633,2.88119964166496,2.15248881122888,0.404657917852935,2.84155571551821,1.41418669126089,2.69893902418908
3.12814925901171,2.91253831959117,3.35738796063822,3.015513660416,3.24097564632565,2.4459398706082,0.805416634518365,2.85038017748818,1.69047286057998,2.70192035112455
3.64748975588979,3.3612996463705,3.8726045975047,3.50943458384361,3.75541420346842,2.42781911371611,1.01663817230733,2.82991564846259,1.68320780553802,2.68321938286385
4.04923965937115,3.7760229661611,4.25430323809451,3.91399199639665,4.16240032479585,2.30668640893297,0.658719781489328,2.77916481206222,1.725791488913,2.6171090224414
4.1047108211506,3.93553856129991,4.46089527604531,4.01541273574036,4.22971420387344,2.08424985107802,0.831892249474393,2.65113866188147,1.40230449609443,2.45053697364821
3.89102849273948,3.5425768819552,4.10333200745431,3.79364416007035,3.98324425644872,2.08414172147809,0.830406089350584,2.6511089350388,1.40183410846393,2.45048898296703
4.10769042845253,3.6216738540047,4.36088234042264,3.96852978563041,4.23282316404652,3.15210730143574,3.08169114091754,3.22362842185288,3.11261566866917,3.18967886561061
3.64644643695875,3.30009464547672,3.76367583212319,3.56412858272866,3.70955592379557,3.15210730143574,3.08169114091754,3.22362842185288,3.11261566866917,3.18967886561061
3.50772420342084,3.235433728171,3.61478525828407,3.43626930569473,3.56498983196326,3.15210730143574,3.08169114091754,3.22362842185288,3.11261566866917,3.18967886561061
3.44428995410466,3.21256883675899,3.5551940215364,3.37102875270673,3.50266091947226,3.15210730143574,3.08169114091754,3.22362842185288,3.11261566866917,3.18967886561061
3.30920847044646,3.12601264232068,3.38890834486053,3.2436959244698,3.35371782231821,3.15210730143574,3.08169114091754,3.22362842185288,3.11261566866917,3.18967886561061
3.31139102390646,3.15666640487067,3.40854431612336,3.24700585601059,3.36148373485725,3.15210730143574,3.08169114091754,3.22362842185288,3.11261566866917,3.18967886561061
3.25676051458733,3.12071114769752,3.3416641998498,3.19602154279272,3.30009269767554,3.15210730143574,3.08169114091754,3.22362842185288,3.11261566866917,3.18967886561061
3.20354763459766,3.09173441206199,3.2817692840951,3.14988066603322,3.24512928810521,3.15210730143574,3.08169114091754,3.22362842185288,3.11261566866917,3.18967886561061
3.19264481581945,3.09276264664305,3.27310328889849,3.14123016876167,3.23322269155784,3.15210730143574,3.08169114091754,3.22362842185288,3.11261566866917,3.18967886561061
3.1080398642766,3.02802082448596,3.18074488978595,3.06483563106448,3.1477735720112,3.15210730143574,3.08169114091754,3.22362842185288,3.11261566866917,3.18967886561061
