index,t,days,siteID,ps1,lpC,sdpC,lsdps1,mld,dmld,N0,light
15,112,112,5,23.3649963514466,21.1297997545749,11.0276458528603,0.448452149610201,217.523218421871,-8.12609067266192,16.5627625,92.9744305492775
16,120,120,5,17.8910130034015,15.3243525042882,10.779696393684,0.556516468640168,152.514493040575,-8.12609062743276,16.5627625,111.324912698742
17,128,128,5,50.5258733388328,44.9548252462821,25.9217168847545,0.483378622397751,87.5057680211133,-7.1550460826357,16.5627625,98.0815390611954
18,136,136,5,25.6719771347858,22.8765257791664,13.0732371232359,0.480184763344184,30.2653993600276,-0.35773397812621,16.5627625,121.486070874579
19,144,144,5,31.6955579898673,26.3306327879831,21.238848736989,0.609004989104361,27.403527535018,-0.357733977964759,16.5627625,107.610112114147
20,152,152,5,39.420624829299,35.292310034255,19.6167798976843,0.470370190408318,24.5416557112999,-0.357733980382063,16.5627625,112.685456285606
21,160,160,5,43.5512569752998,40.1299882377745,18.3628177203905,0.404511247098325,21.6797838682434,-0.311898508992877,16.5627625,133.945841993058
22,168,168,5,34.3934003577135,30.2845328138524,18.5137064797947,0.50443549025602,19.1845957963004,-0.174392082119991,16.5627625,126.5594932146
23,176,176,5,30.0471106769062,24.8305475860843,20.474176230874,0.61756271447699,17.7894591393405,-0.174392085455146,16.5627625,94.3449747101492
24,184,184,5,26.8398800416706,24.5023724334089,12.0001426646112,0.426893185300238,16.3943224556993,-0.174392086053268,16.5627625,137.211299472243
25,192,192,5,23.8590834490873,22.1237852258493,9.63339602300364,0.388617338497297,14.9991857672731,-0.114387093669633,16.5627625,102.641279909998
26,200,200,5,20.9082936563757,19.4934020303679,8.10946747064755,0.374352387526277,14.0840890179161,-0.0543821022235331,16.5627625,135.843091388289
