p_median,p_lb95,p_ub95,p_lb68,p_ub68,null_median,null_lb95,null_ub95,null_lb68,null_ub68
1.49435624222847,1.43132402411524,1.55011929750564,1.46439101268659,1.52192898312303,2.9590741030248,2.93411826003799,2.98295317462079,2.946152385246,2.97133102850234
1.50433095313849,1.43172397652341,1.56522304535246,1.46978880343827,1.53492216165957,2.98191677246775,2.95713946352687,3.00588432945457,2.96906339484091,2.99429006504323
1.54267840359058,1.46037559632497,1.61300775846356,1.5030199368678,1.57703767156779,2.98202581843378,2.95724935328543,3.00599378565938,2.96917277630781,2.99439964851352
1.65330338463553,1.56195347233119,1.73498170249569,1.60907212953732,1.69283497723794,2.88048116705258,2.85549996742277,2.90420583554579,2.86754209096331,2.89264314111412
1.77844561006241,1.67673921335848,1.86786481913924,1.72950250046609,1.8215271538421,2.87335858249866,2.84841287515749,2.89711711963107,2.8604547775093,2.88553669772634
1.94749457541117,1.83744849570471,2.04314914780389,1.89445462144131,1.99314763079639,2.84950568639358,2.82461938702221,2.87331920820741,2.83667073996446,2.8617223115114
2.1197648074524,2.00353763129038,2.22064277936042,2.06331833849893,2.16745341608816,2.82568174205727,2.80080094789191,2.84952796522466,2.81288249565273,2.83789392173059
2.32873937070152,2.20792787972789,2.43141712477134,2.27005886146663,2.3770946660403,2.80754181589134,2.78268332233115,2.83140302593046,2.7948835593439,2.81985760733043
2.37864075898824,2.28130804038427,2.46484335113674,2.33153759702539,2.42062333747029,2.67968245581078,2.65458250322255,2.70367005339646,2.66700911953642,2.69200779286923
2.4544606809075,2.3738713554318,2.52892066925008,2.41700031394407,2.49005508404518,2.43636172898551,2.40977787626885,2.46034287725076,2.42254189169047,2.44846520214867
2.60611305032607,2.53883868856854,2.67075674923438,2.57337947680538,2.63800467272088,1.62645767260927,1.59153966473906,1.69354719093212,1.6075068579469,1.65294574624852
2.79502422439626,2.73604696109196,2.85312905077356,2.76642048928135,2.82672620038468,NaN,NaN,NaN,NaN,NaN
2.99142127457656,2.9297725521943,3.05305401850271,2.96215567674186,3.02425879474401,NaN,NaN,NaN,NaN,NaN
3.26072015002678,3.19226529246468,3.32857459375788,3.2276232242662,3.29179652877412,NaN,NaN,NaN,NaN,NaN
3.42978171928783,3.36298844549091,3.49569936531492,3.39600471952362,3.46218737869474,NaN,NaN,NaN,NaN,NaN
3.38823328223348,3.33130616181367,3.44876970161805,3.35875530231791,3.41725498266974,NaN,NaN,NaN,NaN,NaN
3.42483843432262,3.36558925771091,3.47640599589534,3.39726155614721,3.45079466333221,2.80555727417206,2.7806940778202,2.82941602460783,2.79289885532099,2.8178805107127
3.5512085120937,3.49687807280921,3.6119496299904,3.52302967189944,3.57996730282251,2.80555727417206,2.7806940778202,2.82941602460783,2.79289885532099,2.8178805107127
