tavg,P,P025,P05,P1,P2,P4
1,-0.00710623133989606,-0.0145122854270808,-0.00945274711730643,-0.00567041058441235,-0.0077508480347082,-0.00868856776669029
2,-0.00926966440041583,-0.0214635055305572,-0.016930487073887,-0.0138898681097455,-0.0157566548007491,-0.0165042063750437
3,-0.00638584406151075,-0.0149095372314819,-0.00981911149339859,-0.00726519939894008,-0.00921316237165508,-0.00983578028094837
4,-0.00735257485460963,-0.00884172628215499,-0.00514280337366544,-0.00340724484781592,-0.0049768731352273,-0.00543231617665312
5,0.000632275413391164,-0.00258735119441855,0.00176232144191208,0.00265583557129621,0.000966782337664753,0.000566735899916054
6,-0.0059817535380207,-0.00847009458553491,-0.00609738991566554,-0.00512634810371889,-0.0062418576507963,-0.00651290126426937
7,-0.00506565023356507,-0.00304725485363435,0.000254610917221458,0.00133015019733722,0.000390944407850815,0.000176846985944034
8,-0.00671764293819819,-0.00226902427615905,0.000332602273918145,0.00146262668844178,0.000994755525271831,0.000875719918206345
9,-0.00153782618377529,-3.49657960900386E-05,0.00337785660477388,0.00472999622910306,0.0041317056031181,0.00400634632296369
10,-0.00617689301636928,-0.00409327669223697,-0.00295821072801072,-0.00207335767651124,-0.00225129776648305,-0.00230518162594181
11,-0.00946881771273267,-0.00170807791076993,0.00106392743671105,0.00388087211260871,0.00427158327157508,0.00430959041115517
12,0.000908081443688678,0.00769560758195159,0.009477592989977,0.0110350741093625,0.00866196524609704,0.00873197045895978
13,-0.0081967810563374,-0.00256349673361419,-0.00555910952919596,-0.00703605000044519,-0.00679160128576999,-0.00670150704659717
14,-0.00617529425261529,-0.0040818704333512,-0.00560913274522622,-0.00529493220160576,-0.00448839194208293,-0.00433272187301682
15,-0.00589484034497513,-0.00336577804729291,-0.00304088192612854,-0.00360218906616427,-0.00329687730078427,-0.00323512320511369
16,5.58143903921766E-05,0.00215705076179679,-0.00319038538101041,-0.00961254981717283,-0.0138837316656205,-0.0139297088203504
17,0.00618401042338849,0.00552723840141687,-0.00132349142303345,-0.00569144388753154,-0.00564583885311729,-0.00547733556468167
18,0.0141896560768091,0.00976632262955117,0.00458528377554228,0.00417527203508926,0.00548702124301462,0.0056561893698955
19,0.007448593041222,0.00395928864587353,-0.00117071454264243,-0.00402384549920674,-0.00312673632283041,-0.00289458783712226
20,0.00457154119628623,0.000908760404769543,-0.00312843220051311,-0.00513634015989447,-0.00398818504953965,-0.00368786877851963
21,0.00523536775275743,0.000869020038314277,-0.00175910783695144,-0.00167713210435422,6.62694860015297E-06,0.000381633078799539
22,0.00594373916035263,0.00155702281306643,-0.000451443956032956,0.000376708674439035,0.00260958506401965,0.00310419053655315
23,0.00697885540694055,0.00283584861007564,0.00148170817834635,0.00310635439044633,0.00607214169248045,0.00675112631227957
24,0.00304457720914916,-0.00025364947863481,-0.00147683305133686,-0.000856845902738602,0.00150652325494672,0.00210866973952134
25,0.00794281319071319,0.00396004079855123,0.00330558490362861,0.00582035363340339,0.00928982710045627,0.0101057203653616
26,0.010965602792054,0.0068921639470186,0.00672357592980591,0.0104326834668094,0.014282286327238,0.0151285342532132
27,0.00805308581492662,0.00384033234089801,0.00364948058118022,0.00659763727821282,0.0100575525007938,0.0108668192299312
28,0.0116091616772864,0.00718289894741791,0.00734667079622333,0.011101903976016,0.0148645499184626,0.0157587833287618
29,0.0140212390136915,0.00930631507406917,0.00977210848262851,0.0142690305041872,0.0187059931161347,0.0197821257135046
30,0.0129533817923245,0.0081060740507142,0.00808004622622062,0.00998220146552149,0.0126213204263873,0.0133961258803071
31,0.0117832155266712,0.00666501336631477,0.00682329985549176,0.00942998410257664,0.0128394343386217,0.0137962286732215
32,0.0170678596158953,0.0119323042834467,0.012452678677613,0.0165663775695707,0.0216893781018762,0.0231164428530137
33,0.021388824669602,0.0158995106101953,0.0158583864698471,0.0171947777369747,0.0203489410840029,0.0213849530230738
34,0.035500735634812,0.029511656392429,0.0290391692091605,0.0271154137504212,0.0264667074431697,0.0265281358873879
35,0.0403964495982411,0.0340929212163105,0.0330991035770734,0.0284838538176214,0.0267932885070961,0.0270104510260383
36,0.0418206652669825,0.0354150633551607,0.0335059371426946,0.0248083198050618,0.0203688498963246,0.0201124562539714
37,0.0344337157440467,0.0288572753030901,0.0259200376042346,0.014581291194057,0.0094163541909447,0.00930320142368478
38,0.0317030953771327,0.0300375194251371,0.0265806121180601,0.015454904793665,0.0116962168391498,0.0122551275400099
39,0.00666385176684387,0.014709792281061,0.0100570434940937,-0.00265449626599996,0.00746048278841541,0.00710954449408765
40,-0.000642714059874429,0.0415988533415756,0.0258267897218588,0.0117544794042459,0.0195454169042374,0.0122018232472276
41,0.0153912592969215,0.0246995673558372,0.00249912714369812,-0.0128849600079672,-0.0177118377307677,-0.0192594431500267
42,-0.0360712861762027,-0.00252685622175444,-0.000212761549205645,0.00128458194572391,-0.000642551311748036,-0.00148854856884974
43,-0.02432109745833,-0.00964399474508816,-0.00514412602914163,-0.0031062518566312,0.0110515801643156,0.00235578683851327
44,-0.00266408032364571,0.00699205650573156,-0.00854469258752378,-0.0142113603094022,-0.00721016839550606,-0.00948377642132295
45,0.00750887804310327,-0.0249948068740527,-0.0222911746939473,-0.0190714555838716,-0.0219004127299415,-0.023351074691068
46,-0.0127578615417963,0.00581277756450192,-0.00898918793226758,-0.00518621600902095,-0.00687181416855972,-0.00795387515694738
