pos,k_1,m_1,mp_1,al_1,alpha_1,l_1,j_1,r_1,c1_1,K_1,f_1,g_1,Q_1
1,0.0709529084699772,1.73300485674126,3.9707319849668,2.50010535329081,0.123238078902253,0.0670470502815135,1.85827176051782,0.0175016657008212,3.24389066138716,1.46018160512449,0.14416312139198,0.0175000972731329,0.500003616762673
2,0.071383466673176,2.33358916281253,4.32660568309267,2.5013762849473,0.132854852238418,0.0709516067207932,1.91965604625308,0.0175119967432711,3.51090862730182,1.50718467076358,0.153201077474918,0.0175016822765774,0.500154072091233
3,0.0717875543458434,3.04008426968965,4.72192907003132,2.50794295425478,0.141381339775652,0.0738317263360281,1.9528565837803,0.0175884523030483,3.72010330653839,1.66982589900093,0.166501565085304,0.0175112244483673,0.500831832352315
4,0.0722815196182855,3.96826233126245,5.10971302652914,2.53173843039138,0.149651757957087,0.0767661185405331,1.9791148967451,0.0178432573419039,3.87957264642098,1.88054804564876,0.189226706593006,0.0175448739007002,0.503034907820273
5,0.0727721990278122,5.22848351644825,5.46727273029226,2.56907633842056,0.156044276756882,0.0800261476850717,1.99421977330835,0.018259903309879,3.96688238912381,2.28656311910433,0.226278522093047,0.0176172243937833,0.507084218742497
6,0.0731567358668847,7.34523048953451,5.85189407269828,2.6451837605459,0.159054010323214,0.0828594783708466,1.99914880623006,0.0188257892055929,3.99666253384847,2.70826392099874,0.267283591913257,0.0177416457856238,0.512293926656501
7,0.0739280718859696,9.74415555736288,6.25966852401618,2.76219503285353,0.159968495255166,0.0853025204752455,1.99991497781647,0.0193086461069324,3.99996708718771,2.86366844223859,0.284390265849683,0.0180069623385482,0.527094642459152
