index,t,days,years,latmin,lonmin,latmax,lonmax,siteID
177,1400,304,2001,50,-25,55,-15,9
178,1408,312,2001,50,-25,55,-15,9
179,1416,320,2001,50,-25,55,-15,9
180,1424,328,2001,50,-25,55,-15,9
181,1432,336,2001,50,-25,55,-15,9
182,1440,344,2001,50,-25,55,-15,9
183,1448,352,2001,50,-25,55,-15,9
184,1456,360,2001,50,-25,55,-15,9
185,1462,1,2002,50,-25,55,-15,9
186,1469,8,2002,50,-25,55,-15,9
187,1477,16,2002,50,-25,55,-15,9
188,1485,24,2002,50,-25,55,-15,9
189,1493,32,2002,50,-25,55,-15,9
190,1501,40,2002,50,-25,55,-15,9
191,1509,48,2002,50,-25,55,-15,9
192,1517,56,2002,50,-25,55,-15,9
193,1525,64,2002,50,-25,55,-15,9
194,1533,72,2002,50,-25,55,-15,9
195,1541,80,2002,50,-25,55,-15,9
196,1549,88,2002,50,-25,55,-15,9
197,1557,96,2002,50,-25,55,-15,9
198,1565,104,2002,50,-25,55,-15,9
199,1573,112,2002,50,-25,55,-15,9
200,1581,120,2002,50,-25,55,-15,9
201,1589,128,2002,50,-25,55,-15,9
202,1597,136,2002,50,-25,55,-15,9
203,1605,144,2002,50,-25,55,-15,9
204,1613,152,2002,50,-25,55,-15,9
205,1621,160,2002,50,-25,55,-15,9
206,1629,168,2002,50,-25,55,-15,9
207,1637,176,2002,50,-25,55,-15,9
208,1645,184,2002,50,-25,55,-15,9
209,1653,192,2002,50,-25,55,-15,9
210,1661,200,2002,50,-25,55,-15,9
211,1669,208,2002,50,-25,55,-15,9
212,1677,216,2002,50,-25,55,-15,9
213,1685,224,2002,50,-25,55,-15,9
214,1693,232,2002,50,-25,55,-15,9
215,1701,240,2002,50,-25,55,-15,9
216,1709,248,2002,50,-25,55,-15,9
217,1717,256,2002,50,-25,55,-15,9
218,1725,264,2002,50,-25,55,-15,9
219,1733,272,2002,50,-25,55,-15,9
220,1741,280,2002,50,-25,55,-15,9
221,1749,288,2002,50,-25,55,-15,9
222,1757,296,2002,50,-25,55,-15,9
223,1765,304,2002,50,-25,55,-15,9
224,1773,312,2002,50,-25,55,-15,9
225,1781,320,2002,50,-25,55,-15,9
226,1789,328,2002,50,-25,55,-15,9
227,1797,336,2002,50,-25,55,-15,9
228,1805,344,2002,50,-25,55,-15,9
229,1813,352,2002,50,-25,55,-15,9
230,1821,360,2002,50,-25,55,-15,9
