tc,P,P_LightMax,P2_LightMin,P3_noZoo,P4_maxMLD,P5_minMLD,P6_LightMaxNZ,P7_LightMinNZ,P8_MaxMLDNZ,P9_MinMLDNZ,P10_ZOnly,P11_Zdyn,P12_Nullcline
1,12.379838721463,28.4046340544634,15.9225676833021,195.18582436163,10.9345727416964,88.2633780583272,210.931649789646,82.4721080960246,261.492640075098,261.492640075098,87.117276163053,9.70193144061444,28.7774982409916
8,12.6922004923906,30.0349638970893,16.0451023315025,186.481018007721,10.4233609794251,102.308022815377,201.52461845766,78.7940554868122,271.914913485633,271.914913485633,87.117276163053,8.39425916768029,28.9062413463957
16,12.7740111084675,29.8003104912928,15.7844012993628,174.702484433285,9.91409752979243,103.597351070816,188.795899417308,73.8172571084433,279.985881156947,279.985881156947,87.117276163053,7.02812430830302,28.8846401330947
24,13.4722623032436,29.298411348986,15.4856225997644,165.241807864795,9.65030918178851,114.229415930849,178.572021104195,69.819825721354,324.614674504157,324.614674504157,87.117276163053,5.94783458628345,28.5957752879178
32,14.5159132037192,29.0865714569428,15.3466453608777,158.813944425412,9.5260067738138,99.4209545752263,171.6256158295,67.1038526217038,354.791608022842,354.791608022842,87.117276163053,5.14128265445329,28.4748867435764
40,16.3533642276811,29.0844290479993,15.4678747155236,156.241814181757,9.65528166614451,96.8825662877609,168.845989401492,66.0170472443895,405.965246309612,405.965246309612,87.117276163053,4.58043018395131,28.242786255392
48,17.3709614573568,28.2401495099712,15.0852430496977,149.234218728519,9.70222119871393,76.8953202941991,161.273084581973,63.0561192589537,404.023895785053,404.023895785053,87.117276163053,4.00156558657699,28.4758165709344
56,19.7091490871579,28.6916942493887,14.8129395467559,142.392095550579,10.1606173181307,107.204887040574,153.879000843019,60.1651084789299,472.3475048199,472.3475048199,87.117276163053,3.51816481428437,28.457869513458
64,24.1867352018851,30.2676499106871,14.715446141657,135.49859465959,11.1621624812128,119.229958882311,146.429394702212,57.2523890101818,555.2776828655,555.2776828655,87.117276163053,3.16274388689142,28.4460784962496
72,30.9206556344473,32.8105160943716,15.1228044234576,139.391527113351,12.4299839282281,86.1662656816994,155.27486154366,55.5731161787692,608.839464098665,608.839464098665,87.117276163053,3.03642387019335,28.4384983319605
80,38.2260622559119,32.4030988404955,14.6785986203527,135.445728693746,14.4351461017006,97.7247211514825,142.765889144524,51.0961353622787,685.869777834477,685.869777834477,87.117276163053,2.96661595282769,28.6529334668276
88,42.5353372798603,30.6187110001042,13.6514437867932,121.462831440379,16.6381387417778,82.6170357659124,128.027286617551,45.8211664304025,683.215327973184,683.215327973184,87.117276163053,3.04325418832903,28.6673152554595
96,47.0225925626505,30.1967544612721,13.2557860780069,115.801211902285,19.059760878174,91.2839472162546,122.059685016901,43.6853524695041,688.126391545754,688.126391545754,87.117276163053,3.46815944314621,28.4107954383015
104,51.629576796761,28.9155768296082,12.791582384151,111.486194077589,22.7623968740695,107.915706168549,117.511462179914,42.0575363915243,729.129786793152,729.129786793152,87.117276163053,4.24204720972347,28.4297109708018
112,57.1532080815651,29.7389926608831,12.5056052830602,114.065733107706,27.3859742371786,84.1970530983667,116.266509292171,40.3591042520916,723.404993112673,723.404993112673,87.117276163053,5.51113518454752,28.5505880975549
120,68.4657749054059,35.7001409966617,12.85179344313,137.303177366298,33.0718478842528,94.1125443083241,143.365889814473,39.1486802559643,731.591504321164,731.591504321164,87.117276163053,7.80214587081721,28.8649596306781
128,90.4856738511321,53.0024183873021,14.7161471349513,186.880653449305,39.1830028561396,87.2830080879318,195.912025392964,41.010466224957,723.710425792502,723.710425792502,87.117276163053,13.2161474528699,30.0249561776896
