index,t,days,siteID,lpC,sdlpC,mld,dmld,N0,light,rPC,sdrPC,zeu,sdzeu,pgr,latitude,lpC_median,lpC_lb95,lpC_ub95,lpC_lb68,lpC_ub68
1,1,1,8,1.48445558679665,1.2816292890687,282.13853893929,1.90404480608533,14.161156875,24.6911986743881,-0.0433738259974167,0.221776654716446,64.674128027704,6.31841040335025,0,47.5,1.48445558679665,-1.027537819778,3.9964489933713,0.20282629772795,2.76608487586535
2,8,8,8,1.48445558679665,1.2816292890687,282.13853893929,2.34562658508625,14.161156875,24.6911986743881,-0.0433738259974167,0.221776654716446,64.674128027704,6.31841040335025,0.0232872123028432,47.5,1.48445558679665,-1.027537819778,3.9964489933713,0.20282629772795,2.76608487586535
3,16,16,8,1.16387062913968,1.30614087597682,327.835614285338,2.78720832387612,14.161156875,31.3129469687925,0.0744086703138162,0.192722435617579,68.115933875658,7.0117522879109,0.0389328346063474,47.5,1.16387062913968,-1.39616548777489,3.72390674605425,-0.14227024683714,2.4700115051165
4,24,24,8,1.8614190596344,1.05017930818004,338.43357698136,1.32474527609846,14.161156875,40.9954971546684,0.0430825617411811,0.151893109908313,64.9546478385404,4.31442939506167,0.0462743323105957,47.5,1.8614190596344,-0.196932384398478,3.91977050366728,0.81123975145436,2.91159836781444
5,32,32,8,2.20607955356386,0.791582484345367,349.031538712317,1.19974853473125,14.161156875,43.8862719366567,-0.00302337244233308,0.136507086167898,65.0301000795436,5.37761000709937,-0.0305506201562138,47.5,2.20607955356386,0.654577884246941,3.75758122288078,1.41449706921849,2.99766203790923
6,40,40,8,2.18189257402519,1.02884898001602,359.629500911701,0.699761623577376,14.161156875,49.9080166006056,-0.141917776681016,0.19521342681081,64.5029591180886,5.48640502411599,-0.00635520079561479,47.5,2.18189257402519,0.16534857319379,4.19843657485659,1.15304359400917,3.21074155404121
7,48,48,8,1.04655036057707,1.30860637964021,367.22754181491,0.199774684414794,14.161156875,41.1950890104967,0.120001168584572,0.190185951217041,66.425069555343,5.27516935364449,0.00532396854816631,47.5,1.04655036057707,-1.51831814351774,3.61141886467188,-0.26205601906314,2.35515674021728
8,56,56,8,2.00655970925363,0.937355368216951,365.825817678174,-0.175215530759708,14.161156875,56.7809571027134,0.0357531418940523,0.144167073509208,64.6542546721306,5.06446255612062,0.0477561354495433,47.5,2.00655970925363,0.169343187548406,3.84377623095885,1.06920434103668,2.94391507747058
9,64,64,8,2.29258484440604,0.821181932589358,364.424093337656,-2.16088306448942,14.161156875,76.5188978139532,-0.0120078605377317,0.148164970015266,63.3209037692023,4.58173421697876,0.00240784627287794,47.5,2.29258484440604,0.683068256530898,3.90210143228118,1.47140291181668,3.1137667769954
10,72,72,8,2.19652196010419,0.904806397349222,363.022369076677,-4.80843976576158,14.161156875,79.5448148636892,-0.0165217425376875,0.166224623239084,62.220823975769,4.69013077696198,0.014146632507465,47.5,2.19652196010419,0.423101421299715,3.96994249890867,1.29171556275497,3.10132835745341
11,80,80,8,2.0643480198027,1.08270288607858,313.964624130428,-7.45599648897438,14.161156875,87.427515346709,0.0709695005978131,0.124277420688307,50.0662834955922,7.74175451089385,0.0191825032622875,47.5,2.0643480198027,-0.0577496369113164,4.18644567651672,0.98164513372412,3.14705090588128
12,88,88,8,2.6321040245852,0.868030370774324,249.021538959378,-8.11788566660825,14.161156875,85.6176346966503,0.0030997517267376,0.112019854551546,51.9502713416025,7.44028538131483,0.0204037472627729,47.5,2.6321040245852,0.930764497867525,4.33344355130288,1.76407365381088,3.50013439535952
13,96,96,8,2.65690203839909,0.627453585735156,184.078453341292,-6.47101018748421,14.161156875,93.8016423856756,-0.0128580105362304,0.105578506740773,50.1761798340419,6.18074749250215,0.00724297340157417,47.5,2.65690203839909,1.42709301035818,3.88671106644,2.02944845266393,3.28435562413425
14,104,104,8,2.55403795410925,0.643098982296563,119.13536813183,-4.58886675657566,14.161156875,110.137802412944,0.0314871790142151,0.104862761050535,52.9545710946294,6.28986591522957,0.0249340881959467,47.5,2.55403795410925,1.29356394880799,3.81451195941051,1.91093897181269,3.19713693640581
15,112,112,8,2.80593538622298,0.603099635410319,93.7172944597569,-2.70672335077768,14.161156875,122.349619853881,0.0561730961098548,0.0873084554915438,48.5703245071244,6.50984931425678,0.028261449957415,47.5,2.80593538622298,1.62386010081876,3.98801067162721,2.20283575081266,3.4090350216333
16,120,120,8,3.25532015510181,0.505728488098045,73.9456511834762,-2.3856283140417,14.161156875,80.0006156319757,-0.00287592525182566,0.0715806060775747,44.5531536267039,6.74258941317352,0.0148133001255308,47.5,3.25532015510181,2.26409231842964,4.24654799177398,2.74959166700376,3.76104864319985
17,128,128,8,3.23231275308721,0.45084848854281,54.1740077131657,-1.69901143377647,14.161156875,136.967299001588,-0.00885727048143597,0.0724262996541378,49.0175422472429,5.3412130740447,0.000714888124862919,47.5,3.23231275308721,2.3486497155433,4.11597579063112,2.7814642645444,3.68316124163002
18,136,136,8,3.16145458923572,0.503323565422444,36.462214922756,-1.01239454638145,14.161156875,83.255387186052,0.013877860107851,0.0766887929176516,47.5149633473826,6.38495684296747,-0.00480251725425792,47.5,3.16145458923572,2.17494040100773,4.14796877746371,2.65813102381328,3.66477815465816
