n_median,p_median,z_median,rp_median,rp_lb68,rp_ub68,rp_lb95,rp_ub95,rz_median,psynth_median,predation_median,mldloss_median,noZoo_median,noMLD_median,zPred_median,zMLD_median,p_maxL_median,p_noZ_median,p_maxMLD_median,light,mld,dmld,pgr,dps1_median,dps1_lb68,dps1_ub68,dps1_lb95,dps1_ub95,tavg
5.11316023392853,3.05466358127671,4.98688720143832,-0.00135956250270234,-0.00678035842168557,0.00569384285907361,-0.00678035842168557,0.00569384285907361,47.7463526316664,0.566766711962818,0.557468263142799,0.000107544279760114,0.556401449867227,-0.000213758394108265,0.0799172237141275,-0.0109695939285136,2.95005219725001,3.05466358127671,2.88616798423846,132.002077030463,21.2935710316963,-0.281854766860395,-0.016841926656446,3.41556101291149,2.97328010664291,3.79943174397016,2.97328010664291,3.79943174397016,1
5.10820101043624,2.96432435500408,5.09071107306607,-0.0104982235371454,-0.0167103628713562,-0.00378659398546637,-0.0167103628713562,-0.00378659398546637,50.9570775787407,0.576063147330961,0.574057765508275,0.000116917745530613,0.563651484205925,-0.00980913955529942,0.0686593926553672,-0.00784618551365981,2.90873570924989,2.96432435500408,2.88441839169545,121.092839511961,19.0387328968131,-0.161888490642319,-0.0184260202216755,3.28082559965992,3.0203990845725,3.51503462173928,3.0203990845725,3.51503462173928,2
5.10744617979291,2.88401446935919,5.13253815611122,-0.0102248479746914,-0.0414712421493943,0.00881511821719611,-0.0414712421493943,0.00881511821719611,54.3061745840817,0.563337393428363,0.559454558588502,0.000124477935005419,0.550177515514124,-0.00873449372931422,0.0591218655600097,-0.00249365108288366,2.87928606474024,2.88401446935919,2.88375163226704,107.688218555776,17.7436249716746,-0.0419222140628846,-0.0199949679255117,3.13341743788652,2.88923025205316,3.25593537687512,2.88923025205316,3.25593537687512,3
5.10877809626497,2.87114665540809,5.14315673058018,-0.00217498123472089,-0.0161888707717384,0.0139816070009354,-0.0161888707717384,0.0139816070009354,55.1284347092715,0.569030699073608,0.558650676621349,0.000127182609884691,0.556653769473671,-0.00125638401773677,0.0563740827603692,-0.00256660954384504,2.85699227864406,2.87114665540809,2.8816933208833,111.745152799518,17.4082472591715,-0.041922213800458,-0.0196115582583003,2.97345769448243,2.66391769744158,3.12947207610226,2.66391769744158,3.12947207610226,4
5.10753610524898,2.90088540076807,5.1576597819986,0.00262256950506415,-0.00519755495279176,0.00849234433449984,-0.00519755495279176,0.00849234433449984,54.0461200023033,0.592642054188367,0.57979029071699,0.000130058050797071,0.583253824797733,0.00343910685138153,0.0587555697855653,-0.00264471342871078,2.8354837850404,2.90088540076807,2.87928862471251,127.428950269647,17.0728695487679,-0.0419222147545465,-0.00457652150829826,2.81656522841602,2.68098093582581,2.92967041227767,2.68098093582581,2.92967041227767,5
5.11394086783308,2.83439775341513,5.11845529126802,0.00232530138647723,-0.00310379660943014,0.00794911033785766,-0.00310379660943014,0.00794911033785766,56.5512556232407,0.549183071455818,0.534741335347819,0.00886445128458923,0.528030583268635,0.00333105910557405,0.0529601277455511,0.00873132757140933,2.83314498852485,2.83439775341513,2.87339835211479,110.053928989833,16.7374918307315,0.148291789668301,-0.00932005576918523,2.77995305634964,2.65668418357838,2.87968243167942,2.65668418357838,2.87968243167942,6
5.1299907536394,2.85342133618822,5.00235717509323,0.0187806962526489,0.00519505506379221,0.0297132355443713,0.00519505506379221,0.0297132355443713,56.2659571173119,0.513722089137981,0.483743299047648,0.0146854935900909,0.487347418276956,0.0195137323113199,0.0535640498054939,0.0145609251767596,2.87242902137462,2.85342133618822,2.86261771127247,108.558429305473,17.9238261480779,0.262420193165338,-0.0162385337001333,2.70539261019616,2.55775018409042,2.79643946260575,2.55775018409042,2.79643946260575,7
5.14547857900474,2.81969303761494,4.87593029538109,0.00538805177045411,-0.0235572558107682,0.0221265366567967,-0.0235572558107682,0.0221265366567967,57.4787872221615,0.43294688143069,0.414898684564279,0.0131301580337646,0.407533385361745,0.00640326856148848,0.0515245751210288,0.0130185254940494,2.91252622260426,2.81969303761494,2.85100784808222,90.8279706931696,20.0231876934006,0.262420192763617,0.00181050893809501,2.57548434059509,2.35773032198425,2.82291998429933,2.35773032198425,2.82291998429933,8
5.15758559065706,2.85936192560564,4.7587645394936,0.0168427116740868,0.00639140377642201,0.0306736442428379,0.00639140377642201,0.0306736442428379,56.3609032276804,0.405736677540558,0.377068825654164,0.0118763665303668,0.382511917860656,0.0175047964069937,0.0539959694798576,0.0117752090243341,2.93071630957288,2.85936192560564,2.83402976306906,95.5932364506693,22.1225492355095,0.262420191391475,0.00194486547627324,2.58996841209985,2.39319143080699,2.70650208299063,2.39319143080699,2.70650208299063,9
5.17116126164755,2.86078054537559,4.6098108935031,0.0197214962686837,-0.000518999563531541,0.0307178077893087,-0.000518999563531541,0.0307178077893087,56.0744145773604,0.363838093229193,0.336053089530266,0.0210903664628093,0.334923655893612,0.0207346248493114,0.0553498650875417,0.0209978701907222,2.94076732266173,2.86078054537559,2.82033727493903,94.5349301289605,24.2219107666413,0.529512262091044,0.0103635724891348,2.60552733591004,2.43973795871623,2.81215260221074,2.43973795871623,2.81215260221074,10
